old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
211.59269702253673	115.5859039374969	499.87479964778555	116.60000000000001	710.4534006078192	
227.7653872408198	124.42049532125462	538.0817907036673	116.60000000000001	773.6676732657417	
243.93807745910289	133.25508670501236	576.288781759549	233.20000000000002	720.2819459236642	
247.98125001367362	135.46373455095178	585.8405295235194	466.40000000000003	502.8855140881448	
250.6766983833875	136.93616644824473	592.2083613661664	979.8212261977986	0	
331.54014947480283	181.10912336703336	592.2083613661664	1104.8576342080025	0	
316.71518344137667	173.0107479319221	557.1852862316082	1046.911217604907	0	
285.71752718966746	156.07778111305313	674.9901753205767	1116.7854836232973	0	
164.42235055254446	89.81834573487019	579.4726976808724	833.7133939682872	0	
141.5110394099768	77.30267460788009	525.3461270183734	744.1598410362303	0	
128.0337975614076	69.94051512141532	493.50696780513863	691.4812804879616	0	
113.20883152798143	61.842139686304066	458.48389267058036	633.5348638848659	0	
152.29283288883218	83.19240219705192	550.8174543889612	786.3026894748452	0	
181.94276495568445	99.3891530672744	620.8636046580776	902.1955226810364	0	
137.46786685540604	75.09402676194065	515.794379254403	728.3562728717498	0	
130.72924593112143	71.41294701870827	499.87479964778555	702.0169925976152	0	
238.54718071967517	130.31022291042643	563.553118074255	932.4105217043566	0	
249.32897419853057	136.19995049959826	397.9894901654344	783.5184148635633	0	
276.283457895669	150.9242694725278	461.6678085919039	888.8755359601007	0	
307.2811141473782	167.8572362913968	534.8978747823438	1010.0362252211188	0	
330.1924252899459	180.3729074183869	589.0244454448429	1099.5897781531758	0	
350.4082880627997	191.41614664808404	636.783184264695	1166.0	12.607618975578816	
280.3266304502398	153.13291731846724	662.2545116352828	1095.7140594039897	0	
292.45614811395205	159.7588608562855	690.9097549271941	1143.1247638974316	0	
292.45614811395205	159.7588608562855	690.9097549271941	1143.1247638974316	0	
