simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7526.2400925763595	0	12500	0	0.0	0	500.0	0	602.0992074061088	0	
1	2021-01-01 01:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7597.918569648516	0	12500	0	0.0	0	500.0	0	607.8334855718813	0	
2	2021-01-01 02:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7239.526184287736	0	12500	0	0.0	0	500.0	0	579.1620947430189	0	
3	2021-01-01 03:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5304.207303339528	0	12500	0	0.0	0	500.0	0	424.33658426716227	0	
4	2021-01-01 04:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3583.92385360779	0	12500	0	0.0	0	500.0	0	286.7139082886232	0	
5	2021-01-01 05:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3583.92385360779	0	12500	0	0.0	0	500.0	0	286.7139082886232	0	
6	2021-01-01 06:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6883.171927466476	0	12500	0	0.0	0	500.0	0	550.6537541973181	0	
7	2021-01-01 07:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7098.207358682943	0	12500	0	0.0	0	500.0	0	567.8565886946354	0	
8	2021-01-01 08:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8529.73877158654	0	12500	0	0.0	0	500.0	0	682.3791017269233	0	
9	2021-01-01 09:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5445.526128944322	0	12500	0	0.0	0	500.0	0	435.64209031554583	0	
10	2021-01-01 10:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5302.169174800012	0	12500	0	0.0	0	500.0	0	424.173533984001	0	
11	2021-01-01 11:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4943.776789439233	0	12500	0	0.0	0	500.0	0	395.50214315513864	0	
12	2021-01-01 12:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4298.670495789831	0	12500	0	0.0	0	500.0	0	343.8936396631865	0	
13	2021-01-01 13:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3868.5996333568955	0	12500	0	0.0	0	500.0	0	309.48797066855167	0	
14	2021-01-01 14:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4155.31354164552	0	12500	0	0.0	0	500.0	0	332.4250833316416	0	
15	2021-01-01 15:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4585.384404078453	0	12500	0	0.0	0	500.0	0	366.8307523262763	0	
16	2021-01-01 16:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4800.4198352949215	0	12500	0	0.0	0	500.0	0	384.03358682359374	0	
17	2021-01-01 17:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8027.989432081449	0	12500	0	0.0	0	500.0	0	642.2391545665159	0	
18	2021-01-01 18:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6739.814973322164	0	12500	0	0.0	0	500.0	0	539.1851978657731	0	
19	2021-01-01 19:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6883.171927466476	0	12500	0	0.0	0	500.0	0	550.6537541973181	0	
20	2021-01-01 20:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7169.885835755098	0	12500	0	0.0	0	500.0	0	573.5908668604078	0	
21	2021-01-01 21:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7169.885835755098	0	12500	0	0.0	0	500.0	0	573.5908668604078	0	
22	2021-01-01 22:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7026.528881610785	0	12500	0	0.0	0	500.0	0	562.1223105288628	0	
23	2021-01-01 23:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4013.9947160407264	0	12500	0	0.0	0	500.0	0	321.11957728325814	0	
24	2021-01-02 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4229.030147257192	0	12500	0	0.0	0	500.0	0	338.32241178057535	0	
25	2021-01-02 01:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4229.030147257192	0	12500	0	0.0	0	500.0	0	338.32241178057535	0	
26	2021-01-02 02:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4157.351670185037	0	12500	0	0.0	0	500.0	0	332.5881336148029	0	
27	2021-01-02 03:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4085.6731931128807	0	12500	0	0.0	0	500.0	0	326.85385544903045	0	
28	2021-01-02 04:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3942.316238968569	0	12500	0	0.0	0	500.0	0	315.38529911748554	0	
29	2021-01-02 05:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3798.959284824258	0	12500	0	0.0	0	500.0	0	303.91674278594064	0	
30	2021-01-02 06:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6596.4580191778505	0	12500	0	0.0	0	500.0	0	527.7166415342281	0	
31	2021-01-02 07:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6166.387156744917	0	12500	0	0.0	0	500.0	0	493.31097253959337	0	
32	2021-01-02 08:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7311.204661359891	0	12500	0	0.0	0	500.0	0	584.8963729087914	0	
33	2021-01-02 09:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4298.670495789831	0	12500	0	0.0	0	500.0	0	343.8936396631865	0	
34	2021-01-02 10:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4155.31354164552	0	12500	0	0.0	0	500.0	0	332.4250833316416	0	
35	2021-01-02 11:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3940.2781104290525	0	12500	0	0.0	0	500.0	0	315.2222488343242	0	
36	2021-01-02 12:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3725.2426792125843	0	12500	0	0.0	0	500.0	0	298.01941433700676	0	
37	2021-01-02 13:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3510.2072479961166	0	12500	0	0.0	0	500.0	0	280.8165798396893	0	
38	2021-01-02 14:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3151.8148626353377	0	12500	0	0.0	0	500.0	0	252.145189010827	0	
39	2021-01-02 15:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3653.5642021404274	0	12500	0	0.0	0	500.0	0	292.28513617123417	0	
40	2021-01-02 16:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4657.06288115061	0	12500	0	0.0	0	500.0	0	372.56503049204883	0	
41	2021-01-02 17:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8458.060294514387	0	12500	0	0.0	0	500.0	0	676.644823561151	0	
42	2021-01-02 18:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7671.635175260188	0	12500	0	0.0	0	500.0	0	613.730814020815	0	
43	2021-01-02 19:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7456.599744043722	0	12500	0	0.0	0	500.0	0	596.5279795234978	0	
44	2021-01-02 20:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7886.670606476656	0	12500	0	0.0	0	500.0	0	630.9336485181325	0	
45	2021-01-02 21:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8316.741468909591	0	12500	0	0.0	0	500.0	0	665.3393175127674	0	
46	2021-01-02 22:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8245.062991837434	0	12500	0	0.0	0	500.0	0	659.6050393469948	0	
47	2021-01-02 23:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5519.242734555995	0	12500	0	0.0	0	500.0	0	441.53941876447965	0	
48	2021-01-03 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6236.027505277554	0	12500	0	0.0	0	500.0	0	498.88220042220433	0	
49	2021-01-03 01:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6594.4198906383335	0	12500	0	0.0	0	500.0	0	527.5535912510667	0	
50	2021-01-03 02:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6451.062936494022	0	12500	0	0.0	0	500.0	0	516.0850349195218	0	
51	2021-01-03 03:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6164.3490282054	0	12500	0	0.0	0	500.0	0	493.147922256432	0	
52	2021-01-03 04:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5662.5996887003075	0	12500	0	0.0	0	500.0	0	453.0079750960246	0	
53	2021-01-03 05:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5375.885780411685	0	12500	0	0.0	0	500.0	0	430.0708624329348	0	
54	2021-01-03 06:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8460.098423053902	0	12500	0	0.0	0	500.0	0	676.8078738443121	0	
55	2021-01-03 07:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8101.706037693124	0	12500	0	0.0	0	500.0	0	648.1364830154499	0	
56	2021-01-03 08:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8386.381817442229	0	12500	0	0.0	0	500.0	0	670.9105453953783	0	
57	2021-01-03 09:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4370.348972861986	0	12500	0	0.0	0	500.0	0	349.6279178289589	0	
58	2021-01-03 10:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3796.9211562847413	0	12500	0	0.0	0	500.0	0	303.7536925027793	0	
59	2021-01-03 11:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3438.5287709239624	0	12500	0	0.0	0	500.0	0	275.082301673917	0	
60	2021-01-03 12:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3366.850293851805	0	12500	0	0.0	0	500.0	0	269.3480235081444	0	
61	2021-01-03 13:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3295.1718167796485	0	12500	0	0.0	0	500.0	0	263.6137453423719	0	
62	2021-01-03 14:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3510.2072479961166	0	12500	0	0.0	0	500.0	0	280.8165798396893	0	
63	2021-01-03 15:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4585.384404078453	0	12500	0	0.0	0	500.0	0	366.8307523262763	0	
64	2021-01-03 16:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5660.561560160791	0	12500	0	0.0	0	500.0	0	452.84492481286327	0	
65	2021-01-03 17:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9533.237450596722	0	12500	0	0.0	0	500.0	0	762.6589960477378	0	
66	2021-01-03 18:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8675.13385427037	0	12500	0	0.0	0	500.0	0	694.0107083416297	0	
67	2021-01-03 19:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8675.13385427037	0	12500	0	0.0	0	500.0	0	694.0107083416297	0	
68	2021-01-03 20:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8316.741468909591	0	12500	0	0.0	0	500.0	0	665.3393175127674	0	
69	2021-01-03 21:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7313.242789899408	0	12500	0	0.0	0	500.0	0	585.0594231919526	0	
70	2021-01-03 22:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6668.1364962500065	0	12500	0	0.0	0	500.0	0	533.4509197000006	0	
71	2021-01-03 23:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3512.245376535633	0	12500	0	0.0	0	500.0	0	280.97963012285066	0	
72	2021-01-04 00:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3297.2099453191677	0	12500	0	0.0	0	500.0	0	263.7767956255334	0	
73	2021-01-04 01:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2938.8175599583888	0	12500	0	0.0	0	500.0	0	235.1054047966711	0	
74	2021-01-04 02:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2795.4606058140753	0	12500	0	0.0	0	500.0	0	223.63684846512604	0	
75	2021-01-04 03:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2723.782128741921	0	12500	0	0.0	0	500.0	0	217.9025702993537	0	
76	2021-01-04 04:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2580.42517459761	0	12500	0	0.0	0	500.0	0	206.4340139678088	0	
77	2021-01-04 05:00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2652.103651669764	0	12500	0	0.0	0	500.0	0	212.16829213358113	0	
