old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
215.6358695771075	117.79455178343633	509.426547411756	116.60000000000001	726.2569687722998	
229.11311142567672	125.15671126990111	541.2657066249908	116.60000000000001	778.9355293205687	
238.54718071967517	130.31022291042643	563.553118074255	233.20000000000002	699.2105217043566	
247.98125001367362	135.46373455095178	585.8405295235194	466.40000000000003	502.8855140881448	
261.45849186224285	142.82589403741653	617.6796887367541	1021.9640746364134	0	
351.75601224765666	192.15236259673054	639.9671001860186	1166.0	17.875475030405823	
343.6696671385151	187.73506690485166	620.8636046580776	1152.2683387014445	0	
299.19476903823664	163.4399405995179	706.8293345338114	1166.0	3.4640441715660018	
157.68372962825987	86.13726599163782	563.553118074255	807.3741136941528	0	
102.42703804912608	55.95241209713227	433.0125652999927	591.392015446251	0	
52.561243209419935	28.712421997212594	315.20767621102397	396.4813414176565	0	
14.824966033426161	8.098375435111258	226.05803041396678	248.9813718825042	0	
1.347724184856941	0.7362159486464875	194.21887120073202	196.30281133423546	0	
0	0	165.56362790882068	165.56362790882068	0	
0	0	120.98880501029197	120.98880501029197	0	
0	0	143.2762164595564	143.2762164595564	0	
71.42938179741688	39.01944527826329	168.7475438301442	279.1963709058244	0	
87.60207201569993	47.85403666202101	15.919579606617376	151.3756882843383	0	
118.59972826740915	64.78700348089	89.14964579705733	272.53637754535646	0	
146.90193614940446	80.24753840246599	156.01188014485024	383.1613546967207	0	
172.50869566168603	94.23564142674907	216.50628264999634	483.2506197384314	0	
198.11545517396752	108.22374445103213	277.0006851551423	583.339884780142	0	
128.0337975614076	69.94051512141532	302.4720125257301	500.44632520855305	0	
136.12014267054914	74.3578108132942	321.57550805367106	532.0534615375144	0	
136.12014267054914	74.3578108132942	321.57550805367106	532.0534615375144	0	
