old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
354.45146061737046	193.6247944940235	568.523744888606	116.60000000000001	1000	
359.8423573567982	196.5696582886094	560.1879843545923	116.60000000000001	1000	
370.62415083565355	202.4593858777812	660.1164632865652	233.20000000000002	1000	
362.537805726512	198.0420901859023	856.4733828360147	417.05327874842897	1000	
358.49463317194125	195.83344233996291	846.9216350720444	401.2497105839486	1000	
431.271739154215	235.58910356687267	827.8181395441036	494.6789822651913	1000	
421.8376698602166	230.43559192634734	805.5307280948392	457.80398988140314	1000	
412.40360056621813	225.282080285822	974.2782719249834	611.9639527770237	1000	
314.0197350716628	171.53831603462916	932.8873649477782	418.44541605407017	1000	
284.36980300481054	155.3415651644067	862.8412146786618	302.55258284787897	1000	
238.54718071967517	130.31022291042643	754.5880733536636	123.44547698376527	1000	
199.46317935882445	108.95996039967861	662.2545116352828	0	970.6776513937859	
181.94276495568445	99.3891530672744	620.8636046580776	0	902.1955226810364	
173.8564198465429	94.97185737539553	601.7601091301367	0	870.5883863520751	
180.59504077082752	98.65293711862792	617.6796887367541	0	896.9276666262095	
196.7677309891106	107.48752850238566	655.886679792636	0	960.1419392841321	
291.1084239290952	159.02264490763906	666.4689311632658	116.60000000000001	1000	
305.9333899625213	167.12102034275028	531.7139588610203	4.7683691662919045	1000	
330.1924252899459	180.3729074183869	589.0244454448429	99.58977815317576	1000	
353.10373643251353	192.888578545377	643.151016107342	189.1433310852326	1000	
366.58097828108276	200.25073803184176	674.9901753205767	241.8218916335013	1000	
385.4491168690797	210.55776131289247	719.5649982191054	315.5718764010776	1000	
322.1060801808043	175.955611726508	760.9559051963105	259.01759710362285	1000	
324.8015285505182	177.428043623801	767.3237370389576	269.55330921327686	1000	
324.8015285505182	177.428043623801	767.3237370389576	269.55330921327686	1000	
