simulation_time	physical_time	Enedis.energy_sold_inside	Enedis.energy_sold_outside	Enedis.energy_bought_inside	Enedis.energy_bought_outside	Enedis.energy_erased_consumption	Enedis.energy_erased_production	Enedis.money_spent_inside	Enedis.money_spent_outside	Enedis.money_earned_inside	Enedis.money_earned_outside	general_aggregator.energy_sold_inside	general_aggregator.energy_sold_outside	general_aggregator.energy_bought_inside	general_aggregator.energy_bought_outside	general_aggregator.energy_erased_consumption	general_aggregator.energy_erased_production	general_aggregator.money_spent_inside	general_aggregator.money_spent_outside	general_aggregator.money_earned_inside	general_aggregator.money_earned_outside	Local_DHN.energy_sold_inside	Local_DHN.energy_sold_outside	Local_DHN.energy_bought_inside	Local_DHN.energy_bought_outside	Local_DHN.energy_erased_consumption	Local_DHN.energy_erased_production	Local_DHN.money_spent_inside	Local_DHN.money_spent_outside	Local_DHN.money_earned_inside	Local_DHN.money_earned_outside	gas_aggregator.energy_sold_inside	gas_aggregator.energy_sold_outside	gas_aggregator.energy_bought_inside	gas_aggregator.energy_bought_outside	gas_aggregator.energy_erased_consumption	gas_aggregator.energy_erased_production	gas_aggregator.money_spent_inside	gas_aggregator.money_spent_outside	gas_aggregator.money_earned_inside	gas_aggregator.money_earned_outside	
0	2019-01-01 00:00:00	0	0	6308.470231972591	0	0	0.0	630.8470231972592	0	0	0	0.6970353225230796	6308.470231972591	6309.167267295114	0	0.0	0.0	642.1704534136464	0	0.12232721234083202	630.8470231972592	3.369999546235419	6196.630000453764	6200	0	0.0	0	620.0	0	0.5054999319353128	619.6630000453765	0	0	0	0	0	2000	0	0	0.0	0	
1	2019-01-01 02:00:00	0	0	6293.453353618811	0	0	0.0	629.3453353618811	0	0	0	2.5330354629689604	6293.453353618811	6295.98638908178	0	4.440892098500626e-16	0.0	635.019771672368	0	0.2838488066645123	629.3453353618811	2.579661176221039	6197.420338823779	6200	0	0.0	0	620.0	0	0.3869491764331558	619.742033882378	0	0	0	0	0	2000	0	0	0.0	0	
2	2019-01-01 04:00:00	0	0	6291.839462471859	0	0	0.0	629.183946247186	0	0	0	3.0587745393581383	6291.839462471859	6294.898237011217	0	0.0	0.0	628.0699359098228	0	0.2688246125661695	629.183946247186	3.02505894043338	6196.974941059567	6200	0	0.0	0	620.0	0	0.45375884106500697	619.6974941059567	0	0	0	0	0	2000	0	0	0.0	0	
3	2019-01-01 06:00:00	0	0	6303.142430893284	0	0	0.0	630.3142430893284	0	0	0	2.7225612556114216	6303.142430893284	6305.864992148895	0	0.0	0.0	626.9790353582625	0	0.1892805240840409	630.3142430893284	3.1218313141551857	6196.878168685845	6200	0	0.0	0	620.0	0	0.46827469712327785	619.6878168685845	0	0	0	0	0	2000	0	0	0.0	0	
4	2019-01-01 08:00:00	0	0	6310.041311502677	0	0	0.0	631.0041311502678	0	0	0	4.508825326226427	6310.041311502677	6314.550136828902	0	0.0	0.0	637.6270971858019	0	0.6805503589025117	631.0041311502678	3.2377162800942902	6196.762283719906	6200	0	0.0	0	620.0	0	0.4856574420141435	619.6762283719906	0	0	0	0	0	2000	0	0	0.0	0	
5	2019-01-01 10:00:00	0	0	6303.874366646178	0	0	0.0	630.3874366646178	0	0	0	3.8380305374387382	6303.874366646178	6307.712397183616	0	0.0	9.094947017729282e-13	634.4165653206057	0	0.5076442922699707	630.3874366646178	2.5158900816481977	6197.913433260601	6200.4293233422495	0	0.0	9.094947017729282e-13	620.0429323342249	0	0.37738351224722966	619.7913433260601	0	0	0	0	0	2000	0	0	0.0	0	
6	2019-01-01 12:00:00	0	0	6254.76411454311	0	0	0.0	625.476411454311	0	0	0	41.80038084212105	6254.76411454311	6296.564495385231	0	7.105427357601002e-15	0.0	633.8659515183908	0	6.032480009479746	625.476411454311	0	6201.110935751043	6201.110935751043	0	0	0.0	620.1110935751043	0	0	620.1110935751044	0	0	0	0	0	2000	0	0	0.0	0	
7	2019-01-01 14:00:00	0	0	6320.388437212708	0	0	0.0	632.0388437212708	0	0	0	4.753784999470103	6320.388437212708	6325.142222212178	0	8.881784197001252e-16	9.094947017729282e-13	635.1708761738948	0	0.6364610862652319	632.0388437212708	0	6200.99951414315	6200.99951414315	0	0	9.094947017729282e-13	620.099951414315	0	0	620.099951414315	0	0	0	0	0	2000	0	0	0.0	0	
8	2019-01-01 16:00:00	0	0	6282.840145420143	0	0	0.0	628.2840145420143	0	0	0	5.583916042185781	6282.840145420143	6288.424061462329	0	8.881784197001252e-16	0.0	630.3416725897088	0	0.7283053189700918	628.2840145420143	2.091855830966558	6198.106805831257	6200.1986616622235	0	0.0	0.0	620.0198661662223	0	0.3137783746449837	619.8106805831258	0	0	0	0	0	2000	0	0	0.0	0	
9	2019-01-01 18:00:00	0	0	6280.838676830067	0	0	0.0	628.0838676830067	0	0	0	4.702840054668075	6280.838676830067	6285.541516884734	0	-8.881784197001252e-16	0.0	635.4603564599031	0	0.859175882617391	628.0838676830067	1.8787966776651683	6198.121203322335	6200	0	0.0	0	620.0	0	0.2818195016497752	619.8121203322335	0	0	0	0	0	2000	0	0	0.0	0	
10	2019-01-01 20:00:00	0	0	6275.6142677388925	0	0	0.0	627.5614267738893	0	0	0	3.6146646692308195	6275.6142677388925	6279.228932408123	0	4.440892098500626e-16	0.0	637.3576430005756	0	0.7682513544179909	627.5614267738893	2.3160093357269393	6197.683990664273	6200	0	0.0	0	620.0	0	0.3474014003590409	619.7683990664273	0	0	0	0	0	2000	0	0	0.0	0	
11	2019-01-01 22:00:00	0	0	6300.673223356749	0	0	0.0	630.0673223356749	0	0	0	3.1512034625567393	6300.673223356749	6303.824426819306	0	0.0	0.0	644.0214712361071	0	0.6791309920244736	630.0673223356749	2.6473027214942917	6197.352697278506	6200	0	0.0	0	620.0	0	0.39709540822414374	619.7352697278507	0	0	0	0	0	2000	0	0	0.0	0	
12	2019-01-02 00:00:00	0	0	6328.399717372262	0	0	0.0	632.8399717372263	0	0	0	1.8606582854577445	6328.399717372262	6330.26037565772	0	0.0	0.0	646.365939339932	0	0.2561684502953318	632.8399717372263	3.138642083880019	6196.86135791612	6200	0	0.0	0	620.0	0	0.47079631258200283	619.6861357916121	0	0	0	0	0	2000	0	0	0.0	0	
13	2019-01-02 02:00:00	0	0	6352.9224623718965	0	0	0.0	635.2922462371897	0	0	0	2.483040592705182	6352.9224623718965	6355.4055029646015	0	0.0	0.0	644.2860517131122	0	0.2751107682273024	635.2922462371897	3.6036137017978724	6196.396386298202	6200	0	0.0	0	620.0	0	0.5405420552696808	619.6396386298202	0	0	0	0	0	2000	0	0	0.0	0	
14	2019-01-02 04:00:00	0	0	6357.356686866408	0	0	0.0	635.7356686866409	0	0	0	2.5906048265536565	6357.356686866408	6359.947291692962	0	0.0	0.0	633.618326909855	0	0.2221484438713241	635.7356686866409	3.9425193029884658	6196.057480697012	6200	0	0.0	0	620.0	0	0.5913778954482698	619.6057480697012	0	0	0	0	0	2000	0	0	0.0	0	
