simulation_time	physical_time	district_heating_grid.energy_sold_inside	district_heating_grid.energy_sold_outside	district_heating_grid.energy_bought_inside	district_heating_grid.energy_bought_outside	district_heating_grid.energy_erased_consumption	district_heating_grid.energy_erased_production	district_heating_grid.money_spent_inside	district_heating_grid.money_spent_outside	district_heating_grid.money_earned_inside	district_heating_grid.money_earned_outside	
815	2018-02-03 23:00:00	969.2855140881449	0	969.2855140881449	0	0.0	1196.7144859118553	260.982138419301	0	572.5188364726004	0	
816	2018-02-04 00:00:00	995.6247943622791	0	995.6247943622791	0	0.0	1170.375205637721	222.10798736650662	0	437.6363862681259	0	
817	2018-02-04 01:00:00	1021.9640746364134	0	1021.9640746364134	0	0.0	1144.0359253635866	227.98386004816018	0	449.21406844453134	0	
818	2018-02-04 02:00:00	1043.035498855721	0	1043.035498855721	0	0.0	1122.964501144279	232.6845581934831	0	458.47621418565575	0	
819	2018-02-04 03:00:00	1058.8390670202018	0	1058.8390670202018	0	0.0	1107.1609329797982	236.21008180247532	0	465.42282349149906	0	
820	2018-02-04 04:00:00	1053.5712109653748	0	1053.5712109653748	0	0.0	1112.4287890346252	235.03490726614456	0	463.1072870562179	0	
821	2018-02-04 05:00:00	1048.3033549105478	0	1048.3033549105478	0	0.0	1117.6966450894522	233.8597327298138	0	460.7917506209368	0	
822	2018-02-04 06:00:00	1194.4111871400594	0	1194.4111871400592	0	0.0	971.5888128599408	266.45405615238997	0	532.5721003671631	0	
823	2018-02-04 07:00:00	1204.9468992497132	0	1204.9468992497132	0	0.0	961.0531007502868	268.8044052250514	0	537.2031732377254	0	
824	2018-02-04 08:00:00	1168.071906865925	0	1168.071906865925	0	0.0	997.928093134075	260.5781834707364	0	520.9944181907578	0	
825	2018-02-04 09:00:00	1120.661202372483	0	1120.6612023724829	0	0.0	1045.3387976275171	250.0016126437598	0	500.1545902732279	0	
826	2018-02-04 10:00:00	1031.1076494404263	0	1031.1076494404265	0	0.0	1134.8923505595735	230.0236455261376	0	460.7904708734494	0	
827	2018-02-04 11:00:00	983.6969449469844	0	983.6969449469844	0	0.0	1182.3030550530157	219.44707469916108	0	439.9506429559196	0	
828	2018-02-04 12:00:00	994.2326570566381	0	994.2326570566381	0	0.0	1171.7673429433619	267.69920849281226	0	575.9182475810751	0	
829	2018-02-04 13:00:00	957.3576646728501	0	957.3576646728502	0	0.0	1208.6423353271498	257.77054018338237	0	554.1376396717915	0	
830	2018-02-04 14:00:00	888.8755359601007	0	888.8755359601007	0	0.0	1277.1244640398993	239.33158475158388	0	513.687939268836	0	
831	2018-02-04 15:00:00	809.8576951376976	0	809.8576951376976	0	0.0	1356.1423048623024	218.05586694566267	0	467.0152080346566	0	
832	2018-02-04 16:00:00	762.4469906442558	0	762.4469906442557	0	0.0	1403.5530093557443	205.29043626210986	0	439.011569294149	0	
833	2018-02-04 17:00:00	772.9827027539095	0	772.9827027539095	0	0.0	1393.0172972460905	208.1271986362327	0	445.2346001253729	0	
834	2018-02-04 18:00:00	809.8576951376976	0	809.8576951376976	0	0.0	1356.1423048623024	218.05586694566267	0	467.0152080346566	0	
835	2018-02-04 19:00:00	878.339823850447	0	878.339823850447	0	0.0	1287.660176149553	236.49482237746108	0	507.46490843761205	0	
836	2018-02-04 20:00:00	941.5540965083694	0	941.5540965083694	0	0.0	1224.4459034916306	253.5153966221981	0	544.8030934249555	0	
837	2018-02-04 21:00:00	957.3576646728501	0	957.3576646728502	0	0.0	1208.6423353271498	257.77054018338237	0	554.1376396717915	0	
838	2018-02-04 22:00:00	973.1612328373308	0	973.1612328373308	0	0.0	1192.8387671626692	262.02568374456666	0	563.4721859186274	0	
839	2018-02-04 23:00:00	879.7319611560879	0	879.7319611560879	0	0.0	1286.268038843912	236.8696582392569	0	519.623074407197	0	
840	2018-02-05 00:00:00	921.874809594703	0	921.874809594703	0	0.0	1244.125190405297	205.65554385787652	0	405.2188761741907	0	
841	2018-02-05 01:00:00	974.5533701429717	0	974.5533701429717	0	0.0	1191.4466298570283	217.4072892211837	0	428.3742405270016	0	
842	2018-02-05 02:00:00	1011.4283625267598	0	1011.4283625267598	0	0.0	1154.5716374732401	225.63351097549878	0	444.5829955739692	0	
843	2018-02-05 03:00:00	1032.4997867460675	0	1032.4997867460675	0	0.0	1133.5002132539325	230.3342091208217	0	453.8451413150936	0	
844	2018-02-05 04:00:00	1058.8390670202018	0	1058.8390670202018	0	0.0	1107.1609329797982	236.21008180247532	0	465.42282349149906	0	
845	2018-02-05 05:00:00	1079.9104912395092	0	1079.9104912395092	0	0.0	1086.0895087604908	240.91077994779818	0	474.6849692326234	0	
846	2018-02-05 06:00:00	1231.2861795238475	0	1231.2861795238475	0	0.0	934.7138204761525	274.68027790670504	0	548.7808554141308	0	
847	2018-02-05 07:00:00	1247.089747688328	0	1247.089747688328	0	0.0	918.9102523116719	278.2058015156972	0	555.727464719974	0	
848	2018-02-05 08:00:00	1432.8568469129098	0	1432.8568469129095	0	0.0	733.1431530870905	319.64747388195656	0	629.8259103964564	0	
849	2018-02-05 09:00:00	1307.820438902706	0	1307.820438902706	0	0.0	858.179561097294	291.7538486047034	0	567.3077063913545	0	
850	2018-02-05 10:00:00	1334.15971917684	0	1334.15971917684	0	0.0	831.8402808231599	297.6297212863569	0	578.88538856776	0	
851	2018-02-05 11:00:00	1381.5704236702823	0	1381.5704236702823	0	0.0	784.4295763297177	308.2062921133335	0	599.7252164852897	0	
852	2018-02-05 12:00:00	1407.9097039444166	0	1407.9097039444166	0	0.0	758.0902960555834	379.0826128071947	0	842.932781937978	0	
853	2018-02-05 13:00:00	1413.1775599992434	0	1413.1775599992434	0	0.0	752.8224400007566	380.5009939942561	0	846.0442973535899	0	
854	2018-02-05 14:00:00	1397.3739918347626	0	1397.3739918347626	0	0.0	768.6260081652374	376.24585043307184	0	836.709751106754	0	
855	2018-02-05 15:00:00	1371.0347115606282	0	1371.0347115606282	0	0.0	794.9652884393718	369.15394449776466	0	821.1521740286942	0	
856	2018-02-05 16:00:00	1371.0347115606282	0	1371.0347115606282	0	0.0	794.9652884393718	369.15394449776466	0	821.1521740286942	0	
857	2018-02-05 17:00:00	1501.3389756256593	0	1501.3389756256593	0	0.0	664.6610243743407	404.23863831250435	0	886.7818934494081	0	
858	2018-02-05 18:00:00	1331.3754445655582	0	1331.3754445655582	0	0.0	834.6245554344418	358.47560446474307	0	775.0552341802404	0	
859	2018-02-05 19:00:00	1410.393285387961	0	1410.393285387961	0	0.0	755.606714612039	379.7513222706643	0	821.7279654144197	0	
860	2018-02-05 20:00:00	1447.2682777717496	0	1447.2682777717496	0	0.0	718.7317222282504	389.67999058009434	0	843.5085733237036	0	
861	2018-02-05 21:00:00	1431.4647096072688	0	1431.4647096072686	0	0.0	734.5352903927314	385.42484701891	0	834.1740270768678	0	
862	2018-02-05 22:00:00	1468.339701991057	0	1468.339701991057	0	0.0	697.6602980089431	395.35351532834	0	855.9546349861514	0	
863	2018-02-05 23:00:00	1364.3747182001603	0	1364.3747182001603	0	0.0	801.6252817998397	367.36072744890737	0	805.8824926434972	0	
864	2018-02-06 00:00:00	1306.4283015970648	0	1306.428301597065	0	0.0	859.571698402935	291.4432850100193	0	574.2530359497102	0	
865	2018-02-06 01:00:00	1253.749741048796	0	1253.749741048796	0	0.0	912.2502589512039	279.69153964671204	0	551.0976715968993	0	
866	2018-02-06 02:00:00	1243.2140289391423	0	1243.2140289391423	0	0.0	922.7859710608577	277.34119057405053	0	546.4665987263372	0	
867	2018-02-06 03:00:00	1280.0890213229304	0	1280.0890213229304	0	0.0	885.9109786770696	285.56741232836566	0	562.6753537733048	0	
868	2018-02-06 04:00:00	1343.303293980853	0	1343.303293980853	0	0.0	822.6967060191471	299.6695067643343	0	590.4617909966778	0	
869	2018-02-06 05:00:00	1401.2497105839486	0	1401.2497105839486	0	0.0	764.7502894160514	312.5964266639723	0	615.9326917847699	0	
