simulation_time	physical_time	LTH.energy_consumed	LTH.energy_produced	LTH.energy_erased	LTH.money_spent	LTH.money_earned	
81	2018-01-04 09:00:00	965.4097953389589	965.4097953389589	1200.590204661041	416.79783809808356	215.36750374320636	
82	2018-01-04 10:00:00	939.0705150648246	939.0705150648246	1226.9294849351754	405.22015592167816	209.49163106155274	
83	2018-01-04 11:00:00	881.1240984617291	881.1240984617291	1284.875901538271	379.7492551335862	196.56471116191483	
84	2018-01-04 12:00:00	807.3741136941528	807.3741136941528	1358.6258863058474	488.2200245582146	217.38715748219295	
85	2018-01-04 13:00:00	765.2312652555377	765.2312652555377	1400.7687347444623	463.3279012333189	206.04010798570158	
86	2018-01-04 14:00:00	796.838401584499	796.838401584499	1369.161598415501	481.9969937269908	214.55039510807012	
87	2018-01-04 15:00:00	812.6419697489797	812.6419697489797	1353.3580302510204	491.33153997382664	218.80553866925436	
88	2018-01-04 16:00:00	802.1062576393259	802.1062576393259	1363.893742360674	485.1085091426027	215.96877629513153	
89	2018-01-04 17:00:00	958.7498019784911	958.7498019784911	1207.2501980215088	566.2958056413764	258.1453760451782	
90	2018-01-04 18:00:00	809.8576951376976	809.8576951376976	1356.1423048623024	467.0152080346566	218.05586694566267	
91	2018-01-04 19:00:00	846.7326875214857	846.7326875214858	1319.2673124785142	488.7958159439402	227.98453525509257	
92	2018-01-04 20:00:00	873.07196779562	873.0719677956199	1292.92803220438	504.35339302200003	235.07644119039963	
93	2018-01-04 21:00:00	894.1433920149275	894.1433920149275	1271.8566079850725	516.7994546844479	240.74996593864526	
94	2018-01-04 22:00:00	915.2148162342351	915.2148162342351	1250.785183765765	529.2455163468958	246.423490686891	
95	2018-01-04 23:00:00	795.446264278858	795.446264278858	1370.553735721142	469.83882775740574	214.17555924627425	
96	2018-01-05 00:00:00	790.178408224031	790.178408224031	1375.821591775969	347.33046529216347	176.2761804496084	
97	2018-01-05 01:00:00	795.446264278858	795.446264278858	1370.553735721142	349.6460017274445	177.45135498593916	
98	2018-01-05 02:00:00	816.5176884981654	816.5176884981654	1349.4823115018344	358.90814746856887	182.15205313126205	
99	2018-01-05 03:00:00	858.6605369367805	858.6605369367805	1307.3394630632195	377.43243895081764	191.55344942190783	
100	2018-01-05 04:00:00	884.9998172109149	884.9998172109149	1281.000182789085	389.0101211272231	197.42932210356145	
101	2018-01-05 05:00:00	890.2676732657417	890.2676732657417	1275.7323267342583	391.32565756250415	198.60449663989215	
102	2018-01-05 06:00:00	1015.3040812759456	1015.3040812759456	1150.6959187240545	453.84386156760604	226.4981219171454	
103	2018-01-05 07:00:00	1015.3040812759456	1015.3040812759456	1150.6959187240545	453.84386156760604	226.4981219171454	
104	2018-01-05 08:00:00	1216.8747486650082	1216.8747486650082	949.125251334992	534.8889165499318	271.465317892397	
105	2018-01-05 09:00:00	1076.0347724903236	1076.0347724903236	1089.9652275096764	465.4241032389865	240.04616900615162	
106	2018-01-05 10:00:00	1028.6240679968814	1028.6240679968814	1137.3759320031186	444.58427532145663	229.46959817917502	
107	2018-01-05 11:00:00	986.4812195582666	986.4812195582666	1179.5187804417333	426.059983839208	220.0682018885293	
108	2018-01-05 12:00:00	949.6062271744784	949.6062271744784	1216.3937728255214	572.2309407797375	255.68344953285123	
109	2018-01-05 13:00:00	954.8740832293053	954.8740832293053	1211.1259167706949	575.3424561953495	257.10183071991264	
110	2018-01-05 14:00:00	991.7490756130933	991.7490756130933	1174.2509243869067	597.1230641046332	267.03049902934254	
111	2018-01-05 15:00:00	1002.2847877227471	1002.2847877227471	1163.715212277253	603.3460949358571	269.8672614034654	
112	2018-01-05 16:00:00	997.0169316679203	997.0169316679203	1168.9830683320797	600.2345795202452	268.448880216404	
113	2018-01-05 17:00:00	1116.7854836232973	1116.7854836232973	1049.2145163767027	659.6412681097352	300.6968116570208	
114	2018-01-05 18:00:00	883.6076799052738	883.6076799052738	1282.392320094726	510.57642385322396	237.91320356452246	
115	2018-01-05 19:00:00	820.3934072473512	820.3934072473512	1345.6065927526488	473.2382388658805	220.8926293197854	
116	2018-01-05 20:00:00	783.5184148635633	783.5184148635633	1382.481585136437	451.45763095659674	210.96396101035555	
117	2018-01-05 21:00:00	741.3755664249481	741.3755664249481	1424.6244335750519	426.56550763170105	199.61691151386412	
118	2018-01-05 22:00:00	693.9648619315064	693.9648619315064	1472.0351380684936	398.5618688911935	186.8514808303114	
119	2018-01-05 23:00:00	532.0534615375144	532.0534615375144	1633.9465384624855	314.2630569768079	143.25649989320334	
120	2018-01-06 00:00:00	479.37490098924565	479.37490098924565	1686.6250990107544	210.71381561057922	106.9408828060958	
121	2018-01-06 01:00:00	447.76776466028434	447.76776466028434	1718.2322353397158	196.82059699889263	99.88983558811145	
122	2018-01-06 02:00:00	447.76776466028434	447.76776466028434	1718.2322353397158	196.82059699889263	99.88983558811145	
123	2018-01-06 03:00:00	453.03562071511124	453.03562071511124	1712.9643792848888	199.13613343417373	101.06501012444218	
124	2018-01-06 04:00:00	479.37490098924565	479.37490098924565	1686.6250990107544	210.71381561057922	106.9408828060958	
125	2018-01-06 05:00:00	500.44632520855305	500.44632520855305	1665.553674791447	219.97596135170352	111.64158095141867	
126	2018-01-06 06:00:00	636.0184453284107	636.0184453284107	1529.9815546715893	287.1252382273676	141.88555530133337	
127	2018-01-06 07:00:00	651.8220134928913	651.8220134928913	1514.1779865071087	294.0718475332109	145.41107891032553	
128	2018-01-06 08:00:00	662.3577256025451	662.3577256025451	1503.642274397455	298.7029204037731	147.761427982987	
129	2018-01-06 09:00:00	651.8220134928913	651.8220134928913	1514.1779865071087	294.0718475332109	145.41107891032553	
130	2018-01-06 10:00:00	620.21487716393	620.21487716393	1545.78512283607	280.17862892152436	138.36003169234118	
131	2018-01-06 11:00:00	599.1434529446226	599.1434529446226	1566.8565470553774	270.91648318040006	133.65933354701832	
132	2018-01-06 12:00:00	588.6077408349688	588.6077408349688	1577.3922591650312	336.3315605789543	158.48385708908302	
133	2018-01-06 13:00:00	567.5363166156612	567.5363166156612	1598.4636833843388	323.88549891650644	152.81033234083733	
134	2018-01-06 14:00:00	557.0006045060076	557.0006045060074	1608.9993954939926	317.6624680852825	149.97356996671448	
135	2018-01-06 15:00:00	562.2684605608346	562.2684605608346	1603.7315394391653	320.7739835008946	151.39195115377595	
136	2018-01-06 16:00:00	572.8041726704882	572.8041726704882	1593.1958273295118	326.9970143321184	154.22871352789878	
137	2018-01-06 17:00:00	583.339884780142	583.339884780142	1582.660115219858	333.2200451633423	157.0654759020216	
138	2018-01-06 18:00:00	583.339884780142	583.339884780142	1582.660115219858	333.2200451633423	157.0654759020216	
139	2018-01-06 19:00:00	588.6077408349688	588.6077408349688	1577.3922591650312	336.3315605789543	158.48385708908302	
140	2018-01-06 20:00:00	604.4113089994496	604.4113089994496	1561.5886910005504	345.6661068257902	162.73900065026731	
141	2018-01-06 21:00:00	609.6791650542764	609.6791650542764	1556.3208349457236	348.7776222414021	164.15738183732873	
142	2018-01-06 22:00:00	609.6791650542764	609.6791650542764	1556.3208349457236	348.7776222414021	164.15738183732873	
143	2018-01-06 23:00:00	484.6427570440724	484.6427570440724	1681.3572429559276	286.2594182363002	130.4910692096505	
144	2018-01-07 00:00:00	474.1070449344187	474.1070449344187	1691.8929550655812	208.39827917529806	105.76570826976506	
145	2018-01-07 01:00:00	447.76776466028434	447.76776466028434	1718.2322353397158	196.82059699889263	99.88983558811145	
146	2018-01-07 02:00:00	410.8927722764962	410.8927722764962	1755.107227723504	180.61184195192502	91.66361383379638	
147	2018-01-07 03:00:00	400.35706016684253	400.35706016684253	1765.6429398331575	175.98076908136284	89.31326476113496	
148	2018-01-07 04:00:00	426.6963404409769	426.6963404409769	1739.3036595590231	187.5584512577683	95.18913744278856	
149	2018-01-07 05:00:00	489.9106130988993	489.9106130988994	1676.0893869011006	215.34488848114134	109.29123187875723	
150	2018-01-07 06:00:00	704.50057404116	704.50057404116	1461.4994259588402	317.2272118860218	157.16282427363274	
151	2018-01-07 07:00:00	809.8576951376976	809.8576951376976	1356.1423048623024	363.53794059164363	180.66631500024727	
152	2018-01-07 08:00:00	931.0183843987156	931.0183843987156	1234.9816156012844	416.79527860310867	207.69532933585384	
153	2018-01-07 09:00:00	962.625520727677	962.625520727677	1203.374479272323	430.68849721479523	214.7463765538382	
154	2018-01-07 10:00:00	883.6076799052738	883.6076799052738	1282.392320094726	395.95545068557885	197.11875850887733	
155	2018-01-07 11:00:00	767.7148466990825	767.7148466990825	1398.2851533009175	345.0136491093949	171.26491870960143	
156	2018-01-07 12:00:00	688.6970058766794	688.6970058766794	1477.3029941233208	395.4503534755815	185.43309964324996	
157	2018-01-07 13:00:00	636.0184453284107	636.0184453284107	1529.9815546715893	364.33519931946194	171.2492877726358	
158	2018-01-07 14:00:00	614.9470211091033	614.9470211091032	1551.0529788908968	351.8891376570141	165.5757630243901	
159	2018-01-07 15:00:00	620.21487716393	620.21487716393	1545.78512283607	355.00065307262605	166.99414421145153	
160	2018-01-07 16:00:00	646.5541574380644	646.5541574380645	1519.4458425619355	370.5582301506858	174.08605014675862	
161	2018-01-07 17:00:00	820.3934072473512	820.3934072473512	1345.6065927526488	473.2382388658805	220.8926293197854	
162	2018-01-07 18:00:00	1025.8397933855995	1025.8397933855995	1140.1602066144005	594.587340074747	276.2094956151808	
163	2018-01-07 19:00:00	1173.3397629207518	1173.3397629207518	992.6602370792482	681.7097717118816	315.9241688529005	
164	2018-01-07 20:00:00	1257.6254597979819	1257.6254597979819	908.374540202018	731.4940183616732	338.6182678458832	
165	2018-01-07 21:00:00	1283.9647400721162	1283.964740072116	882.0352599278839	747.0515954397329	345.7101737811903	
166	2018-01-07 22:00:00	1362.9825808945193	1362.9825808945193	803.0174191054806	793.7243266739122	366.9858915871116	
167	2018-01-07 23:00:00	1327.4997258163721	1327.4997258163721	838.5002741836279	784.1018847342134	357.4320591394775	
168	2018-01-08 00:00:00	1395.9818545291216	1395.9818545291218	770.0181454708783	613.6171553494887	311.42125212764154	
169	2018-01-08 01:00:00	1385.4461424194678	1385.4461424194678	780.553857580532	608.9860824789266	309.07090305498014	
170	2018-01-08 02:00:00	1406.5175666387754	1406.5175666387754	759.4824333612246	618.2482282200509	313.771601200303	
171	2018-01-08 03:00:00	1448.6604150773906	1448.6604150773906	717.3395849226094	636.7725197022996	323.17299749094883	
172	2018-01-08 04:00:00	1417.053278748429	1417.053278748429	748.946721251571	622.879301090613	316.1219502729644	
173	2018-01-08 05:00:00	1401.2497105839486	1401.2497105839486	764.7502894160514	615.9326917847699	312.5964266639723	
174	2018-01-08 06:00:00	1494.6789822651913	1494.6789822651913	671.3210177348086	664.5576771781853	333.4390047232412	
175	2018-01-08 07:00:00	1457.8039898814031	1457.8039898814031	708.196010118597	648.3489221312177	325.21278296892615	
176	2018-01-08 08:00:00	1611.9639527770237	1611.9639527770237	554.0360472229763	708.5541491960134	359.60340811720124	
177	2018-01-08 09:00:00	1418.4454160540702	1418.4454160540704	747.5545839459297	615.9339715322573	316.4325138676486	
178	2018-01-08 10:00:00	1302.552582847879	1302.552582847879	863.447417152121	564.9921699560733	290.5786740683726	
179	2018-01-08 11:00:00	1123.4454769837653	1123.4454769837653	1042.5545230162347	486.26393115651626	250.6227398331281	
180	2018-01-08 12:00:00	970.6776513937859	970.6776513937859	1195.3223486062138	584.6770024421854	261.356974281097	
181	2018-01-08 13:00:00	902.1955226810364	902.1955226810364	1263.8044773189636	544.2273020392299	242.91801884929845	
182	2018-01-08 14:00:00	870.5883863520751	870.5883863520751	1295.411613647925	525.558209545558	234.4077317269299	
183	2018-01-08 15:00:00	896.9276666262095	896.9276666262095	1269.0723333737906	541.1157866236179	241.49963766223703	
184	2018-01-08 16:00:00	960.1419392841321	960.1419392841321	1205.8580607158679	578.4539716109615	258.52021190697405	
185	2018-01-08 17:00:00	1137.8569078426049	1137.8569078426049	1028.1430921573951	672.087329772183	306.37033640526647	
186	2018-01-08 18:00:00	1004.7683691662919	1004.7683691662919	1161.231630833708	582.141278412299	270.53597086693514	
187	2018-01-08 19:00:00	1099.5897781531758	1099.5897781531758	1066.4102218468242	638.1485558933143	296.06683223404065	
188	2018-01-08 20:00:00	1189.1433310852326	1189.1433310852326	976.8566689147674	691.0443179587176	320.1793124140848	
189	2018-01-08 21:00:00	1241.8218916335013	1241.8218916335013	924.1781083664987	722.1594721148372	334.363124284699	
190	2018-01-08 22:00:00	1315.5718764010776	1315.5718764010776	850.4281235989223	765.7206879334046	354.2204609035589	
191	2018-01-08 23:00:00	1259.0175971036228	1259.0175971036228	906.9824028963772	743.652184331258	338.9931037076791	
192	2018-01-09 00:00:00	1269.5533092132769	1269.5533092132769	896.4466907867231	558.0442809027427	283.21706325570426	
193	2018-01-09 01:00:00	1222.1426047198347	1222.1426047198347	943.8573952801653	537.2044529852128	272.64049242872767	
194	2018-01-09 02:00:00	1153.6604760070854	1153.6604760070854	1012.3395239929147	507.10247932655864	257.3632234564283	
195	2018-01-09 03:00:00	1079.9104912395092	1079.9104912395092	1086.0895087604908	474.6849692326234	240.91077994779818	
196	2018-01-09 04:00:00	937.6783777591836	937.6783777591836	1228.3216222408164	412.165485480034	209.18106746686868	
197	2018-01-09 05:00:00	742.7677037305893	742.7677037305893	1423.2322962694107	326.49063737463365	165.69960962263195	
198	2018-01-09 06:00:00	825.6612633021782	825.6612633021782	1340.3387366978218	370.4845498974869	184.19183860923943	
199	2018-01-09 07:00:00	941.5540965083694	941.5540965083694	1224.4459034916304	421.4263514736708	210.0456784085153	
200	2018-01-09 08:00:00	1190.5354683908736	1190.5354683908736	975.4645316091263	523.3112343735263	265.5894452107434	
201	2018-01-09 09:00:00	1086.5704845999771	1086.5704845999771	1079.4295154000229	470.0551761095486	242.396518078813	
202	2018-01-09 10:00:00	1181.391893586861	1181.391893586861	984.6081064131389	511.7348319446083	263.54965973276603	
203	2018-01-09 11:00:00	1334.15971917684	1334.15971917684	831.8402808231599	578.88538856776	297.6297212863569	
204	2018-01-09 12:00:00	1444.7846963282045	1444.7846963282045	721.2153036717956	864.7133898472616	389.01128111662456	
205	2018-01-09 13:00:00	1455.3204084378583	1455.3204084378583	710.6795915621417	870.9364206784855	391.8480434907474	
206	2018-01-09 14:00:00	1402.6418478895896	1402.6418478895898	763.3581521104103	839.8212665223659	377.6642316201333	
207	2018-01-09 15:00:00	1344.6954312864939	1344.6954312864939	821.3045687135061	805.5945969506344	362.06203856245764	
208	2018-01-09 16:00:00	1307.820438902706	1307.820438902706	858.179561097294	783.8139890413506	352.13337025302775	
209	2018-01-09 17:00:00	1422.321134803256	1422.321134803256	743.6788651967441	840.1091622152287	382.96292050658303	
210	2018-01-09 18:00:00	1236.5540355786745	1236.5540355786745	929.4459644213255	719.0479566992253	332.94474309763757	
211	2018-01-09 19:00:00	1273.4290279624624	1273.4290279624624	892.5709720375376	740.8285646085089	342.87341140706747	
212	2018-01-09 20:00:00	1336.643300620385	1336.643300620385	829.3566993796151	778.1667495958524	359.8939856518044	
213	2018-01-09 21:00:00	1410.393285387961	1410.393285387961	755.606714612039	821.7279654144197	379.7513222706643	
214	2018-01-09 22:00:00	1489.4111262103643	1489.4111262103643	676.5888737896358	868.4006966485993	401.0270400765856	
215	2018-01-09 23:00:00	1422.321134803256	1422.321134803256	743.6788651967441	840.1091622152287	382.96292050658303	
216	2018-01-10 00:00:00	1432.8568469129098	1432.8568469129095	733.1431530870904	629.8259103964564	319.64747388195656	
217	2018-01-10 01:00:00	1459.196127187044	1459.196127187044	706.8038728129559	641.4035925728618	325.52334656361023	
218	2018-01-10 02:00:00	1480.2675514063517	1480.2675514063517	685.7324485936484	650.6657383139861	330.2240447089331	
219	2018-01-10 03:00:00	1485.5354074611787	1485.5354074611787	680.4645925388212	652.9812747492673	331.3992192452639	
220	2018-01-10 04:00:00	1517.1425437901398	1517.1425437901398	648.8574562098601	666.8744933609539	338.4502664632482	
221	2018-01-10 05:00:00	1538.2139680094472	1538.2139680094472	627.7860319905528	676.1366391020781	343.15096460857103	
222	2018-01-10 06:00:00	1721.1967926227467	1721.1967926227467	444.80320737725333	764.1257438952721	383.9715097854622	
223	2018-01-10 07:00:00	1768.6074971161888	1768.6074971161888	397.3925028838113	784.965571812802	394.54808061243875	
224	2018-01-10 08:00:00	1975.4460205600776	1975.4460205600776	190.55397943992227	868.3261632304086	440.690451124021	
225	2018-01-10 09:00:00	1776.6596277822978	1776.6596277822978	389.3403722177022	773.3904491313715	396.34438233813773	
226	2018-01-10 10:00:00	1571.2132416440495	1571.2132416440495	594.7867583559505	683.0845281554089	350.5125754212395	
227	2018-01-10 11:00:00	1323.6240070671865	1323.6240070671865	842.3759929328136	574.2543156971976	295.2793722136955	
228	2018-01-10 12:00:00	1133.9811890934188	1133.9811890934188	1032.0188109065812	681.133980326156	305.3267910800008	
229	2018-01-10 13:00:00	1065.4990603806696	1065.4990603806696	1100.5009396193304	640.6842799232006	286.88783564820244	
230	2018-01-10 14:00:00	1065.4990603806696	1065.4990603806696	1100.5009396193304	640.6842799232006	286.88783564820244	
231	2018-01-10 15:00:00	1049.695492216189	1049.695492216189	1116.304507783811	631.3497336763647	282.6326920870182	
232	2018-01-10 16:00:00	1049.695492216189	1049.695492216189	1116.304507783811	631.3497336763647	282.6326920870182	
233	2018-01-10 17:00:00	1237.9461728843153	1237.9461728843153	928.0538271156846	731.2061226688102	333.3195789594334	
234	2018-01-10 18:00:00	1131.196914482137	1131.196914482137	1034.803085517863	656.8176483869861	304.5771193564092	
235	2018-01-10 19:00:00	1257.6254597979819	1257.6254597979819	908.374540202018	731.4940183616732	338.6182678458832	
236	2018-01-10 20:00:00	1331.3754445655582	1331.3754445655582	834.6245554344418	775.0552341802404	358.47560446474307	
237	2018-01-10 21:00:00	1394.5897172234809	1394.5897172234809	771.4102827765191	812.393419167584	375.49617870948015	
238	2018-01-10 22:00:00	1415.661141442788	1415.661141442788	750.3388585572121	824.8394808300318	381.1697034577257	
239	2018-01-10 23:00:00	1338.0354379260261	1338.0354379260261	827.9645620739738	790.3249155654374	360.2688215136004	
240	2018-01-11 00:00:00	1474.9996953515247	1474.9996953515247	691.0003046484752	648.3502018787051	329.0488701726024	
241	2018-01-11 01:00:00	1496.0711195708323	1496.0711195708323	669.9288804291677	657.6123476198294	333.7495683179253	
242	2018-01-11 02:00:00	1522.4103998449666	1522.4103998449664	643.5896001550335	669.190029796235	339.62544099957887	
