simulation_time	physical_time	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	WT_field_2.LVE.energy	WT_field_2.LVE.money	rigid_electricity_consumption.LVE.energy	rigid_electricity_consumption.LVE.money	
6554	2021-10-01 02:00:00	0	0	0	0	-52.37566005993111	0.06	-52.37566005993111	0.06	12867.788503237001	0.2	
6555	2021-10-01 03:00:00	0	0	0	0	-84.81480906784823	0.06	-84.81480906784823	0.06	12087.458410540961	0.2	
6556	2021-10-01 04:00:00	0	0	0	0	-130.26108400381986	0.06	-130.26108400381986	0.06	10997.81883482382	0.2	
6557	2021-10-01 05:00:00	0	0	0	0	-192.34172162869888	0.04	-192.34172162869888	0.04	9999.11140958036	0.18	
6558	2021-10-01 06:00:00	0	0	0	0	-275.3438385628309	0.04	-275.3438385628309	0.04	9772.650907302039	0.18	
6559	2021-10-01 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-384.1055639706058	0.04	-384.1055639706058	0.04	11195.617442502578	0.18	
6560	2021-10-01 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-878.8309146137154	0.04	-878.8309146137154	0.04	14320.99338990494	0.18	
6561	2021-10-01 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-1266.2453732620945	0.06	-1266.2453732620945	0.06	15982.320099123339	0.2	
6562	2021-10-01 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-1794.2132546372632	0.06	-1794.2132546372632	0.06	13884.96234173952	0.2	
6563	2021-10-01 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-2473.0925081236232	0.06	-2473.0925081236232	0.06	10991.624116921901	0.2	
6564	2021-10-01 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-2710.0537028528947	0.06	-2710.0537028528947	0.06	9835.3048666674	0.2	
6565	2021-10-01 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-2965.870341666105	0.06	-2965.870341666105	0.06	11950.15914116904	0.2	
6566	2021-10-01 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-3220.653793891455	0.06	-3220.653793891455	0.06	12476.441785908019	0.2	
6567	2021-10-01 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-2583.461060835817	0.06	-2583.461060835817	0.06	13637.184187948398	0.2	
6568	2021-10-01 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-2042.0584835882096	0.06	-2042.0584835882096	0.06	16903.19882830582	0.2	
6569	2021-10-01 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	-1608.771981925331	0.04	-1608.771981925331	0.04	16349.233441742319	0.18	
6570	2021-10-01 18:00:00	0	0	0	0	-1118.3341332739299	0.04	-1118.3341332739299	0.04	18878.2279603801	0.18	
6571	2021-10-01 19:00:00	0	0	0	0	-756.892466091655	0.04	-756.892466091655	0.04	22179.987473482597	0.18	
6572	2021-10-01 20:00:00	0	0	0	0	-500.74735209216243	0.04	-500.74735209216243	0.04	24978.070161180003	0.18	
6573	2021-10-01 21:00:00	0	0	0	0	-457.61849078237395	0.06	-457.61849078237395	0.06	24280.7805937874	0.2	
6574	2021-10-01 22:00:00	0	0	0	0	-417.3612432458262	0.06	-417.3612432458262	0.06	24075.305731645603	0.2	
6575	2021-10-01 23:00:00	0	0	0	0	-383.5999389958424	0.06	-383.5999389958424	0.06	18574.84904431778	0.2	
6576	2021-10-02 00:00:00	0	0	0	0	-474.7286623320303	0.06	-474.7286623320303	0.06	13188.09344612984	0.2	
6577	2021-10-02 01:00:00	0	0	0	0	-582.6404938091987	0.06	-582.6404938091987	0.06	13857.82109763368	0.2	
6578	2021-10-02 02:00:00	0	0	0	0	-709.4692514502777	0.06	-709.4692514502777	0.06	12499.09539827666	0.2	
6579	2021-10-02 03:00:00	0	0	0	0	-593.2581861056614	0.06	-593.2581861056614	0.06	11531.72566126004	0.2	
6580	2021-10-02 04:00:00	0	0	0	0	-488.38632037352465	0.06	-488.38632037352465	0.06	11020.77304899778	0.2	
6581	2021-10-02 05:00:00	0	0	0	0	-402.6865477612139	0.04	-402.6865477612139	0.04	10342.6778598892	0.18	
6582	2021-10-02 06:00:00	0	0	0	0	-414.2496875335533	0.04	-414.2496875335533	0.04	12469.604671866298	0.18	
6583	2021-10-02 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-425.82622860164764	0.04	-425.82622860164764	0.04	14687.45677735112	0.18	
6584	2021-10-02 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-433.6353556811273	0.04	-433.6353556811273	0.04	14730.57178103154	0.18	
6585	2021-10-02 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-233.15871273724667	0.06	-233.15871273724667	0.06	12173.14619452368	0.2	
6586	2021-10-02 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-115.19513764867081	0.06	-115.19513764867081	0.06	10988.04683987302	0.2	
6587	2021-10-02 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-48.43960451860122	0.06	-48.43960451860122	0.06	10137.01719552832	0.2	
6588	2021-10-02 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-47.654509398183436	0.06	-47.654509398183436	0.06	9176.7415333334	0.2	
6589	2021-10-02 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-46.88860512183274	0.06	-46.88860512183274	0.06	10062.29914116938	0.2	
6590	2021-10-02 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-46.131752836259764	0.06	-46.131752836259764	0.06	10595.91178614894	0.2	
6591	2021-10-02 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-24.785140368684637	0.06	-24.785140368684637	0.06	13571.06752114756	0.2	
6592	2021-10-02 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-11.46596986325776	0.06	-11.46596986325776	0.06	17822.398828380457	0.2	
6593	2021-10-02 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	-3.381554564528328	0.04	-3.381554564528328	0.04	17221.59677503412	0.18	
6594	2021-10-02 18:00:00	0	0	0	0	-0.3660776823181822	0.04	-0.3660776823181822	0.04	24862.337960403198	0.18	
6595	2021-10-02 19:00:00	0	0	0	0	0	0	0	0	23373.8241401364	0.18	
6596	2021-10-02 20:00:00	0	0	0	0	0	0	0	0	26355.453494520403	0.18	
6597	2021-10-02 21:00:00	0	0	0	0	-3.2176922936062	0.06	-3.2176922936062	0.06	25647.1239271168	0.2	
6598	2021-10-02 22:00:00	0	0	0	0	-19.578627432539257	0.06	-19.578627432539257	0.06	22953.9423983146	0.2	
6599	2021-10-02 23:00:00	0	0	0	0	-55.58635389970568	0.06	-55.58635389970568	0.06	18654.37237764988	0.2	
6600	2021-10-03 00:00:00	0	0	0	0	-85.86558696825902	0.06	-85.86558696825902	0.06	13188.09344613052	0.2	
6601	2021-10-03 01:00:00	0	0	0	0	-125.52905486967539	0.06	-125.52905486967539	0.06	13857.821097633281	0.2	
6602	2021-10-03 02:00:00	0	0	0	0	-177.85727243834762	0.06	-177.85727243834762	0.06	12499.09539827688	0.2	
6603	2021-10-03 03:00:00	0	0	0	0	-348.92141319762624	0.06	-348.92141319762624	0.06	11531.72566125992	0.2	
6604	2021-10-03 04:00:00	0	0	0	0	-624.981830985812	0.06	-624.981830985812	0.06	11020.77304899784	0.2	
6605	2021-10-03 05:00:00	0	0	0	0	-1054.7661686261972	0.04	-1054.7661686261972	0.04	10342.67785988916	0.18	
6606	2021-10-03 06:00:00	0	0	0	0	-1277.1221057019036	0.04	-1277.1221057019036	0.04	12469.604671866318	0.18	
6607	2021-10-03 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-1535.352323726206	0.04	-1535.352323726206	0.04	14687.45677735112	0.18	
6608	2021-10-03 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-1834.647815589301	0.04	-1834.647815589301	0.04	14730.57178103154	0.18	
6609	2021-10-03 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-686.0314776248163	0.06	-686.0314776248163	0.06	12173.14619452368	0.2	
6610	2021-10-03 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-204.9917261373065	0.06	-204.9917261373065	0.06	10988.04683987302	0.2	
6611	2021-10-03 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-38.723234128100756	0.06	-38.723234128100756	0.06	10137.01719552832	0.2	
6612	2021-10-03 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-102.76524786864849	0.06	-102.76524786864849	0.06	9176.7415333334	0.2	
6613	2021-10-03 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-227.58634867528195	0.06	-227.58634867528195	0.06	10062.29914116938	0.2	
6614	2021-10-03 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-443.97632863486444	0.06	-443.97632863486444	0.06	10595.91178614894	0.2	
6615	2021-10-03 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-327.6363064188264	0.06	-327.6363064188264	0.06	13571.06752114756	0.2	
6616	2021-10-03 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-234.73328254101054	0.06	-234.73328254101054	0.06	17822.398828380457	0.2	
6617	2021-10-03 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	-163.87633426497405	0.04	-163.87633426497405	0.04	17221.59677503412	0.18	
6618	2021-10-03 18:00:00	0	0	0	0	-279.9677143445418	0.04	-279.9677143445418	0.04	24862.337960403198	0.18	
6619	2021-10-03 19:00:00	0	0	0	0	-452.9644743161578	0.04	-452.9644743161578	0.04	23373.8241401364	0.18	
6620	2021-10-03 20:00:00	0	0	0	0	-696.6568441800878	0.04	-696.6568441800878	0.04	26355.453494520403	0.18	
6621	2021-10-03 21:00:00	0	0	0	0	-242.89139997591826	0.06	-242.89139997591826	0.06	25647.1239271168	0.2	
6622	2021-10-03 22:00:00	0	0	0	0	-60.70321078484501	0.06	-60.70321078484501	0.06	22953.9423983146	0.2	
6623	2021-10-03 23:00:00	0	0	0	0	-5.4773463628784995	0.06	-5.4773463628784995	0.06	18654.37237764988	0.2	
6624	2021-10-04 00:00:00	0	0	0	0	-0.7294840989092446	0.06	-0.7294840989092446	0.06	13188.09344613052	0.2	
6625	2021-10-04 01:00:00	0	0	0	0	0	0	0	0	13857.821097633281	0.2	
6626	2021-10-04 02:00:00	0	0	0	0	0	0	0	0	12499.09539827688	0.2	
6627	2021-10-04 03:00:00	0	0	0	0	0	0	0	0	11531.72566125992	0.2	
6628	2021-10-04 04:00:00	0	0	0	0	0	0	0	0	11020.77304899784	0.2	
6629	2021-10-04 05:00:00	0	0	0	0	0	0	0	0	10342.67785988916	0.18	
6630	2021-10-04 06:00:00	0	0	0	0	0	0	0	0	12469.604671866318	0.18	
6631	2021-10-04 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	0	0	0	0	14687.45677735112	0.18	
6632	2021-10-04 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	0	0	0	0	14730.57178103154	0.18	
6633	2021-10-04 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	0	0	0	0	12173.14619452368	0.2	
6634	2021-10-04 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-3.3894014130402255	0.06	-3.3894014130402255	0.06	10988.04683987302	0.2	
6635	2021-10-04 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-21.668150490610607	0.06	-21.668150490610607	0.06	10137.01719552832	0.2	
6636	2021-10-04 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-101.46894521104441	0.06	-101.46894521104441	0.06	9176.7415333334	0.2	
6637	2021-10-04 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-306.194773608652	0.06	-306.194773608652	0.06	10062.29914116938	0.2	
6638	2021-10-04 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-749.3749783023409	0.06	-749.3749783023409	0.06	10595.91178614894	0.2	
6639	2021-10-04 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-468.71531994439744	0.06	-468.71531994439744	0.06	13571.06752114756	0.2	
6640	2021-10-04 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-282.4666630632151	0.06	-282.4666630632151	0.06	17822.398828380457	0.2	
6641	2021-10-04 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	-160.18689930987043	0.04	-160.18689930987043	0.04	17221.59677503412	0.18	
6642	2021-10-04 18:00:00	0	0	0	0	-91.53030761337166	0.04	-91.53030761337166	0.04	24862.337960403198	0.18	
6643	2021-10-04 19:00:00	0	0	0	0	-48.42117257174476	0.04	-48.42117257174476	0.04	23373.8241401364	0.18	
6644	2021-10-04 20:00:00	0	0	0	0	-21.671900308880122	0.04	-21.671900308880122	0.04	26355.453494520403	0.18	
6645	2021-10-04 21:00:00	0	0	0	0	-1.5204520271882567	0.06	-1.5204520271882567	0.06	25647.1239271168	0.2	
6646	2021-10-04 22:00:00	0	0	0	0	0	0	0	0	22953.9423983146	0.2	
6647	2021-10-04 23:00:00	0	0	0	0	0	0	0	0	18654.37237764988	0.2	
6648	2021-10-05 00:00:00	0	0	0	0	0	0	0	0	13188.09344613052	0.2	
6649	2021-10-05 01:00:00	0	0	0	0	-13.373910304837473	0.06	-13.373910304837473	0.06	13857.821097633281	0.2	
6650	2021-10-05 02:00:00	0	0	0	0	-79.28291685536429	0.06	-79.28291685536429	0.06	12499.09539827688	0.2	
6651	2021-10-05 03:00:00	0	0	0	0	-130.22946862541727	0.06	-130.22946862541727	0.06	11531.72566125992	0.2	
6652	2021-10-05 04:00:00	0	0	0	0	-203.05942707231574	0.06	-203.05942707231574	0.06	11020.77304899784	0.2	
6653	2021-10-05 05:00:00	0	0	0	0	-304.3584428516293	0.04	-304.3584428516293	0.04	10342.67785988916	0.18	
6654	2021-10-05 06:00:00	0	0	0	0	-406.57763702352776	0.04	-406.57763702352776	0.04	12469.604671866318	0.18	
6655	2021-10-05 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-534.1830164078539	0.04	-534.1830164078539	0.04	14687.45677735112	0.18	
6656	2021-10-05 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-692.0834132541868	0.04	-692.0834132541868	0.04	14730.57178103154	0.18	
6657	2021-10-05 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-850.5962590893838	0.06	-850.5962590893838	0.06	12173.14619452368	0.2	
6658	2021-10-05 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-1036.7667057934093	0.06	-1036.7667057934093	0.06	10988.04683987302	0.2	
6659	2021-10-05 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-1264.1420678931886	0.06	-1264.1420678931886	0.06	10137.01719552832	0.2	
6660	2021-10-05 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-436.41717003958945	0.06	-436.41717003958945	0.06	9176.7415333334	0.2	
6661	2021-10-05 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-113.52149292620877	0.06	-113.52149292620877	0.06	10062.29914116938	0.2	
6662	2021-10-05 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-14.320800138716953	0.06	-14.320800138716953	0.06	10595.91178614894	0.2	
6663	2021-10-05 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-9.750742158827027	0.06	-9.750742158827027	0.06	13571.06752114756	0.2	
6664	2021-10-05 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-6.095545822525285	0.06	-6.095545822525285	0.06	17822.398828380457	0.2	
6665	2021-10-05 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	-3.381554564528328	0.04	-3.381554564528328	0.04	17221.59677503412	0.18	
6666	2021-10-05 18:00:00	0	0	0	0	-20.369676782756013	0.04	-20.369676782756013	0.04	24862.337960403198	0.18	
6667	2021-10-05 19:00:00	0	0	0	0	-57.17799477894308	0.04	-57.17799477894308	0.04	23373.8241401364	0.18	
6668	2021-10-05 20:00:00	0	0	0	0	-126.91242751509955	0.04	-126.91242751509955	0.04	26355.453494520403	0.18	
6669	2021-10-05 21:00:00	0	0	0	0	-81.37766358825952	0.06	-81.37766358825952	0.06	25647.1239271168	0.2	
6670	2021-10-05 22:00:00	0	0	0	0	-48.481547539287696	0.06	-48.481547539287696	0.06	22953.9423983146	0.2	
6671	2021-10-05 23:00:00	0	0	0	0	-26.828332922459303	0.06	-26.828332922459303	0.06	18654.37237764988	0.2	
6672	2021-10-06 00:00:00	0	0	0	0	-23.936741114366157	0.06	-23.936741114366157	0.06	13188.09344613052	0.2	
6673	2021-10-06 01:00:00	0	0	0	0	-21.263170700190628	0.06	-21.263170700190628	0.06	13857.821097633281	0.2	
6674	2021-10-06 02:00:00	0	0	0	0	-18.786511658459624	0.06	-18.786511658459624	0.06	12499.09539827688	0.2	
6675	2021-10-06 03:00:00	0	0	0	0	-7.97605828653881	0.06	-7.97605828653881	0.06	11531.72566125992	0.2	
6676	2021-10-06 04:00:00	0	0	0	0	-1.3843545410020999	0.06	-1.3843545410020999	0.06	11020.77304899784	0.2	
6677	2021-10-06 05:00:00	0	0	0	0	0	0	0	0	10342.67785988916	0.18	
6678	2021-10-06 06:00:00	0	0	0	0	0	0	0	0	12469.604671866318	0.18	
6679	2021-10-06 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	0	0	0	0	14687.45677735112	0.18	
6680	2021-10-06 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	0	0	0	0	14730.57178103154	0.18	
6681	2021-10-06 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	0	0	0	0	12173.14619452368	0.2	
6682	2021-10-06 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	0	0	0	0	10988.04683987302	0.2	
6683	2021-10-06 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	0	0	0	0	10137.01719552832	0.2	
6684	2021-10-06 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	0	0	0	0	9176.7415333334	0.2	
6685	2021-10-06 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	0	0	0	0	10062.29914116938	0.2	
6686	2021-10-06 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	0	0	0	0	10595.91178614894	0.2	
6687	2021-10-06 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	0	0	0	0	13571.06752114756	0.2	
6688	2021-10-06 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	0	0	0	0	17822.398828380457	0.2	
6689	2021-10-06 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	0	0	0	0	17221.59677503412	0.18	
6690	2021-10-06 18:00:00	0	0	0	0	0	0	0	0	24862.337960403198	0.18	
6691	2021-10-06 19:00:00	0	0	0	0	0	0	0	0	23373.8241401364	0.18	
6692	2021-10-06 20:00:00	0	0	0	0	0	0	0	0	26355.453494520403	0.18	
6693	2021-10-06 21:00:00	0	0	0	0	0	0	0	0	25647.1239271168	0.2	
6694	2021-10-06 22:00:00	0	0	0	0	0	0	0	0	22953.9423983146	0.2	
6695	2021-10-06 23:00:00	0	0	0	0	0	0	0	0	18654.37237764988	0.2	
6696	2021-10-07 00:00:00	0	0	0	0	0	0	0	0	14195.9101127972	0.2	
6697	2021-10-07 01:00:00	0	0	0	0	0	0	0	0	14051.74109763328	0.2	
6698	2021-10-07 02:00:00	0	0	0	0	0	0	0	0	13120.045398276881	0.2	
6699	2021-10-07 03:00:00	0	0	0	0	-3.053189070590095	0.06	-3.053189070590095	0.06	12182.2823279266	0.2	
6700	2021-10-07 04:00:00	0	0	0	0	-10.926348105496281	0.06	-10.926348105496281	0.06	11568.48304899784	0.2	
6701	2021-10-07 05:00:00	0	0	0	0	-23.51081345784522	0.04	-23.51081345784522	0.04	10630.8311932225	0.18	
6702	2021-10-07 06:00:00	0	0	0	0	-33.33876048866116	0.04	-33.33876048866116	0.04	9840.40800519964	0.18	
6703	2021-10-07 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-44.898843563700574	0.04	-44.898843563700574	0.04	10493.543444017781	0.18	
6704	2021-10-07 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-59.02538842056201	0.04	-59.02538842056201	0.04	13231.7784476982	0.18	
6705	2021-10-07 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-54.79744997144448	0.06	-54.79744997144448	0.06	14155.89286119034	0.2	
6706	2021-10-07 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-50.76808738961094	0.06	-50.76808738961094	0.06	13946.920173206361	0.2	
6707	2021-10-07 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-46.95675417498961	0.06	-46.95675417498961	0.06	11786.04052886166	0.2	
6708	2021-10-07 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-44.0513415201252	0.06	-44.0513415201252	0.06	13340.651533333401	0.2	
6709	2021-10-07 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-41.284780422633716	0.06	-41.284780422633716	0.06	12152.8924745027	0.2	
6710	2021-10-07 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-38.642998862346715	0.06	-38.642998862346715	0.06	14416.535119482282	0.2	
6711	2021-10-07 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-6.0919695214793155	0.06	-6.0919695214793155	0.06	15725.187521147558	0.2	
6712	2021-10-07 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	0	0	0	0	16872.35216171378	0.2	
6713	2021-10-07 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	0	0	0	0	18586.94010836744	0.18	
6714	2021-10-07 18:00:00	0	0	0	0	0	0	0	0	19395.041293736558	0.18	
6715	2021-10-07 19:00:00	0	0	0	0	0	0	0	0	22276.3441401364	0.18	
6716	2021-10-07 20:00:00	0	0	0	0	0	0	0	0	24457.2834945204	0.18	
6717	2021-10-07 21:00:00	0	0	0	0	0	0	0	0	23502.2239271168	0.2	
6718	2021-10-07 22:00:00	0	0	0	0	-0.48525286841529053	0.06	-0.48525286841529053	0.06	23549.409064981202	0.2	
6719	2021-10-07 23:00:00	0	0	0	0	-6.783193755967738	0.06	-6.783193755967738	0.06	19395.65571098322	0.2	
6720	2021-10-08 00:00:00	0	0	0	0	-13.047278320052623	0.06	-13.047278320052623	0.06	14195.9101127972	0.2	
6721	2021-10-08 01:00:00	0	0	0	0	-21.69592991323423	0.06	-21.69592991323423	0.06	14051.74109763328	0.2	
6722	2021-10-08 02:00:00	0	0	0	0	-33.301783245540975	0.06	-33.301783245540975	0.06	13120.045398276881	0.2	
6723	2021-10-08 03:00:00	0	0	0	0	-20.8496511700242	0.06	-20.8496511700242	0.06	12182.2823279266	0.2	
6724	2021-10-08 04:00:00	0	0	0	0	-11.81613138598121	0.06	-11.81613138598121	0.06	11568.48304899784	0.2	
6725	2021-10-08 05:00:00	0	0	0	0	-5.485136868548408	0.04	-5.485136868548408	0.04	10630.8311932225	0.18	
6726	2021-10-08 06:00:00	0	0	0	0	-15.427803884529068	0.04	-15.427803884529068	0.04	9840.40800519964	0.18	
6727	2021-10-08 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-32.18437886492198	0.04	-32.18437886492198	0.04	10493.543444017781	0.18	
6728	2021-10-08 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-58.16554241265532	0.04	-58.16554241265532	0.04	13231.7784476982	0.18	
6729	2021-10-08 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-50.03857163876031	0.06	-50.03857163876031	0.06	14155.89286119034	0.2	
6730	2021-10-08 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-42.736397374892505	0.06	-42.736397374892505	0.06	13946.920173206361	0.2	
6731	2021-10-08 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-36.21927969600092	0.06	-36.21927969600092	0.06	11786.04052886166	0.2	
6732	2021-10-08 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-27.78820564553702	0.06	-27.78820564553702	0.06	13340.651533333401	0.2	
6733	2021-10-08 13:00:00	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-21.205125330285806	0.06	-21.205125330285806	0.06	12152.8924745027	0.2	
6734	2021-10-08 14:00:00	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-15.70827014920528	0.06	-15.70827014920528	0.06	14416.535119482282	0.2	
6735	2021-10-08 15:00:00	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-4.08996690239629	0.06	-4.08996690239629	0.06	15725.187521147558	0.2	
6736	2021-10-08 16:00:00	-1290.0922907992185	0.06	-1290.0922907992185	0.06	0	0	0	0	16872.35216171378	0.2	
6737	2021-10-08 17:00:00	-59.39994479999999	0.04	-59.39994479999999	0.04	0	0	0	0	18586.94010836744	0.18	
6738	2021-10-08 18:00:00	0	0	0	0	0	0	0	0	19395.041293736558	0.18	
6739	2021-10-08 19:00:00	0	0	0	0	-1.659417191430894	0.04	-1.659417191430894	0.04	22276.3441401364	0.18	
6740	2021-10-08 20:00:00	0	0	0	0	-8.976829658616634	0.04	-8.976829658616634	0.04	24457.2834945204	0.18	
6741	2021-10-08 21:00:00	0	0	0	0	-13.043663773541361	0.06	-13.043663773541361	0.06	23502.2239271168	0.2	
6742	2021-10-08 22:00:00	0	0	0	0	-17.987928266476185	0.06	-17.987928266476185	0.06	23549.409064981202	0.2	
6743	2021-10-08 23:00:00	0	0	0	0	-24.40519765586474	0.06	-24.40519765586474	0.06	19395.65571098322	0.2	
6744	2021-10-09 00:00:00	0	0	0	0	-24.876144578776795	0.06	-24.876144578776795	0.06	13188.09344613052	0.2	
6745	2021-10-09 01:00:00	0	0	0	0	-25.84730481043518	0.06	-25.84730481043518	0.06	13857.821097633281	0.2	
6746	2021-10-09 02:00:00	0	0	0	0	-26.843211066934415	0.06	-26.843211066934415	0.06	12499.09539827688	0.2	
6747	2021-10-09 03:00:00	0	0	0	0	-29.966314434382074	0.06	-29.966314434382074	0.06	11531.72566125992	0.2	
6748	2021-10-09 04:00:00	0	0	0	0	-32.74672486502826	0.06	-32.74672486502826	0.06	11020.77304899784	0.2	
6749	2021-10-09 05:00:00	0	0	0	0	-36.30848891655475	0.04	-36.30848891655475	0.04	10342.67785988916	0.18	
6750	2021-10-09 06:00:00	0	0	0	0	-53.23200267776741	0.04	-53.23200267776741	0.04	12469.604671866318	0.18	
6751	2021-10-09 07:00:00	-629.7692039804688	0.04	-629.7692039804688	0.04	-76.16953030329158	0.04	-76.16953030329158	0.04	14687.45677735112	0.18	
6752	2021-10-09 08:00:00	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-105.69502038751313	0.04	-105.69502038751313	0.04	14730.57178103154	0.18	
6753	2021-10-09 09:00:00	-2953.142035746875	0.06	-2953.142035746875	0.06	-71.04031974721991	0.06	-71.04031974721991	0.06	12173.14619452368	0.2	
6754	2021-10-09 10:00:00	-3775.631858567969	0.06	-3775.631858567969	0.06	-45.544196476510045	0.06	-45.544196476510045	0.06	10988.04683987302	0.2	
6755	2021-10-09 11:00:00	-4179.860200424218	0.06	-4179.860200424218	0.06	-27.302788899364575	0.06	-27.302788899364575	0.06	10137.01719552832	0.2	
6756	2021-10-09 12:00:00	-4231.79539615	0.06	-4231.79539615	0.06	-9.76894814092974	0.06	-9.76894814092974	0.06	9176.7415333334	0.2	
