heat_storage.energy_stored	heating.LTH.energy_bought	prices_elec.France.buying_price	PV.LVE.energy_sold	
119816.99926799908	0.0956998097688524	0.34065	0	
119634.0511920806	0.050662805179064685	0.27260999999999996	0	
119451.15575709287	0.051522946434070335	0.18657	0	
119268.31294788886	0.051618517684626504	0.17837999999999998	0	
119085.52274932573	0.05171408893518253	0.15885	0.23244912148437502	
118902.78514626622	0.05180966018573884	0.14283	0.7141060173975001	
118720.10012357635	0.048369095165716275	0.1683	1.6280580518575003	
118537.46766612586	0.04492853014569366	0.18009	2.5846911045593752	
118354.88775879145	0.04158353637622721	0.16254	3.350051073184376	
118172.36038645264	0.03948096886399119	0.14841	3.9230453342000002	
117989.88553399174	0.037473972602311334	0.1674	4.161011226409376	
117807.46318629757	0	0.20826000000000003	4.2492868806	
117625.09332826221	0	0.13023	4.100250794357501	
117442.77594478242	0	0.06732	3.895838215960002	
117260.51102076005	0	0.06695999999999999	3.3026624801375006	
117078.29854110023	0	0.08739000000000001	2.52907391103	
116896.13849071227	0	0.15102	1.56343609215	
116714.03085451107	0	0.23543999999999998	0.6267524469043749	
116531.9756174148	0	0.32922	0.21546205071750002	
116349.97276434675	0	0.35631	0	
116168.02228023298	0	0.34551	0	
115986.12415000517	0.1773156119313728	0.40698	0	
115804.2783586001	0.04550195764903076	0.40950000000000003	0	
115622.48489095783	0.049038093919609546	0.37287000000000003	0	
115622.48489095783	0.049038093919609546	0.33309	0	
