heat_storage.energy_stored	heating.LTH.energy_bought	prices_elec.France.buying_price	PV.LVE.energy_sold	
119846.87872047677	0.0	0.47168999999999994	0	
119693.80149961125	0.0	0.4661099999999999	0	
119540.76832472628	0.0	0.45243	0	
119387.77918314796	0.0	0.46044	0	
119234.83406220657	0.0	0.49221	0.0040751909975	
119081.93294923614	0.0	0.585	0.3950308498974999	
118929.07583157254	0.0	0.6216299999999999	1.3481987750575	
118776.26269655723	0.0	0.6659999999999999	2.4294555398000006	
118623.4935315354	0.0	0.7012800000000001	3.2409569943600003	
118470.76832385409	0.0	0.7091100000000001	3.821678740844376	
118318.08706086643	0.0	0.6894899999999999	4.25720917079	
118165.4497299269	0	0.67734	4.453095632257501	
118012.8563183956	0	0.6398999999999999	4.39369465271	
117860.30681363448	0	0.63459	3.980230785177501	
117707.80120301015	0	0.62154	3.3812232166843748	
117555.33947389248	0	0.621	2.467523189034375	
117402.9216136546	0	0.6398999999999999	1.4224076483374997	
117250.54760967522	0	0.6741	0.4160750492575001	
117098.217449334	0	0.68868	0.016273726414375002	
116945.93112001709	0	0.6798600000000001	0	
116793.6886091116	0	0.6472800000000001	0	
116641.4723049376	0.017599071678689838	0.6203700000000001	0	
116489.30668407587	0.010714022446579968	0.56664	0	
116337.1838911814	0.011669734952141813	0.54459	0	
116337.1838911814	0.011669734952141813	0.486	0	
