simulation_time	physical_time	heat_pump.LVE.energy	heat_pump.LVE.money	heat_pump.LTH.energy	heat_pump.LTH.money	combined_heat_power.LPG.energy	combined_heat_power.LPG.money	combined_heat_power.LVE.energy	combined_heat_power.LVE.money	combined_heat_power.LTH.energy	combined_heat_power.LTH.money	flexible_loads.LVE.energy	flexible_loads.LVE.money	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	WT_field_2.LVE.energy	WT_field_2.LVE.money	Heat_storage.LTH.energy	Heat_storage.LTH.money	space_heating.LTH.energy	space_heating.LTH.money	
0	2021-01-01 00:00:00	1850.0	0.2	-6732.896627874614	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	0	0	0	0	-5.1901573664351375	0.06	-5.1901573664351375	0.06	5000	0.08	7526.2400925763595	0.08	
1	2021-01-01 01:00:00	1850.0	0.2	-6698.200144106689	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	0	0	0	0	-6.945848339768424	0.06	-6.945848339768424	0.06	5000	0.08	7597.918569648516	0.08	
2	2021-01-01 02:00:00	1849.9999999999998	0.2	-6651.938165749458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	0	0	0	0	-8.935401779749157	0.06	-8.935401779749157	0.06	5000	0.08	7239.526184287736	0.08	
3	2021-01-01 03:00:00	1850.0	0.2	-6617.2416819815335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	0	0	0	0	-10.883530165201012	0.06	-10.883530165201012	0.06	5000	0.08	5304.207303339528	0.08	
4	2021-01-01 04:00:00	1850.0	0.2	-6522.340903618259	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	0	0	0	0	-13.367229471246558	0.06	-13.367229471246558	0.06	5000	0.08	3583.92385360779	0.08	
5	2021-01-01 05:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	0	0	0	0	0	0	-16.145969806543274	0.04	-16.145969806543274	0.04	2307.9580286884757	0.08	3583.92385360779	0.08	
6	2021-01-01 06:00:00	1850.0	0.18	-6382.523782420299	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	0	0	0	0	0	0	-18.83845222414724	0.04	-18.83845222414724	0.04	2.163861000015842	0.08	6883.171927466476	0.08	
7	2021-01-01 07:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	0	0	0	0	0	0	-22.22577009924608	0.04	-22.22577009924608	0.04	2.16205326313349	0.08	7098.207358682943	0.08	
8	2021-01-01 08:00:00	1850.0	0.18	-6505.300973147396	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	0	0	-194.75792416796872	0.04	-194.75792416796872	0.04	-11.48028077658397	0.04	-11.48028077658397	0.04	2.1605468157825896	0.08	8529.73877158654	0.08	
9	2021-01-01 09:00:00	1850.0	0.2	-6605.676187392226	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	-1407.1268540875	0.06	-1407.1268540875	0.06	-2.150958518909057	0.06	-2.150958518909057	0.06	2.158739078961509	0.08	5445.526128944322	0.08	
10	2021-01-01 10:00:00	1850.0	0.2	-6823.4439611767175	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	-2175.8597427218756	0.06	-2175.8597427218756	0.06	0	0	0	0	2.153315868436996	0.08	5302.169174800012	0.08	
11	2021-01-01 11:00:00	1850.0	0.2	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	0	0	2.1478926579124833	0.08	4943.776789439233	0.08	
12	2021-01-01 12:00:00	1850.0	0.2	-7290.868623234989	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	-3027.2688685117187	0.06	-3027.2688685117187	0.06	0	0	0	0	2.142469447387971	0.08	4298.670495789831	0.08	
13	2021-01-01 13:00:00	1850.0	0.2	-7387.607257243965	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	-2646.758379321875	0.06	-2646.758379321875	0.06	-1.1382151699446497	0.06	-1.1382151699446497	0.06	2.1376488158038183	0.08	3868.5996333568955	0.08	
14	2021-01-01 14:00:00	1850.0	0.2	-7465.21031162898	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-8.648247466760363	0.06	-8.648247466760363	0.06	2.1328281842196657	0.08	4155.31354164552	0.08	
15	2021-01-01 15:00:00	1850.0	0.2	-7542.7966485678535	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	-1563.414211542969	0.06	-1563.414211542969	0.06	-12.045475372436773	0.06	-12.045475372436773	0.06	2.128007552635513	0.08	4585.384404078453	0.08	
16	2021-01-01 16:00:00	1850.0	0.2	-7484.24500687631	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	-523.2032336	0.06	-523.2032336	0.06	-16.088291899793894	0.06	-16.088291899793894	0.06	2.131623026338945	0.08	4800.4198352949215	0.08	
17	2021-01-01 17:00:00	1850.0	0.18	-7427.14092113432	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	0	0	0	0	0	0	-20.846821900052866	0.04	-20.846821900052866	0.04	2.135238499981106	0.08	8027.989432081449	0.08	
18	2021-01-01 18:00:00	1850.0	0.18	-7363.42259874172	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	0	0	0	0	0	0	-12.060825756213077	0.04	-12.060825756213077	0.04	2.1388539736845384	0.08	6739.814973322164	0.08	
19	2021-01-01 19:00:00	1850.0	0.18	-7272.730129358305	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	0	0	0	0	0	0	-5.81391909156273	0.04	-5.81391909156273	0.04	2.143373315798511	0.08	6883.171927466476	0.08	
20	2021-01-01 20:00:00	1850.0	0.18	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	0	0	0	0	0	0	-1.414524637537412	0.04	-1.414524637537412	0.04	2.1478926579124833	0.08	7169.885835755098	0.08	
21	2021-01-01 21:00:00	1850.0	0.2	-6849.403159949801	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	0	0	0	0	0	0	0	0	2.152713289496636	0.08	7169.885835755098	0.08	
22	2021-01-01 22:00:00	1850.0	0.2	-6797.484762403636	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	0	0	0	0	0	0	0	0	0	0	2.1539184473773565	0.08	7026.528881610785	0.08	
23	2021-01-01 23:00:00	1850.0	0.2	-6745.566364857472	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1551236052580767	0.08	4013.9947160407264	0.08	
24	2021-01-02 00:00:00	1850.0	0.2	-6732.896627874614	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.155424894728257	0.08	4229.030147257192	0.08	
25	2021-01-02 01:00:00	1850.0	0.2	-6698.200144106689	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.156328763138797	0.08	4229.030147257192	0.08	
26	2021-01-02 02:00:00	1849.9999999999998	0.2	-6651.938165749458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1575339210807885	0.08	4157.351670185037	0.08	
27	2021-01-02 03:00:00	1850.0	0.2	-6617.2416819815335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.158437789491329	0.08	4085.6731931128807	0.08	
28	2021-01-02 04:00:00	1850.0	0.2	-6522.340903618259	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1602455263124094	0.08	3942.316238968569	0.08	
29	2021-01-02 05:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.16205326313349	0.08	3798.959284824258	0.08	
30	2021-01-02 06:00:00	1850.0	0.18	-6382.523782420299	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.163861000015842	0.08	6596.4580191778505	0.08	
31	2021-01-02 07:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.16205326313349	0.08	6166.387156744917	0.08	
32	2021-01-02 08:00:00	1850.0	0.18	-6505.300973147396	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	0	0	2.1605468157825896	0.08	7311.204661359891	0.08	
33	2021-01-02 09:00:00	1850.0	0.2	-6605.676187392226	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1407.1268540875	0.06	-1407.1268540875	0.06	0	0	0	0	2.158739078961509	0.08	4298.670495789831	0.08	
34	2021-01-02 10:00:00	1850.0	0.2	-6823.4439611767175	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2175.8597427218756	0.06	-2175.8597427218756	0.06	0	0	0	0	2.153315868436996	0.08	4155.31354164552	0.08	
35	2021-01-02 11:00:00	1850.0	0.2	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	0	0	2.1478926579124833	0.08	3940.2781104290525	0.08	
36	2021-01-02 12:00:00	1850.0	0.2	-7290.868623234989	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3027.2688685117187	0.06	-3027.2688685117187	0.06	0	0	0	0	2.142469447387971	0.08	3725.2426792125843	0.08	
37	2021-01-02 13:00:00	1850.0	0.2	-7387.607257243965	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2646.758379321875	0.06	-2646.758379321875	0.06	0	0	0	0	2.1376488158038183	0.08	3510.2072479961166	0.08	
38	2021-01-02 14:00:00	1850.0	0.2	-7465.21031162898	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2310.9021015242192	0.06	-2310.9021015242192	0.06	0	0	0	0	2.1328281842196657	0.08	3151.8148626353377	0.08	
39	2021-01-02 15:00:00	1850.0	0.2	-7542.7966485678535	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1563.414211542969	0.06	-1563.414211542969	0.06	0	0	0	0	2.128007552635513	0.08	3653.5642021404274	0.08	
40	2021-01-02 16:00:00	1850.0	0.2	-7484.24500687631	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-523.2032336	0.06	-523.2032336	0.06	0	0	0	0	2.131623026338945	0.08	4657.06288115061	0.08	
41	2021-01-02 17:00:00	1850.0	0.18	-7427.14092113432	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.135238499981106	0.08	8458.060294514387	0.08	
42	2021-01-02 18:00:00	1850.0	0.18	-7363.42259874172	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.1388539736845384	0.08	7671.635175260188	0.08	
43	2021-01-02 19:00:00	1850.0	0.18	-7272.730129358305	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.143373315798511	0.08	7456.599744043722	0.08	
44	2021-01-02 20:00:00	1850.0	0.18	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.1478926579124833	0.08	7886.670606476656	0.08	
45	2021-01-02 21:00:00	1850.0	0.2	-6849.403159949801	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.152713289496636	0.08	8316.741468909591	0.08	
46	2021-01-02 22:00:00	1850.0	0.2	-6797.484762403636	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1539184473773565	0.08	8245.062991837434	0.08	
47	2021-01-02 23:00:00	1850.0	0.2	-6745.566364857472	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1551236052580767	0.08	5519.242734555995	0.08	
48	2021-01-03 00:00:00	1850.0	0.2	-6732.896627874614	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.155424894728257	0.08	6236.027505277554	0.08	
49	2021-01-03 01:00:00	1850.0	0.2	-6698.200144106689	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.156328763138797	0.08	6594.4198906383335	0.08	
50	2021-01-03 02:00:00	1849.9999999999998	0.2	-6651.938165749458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1575339210807885	0.08	6451.062936494022	0.08	
51	2021-01-03 03:00:00	1850.0	0.2	-6617.2416819815335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.158437789491329	0.08	6164.3490282054	0.08	
52	2021-01-03 04:00:00	1850.0	0.2	-6522.340903618259	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1602455263124094	0.08	5662.5996887003075	0.08	
53	2021-01-03 05:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.16205326313349	0.08	5375.885780411685	0.08	
54	2021-01-03 06:00:00	1850.0	0.18	-6382.523782420299	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.163861000015842	0.08	8460.098423053902	0.08	
55	2021-01-03 07:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.16205326313349	0.08	8101.706037693124	0.08	
56	2021-01-03 08:00:00	1850.0	0.18	-6505.300973147396	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	0	0	2.1605468157825896	0.08	8386.381817442229	0.08	
57	2021-01-03 09:00:00	1850.0	0.2	-6605.676187392226	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1407.1268540875	0.06	-1407.1268540875	0.06	0	0	0	0	2.158739078961509	0.08	4370.348972861986	0.08	
58	2021-01-03 10:00:00	1850.0	0.2	-6823.4439611767175	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2175.8597427218756	0.06	-2175.8597427218756	0.06	0	0	0	0	2.153315868436996	0.08	3796.9211562847413	0.08	
59	2021-01-03 11:00:00	1850.0	0.2	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	0	0	2.1478926579124833	0.08	3438.5287709239624	0.08	
60	2021-01-03 12:00:00	1850.0	0.2	-7290.868623234989	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3027.2688685117187	0.06	-3027.2688685117187	0.06	0	0	0	0	2.142469447387971	0.08	3366.850293851805	0.08	
61	2021-01-03 13:00:00	1850.0	0.2	-7387.607257243965	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2646.758379321875	0.06	-2646.758379321875	0.06	0	0	0	0	2.1376488158038183	0.08	3295.1718167796485	0.08	
62	2021-01-03 14:00:00	1850.0	0.2	-7465.21031162898	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2310.9021015242192	0.06	-2310.9021015242192	0.06	0	0	0	0	2.1328281842196657	0.08	3510.2072479961166	0.08	
63	2021-01-03 15:00:00	1850.0	0.2	-7542.7966485678535	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1563.414211542969	0.06	-1563.414211542969	0.06	0	0	0	0	2.128007552635513	0.08	4585.384404078453	0.08	
64	2021-01-03 16:00:00	1850.0	0.2	-7484.24500687631	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-523.2032336	0.06	-523.2032336	0.06	0	0	0	0	2.131623026338945	0.08	5660.561560160791	0.08	
65	2021-01-03 17:00:00	1850.0	0.18	-7427.14092113432	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.135238499981106	0.08	9533.237450596722	0.08	
66	2021-01-03 18:00:00	1850.0	0.18	-7363.42259874172	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.1388539736845384	0.08	8675.13385427037	0.08	
67	2021-01-03 19:00:00	1850.0	0.18	-7272.730129358305	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.143373315798511	0.08	8675.13385427037	0.08	
68	2021-01-03 20:00:00	1850.0	0.18	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.1478926579124833	0.08	8316.741468909591	0.08	
69	2021-01-03 21:00:00	1850.0	0.2	-6849.403159949801	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.152713289496636	0.08	7313.242789899408	0.08	
70	2021-01-03 22:00:00	1850.0	0.2	-6797.484762403636	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1539184473773565	0.08	6668.1364962500065	0.08	
71	2021-01-03 23:00:00	1850.0	0.2	-6745.566364857472	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1551236052580767	0.08	3512.245376535633	0.08	
72	2021-01-04 00:00:00	1850.0	0.2	-6732.896627874614	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.155424894728257	0.08	3297.2099453191677	0.08	
73	2021-01-04 01:00:00	1850.0	0.2	-6698.200144106689	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.156328763138797	0.08	2938.8175599583888	0.08	
74	2021-01-04 02:00:00	1849.9999999999998	0.2	-6651.938165749458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1575339210807885	0.08	2795.4606058140753	0.08	
75	2021-01-04 03:00:00	1850.0	0.2	-6617.2416819815335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.158437789491329	0.08	2723.782128741921	0.08	
76	2021-01-04 04:00:00	1850.0	0.2	-6522.340903618259	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1602455263124094	0.08	2580.42517459761	0.08	
77	2021-01-04 05:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.16205326313349	0.08	2652.103651669764	0.08	
78	2021-01-04 06:00:00	1850.0	0.18	-6382.523782420299	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.163861000015842	0.08	5807.9947713841375	0.08	
79	2021-01-04 07:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.16205326313349	0.08	5879.673248456293	0.08	
80	2021-01-04 08:00:00	1850.0	0.18	-6505.300973147396	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	0	0	2.1605468157825896	0.08	7167.84770721558	0.08	
81	2021-01-04 09:00:00	1850.0	0.2	-6605.676187392226	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1407.1268540875	0.06	-1407.1268540875	0.06	0	0	0	0	2.158739078961509	0.08	4155.31354164552	0.08	
82	2021-01-04 10:00:00	1850.0	0.2	-6823.4439611767175	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2175.8597427218756	0.06	-2175.8597427218756	0.06	0	0	0	0	2.153315868436996	0.08	3868.5996333568955	0.08	
83	2021-01-04 11:00:00	1850.0	0.2	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	0	0	2.1478926579124833	0.08	3366.850293851805	0.08	
84	2021-01-04 12:00:00	1850.0	0.2	-7290.868623234989	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3027.2688685117187	0.06	-3027.2688685117187	0.06	0	0	0	0	2.142469447387971	0.08	3438.5287709239624	0.08	
85	2021-01-04 13:00:00	1850.0	0.2	-7387.607257243965	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2646.758379321875	0.06	-2646.758379321875	0.06	0	0	0	0	2.1376488158038183	0.08	4011.9565875012067	0.08	
86	2021-01-04 14:00:00	1850.0	0.2	-7465.21031162898	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2310.9021015242192	0.06	-2310.9021015242192	0.06	0	0	0	0	2.1328281842196657	0.08	4226.992018717674	0.08	
87	2021-01-04 15:00:00	1850.0	0.2	-7542.7966485678535	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1563.414211542969	0.06	-1563.414211542969	0.06	0	0	0	0	2.128007552635513	0.08	4800.4198352949215	0.08	
88	2021-01-04 16:00:00	1850.0	0.2	-7484.24500687631	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-523.2032336	0.06	-523.2032336	0.06	0	0	0	0	2.131623026338945	0.08	7309.166532820374	0.08	
89	2021-01-04 17:00:00	1850.0	0.18	-7427.14092113432	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.135238499981106	0.08	12328.698056410798	0.08	
90	2021-01-04 18:00:00	1850.0	0.18	-7363.42259874172	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.1388539736845384	0.08	11542.272937156602	0.08	
91	2021-01-04 19:00:00	1850.0	0.18	-7272.730129358305	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.143373315798511	0.08	12330.736184950314	0.08	
92	2021-01-04 20:00:00	1850.0	0.18	-7042.709906045447	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	2.1478926579124833	0.08	13190.877909816187	0.08	
93	2021-01-04 21:00:00	1850.0	0.2	-6849.403159949801	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.152713289496636	0.08	13549.270295176964	0.08	
94	2021-01-04 22:00:00	1850.0	0.2	-6797.484762403636	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1539184473773565	0.08	13835.984203465589	0.08	
95	2021-01-04 23:00:00	1850.0	0.2	-6745.566364857472	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1551236052580767	0.08	11396.877854472774	0.08	
96	2021-01-05 00:00:00	1850.0	0.2	-6732.896627874614	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.155424894728257	0.08	12328.698056410798	0.08	
97	2021-01-05 01:00:00	1850.0	0.2	-6698.200144106689	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.156328763138797	0.08	13045.482827132357	0.08	
98	2021-01-05 02:00:00	1849.9999999999998	0.2	-6651.938165749458	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	2.1575339210807885	0.08	12615.411964699422	0.08	
99	2021-01-05 03:00:00	1850.0	0.2	-6617.2416819815335	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-1.416281233138079	0.06	-1.416281233138079	0.06	2.158437789491329	0.08	12041.984148122176	0.08	
100	2021-01-05 04:00:00	1850.0	0.2	-6522.340903618259	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-6.264276055909116	0.06	-6.264276055909116	0.06	2.1602455263124094	0.08	11611.91328568924	0.08	
101	2021-01-05 05:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-13.700516961107061	0.04	-13.700516961107061	0.04	2.16205326313349	0.08	11110.16394618415	0.08	
102	2021-01-05 06:00:00	1850.0	0.18	-6382.523782420299	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-27.49603449015993	0.04	-27.49603449015993	0.04	2.163861000015842	0.08	14122.69811175421	0.08	
103	2021-01-05 07:00:00	1849.9999999999998	0.18	-6442.167119434189	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-47.41718097169664	0.04	-47.41718097169664	0.04	2.16205326313349	0.08	13764.305726393432	0.08	
104	2021-01-05 08:00:00	1850.0	0.18	-6505.300973147396	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-194.75792416796872	0.04	-194.75792416796872	0.04	-76.8712823699057	0.04	-76.8712823699057	0.04	2.1605468157825896	0.08	14048.981506142538	0.08	
105	2021-01-05 09:00:00	1850.0	0.2	-6605.676187392226	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1407.1268540875	0.06	-1407.1268540875	0.06	-120.95400092685789	0.06	-120.95400092685789	0.06	2.158739078961509	0.08	9602.877799129361	0.08	
