simulation_time	physical_time	heat_pump.LVE.energy	heat_pump.LVE.money	heat_pump.LTH.energy	heat_pump.LTH.money	combined_heat_power.LPG.energy	combined_heat_power.LPG.money	combined_heat_power.LVE.energy	combined_heat_power.LVE.money	combined_heat_power.LTH.energy	combined_heat_power.LTH.money	flexible_loads.LVE.energy	flexible_loads.LVE.money	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	WT_field_2.LVE.energy	WT_field_2.LVE.money	Heat_storage.LTH.energy	Heat_storage.LTH.money	space_heating.LTH.energy	space_heating.LTH.money	
7170	2021-10-26 18:00:00	1850.0	0.18	-4989.491808625544	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.9357848683935837	0.08	9176.88319377546	0.08	
7171	2021-10-26 19:00:00	1850.0	0.18	-5329.663946182743	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.940304210507556	0.08	10395.417304002109	0.08	
7172	2021-10-26 20:00:00	1850.0	0.18	-5685.75292284742	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.9451248420917087	0.08	10610.452735218576	0.08	
7173	2021-10-26 21:00:00	1850.0	0.2	-6019.879475992254	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.949644184205681	0.08	9033.526239631148	0.08	
7174	2021-10-26 22:00:00	1850.0	0.2	-6136.529404325748	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9511506315565816	0.08	8173.38451476528	0.08	
7175	2021-10-26 23:00:00	1850.0	0.2	-6251.393371103109	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9526570789687532	0.08	6092.670551133244	0.08	
7176	2021-10-27 00:00:00	1850.0	0.2	-6209.246610561348	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.952054500028393	0.08	7741.275523792829	0.08	
7177	2021-10-27 01:00:00	1850.0	0.2	-6401.972947128148	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9547661052600138	0.08	9246.523542308096	0.08	
7178	2021-10-27 02:00:00	1850.0	0.2	-6580.767164948549	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9574777105529058	0.08	9963.308313029655	0.08	
7179	2021-10-27 03:00:00	1850.0	0.2	-6599.601124241447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9604906052547066	0.08	9676.594404741034	0.08	
7180	2021-10-27 04:00:00	1850.0	0.2	-6532.427352327998	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9625996315459673	0.08	10680.093083751215	0.08	
7181	2021-10-27 05:00:00	1850.0	0.18	-6467.188806772357	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.965009947368679	0.08	12543.733487627265	0.08	
7182	2021-10-27 06:00:00	1850.0	0.18	-6413.87596242679	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.967118973721211	0.08	15627.94613026948	0.08	
7183	2021-10-27 07:00:00	1850.0	0.18	-6490.0371686347435	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-629.7692039804688	0.04	-629.7692039804688	0.04	-0.13682979243357313	0.04	-0.13682979243357313	0.04	1.9641060789581388	0.08	15197.875267836545	0.08	
7184	2021-10-27 08:00:00	1850.0	0.18	-6580.408617980463	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-7.976611425294268	0.04	-7.976611425294268	0.04	1.961093184195067	0.08	15625.908001729966	0.08	
7185	2021-10-27 09:00:00	1850.0	0.2	-6603.694587791505	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2953.142035746875	0.06	-2953.142035746875	0.06	-33.30409191997657	0.06	-33.30409191997657	0.06	1.958080289493266	0.08	10678.054955211697	0.08	
7186	2021-10-27 10:00:00	1849.9999999999998	0.2	-6112.290335580548	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3775.631858567969	0.06	-3775.631858567969	0.06	-86.99784141679379	0.06	-86.99784141679379	0.06	1.9508493420864015	0.08	8671.057597191333	0.08	
7187	2021-10-27 11:00:00	1850.0	0.2	-5577.19821537405	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4179.860200424218	0.06	-4179.860200424218	0.06	-189.77401691880124	0.06	-189.77401691880124	0.06	1.9436183947408083	0.08	6449.024807954505	0.08	
7188	2021-10-27 12:00:00	1849.9999999999998	0.2	-5034.27495501819	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4231.79539615	0.06	-4231.79539615	0.06	-185.4831665313242	0.06	-185.4831665313242	0.06	1.936387447395215	0.08	4800.4198352949215	0.08	
7189	2021-10-27 13:00:00	1850.0	0.2	-4671.432566404462	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-183.32885110004185	0.06	-183.32885110004185	0.06	1.930964236809431	0.08	4298.670495789831	0.08	
7190	2021-10-27 14:00:00	1850.0	0.2	-4621.932413426283	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-181.19468356374236	0.06	-181.19468356374236	0.06	1.9255410263461894	0.08	4155.31354164552	0.08	
7191	2021-10-27 15:00:00	1850.0	0.2	-4784.102138769011	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-73.7330681501057	0.06	-73.7330681501057	0.06	1.9201178157604055	0.08	4155.31354164552	0.08	
7192	2021-10-27 16:00:00	1849.9999999999998	0.2	-4630.570773743715	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-22.501782211638	0.06	-22.501782211638	0.06	1.9252397368760095	0.08	5230.490697727857	0.08	
7193	2021-10-27 17:00:00	1850.0	0.18	-4658.348827096463	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-59.39994479999999	0.04	-59.39994479999999	0.04	-2.245764772979901	0.04	-2.245764772979901	0.04	1.930662947339251	0.08	10393.37917546259	0.08	
7194	2021-10-27 18:00:00	1850.0	0.18	-4989.491808625544	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-5.261392945347202	0.04	-5.261392945347202	0.04	1.9357848683935837	0.08	11040.523597651514	0.08	
7195	2021-10-27 19:00:00	1850.0	0.18	-5329.663946182743	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-9.50221996502453	0.04	-9.50221996502453	0.04	1.940304210507556	0.08	12689.128570311093	0.08	
7196	2021-10-27 20:00:00	1850.0	0.18	-5685.75292284742	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-14.693573099655039	0.04	-14.693573099655039	0.04	1.9451248420917087	0.08	14624.447451259302	0.08	
7197	2021-10-27 21:00:00	1850.0	0.2	-6019.879475992254	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.949644184205681	0.08	15627.94613026948	0.08	
7198	2021-10-27 22:00:00	1850.0	0.2	-6136.529404325748	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9511506315565816	0.08	15986.338515630261	0.08	
7199	2021-10-27 23:00:00	1850.0	0.2	-6251.393371103109	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9526570789687532	0.08	13618.910643709603	0.08	
7200	2021-10-28 00:00:00	1850.0	0.2	-6209.246610561348	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.952054500028393	0.08	13475.553689565291	0.08	
7201	2021-10-28 01:00:00	1850.0	0.2	-6401.972947128148	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9547661052600138	0.08	13117.161304204512	0.08	
7202	2021-10-28 02:00:00	1850.0	0.2	-6580.767164948549	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9574777105529058	0.08	14264.016937359003	0.08	
7203	2021-10-28 03:00:00	1850.0	0.2	-6599.601124241447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9604906052547066	0.08	15482.551047585657	0.08	
7204	2021-10-28 04:00:00	1850.0	0.2	-6532.427352327998	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9625996315459673	0.08	15410.872570513497	0.08	
7205	2021-10-28 05:00:00	1850.0	0.18	-6467.188806772357	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.965009947368679	0.08	15124.158662224874	0.08	
7206	2021-10-28 06:00:00	1850.0	0.18	-6413.87596242679	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.967118973721211	0.08	18638.44216730003	0.08	
7207	2021-10-28 07:00:00	1850.0	0.18	-6490.0371686347435	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-629.7692039804688	0.04	-629.7692039804688	0.04	0	0	0	0	1.9641060789581388	0.08	19211.869983877274	0.08	
7208	2021-10-28 08:00:00	1850.0	0.18	-6580.408617980463	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-1960.6880579968747	0.04	-1960.6880579968747	0.04	0	0	0	0	1.961093184195067	0.08	18638.44216730003	0.08	
7209	2021-10-28 09:00:00	1850.0	0.2	-6603.694587791505	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2953.142035746875	0.06	-2953.142035746875	0.06	0	0	0	0	1.958080289493266	0.08	16488.087855135353	0.08	
7210	2021-10-28 10:00:00	1849.9999999999998	0.2	-6112.290335580548	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3775.631858567969	0.06	-3775.631858567969	0.06	0	0	0	0	1.9508493420864015	0.08	13692.627249321278	0.08	
7211	2021-10-28 11:00:00	1850.0	0.2	-5577.19821537405	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4179.860200424218	0.06	-4179.860200424218	0.06	0	0	0	0	1.9436183947408083	0.08	11040.523597651514	0.08	
7212	2021-10-28 12:00:00	1849.9999999999998	0.2	-5034.27495501819	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4231.79539615	0.06	-4231.79539615	0.06	0	0	0	0	1.936387447395215	0.08	8746.812331342524	0.08	
7213	2021-10-28 13:00:00	1850.0	0.2	-4671.432566404462	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3871.3425146218747	0.06	-3871.3425146218747	0.06	0	0	0	0	1.930964236809431	0.08	7743.313652332343	0.08	
7214	2021-10-28 14:00:00	1850.0	0.2	-4621.932413426283	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3125.1970456179693	0.06	-3125.1970456179693	0.06	0	0	0	0	1.9255410263461894	0.08	7528.278221115876	0.08	
7215	2021-10-28 15:00:00	1850.0	0.2	-4784.102138769011	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2379.2959228468753	0.06	-2379.2959228468753	0.06	0	0	0	0	1.9201178157604055	0.08	6954.850404538629	0.08	
7216	2021-10-28 16:00:00	1849.9999999999998	0.2	-4630.570773743715	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1290.0922907992185	0.06	-1290.0922907992185	0.06	0	0	0	0	1.9252397368760095	0.08	7169.885835755098	0.08	
7217	2021-10-28 17:00:00	1850.0	0.18	-4658.348827096463	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-59.39994479999999	0.04	-59.39994479999999	0.04	0	0	0	0	1.930662947339251	0.08	8603.455377198214	0.08	
7218	2021-10-28 18:00:00	1850.0	0.18	-4989.491808625544	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.9357848683935837	0.08	10180.381872785641	0.08	
7219	2021-10-28 19:00:00	1850.0	0.18	-5329.663946182743	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.940304210507556	0.08	10323.738826929955	0.08	
7220	2021-10-28 20:00:00	1850.0	0.18	-5685.75292284742	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-10.054041812509091	0.04	-10.054041812509091	0.04	1.9451248420917087	0.08	9750.311010352707	0.08	
7221	2021-10-28 21:00:00	1850.0	0.2	-6019.879475992254	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-15.396817136095148	0.06	-15.396817136095148	0.06	1.949644184205681	0.08	9821.98948742486	0.08	
7222	2021-10-28 22:00:00	1850.0	0.2	-6136.529404325748	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-22.568806849506565	0.06	-22.568806849506565	0.06	1.9511506315565816	0.08	9893.667964497017	0.08	
7223	2021-10-28 23:00:00	1850.0	0.2	-6251.393371103109	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-31.027498490470172	0.06	-31.027498490470172	0.06	1.9526570789687532	0.08	6881.133798926958	0.08	
7224	2021-10-29 00:00:00	1850.0	0.2	-6209.246610561348	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-25.839246907925546	0.06	-25.839246907925546	0.06	1.952054500028393	0.08	7239.526184287736	0.08	
7225	2021-10-29 01:00:00	1850.0	0.2	-6401.972947128148	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-20.83592491570307	0.06	-20.83592491570307	0.06	1.9547661052600138	0.08	7382.883138432048	0.08	
7226	2021-10-29 02:00:00	1850.0	0.2	-6580.767164948549	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-16.861087496147505	0.06	-16.861087496147505	0.06	1.9574777105529058	0.08	7239.526184287736	0.08	
7227	2021-10-29 03:00:00	1850.0	0.2	-6599.601124241447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-67.18092050625066	0.06	-67.18092050625066	0.06	1.9604906052547066	0.08	7024.490753071269	0.08	
7228	2021-10-29 04:00:00	1850.0	0.2	-6532.427352327998	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-181.96761618958774	0.06	-181.96761618958774	0.06	1.9625996315459673	0.08	7024.490753071269	0.08	
7229	2021-10-29 05:00:00	1850.0	0.18	-6467.188806772357	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-410.29969955868677	0.04	-410.29969955868677	0.04	1.965009947368679	0.08	7096.169230143424	0.08	
7230	2021-10-29 06:00:00	1850.0	0.18	-6413.87596242679	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-663.86605587597	0.04	-663.86605587597	0.04	1.967118973721211	0.08	10037.02491864133	0.08	
7231	2021-10-29 07:00:00	1850.0	0.18	-6490.0371686347435	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-629.7692039804688	0.04	-629.7692039804688	0.04	-1038.3490468976274	0.04	-1038.3490468976274	0.04	1.9641060789581388	0.08	10108.703395713484	0.08	
7232	2021-10-29 08:00:00	1850.0	0.18	-6580.408617980463	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-1568.526516454538	0.04	-1568.526516454538	0.04	1.961093184195067	0.08	10108.703395713484	0.08	
7233	2021-10-29 09:00:00	1850.0	0.2	-6603.694587791505	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2953.142035746875	0.06	-2953.142035746875	0.06	-1285.4012586906717	0.06	-1285.4012586906717	0.06	1.958080289493266	0.08	9463.597102064083	0.08	
7234	2021-10-29 10:00:00	1849.9999999999998	0.2	-6112.290335580548	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3775.631858567969	0.06	-3775.631858567969	0.06	-1044.8822050240576	0.06	-1044.8822050240576	0.06	1.9508493420864015	0.08	8101.706037693124	0.08	
7235	2021-10-29 11:00:00	1850.0	0.2	-5577.19821537405	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4179.860200424218	0.06	-4179.860200424218	0.06	-849.183370468986	0.06	-849.183370468986	0.06	1.9436183947408083	0.08	6596.4580191778505	0.08	
7236	2021-10-29 12:00:00	1849.9999999999998	0.2	-5034.27495501819	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4231.79539615	0.06	-4231.79539615	0.06	-639.3421542531903	0.06	-639.3421542531903	0.06	1.936387447395215	0.08	5736.316294311981	0.08	
7237	2021-10-29 13:00:00	1850.0	0.2	-4671.432566404462	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-473.58036075869734	0.06	-473.58036075869734	0.06	1.930964236809431	0.08	5449.602386023359	0.08	
7238	2021-10-29 14:00:00	1850.0	0.2	-4621.932413426283	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-344.17952879147504	0.06	-344.17952879147504	0.06	1.9255410263461894	0.08	5162.888477734734	0.08	
7239	2021-10-29 15:00:00	1850.0	0.2	-4784.102138769011	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-315.02082509376663	0.06	-315.02082509376663	0.06	1.9201178157604055	0.08	5377.923908951202	0.08	
7240	2021-10-29 16:00:00	1849.9999999999998	0.2	-4630.570773743715	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-288.20952078535254	0.06	-288.20952078535254	0.06	1.9252397368760095	0.08	6166.387156744917	0.08	
7241	2021-10-29 17:00:00	1850.0	0.18	-4658.348827096463	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-59.39994479999999	0.04	-59.39994479999999	0.04	-263.23766667084493	0.04	-263.23766667084493	0.04	1.930662947339251	0.08	6811.493450394319	0.08	
7242	2021-10-29 18:00:00	1850.0	0.18	-4989.491808625544	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-220.58638980307634	0.04	-220.58638980307634	0.04	1.9357848683935837	0.08	7169.885835755098	0.08	
7243	2021-10-29 19:00:00	1850.0	0.18	-5329.663946182743	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-183.52544518500108	0.04	-183.52544518500108	0.04	1.940304210507556	0.08	7241.564312827255	0.08	
7244	2021-10-29 20:00:00	1850.0	0.18	-5685.75292284742	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-151.4950403629619	0.04	-151.4950403629619	0.04	1.9451248420917087	0.08	7313.242789899408	0.08	
7245	2021-10-29 21:00:00	1850.0	0.2	-6019.879475992254	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	-31.016753880208896	0.06	-31.016753880208896	0.06	1.949644184205681	0.08	7456.599744043722	0.08	
7246	2021-10-29 22:00:00	1850.0	0.2	-6136.529404325748	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9511506315565816	0.08	7671.635175260188	0.08	
7247	2021-10-29 23:00:00	1850.0	0.2	-6251.393371103109	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9526570789687532	0.08	4730.779486762284	0.08	
7248	2021-10-30 00:00:00	1850.0	0.2	-6209.246610561348	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.952054500028393	0.08	4802.4579638344385	0.08	
7249	2021-10-30 01:00:00	1850.0	0.2	-6401.972947128148	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9547661052600138	0.08	5089.171872123063	0.08	
7250	2021-10-30 02:00:00	1850.0	0.2	-6580.767164948549	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9574777105529058	0.08	5375.885780411685	0.08	
7251	2021-10-30 03:00:00	1850.0	0.2	-6599.601124241447	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9604906052547066	0.08	5519.242734555995	0.08	
7252	2021-10-30 04:00:00	1850.0	0.2	-6532.427352327998	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	0	0	0	0	0	0	0	0	1.9625996315459673	0.08	5734.2781657724645	0.08	
7253	2021-10-30 05:00:00	1850.0	0.18	-6467.188806772357	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	0	0	0	0	1.965009947368679	0.08	5877.635119916775	0.08	
7254	2021-10-30 06:00:00	1850.0	0.18	-6413.87596242679	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-0.985025053459336	0.04	-0.985025053459336	0.04	1.967118973721211	0.08	8890.169285486838	0.08	
7255	2021-10-30 07:00:00	1850.0	0.18	-6490.0371686347435	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-629.7692039804688	0.04	-629.7692039804688	0.04	-29.443731880566666	0.04	-29.443731880566666	0.04	1.9641060789581388	0.08	8818.490808414681	0.08	
7256	2021-10-30 08:00:00	1850.0	0.18	-6580.408617980463	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-1960.6880579968747	0.04	-1960.6880579968747	0.04	-116.76010198860321	0.04	-116.76010198860321	0.04	1.961093184195067	0.08	9963.308313029655	0.08	
7257	2021-10-30 09:00:00	1850.0	0.2	-6603.694587791505	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2953.142035746875	0.06	-2953.142035746875	0.06	-160.69218104175744	0.06	-160.69218104175744	0.06	1.958080289493266	0.08	6592.381762098817	0.08	
7258	2021-10-30 10:00:00	1849.9999999999998	0.2	-6112.290335580548	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3775.631858567969	0.06	-3775.631858567969	0.06	-218.6282883382431	0.06	-218.6282883382431	0.06	1.9508493420864015	0.08	6520.703285026659	0.08	
7259	2021-10-30 11:00:00	1850.0	0.2	-5577.19821537405	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4179.860200424218	0.06	-4179.860200424218	0.06	-288.8179098246115	0.06	-288.8179098246115	0.06	1.9436183947408083	0.08	6520.703285026659	0.08	
7260	2021-10-30 12:00:00	1849.9999999999998	0.2	-5034.27495501819	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-4231.79539615	0.06	-4231.79539615	0.06	-444.52897204445543	0.06	-444.52897204445543	0.06	1.936387447395215	0.08	6090.632422593726	0.08	
7261	2021-10-30 13:00:00	1850.0	0.2	-4671.432566404462	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3871.3425146218747	0.06	-3871.3425146218747	0.06	-661.1132589476034	0.06	-661.1132589476034	0.06	1.930964236809431	0.08	5445.526128944322	0.08	
7262	2021-10-30 14:00:00	1850.0	0.2	-4621.932413426283	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-3125.1970456179693	0.06	-3125.1970456179693	0.06	-955.6089929284524	0.06	-955.6089929284524	0.06	1.9255410263461894	0.08	5445.526128944322	0.08	
7263	2021-10-30 15:00:00	1850.0	0.2	-4784.102138769011	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-2379.2959228468753	0.06	-2379.2959228468753	0.06	-903.2495969013681	0.06	-903.2495969013681	0.06	1.9201178157604055	0.08	5588.883083088636	0.08	
7264	2021-10-30 16:00:00	1849.9999999999998	0.2	-4630.570773743715	0.05	14600.0	0.16	-4964.0	0.06	-9034.479999999998	0.05	1500	0.2	-1290.0922907992185	0.06	-1290.0922907992185	0.06	-854.2826777617199	0.06	-854.2826777617199	0.06	1.9252397368760095	0.08	5517.204606016479	0.08	
7265	2021-10-30 17:00:00	1850.0	0.18	-4658.348827096463	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	-59.39994479999999	0.04	-59.39994479999999	0.04	-807.5055576745923	0.04	-807.5055576745923	0.04	1.930662947339251	0.08	8959.809634019475	0.08	
7266	2021-10-30 18:00:00	1850.0	0.18	-4989.491808625544	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-661.478978767174	0.04	-661.478978767174	0.04	1.9357848683935837	0.08	8245.062991837434	0.08	
7267	2021-10-30 19:00:00	1850.0	0.18	-5329.663946182743	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-532.7232105492161	0.04	-532.7232105492161	0.04	1.940304210507556	0.08	8675.13385427037	0.08	
7268	2021-10-30 20:00:00	1850.0	0.18	-5685.75292284742	0.05	14600.0	0.16	-4964.0	0.04	-9034.479999999998	0.05	1500	0.18	0	0	0	0	-428.8541157383503	0.04	-428.8541157383503	0.04	1.9451248420917087	0.08	8961.847762558991	0.08	
