simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	5000.0	0	0	0	0.0	0	0	0	1100.0000000000002	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	11088.466047758913	0	4974.380314732871	5000.0	0.0	0.0	298.46281888397215	1100.0000000000002	2217.6932095517827	0	12526.24009257636	0	27767.37662787461	0	0.0	0.0	1268.3688313937307	0	1002.0992074061088	0	
1	2021-01-01 01:00:00	5000.0	0	0	0	0.0	0	0	0	936.6500000000001	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	10862.932457347468	0	4977.891696679537	5000.0	0.0	0.0	298.67350180077216	936.6500000000001	2172.586491469494	0	12597.918569648515	0	27732.680144106685	0	0.0	0.0	1266.6340072053345	0	1007.8334855718813	0	
2	2021-01-01 02:00:00	5000.0	0	0	0	0.0	0	0	0	852.5000000000001	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	10251.12438253627	0	4981.870803559499	5000.0	0.0	0.0	298.91224821356985	852.5000000000001	2050.2248765072545	0	12239.526184287737	0	27686.418165749456	0	0.0	0.0	1264.3209082874728	0	979.1620947430189	0	
3	2021-01-01 03:00:00	4594.505530023518	0	0	0	0.0	0	0	0	708.564642840227	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	9580.27259035392	0	4985.767060330401	4594.505530023518	0.0	0.0	299.1460236198241	708.564642840227	1916.054518070784	0	10304.207303339528	0	27651.72168198153	0	0.0	0.0	1262.5860840990767	0	824.3365842671623	0	
4	2021-01-01 04:00:00	3904.861088455491	0	0	0	0.0	0	0	0	367.252185369239	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	8895.595547397985	0	4990.734458942494	3904.861088455491	0.0	0.0	299.44406753654954	367.252185369239	1779.1191094795972	0	8583.92385360779	0	27556.820903618256	0	0.0	0.0	1257.841045180913	0	686.7139082886232	0	
5	2021-01-01 05:00:00	3276.8986869741675	0	0	0	0.0	0	0	0	246.5538572079364	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	8273.190626587255	0	4996.291939613087	3276.8986869741675	0.0	0.0	199.8516775845235	246.5538572079364	1489.174312785706	0	5891.881882296266	0	27476.647119434187	0	0.0	0.0	1253.8323559717094	0	471.35055058370125	0	
6	2021-01-01 06:00:00	3904.505914356838	0	0	0	0.0	0	0	0	287.3325902375197	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	8906.182818805133	0	5001.676904448295	3904.505914356838	0.0	0.0	200.06707617793177	287.3325902375197	1603.112907384924	0	6885.335788466491	0	27417.003782420295	0	0.0	0.0	1250.8501891210149	0	550.8268630773193	0	
7	2021-01-01 07:00:00	5000.0	0	0	0	0.0	0	0	0	480.15000000000003	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	10226.001526847089	0	5008.451540198492	5000.0	0.0	0.0	200.33806160793966	480.15000000000003	1840.680274832476	0	7100.369411946076	0	27476.647119434187	0	0.0	0.0	1253.8323559717094	0	568.0295529556861	0	
8	2021-01-01 08:00:00	4928.353952328796	0	0	0	0.0	0	0	0	826.1892565683995	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	10304.830362217901	0	5376.476409889105	4928.353952328796	0.0	0.0	215.05905639556426	826.1892565683995	1854.869465199222	0	8531.899318402324	0	27539.780973147394	0	0.0	0.0	1256.9890486573697	0	682.5519454721859	0	
9	2021-01-01 09:00:00	477.98668602018734	0	0	0	0.0	0	0	0	68.66756731366011	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	8260.542311233005	0	7782.555625212817	477.98668602018734	0.0	0.0	466.95333751276905	68.66756731366011	1652.108462246601	0	5447.684868023284	0	27640.156187392226	0	0.0	0.0	1262.0078093696113	0	435.81478944186273	0	
10	2021-01-01 10:00:00	0	0	1975.5591624859353	0	0	0.0	236.83003239881396	0	0	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	7340.160322957816	1975.5591624859353	9315.719485443751	0	0.0	0.0	558.943169126625	0	1468.0320645915633	236.83003239881396	5304.322490668449	0	27857.923961176715	0	0.0	0.0	1272.8961980588358	0	424.34579925347595	0	
11	2021-01-01 11:00:00	0	0	3998.620279424965	0	0	0.0	453.80341551193925	0	0	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	6414.920197685974	3998.620279424965	10413.540477110939	0	0.0	0.0	624.8124286266562	0	1282.9840395371948	453.80341551193925	4945.924682097145	0	28077.189906045445	0	0.0	0.0	1283.8594953022723	0	395.67397456777167	0	
12	2021-01-01 12:00:00	0	0	5072.2860836688205	0	0	0.0	657.8247821910094	0	0	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	5946.251653354618	5072.2860836688205	11018.537737023438	0	0.0	0.0	661.1122642214061	0	1189.2503306709236	657.8247821910094	4300.812965237219	0	28325.348623234986	0	0.0	0.0	1296.2674311617493	0	344.0650372189775	0	
13	2021-01-01 13:00:00	0	0	2806.847446818021	0	0	0.0	367.30405689060626	0	0	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	7452.945742165619	2806.847446818021	10259.79318898364	0	0.0	0.0	615.5875913390182	0	1490.589148433124	367.30405689060626	3870.7372821726995	0	28422.087257243962	0	0.0	0.0	1301.1043628621983	0	309.658982573816	0	
14	2021-01-01 14:00:00	0	0	1235.323519018646	0	0	0.0	134.97144768797727	0	0	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	8367.777178963315	1235.323519018646	9603.100697981961	0	0.0	0.0	576.1860418789175	0	1673.5554357926633	134.97144768797727	4157.4463698297395	0	28499.690311628976	0	0.0	0.0	1304.984515581449	0	332.59570958637914	0	
15	2021-01-01 15:00:00	1056.0046109955074	0	0	0	0.0	0	0	0	143.3420658965302	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	9170.92398482632	0	8114.919373830813	1056.0046109955074	0.0	0.0	486.89516242984865	143.3420658965302	1834.1847969652642	0	4587.512411631089	0	28577.27664856785	0	0.0	0.0	1308.8638324283927	0	367.00099293048714	0	
16	2021-01-01 16:00:00	5000.0	0	0	0	0.0	0	0	0	641.3000000000001	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	11166.628903316703	0	6042.5830509995885	5000.0	0.0	0.0	362.5549830599753	641.3000000000001	2233.325780663341	0	4802.551458321261	0	28518.72500687631	0	0.0	0.0	1305.9362503438156	0	384.20411666570084	0	
17	2021-01-01 17:00:00	5000.0	0	0	0	0.0	0	0	0	662.75	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	12018.60930129324	0	5005.693643800105	5000.0	0.0	0.0	200.22774575200424	662.75	2163.3496742327834	0	8030.12467058143	0	28461.620921134316	0	0.0	0.0	1303.0810460567159	0	642.4099736465145	0	
18	2021-01-01 18:00:00	5000.0	0	0	0	0.0	0	0	0	984.5000000000001	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	13051.45387219943	0	4988.121651512427	5000.0	0.0	0.0	199.52486606049706	984.5000000000001	2349.261696995897	0	6741.953827295849	0	28397.90259874172	0	0.0	0.0	1299.895129937086	0	539.3563061836679	0	
19	2021-01-01 19:00:00	5000.0	0	0	0	0.0	0	0	0	1211.1000000000001	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	15197.435279991725	0	4975.627838183125	5000.0	0.0	0.0	199.025113527325	1211.1000000000001	2735.5383503985104	0	6885.315300782274	0	28307.210129358304	0	0.0	0.0	1295.3605064679152	0	550.825224062582	0	
20	2021-01-01 20:00:00	5000.0	0	0	0	0.0	0	0	0	1186.3500000000001	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	16772.78033530078	0	4966.829049275075	5000.0	0.0	0.0	198.67316197100297	1186.3500000000001	3019.1004603541405	0	7172.03372841301	0	28077.189906045445	0	0.0	0.0	1283.8594953022723	0	573.7626982730408	0	
21	2021-01-01 21:00:00	5000.0	0	0	0	0.0	0	0	0	1130.25	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	16551.244572665484	0	4964.0	5000.0	0.0	0.0	297.84	1130.25	3310.248914533097	0	7172.038549044594	0	27883.8831599498	0	0.0	0.0	1274.19415799749	0	573.7630839235675	0	
22	2021-01-01 22:00:00	5000.0	0	0	0	0.0	0	0	0	1250.0	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	15386.054103654651	0	4964.0	5000.0	0.0	0.0	297.84	1250.0	3077.21082073093	0	7028.682800058163	0	27831.964762403633	0	0.0	0.0	1271.5982381201818	0	562.294624004653	0	
23	2021-01-01 23:00:00	5000.0	0	0	0	0.0	0	0	0	1125.8500000000001	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	15197.499088922024	0	4964.0	5000.0	0.0	0.0	297.84	1125.8500000000001	3039.499817784405	0	4016.1498396459847	0	27780.04636485747	0	0.0	0.0	1269.0023182428736	0	321.2919871716788	0	
24	2021-01-02 00:00:00	5000.0	0	0	0	0.0	0	0	0	1100.0000000000002	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	12679.229494205818	0	4964.0	5000.0	0.0	0.0	297.84	1100.0000000000002	2535.845898841164	0	4231.1855721519205	0	27767.37662787461	0	0.0	0.0	1268.3688313937307	0	338.4948457721536	0	
25	2021-01-02 01:00:00	5000.0	0	0	0	0.0	0	0	0	936.6500000000001	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	12314.02597490471	0	4964.0	5000.0	0.0	0.0	297.84	936.6500000000001	2462.8051949809424	0	4231.186476020331	0	27732.680144106685	0	0.0	0.0	1266.6340072053345	0	338.49491808162645	0	
26	2021-01-02 02:00:00	5000.0	0	0	0	0.0	0	0	0	852.5000000000001	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	11776.832560867402	0	4964.0	5000.0	0.0	0.0	297.84	852.5000000000001	2355.3665121734803	0	4159.509204106117	0	27686.418165749456	0	0.0	0.0	1264.3209082874728	0	332.7607363284894	0	
27	2021-01-02 03:00:00	5000.0	0	0	0	0.0	0	0	0	771.1	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	11067.064084077741	0	4964.0	5000.0	0.0	0.0	297.84	771.1	2213.4128168155485	0	4087.831630902372	0	27651.72168198153	0	0.0	0.0	1262.5860840990767	0	327.02653047218973	0	
28	2021-01-02 04:00:00	5000.0	0	0	0	0.0	0	0	0	470.25000000000006	0	14600.0	0	0	0	0.0	0	0	0	2336.0	0	10401.941283343158	0	4964.0	5000.0	0.0	0.0	297.84	470.25000000000006	2080.3882566686316	0	3944.4764844948813	0	27556.820903618256	0	0.0	0.0	1257.841045180913	0	315.5581187595905	0	
