heat_storage.energy_stored	heating.LTH.energy_bought	prices_elec.France.buying_price	PV.LVE.energy_sold	
119796.28220399981	0.06107137216248696	0.10557	0	
119592.62302514678	0.10198456672773518	0.06174	0	
119389.02244657511	0	0.0049499999999999995	0	
119185.48045142321	0	0.02205	0	
118981.9970228346	0.04528128160495518	0.12158999999999999	0	
118778.57214395702	0.06576306276694162	0.21564	0	
118575.20579794375	0.06518963526360452	0.30051000000000005	0	
118371.89796795277	0.06471177901082363	0.34011	0.155806339334375	
118168.64863714669	0.06413835150748658	0.33237	1.12570148327	
117965.45778869325	0.062418068997475276	0.35198999999999997	1.7406877941775005	
117762.3254057644	0.06069778648746397	0.3546	2.1798161908443747	
117559.25147153903	0	0.37520999999999993	2.421815094809375	
117356.2359691984	0	0.42300000000000004	2.1174067034574997	
117153.27888192842	0	0.39671999999999996	1.8487216812193754	
116950.38019292243	0	0.42390000000000005	1.2507313692343751	
116747.53988537705	0	0.42993	0.41856258688000003	
116544.75794249307	0	0.50715	0	
116342.03434747597	0	0.51678	0	
116139.36908353958	0	0.48591	0	
115936.76213389775	0	0.38124	0	
115734.2134817713	0	0.3591	0	
115531.7231103857	0.5034070204352563	0.35973	0	
115329.29100297252	0.10121999672328555	0.32643000000000005	0	
115126.91714276746	0.10131556797384186	0.26505	0	
115126.91714276746	0.10131556797384186	0.25695	0	
