old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
171.16097147682908	93.49942547810258	404.3573220080813	0	669.0177189630131	
156.33600544340297	85.40105004299136	369.33424687352317	0	611.0713023599175	
138.81559104026297	75.83024271058714	327.943339896318	0	542.5891736471681	
148.24966033426142	80.98375435111248	350.23075134558223	0	579.4641660309561	
154.98828125854604	84.66483409434487	366.1503309521996	0	605.8034463050906	
233.1562839802475	127.36535911584053	359.7824991095527	0	720.3041422056408	
208.8972486528229	114.11347204020394	302.4720125257301	0	625.482733218757	
165.77007473740142	90.55456168351668	200.58670304337895	0	456.91133946429704	
111.86110734312453	61.105923737657605	73.23006619043996	0	246.1970972712221	
56.604415763990716	30.921069843152033	0	0	87.52548560714274	
21.563586957710772	11.779455178343644	0	0	33.343042136054414	
1.347724184856941	0.7362159486464875	0	0	2.0839401335034284	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
24.259035327424556	13.251887075636567	0	0	37.51092240306112	
51.213519024563	27.97620604856611	0	0	79.18972507312911	
80.86345109141531	44.17295691878863	0	0	125.03640801020394	
26.95448369713844	14.724318972929542	63.6783184264695	0	105.35712109653748	
37.73627717599383	20.614046562101365	89.14964579705733	0	147.49996953515253	
37.73627717599383	20.614046562101365	89.14964579705733	0	147.49996953515253	
