simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	9238.466047758913	0	0	0	0.0	0	0	0	2032.4625305069612	0	0	0	0	0	0	0	0	0	0	0	9238.466047758913	0	0	9238.466047758913	0.0	0	0	2032.4625305069612	1847.6932095517827	0	0	0	0	0	0	0	0	0	0	0	
1	2021-01-01 01:00:00	9012.932457347468	0	0	0	0.0	0	0	0	1688.3926372349013	0	0	0	0	0	0	0	0	0	0	0	9012.932457347468	0	0	9012.932457347468	0.0	0	0	1688.3926372349013	1802.5864914694937	0	0	0	0	0	0	0	0	0	0	0	
2	2021-01-01 02:00:00	8401.12438253627	0	0	0	0.0	0	0	0	1432.3917072224342	0	0	0	0	0	0	0	0	0	0	0	8401.12438253627	0	0	8401.12438253627	0.0	0	0	1432.3917072224342	1680.2248765072543	0	0	0	0	0	0	0	0	0	0	0	
3	2021-01-01 03:00:00	7730.272590353919	0	0	0	0.0	0	0	0	1192.1626388843815	0	0	0	0	0	0	0	0	0	0	0	7730.272590353919	0	0	7730.272590353919	0.0	0	0	1192.1626388843815	1546.054518070784	0	0	0	0	0	0	0	0	0	0	0	
4	2021-01-01 04:00:00	7045.595547397986	0	0	0	0.0	0	0	0	662.6382612327806	0	0	0	0	0	0	0	0	0	0	0	7045.595547397986	0	0	7045.595547397986	0.0	0	0	662.6382612327806	1409.1191094795972	0	0	0	0	0	0	0	0	0	0	0	
5	2021-01-01 05:00:00	6423.190626587256	0	0	0	0.0	0	0	0	483.28086274442524	0	0	0	0	0	0	0	0	0	0	0	6423.190626587256	0	0	6423.190626587256	0.0	0	0	483.28086274442524	1156.174312785706	0	0	0	0	0	0	0	0	0	0	0	
6	2021-01-01 06:00:00	7056.182818805133	0	0	0	0.0	0	0	0	519.2644936358697	0	0	0	0	0	0	0	0	0	0	0	7056.182818805133	0	0	7056.182818805133	0.0	0	0	519.2644936358697	1270.112907384924	0	0	0	0	0	0	0	0	0	0	0	
7	2021-01-01 07:00:00	8376.001526847089	0	0	0	0.0	0	0	0	804.347426623126	0	0	0	0	0	0	0	0	0	0	0	8376.001526847089	0	0	8376.001526847089	0.0	0	0	804.347426623126	1507.680274832476	0	0	0	0	0	0	0	0	0	0	0	
8	2021-01-01 08:00:00	8454.830362217901	0	0	0	0.0	0	0	0	1417.367761922209	0	0	0	0	0	0	0	0	0	0	0	8454.830362217901	0	0	8454.830362217901	0.0	0	0	1417.367761922209	1521.869465199222	0	0	0	0	0	0	0	0	0	0	0	
9	2021-01-01 09:00:00	6410.5423112330045	0	0	0	0.0	0	0	0	920.9385084317335	0	0	0	0	0	0	0	0	0	0	0	6410.5423112330045	0	0	6410.5423112330045	0.0	0	0	920.9385084317335	1282.108462246601	0	0	0	0	0	0	0	0	0	0	0	
10	2021-01-01 10:00:00	5490.160322957816	0	0	0	0.0	0	0	0	804.4182905197794	0	0	0	0	0	0	0	0	0	0	0	5490.160322957816	0	0	5490.160322957816	0.0	0	0	804.4182905197794	1098.0320645915633	0	0	0	0	0	0	0	0	0	0	0	
11	2021-01-01 11:00:00	4564.920197685974	0	0	0	0.0	0	0	0	633.2000806210215	0	0	0	0	0	0	0	0	0	0	0	4564.920197685974	0	0	4564.920197685974	0.0	0	0	633.2000806210215	912.9840395371948	0	0	0	0	0	0	0	0	0	0	0	
12	2021-01-01 12:00:00	4096.251653354618	0	0	0	0.0	0	0	0	649.2968495732405	0	0	0	0	0	0	0	0	0	0	0	4096.251653354618	0	0	4096.251653354618	0.0	0	0	649.2968495732405	819.2503306709236	0	0	0	0	0	0	0	0	0	0	0	
13	2021-01-01 13:00:00	5602.945742165619	0	0	0	0.0	0	0	0	896.1351420019693	0	0	0	0	0	0	0	0	0	0	0	5602.945742165619	0	0	5602.945742165619	0.0	0	0	896.1351420019693	1120.589148433124	0	0	0	0	0	0	0	0	0	0	0	
14	2021-01-01 14:00:00	6517.777178963316	0	0	0	0.0	0	0	0	870.3839644787612	0	0	0	0	0	0	0	0	0	0	0	6517.777178963316	0	0	6517.777178963316	0.0	0	0	870.3839644787612	1303.5554357926633	0	0	0	0	0	0	0	0	0	0	0	
15	2021-01-01 15:00:00	7320.9239848263205	0	0	0	0.0	0	0	0	993.7422217003248	0	0	0	0	0	0	0	0	0	0	0	7320.9239848263205	0	0	7320.9239848263205	0.0	0	0	993.7422217003248	1464.1847969652642	0	0	0	0	0	0	0	0	0	0	0	
16	2021-01-01 16:00:00	9316.628903316703	0	0	0	0.0	0	0	0	1194.9508231394004	0	0	0	0	0	0	0	0	0	0	0	9316.628903316703	0	0	9316.628903316703	0.0	0	0	1194.9508231394004	1863.3257806633408	0	0	0	0	0	0	0	0	0	0	0	
17	2021-01-01 17:00:00	10168.60930129324	0	0	0	0.0	0	0	0	1347.849162886419	0	0	0	0	0	0	0	0	0	0	0	10168.60930129324	0	0	10168.60930129324	0.0	0	0	1347.849162886419	1830.3496742327832	0	0	0	0	0	0	0	0	0	0	0	
18	2021-01-01 18:00:00	11201.45387219943	0	0	0	0.0	0	0	0	2205.566267436068	0	0	0	0	0	0	0	0	0	0	0	11201.45387219943	0	0	11201.45387219943	0.0	0	0	2205.566267436068	2016.2616969958974	0	0	0	0	0	0	0	0	0	0	0	
19	2021-01-01 19:00:00	13347.435279991725	0	0	0	0.0	0	0	0	3233.0157735195958	0	0	0	0	0	0	0	0	0	0	0	13347.435279991725	0	0	13347.435279991725	0.0	0	0	3233.0157735195958	2402.5383503985104	0	0	0	0	0	0	0	0	0	0	0	
20	2021-01-01 20:00:00	14922.78033530078	0	0	0	0.0	0	0	0	3540.728090156816	0	0	0	0	0	0	0	0	0	0	0	14922.78033530078	0	0	14922.78033530078	0.0	0	0	3540.728090156816	2686.1004603541405	0	0	0	0	0	0	0	0	0	0	0	
21	2021-01-01 21:00:00	14701.244572665484	0	0	0	0.0	0	0	0	3323.2163356510328	0	0	0	0	0	0	0	0	0	0	0	14701.244572665484	0	0	14701.244572665484	0.0	0	0	3323.2163356510328	2940.248914533097	0	0	0	0	0	0	0	0	0	0	0	
22	2021-01-01 22:00:00	13536.054103654651	0	0	0	0.0	0	0	0	3384.0135259136628	0	0	0	0	0	0	0	0	0	0	0	13536.054103654651	0	0	13536.054103654651	0.0	0	0	3384.0135259136628	2707.21082073093	0	0	0	0	0	0	0	0	0	0	0	
23	2021-01-01 23:00:00	13347.499088922024	0	0	0	0.0	0	0	0	3005.456369852572	0	0	0	0	0	0	0	0	0	0	0	13347.499088922024	0	0	13347.499088922024	0.0	0	0	3005.456369852572	2669.499817784405	0	0	0	0	0	0	0	0	0	0	0	
24	2021-01-02 00:00:00	10829.229494205818	0	0	0	0.0	0	0	0	2382.43048872528	0	0	0	0	0	0	0	0	0	0	0	10829.229494205818	0	0	10829.229494205818	0.0	0	0	2382.43048872528	2165.845898841164	0	0	0	0	0	0	0	0	0	0	0	
25	2021-01-02 01:00:00	10464.02597490471	0	0	0	0.0	0	0	0	1960.2259858788998	0	0	0	0	0	0	0	0	0	0	0	10464.02597490471	0	0	10464.02597490471	0.0	0	0	1960.2259858788998	2092.8051949809424	0	0	0	0	0	0	0	0	0	0	0	
26	2021-01-02 02:00:00	9926.832560867402	0	0	0	0.0	0	0	0	1692.5249516278923	0	0	0	0	0	0	0	0	0	0	0	9926.832560867402	0	0	9926.832560867402	0.0	0	0	1692.5249516278923	1985.3665121734805	0	0	0	0	0	0	0	0	0	0	0	
27	2021-01-02 03:00:00	9217.064084077741	0	0	0	0.0	0	0	0	1421.4556230464693	0	0	0	0	0	0	0	0	0	0	0	9217.064084077741	0	0	9217.064084077741	0.0	0	0	1421.4556230464693	1843.4128168155482	0	0	0	0	0	0	0	0	0	0	0	
28	2021-01-02 04:00:00	8551.941283343158	0	0	0	0.0	0	0	0	804.310077698424	0	0	0	0	0	0	0	0	0	0	0	8551.941283343158	0	0	8551.941283343158	0.0	0	0	804.310077698424	1710.3882566686316	0	0	0	0	0	0	0	0	0	0	0	
29	2021-01-02 05:00:00	7920.097091710574	0	0	0	0.0	0	0	0	595.9081051803038	0	0	0	0	0	0	0	0	0	0	0	7920.097091710574	0	0	7920.097091710574	0.0	0	0	595.9081051803038	1425.6174765079033	0	0	0	0	0	0	0	0	0	0	0	
30	2021-01-02 06:00:00	8557.647841507096	0	0	0	0.0	0	0	0	629.7573046565072	0	0	0	0	0	0	0	0	0	0	0	8557.647841507096	0	0	8557.647841507096	0.0	0	0	629.7573046565072	1540.376611471277	0	0	0	0	0	0	0	0	0	0	0	
31	2021-01-02 07:00:00	9875.406214163911	0	0	0	0.0	0	0	0	948.3352587461604	0	0	0	0	0	0	0	0	0	0	0	9875.406214163911	0	0	9875.406214163911	0.0	0	0	948.3352587461604	1777.573118549504	0	0	0	0	0	0	0	0	0	0	0	
32	2021-01-02 08:00:00	9955.150412430965	0	0	0	0.0	0	0	0	1668.8814151399272	0	0	0	0	0	0	0	0	0	0	0	9955.150412430965	0	0	9955.150412430965	0.0	0	0	1668.8814151399272	1791.9270742375736	0	0	0	0	0	0	0	0	0	0	0	
33	2021-01-02 09:00:00	7910.441431597713	0	0	0	0.0	0	0	0	1136.4140160633276	0	0	0	0	0	0	0	0	0	0	0	7910.441431597713	0	0	7910.441431597713	0.0	0	0	1136.4140160633276	1582.0882863195427	0	0	0	0	0	0	0	0	0	0	0	
34	2021-01-02 10:00:00	6990.195136867605	0	0	0	0.0	0	0	0	1024.2033914538417	0	0	0	0	0	0	0	0	0	0	0	6990.195136867605	0	0	6990.195136867605	0.0	0	0	1024.2033914538417	1398.0390273735209	0	0	0	0	0	0	0	0	0	0	0	
35	2021-01-02 11:00:00	6064.910290378594	0	0	0	0.0	0	0	0	841.2637063784148	0	0	0	0	0	0	0	0	0	0	0	6064.910290378594	0	0	6064.910290378594	0.0	0	0	841.2637063784148	1212.982058075719	0	0	0	0	0	0	0	0	0	0	0	
36	2021-01-02 12:00:00	5596.251653354561	0	0	0	0.0	0	0	0	887.0618495732316	0	0	0	0	0	0	0	0	0	0	0	5596.251653354561	0	0	5596.251653354561	0.0	0	0	887.0618495732316	1119.2503306709123	0	0	0	0	0	0	0	0	0	0	0	
37	2021-01-02 13:00:00	7102.945742165647	0	0	0	0.0	0	0	0	1136.0451420019738	0	0	0	0	0	0	0	0	0	0	0	7102.945742165647	0	0	7102.945742165647	0.0	0	0	1136.0451420019738	1420.5891484331294	0	0	0	0	0	0	0	0	0	0	0	
38	2021-01-02 14:00:00	8017.7771789852895	0	0	0	0.0	0	0	0	1070.6939644816955	0	0	0	0	0	0	0	0	0	0	0	8017.7771789852895	0	0	8017.7771789852895	0.0	0	0	1070.6939644816955	1603.555435797058	0	0	0	0	0	0	0	0	0	0	0	
39	2021-01-02 15:00:00	8820.923984814084	0	0	0	0.0	0	0	0	1197.3522216986637	0	0	0	0	0	0	0	0	0	0	0	8820.923984814084	0	0	8820.923984814084	0.0	0	0	1197.3522216986637	1764.184796962817	0	0	0	0	0	0	0	0	0	0	0	
40	2021-01-02 16:00:00	10816.628903323513	0	0	0	0.0	0	0	0	1387.3408231402739	0	0	0	0	0	0	0	0	0	0	0	10816.628903323513	0	0	10816.628903323513	0.0	0	0	1387.3408231402739	2163.3257806647025	0	0	0	0	0	0	0	0	0	0	0	
41	2021-01-02 17:00:00	11668.60930128944	0	0	0	0.0	0	0	0	1546.6741628859152	0	0	0	0	0	0	0	0	0	0	0	11668.60930128944	0	0	11668.60930128944	0.0	0	0	1546.6741628859152	2100.349674232099	0	0	0	0	0	0	0	0	0	0	0	
42	2021-01-02 18:00:00	12701.45387220152	0	0	0	0.0	0	0	0	2500.9162674364798	0	0	0	0	0	0	0	0	0	0	0	12701.45387220152	0	0	12701.45387220152	0.0	0	0	2500.9162674364798	2286.2616969962737	0	0	0	0	0	0	0	0	0	0	0	
43	2021-01-02 19:00:00	14847.435279990585	0	0	0	0.0	0	0	0	3596.3457735193197	0	0	0	0	0	0	0	0	0	0	0	14847.435279990585	0	0	14847.435279990585	0.0	0	0	3596.3457735193197	2672.5383503983053	0	0	0	0	0	0	0	0	0	0	0	
44	2021-01-02 20:00:00	16422.78033530135	0	0	0	0.0	0	0	0	3896.6330901569518	0	0	0	0	0	0	0	0	0	0	0	16422.78033530135	0	0	16422.78033530135	0.0	0	0	3896.6330901569518	2956.100460354243	0	0	0	0	0	0	0	0	0	0	0	
45	2021-01-02 21:00:00	16201.244572665104	0	0	0	0.0	0	0	0	3662.2913356509466	0	0	0	0	0	0	0	0	0	0	0	16201.244572665104	0	0	16201.244572665104	0.0	0	0	3662.2913356509466	3240.248914533021	0	0	0	0	0	0	0	0	0	0	0	
46	2021-01-02 22:00:00	15036.05410365484	0	0	0	0.0	0	0	0	3759.01352591371	0	0	0	0	0	0	0	0	0	0	0	15036.05410365484	0	0	15036.05410365484	0.0	0	0	3759.01352591371	3007.2108207309684	0	0	0	0	0	0	0	0	0	0	0	
47	2021-01-02 23:00:00	13347.49908892193	0	0	0	0.0	0	0	0	3005.4563698525512	0	0	0	0	0	0	0	0	0	0	0	13347.49908892193	0	0	13347.49908892193	0.0	0	0	3005.4563698525512	2669.499817784386	0	0	0	0	0	0	0	0	0	0	0	
48	2021-01-03 00:00:00	10829.229494205874	0	0	0	0.0	0	0	0	2382.4304887252924	0	0	0	0	0	0	0	0	0	0	0	10829.229494205874	0	0	10829.229494205874	0.0	0	0	2382.4304887252924	2165.845898841175	0	0	0	0	0	0	0	0	0	0	0	
