simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	8752.230992613708	0	0	0	0.0	0	0	0	1925.490818375016	0	0	0	0	0	0	0	0	0	0	0	8752.230992613708	0	0	8752.230992613708	0.0	0	0	1925.490818375016	1750.4461985227417	0	0	0	0	0	0	0	0	0	0	0	
1	2021-01-01 01:00:00	8538.567591171286	0	0	0	0.0	0	0	0	1599.5298668541172	0	0	0	0	0	0	0	0	0	0	0	8538.567591171286	0	0	8538.567591171286	0.0	0	0	1599.5298668541172	1707.7135182342572	0	0	0	0	0	0	0	0	0	0	0	
2	2021-01-01 02:00:00	7958.95994135015	0	0	0	0.0	0	0	0	1357.0026700002006	0	0	0	0	0	0	0	0	0	0	0	7958.95994135015	0	0	7958.95994135015	0.0	0	0	1357.0026700002006	1591.79198827003	0	0	0	0	0	0	0	0	0	0	0	
3	2021-01-01 03:00:00	7323.416138230029	0	0	0	0.0	0	0	0	1129.417236837835	0	0	0	0	0	0	0	0	0	0	0	7323.416138230029	0	0	7323.416138230029	0.0	0	0	1129.417236837835	1464.683227646006	0	0	0	0	0	0	0	0	0	0	0	
4	2021-01-01 04:00:00	6674.774729113881	0	0	0	0.0	0	0	0	627.7625632731606	0	0	0	0	0	0	0	0	0	0	0	6674.774729113881	0	0	6674.774729113881	0.0	0	0	627.7625632731606	1334.9549458227764	0	0	0	0	0	0	0	0	0	0	0	
5	2021-01-01 05:00:00	6085.127962030032	0	0	0	0.0	0	0	0	457.8450278631397	0	0	0	0	0	0	0	0	0	0	0	6085.127962030032	0	0	6085.127962030032	0.0	0	0	457.8450278631397	1095.3230331654058	0	0	0	0	0	0	0	0	0	0	0	
6	2021-01-01 06:00:00	6684.804775710126	0	0	0	0.0	0	0	0	491.9347834445082	0	0	0	0	0	0	0	0	0	0	0	6684.804775710126	0	0	6684.804775710126	0.0	0	0	491.9347834445082	1203.2648596278225	0	0	0	0	0	0	0	0	0	0	0	
7	2021-01-01 07:00:00	7935.159341223558	0	0	0	0.0	0	0	0	762.0133515376983	0	0	0	0	0	0	0	0	0	0	0	7935.159341223558	0	0	7935.159341223558	0.0	0	0	762.0133515376983	1428.3286814202404	0	0	0	0	0	0	0	0	0	0	0	
8	2021-01-01 08:00:00	8009.839290522222	0	0	0	0.0	0	0	0	1342.7694586631453	0	0	0	0	0	0	0	0	0	0	0	8009.839290522222	0	0	8009.839290522222	0.0	0	0	1342.7694586631453	1441.7710722939999	0	0	0	0	0	0	0	0	0	0	0	
9	2021-01-01 09:00:00	6073.145347483899	0	0	0	0.0	0	0	0	872.468060619537	0	0	0	0	0	0	0	0	0	0	0	6073.145347483899	0	0	6073.145347483899	0.0	0	0	872.468060619537	1214.62906949678	0	0	0	0	0	0	0	0	0	0	0	
