simulation_time	physical_time	Enedis.energy_sold_inside	Enedis.energy_sold_outside	Enedis.energy_bought_inside	Enedis.energy_bought_outside	Enedis.energy_erased_consumption	Enedis.energy_erased_production	Enedis.money_spent_inside	Enedis.money_spent_outside	Enedis.money_earned_inside	Enedis.money_earned_outside	general_aggregator.energy_sold_inside	general_aggregator.energy_sold_outside	general_aggregator.energy_bought_inside	general_aggregator.energy_bought_outside	general_aggregator.energy_erased_consumption	general_aggregator.energy_erased_production	general_aggregator.money_spent_inside	general_aggregator.money_spent_outside	general_aggregator.money_earned_inside	general_aggregator.money_earned_outside	Local_DHN.energy_sold_inside	Local_DHN.energy_sold_outside	Local_DHN.energy_bought_inside	Local_DHN.energy_bought_outside	Local_DHN.energy_erased_consumption	Local_DHN.energy_erased_production	Local_DHN.money_spent_inside	Local_DHN.money_spent_outside	Local_DHN.money_earned_inside	Local_DHN.money_earned_outside	gas_aggregator.energy_sold_inside	gas_aggregator.energy_sold_outside	gas_aggregator.energy_bought_inside	gas_aggregator.energy_bought_outside	gas_aggregator.energy_erased_consumption	gas_aggregator.energy_erased_production	gas_aggregator.money_spent_inside	gas_aggregator.money_spent_outside	gas_aggregator.money_earned_inside	gas_aggregator.money_earned_outside	
0	2019-01-01 00:00:00	0	0	6711.249523322536	0	0	0.0	671.1249523322537	0	0	0	0.6705412018077106	6711.249523322536	6711.920064524343	0	0.0	0.0	682.4457331365693	0	0.1242199048982988	671.1249523322537	3.6172023170062975	6599.382797682993	6603.0	0	0.0	0.0	660.3	0	0.5425803475509446	659.9382797682994	0	0	0	0	0	2130.0	0	0	0.0	0	
1	2019-01-01 02:07:48	0	0	6697.3961853805	0	0	0.0	669.7396185380501	0	0	0	1.3206622139337354	6697.3961853805	6698.7168475944345	0	2.220446049250313e-16	0.0	675.2928175236335	0	0.16564371807991785	669.7396185380501	2.849202663565472	6600.150797336434	6603.0	0	0.0	0.0	660.3	0	0.42738039953482077	660.0150797336435	0	0	0	0	0	2130.0	0	0	0.0	0	
2	2019-01-01 04:15:36	0	0	6696.765672977187	0	0	0.0	669.6765672977187	0	0	0	0.8330714548392167	6696.765672977187	6697.598744432026	0	0.0	0.0	668.3399866519037	0	0.0748773041142774	669.6765672977187	3.3245515196236433	6599.675448480376	6603.0	0	0.0	0.0	660.3	0	0.49868272794354646	659.9675448480376	0	0	0	0	0	2130.0	0	0	0.0	0	
3	2019-01-01 06:23:24	0	0	6706.971263592977	0	0	0.0	670.6971263592977	0	0	0	1.5824116902412375	6706.971263592977	6708.553675283219	0	2.220446049250313e-16	0.0	667.2479036716949	0	0.14156922249532286	670.6971263592977	3.4331481798313854	6599.566851820168	6603.0	0	0.0	0.0	660.3	0	0.5149722269747078	659.9566851820168	0	0	0	0	0	2130.0	0	0	0.0	0	
4	2019-01-01 08:31:12	0	0	6716.476873758071	0	0	0.0	671.6476873758071	0	0	0	0.752166891958135	6716.476873758071	6717.229040650028	0	0.0	0.0	677.8949875679144	0	0.10568039180059702	671.6476873758071	3.5588124589689003	6599.4411875410315	6603.0	0	0.0	0.0	660.3	0	0.533821868845335	659.9441187541032	0	0	0	0	0	2130.0	0	0	0.0	0	
5	2019-01-01 10:39:00	0	0	6710.698383371731	0	0	0.0	671.0698383371732	0	0	0	2.5299038935339047	6710.698383371731	6713.228287265265	0	0.0	9.094947017729282e-13	674.9681543287707	0	0.2713246511427805	671.0698383371732	0	6603.4293233422495	6603.4293233422495	0	0	9.094947017729282e-13	660.3429323342249	0	0	660.342932334225	0	0	0	0	0	2130.0	0	0	0.0	0	
6	2019-01-01 12:46:48	0	0	6660.3688636573515	0	0	0.0	666.0368863657352	0	0	0	35.866652757562065	6660.3688636573515	6696.235516414914	0	0.0	0.0	673.8330536213591	0	5.196525067213909	666.0368863657352	3.3289789703171437	6600.781956780726	6604.110935751043	0	0.0	0.0	660.4110935751042	0	0.4993468455475715	660.0781956780727	0	0	0	0	0	2130.0	0	0	0.0	0	
7	2019-01-01 14:54:36	0	0	6726.777545837843	0	0	0.0	672.6777545837843	0	0	0	0.8908424137088912	6726.777545837843	6727.668388251552	0	-1.1102230246251565e-16	9.094947017729282e-13	675.4234927778323	0	0.1251058654041341	672.6777545837843	0.4738339606260953	6603.5256801825235	6603.99951414315	0	0.0	9.094947017729282e-13	660.399951414315	0	0.07107509409391428	660.3525680182524	0	0	0	0	0	2130.0	0	0	0.0	0	
8	2019-01-01 17:02:24	0	0	6683.938929881788	0	0	0.0	668.3938929881788	0	0	0	0.6586672968546639	6683.938929881788	6684.597597178642	0	0.0	0.0	670.1673606562689	0	0.08937460688061409	668.3938929881788	1.7000095728078244	6601.299990427192	6603.0	0	0.0	0.0	660.3	0	0.25500143592117364	660.1299990427192	0	0	0	0	0	2130.0	0	0	0.0	0	
9	2019-01-01 19:10:12	0	0	6683.894849379953	0	0	0.0	668.3894849379953	0	0	0	0.6406885051033123	6683.894849379953	6684.535537885055	0	-1.1102230246251565e-16	0.0	678.5126224126983	0	0.1389005792634856	668.3894849379953	2.150557158144075	6600.849442841856	6603.0	0	0.0	0.0	660.3	0	0.3225835737216113	660.0849442841857	0	0	0	0	0	2130.0	0	0	0.0	0	
10	2019-01-01 21:18:00	0	0	6689.356451661568	0	0	0.0	668.9356451661569	0	0	0	0.9179669126927922	6689.356451661568	6690.27441857426	0	-1.1102230246251565e-16	0.0	678.5186211685539	0	0.1877522503666769	668.9356451661569	2.6893663653403497	6600.31063363466	6603.0	0	0.0	0.0	660.3	0	0.40340495480105243	660.031063363466	0	0	0	0	0	2130.0	0	0	0.0	0	
11	2019-01-01 23:25:48	0	0	6721.662950129997	0	0	0.0	672.1662950129997	0	0	0	2.2978194152338896	6721.662950129997	6723.9607695452305	0	0.0	0.0	685.398108209376	0	0.4668146208066604	672.1662950129997	3.222910061769668	6599.77708993823	6603.0	0	0.0	0.0	660.3	0	0.48343650926545023	659.9777089938231	0	0	0	0	0	2130.0	0	0	0.0	0	
12	2019-01-02 01:33:36	0	0	6740.358133907595	0	0	0.0	674.0358133907596	0	0	0	1.8568549787355637	6740.358133907595	6742.214988886331	0	2.220446049250313e-16	9.094947017729282e-13	684.2707694923396	0	0.251131086282486	674.0358133907596	3.7333838548687908	6599.266616145131	6602.999999999999	0	0.0	9.094947017729282e-13	660.3	0	0.5600075782303185	659.9266616145131	0	0	0	0	0	2130.0	0	0	0.0	0	
13	2019-01-02 03:41:24	0	0	6759.22851122629	0	0	0.0	675.922851122629	0	0	0	1.7968137166832046	6759.22851122629	6761.025324942973	0	2.220446049250313e-16	0.0	682.6221790487089	0	0.21866690137238604	675.922851122629	4.1549376045772055	6598.845062395423	6603.0	0	0.0	0.0	660.3	0	0.6232406406865808	659.8845062395424	0	0	0	0	0	2130.0	0	0	0.0	0	
14	2019-01-02 05:49:12	0	0	6763.153316824763	0	0	0.0	676.3153316824764	0	0	0	1.6299567000356419	6763.153316824763	6764.7832735247985	0	4.440892098500626e-16	0.0	671.22491439322	0	0.13449829596581753	676.3153316824764	4.4639720214005445	6598.536027978599	6603.0	0	0.0	0.0	660.3	0	0.6695958032100816	659.8536027978599	0	0	0	0	0	2130.0	0	0	0.0	0	
