simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	12631.731119042484	0	0	0	0.0	0	0	0	2778.9808461893467	0	0	0	0	0	0	0	0	0	0	0	12642.111433775355	0	10.380314732870275	12631.731119042484	0.0	0.0	0.6228188839722165	2778.9808461893467	2528.422286755071	0	0	0	0	0	0	0	0	0	0	0	
1	2021-01-01 01:00:00	12319.594823901209	0	0	0	0.0	0	0	0	2307.8296983614136	0	0	0	0	0	0	0	0	0	0	0	12333.486520580745	0	13.891696679536848	12319.594823901209	0.0	0.0	0.8335018007722108	2307.8296983614136	2466.697304116149	0	0	0	0	0	0	0	0	0	0	0	
2	2021-01-01 02:00:00	11478.404667279607	0	0	0	0.0	0	0	0	1957.0679957711732	0	0	0	0	0	0	0	0	0	0	0	11496.275470839106	0	17.870803559498313	11478.404667279607	0.0	0.0	1.0722482135698987	1957.0679957711732	2299.2550941678214	0	0	0	0	0	0	0	0	0	0	0	
3	2021-01-01 03:00:00	10556.500694890752	0	0	0	0.0	0	0	0	1628.0235371660517	0	0	0	0	0	0	0	0	0	0	0	10578.267755221153	0	21.767060330402025	10556.500694890752	0.0	0.0	1.3060236198241215	1628.0235371660517	2115.653551044231	0	0	0	0	0	0	0	0	0	0	0	
4	2021-01-01 04:00:00	9614.606816444224	0	0	0	0.0	0	0	0	904.2537710865794	0	0	0	0	0	0	0	0	0	0	0	9641.341275386718	0	26.734458942493116	9614.606816444224	0.0	0.0	1.604067536549587	904.2537710865794	1928.2682550773436	0	0	0	0	0	0	0	0	0	0	0	
5	2021-01-01 05:00:00	8757.337338874737	0	0	0	0.0	0	0	0	658.9020613769353	0	0	0	0	0	0	0	0	0	0	0	8789.629278487824	0	32.29193961308655	8757.337338874737	0.0	0.0	1.291677584523462	658.9020613769353	1582.1332701278084	0	0	0	0	0	0	0	0	0	0	0	
6	2021-01-01 06:00:00	9618.152216021886	0	0	0	0.0	0	0	0	707.7998215770507	0	0	0	0	0	0	0	0	0	0	0	9655.829120470182	0	37.67690444829448	9618.152216021886	0.0	0.0	1.5070761779317792	707.7998215770507	1738.0492416846328	0	0	0	0	0	0	0	0	0	0	0	
7	2021-01-01 07:00:00	11417.445286013315	0	0	0	0.0	0	0	0	1096.4172708158587	0	0	0	0	0	0	0	0	0	0	0	11461.896826211807	0	44.45154019849216	11417.445286013315	0.0	0.0	1.7780616079396865	1096.4172708158587	2063.141428718125	0	0	0	0	0	0	0	0	0	0	0	
8	2021-01-01 08:00:00	11157.291454198548	0	0	0	0.0	0	0	0	1870.4083393818448	0	0	0	0	0	0	0	0	0	0	0	11569.767864087653	0	412.4764098891054	11157.291454198548	0.0	0.0	16.499056395564217	1870.4083393818448	2082.5582155357774	0	0	0	0	0	0	0	0	0	0	0	
9	2021-01-01 09:00:00	5953.765432263925	0	0	0	0.0	0	0	0	855.3179419990355	0	0	0	0	0	0	0	0	0	0	0	8772.321057476744	0	2818.5556252128185	5953.765432263925	0.0	0.0	169.11333751276908	855.3179419990355	1754.4642114953488	0	0	0	0	0	0	0	0	0	0	0	
10	2021-01-01 10:00:00	3161.131482814313	0	0	0	0.0	0	0	0	463.1689848619533	0	0	0	0	0	0	0	0	0	0	0	7512.850968258064	0	4351.719485443751	3161.131482814313	0.0	0.0	261.10316912662506	463.1689848619533	1502.570193651613	0	0	0	0	0	0	0	0	0	0	0	
11	2021-01-01 11:00:00	797.1924249856584	0	0	0	0.0	0	0	0	110.57856126976067	0	0	0	0	0	0	0	0	0	0	0	6246.732902096596	0	5449.540477110938	797.1924249856584	0.0	0.0	326.97242862665627	110.57856126976067	1249.3465804193193	0	0	0	0	0	0	0	0	0	0	0	
12	2021-01-01 12:00:00	0	0	449.1407376960651	0	0	0.0	58.249062271802686	0	0	0	0	0	0	0	0	0	0	0	0	0	5605.396999327372	449.1407376960651	6054.537737023437	0	0.0	0.0	363.2722642214062	0	1121.0793998654744	58.249062271802686	0	0	0	0	0	0	0	0	0	0	
13	2021-01-01 13:00:00	2371.395721348261	0	0	0	0.0	0	0	0	379.2810316724409	0	0	0	0	0	0	0	0	0	0	0	7667.1889103319	0	5295.793188983639	2371.395721348261	0.0	0.0	317.7475913390184	379.2810316724409	1533.4377820663801	0	0	0	0	0	0	0	0	0	0	0	
14	2021-01-01 14:00:00	4279.962810073105	0	0	0	0.0	0	0	0	571.5462336571625	0	0	0	0	0	0	0	0	0	0	0	8919.063508055064	0	4639.100697981959	4279.962810073105	0.0	0.0	278.34604187891756	571.5462336571625	1783.812701611013	0	0	0	0	0	0	0	0	0	0	0	
15	2021-01-01 15:00:00	6867.187131720995	0	0	0	0.0	0	0	0	932.1519812598079	0	0	0	0	0	0	0	0	0	0	0	10018.106505551807	0	3150.9193738308113	6867.187131720995	0.0	0.0	189.0551624298487	932.1519812598079	2003.6213011103614	0	0	0	0	0	0	0	0	0	0	0	
16	2021-01-01 16:00:00	11670.488079854847	0	0	0	0.0	0	0	0	1496.8568011221828	0	0	0	0	0	0	0	0	0	0	0	12749.071130854436	0	1078.5830509995876	11670.488079854847	0.0	0.0	64.71498305997527	1496.8568011221828	2549.814226170887	0	0	0	0	0	0	0	0	0	0	0	
17	2021-01-01 17:00:00	13873.245400074855	0	0	0	0.0	0	0	0	1838.898677779922	0	0	0	0	0	0	0	0	0	0	0	13914.93904387496	0	41.69364380010573	13873.245400074855	0.0	0.0	1.6677457520042294	1838.898677779922	2504.6890278974925	0	0	0	0	0	0	0	0	0	0	0	
18	2021-01-01 18:00:00	15304.183647286794	0	0	0	0.0	0	0	0	3013.39376015077	0	0	0	0	0	0	0	0	0	0	0	15328.305298799221	0	24.121651512426155	15304.183647286794	0.0	0.0	0.9648660604970463	3013.39376015077	2759.0949537838596	0	0	0	0	0	0	0	0	0	0	0	
19	2021-01-01 19:00:00	18253.283597595026	0	0	0	0.0	0	0	0	4421.310353009468	0	0	0	0	0	0	0	0	0	0	0	18264.91143577815	0	11.62783818312546	18253.283597595026	0.0	0.0	0.4651135273250184	4421.310353009468	3287.684058440067	0	0	0	0	0	0	0	0	0	0	0	
20	2021-01-01 20:00:00	20417.817725347046	0	0	0	0.0	0	0	0	4844.535611693093	0	0	0	0	0	0	0	0	0	0	0	20420.64677462212	0	2.829049275074824	20417.817725347046	0.0	0.0	0.11316197100299297	4844.535611693093	3675.7164194319816	0	0	0	0	0	0	0	0	0	0	0	
21	2021-01-01 21:00:00	20117.492573121188	0	0	0	0.0	0	0	0	4547.559196154045	0	0	0	0	0	0	0	0	0	0	0	20117.492573121188	0	0	20117.492573121188	0.0	0	0	4547.559196154045	4023.498514624238	0	0	0	0	0	0	0	0	0	0	0	
22	2021-01-01 22:00:00	18523.0214050011	0	0	0	0.0	0	0	0	4630.755351250275	0	0	0	0	0	0	0	0	0	0	0	18523.0214050011	0	0	18523.0214050011	0.0	0	0	4630.755351250275	3704.6042810002205	0	0	0	0	0	0	0	0	0	0	0	
23	2021-01-01 23:00:00	16212.36717431435	0	0	0	0.0	0	0	0	3650.538716640362	0	0	0	0	0	0	0	0	0	0	0	16212.36717431435	0	0	16212.36717431435	0.0	0	0	3650.538716640362	3242.47343486287	0	0	0	0	0	0	0	0	0	0	0	
24	2021-01-02 00:00:00	12766.314044702698	0	0	0	0.0	0	0	0	2808.589089834594	0	0	0	0	0	0	0	0	0	0	0	12766.314044702698	0	0	12766.314044702698	0.0	0	0	2808.589089834594	2553.26280894054	0	0	0	0	0	0	0	0	0	0	0	
25	2021-01-02 01:00:00	12266.561860395921	0	0	0	0.0	0	0	0	2297.8950333079683	0	0	0	0	0	0	0	0	0	0	0	12266.561860395921	0	0	12266.561860395921	0.0	0	0	2297.8950333079683	2453.312372079184	0	0	0	0	0	0	0	0	0	0	0	
26	2021-01-02 02:00:00	11531.455083292234	0	0	0	0.0	0	0	0	1966.113091701326	0	0	0	0	0	0	0	0	0	0	0	11531.455083292234	0	0	11531.455083292234	0.0	0	0	1966.113091701326	2306.291016658447	0	0	0	0	0	0	0	0	0	0	0	
27	2021-01-02 03:00:00	10560.192957159014	0	0	0	0.0	0	0	0	1628.5929578530631	0	0	0	0	0	0	0	0	0	0	0	10560.192957159014	0	0	10560.192957159014	0.0	0	0	1628.5929578530631	2112.0385914318026	0	0	0	0	0	0	0	0	0	0	0	
28	2021-01-02 04:00:00	9650.024914048532	0	0	0	0.0	0	0	0	907.5848431662645	0	0	0	0	0	0	0	0	0	0	0	9650.024914048532	0	0	9650.024914048532	0.0	0	0	907.5848431662645	1930.0049828097065	0	0	0	0	0	0	0	0	0	0	0	
29	2021-01-02 05:00:00	8785.396020235523	0	0	0	0.0	0	0	0	661.0131965625209	0	0	0	0	0	0	0	0	0	0	0	8785.396020235523	0	0	8785.396020235523	0.0	0	0	661.0131965625209	1581.371283642394	0	0	0	0	0	0	0	0	0	0	0	
30	2021-01-02 06:00:00	9657.83388837813	0	0	0	0.0	0	0	0	710.7199958457467	0	0	0	0	0	0	0	0	0	0	0	9657.83388837813	0	0	9657.83388837813	0.0	0	0	710.7199958457467	1738.4100999080636	0	0	0	0	0	0	0	0	0	0	0	
31	2021-01-02 07:00:00	11461.082187803248	0	0	0	0.0	0	0	0	1100.607722494746	0	0	0	0	0	0	0	0	0	0	0	11461.082187803248	0	0	11461.082187803248	0.0	0	0	1100.607722494746	2062.9947938045843	0	0	0	0	0	0	0	0	0	0	0	
