old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
260.1107676773859	142.08967808877009	614.4957728154308	16.696218581586777	1000	
283.0220788199536	154.60534921576019	668.6223434779298	106.24977151364374	1000	
283.0220788199536	154.60534921576019	668.6223434779298	106.24977151364374	1000	
276.283457895669	150.9242694725278	652.7027638713124	79.91049123950916	1000	
288.41297555938127	157.55021301034608	681.3580071632236	127.32119573295086	1000	
380.058220129652	207.61289751830654	706.8293345338114	294.50045218177	1000	
361.1900815416551	197.30587423725586	662.2545116352828	220.75046741419374	1000	
327.49697692023204	178.90047552109394	773.6915688816044	280.0890213229304	1000	
214.28814539225058	117.05833583478986	697.277586769841	28.624067996881422	1000	
195.4200068042537	106.75131255373918	652.7027638713124	0	954.8740832293053	
177.8995924011137	97.18050522133497	611.3118568941072	0	886.3919545165559	
160.3791779979737	87.60969788893077	569.920949916902	0	817.9098258038065	
150.94510870397525	82.45618624840543	547.6335384676377	0	781.0348334200183	
122.64290082197992	66.99565132682943	480.7713041198448	0	670.4098562686542	
98.38386549455531	53.74376425119283	423.4608175360222	0	575.5884472817704	
98.38386549455531	53.74376425119283	423.4608175360222	0	575.5884472817704	
190.02911006482603	103.80644875915328	448.93214490661006	0	742.7677037305893	
211.59269702253673	115.5859039374969	308.83984436837704	0	636.0184453284107	
266.84938860167057	145.77075783200246	439.3803971426396	0	852.0005435763126	
314.0197350716628	171.53831603462916	550.8174543889612	36.37550549525304	1000	
327.49697692023204	178.90047552109394	582.656613602196	89.05406604352197	1000	
327.49697692023204	178.90047552109394	582.656613602196	89.05406604352197	1000	
253.37214675310133	138.40859834553768	598.5761932088134	0	990.3569383074524	
277.63118208052595	151.6604854211743	655.886679792636	85.17834729433616	1000	
277.63118208052595	151.6604854211743	655.886679792636	85.17834729433616	1000	
