house_owner.money_earned	house_owner.money_spent	heat_storage.LTH.energy_bought	heat_storage.LTH.energy_sold	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.1188051785403051	0.08703438970887503	0	0	
0.1981962901048176	0.10899080954221874	0	0	
0.24395948872761036	0.12109075474046876	0	0	
0.1853305779078552	0.10587033517287499	0	0	
0.13292267125053825	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.295245	0	0	
0.0	0.21573	0	0	
0.0	0.21586499999999997	0	0	
0.0	0.189	0	0	
0.0	0.168885	0	0	
0.0	0.17833500000000002	0	0	
0.0	0.164295	0	0	
0.0	0.17576999999999998	0	0	
0.00779031696671875	0.2305097646024062	0	0	
0.05628507416350001	0.12224395878166058	0	0	
0.10302087299814462	0.08703438970887503	0	0	
0.1669927269450608	0.10899080954221874	0	0	
0.2020076837628357	0.12109075474046876	0	0	
0.15602845576176227	0.10587033517287499	0	0	
0.1136941577481019	0.09243608406096877	0	0	
0.06253656846171876	0.10709084352476655	0	0	
0.020928129344000002	0.22931030447809278	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.255285	0	0	
0.0	0.20452500000000004	0	0	
0.0	0.203985	0	0	
0.0	0.18117	0	0	
0.0	0.174285	0	0	
0.0	0.23084999999999997	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.1206825433348896	0.08703438970887503	0	0	
0.21479740148523724	0.10899080954221874	0	0	
0.24116638899033793	0.12109075474046876	0	0	
0.18651599877849362	0.10587033517287499	0	0	
0.13866611734022138	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.13041595773142772	0.08703438970887503	0	0	
0.2341109794671259	0.10899080954221874	0	0	
0.2815418901429886	0.12109075474046876	0	0	
0.20953909475042376	0.10587033517287499	0	0	
0.1437818644037096	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.26217	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.12209778756465331	0.08703438970887503	0	0	
0.21190138451224017	0.10899080954221874	0	0	
0.2533066937889774	0.12109075474046876	0	0	
0.18988703937937154	0.10587033517287499	0	0	
0.14171045761726653	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.12861079927509647	0.08703438970887503	0	0	
0.22615713003424673	0.10899080954221874	0	0	
0.2721117217230887	0.12109075474046876	0	0	
0.2074275638245991	0.10587033517287499	0	0	
0.14970315855081462	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.12485606968592747	0.08703438970887503	0	0	
0.2159598871715811	0.10899080954221874	0	0	
0.26511514515348555	0.12109075474046876	0	0	
0.2003891274051836	0.10587033517287499	0	0	
0.14175230421901283	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.11997492122000775	0.08703438970887503	0	0	
0.2002969221345267	0.10899080954221874	0	0	
0.24470615895440595	0.12109075474046876	0	0	
0.1783662302928546	0.10587033517287499	0	0	
0.12881124262896182	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.11389514753908409	0.08703438970887503	0	0	
0.18216622432470725	0.10899080954221874	0	0	
0.2341421579678905	0.12109075474046876	0	0	
0.17447656806107237	0.10587033517287499	0	0	
0.12894724408463737	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.12290649855308972	0.08703438970887503	0	0	
0.21077968779734696	0.10899080954221874	0	0	
0.25997141692444925	0.12109075474046876	0	0	
0.1972588754186541	0.10587033517287499	0	0	
0.13255651348525793	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.23084999999999997	0	0	
0.0	0.12501	0	0	
0.0	0.07924500000000001	0	0	
0.0	0.11069999999999999	0	0	
0.0	0.22248	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.11921675466834863	0.08703438970887503	0	0	
0.19817589561909227	0.10899080954221874	0	0	
0.23361672336384917	0.12109075474046876	0	0	
0.18023697260433083	0.10587033517287499	0	0	
0.1328494396974822	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.26081999999999994	0	0	
0.0	0.24785999999999997	0	0	
0.0	0.21276000000000003	0	0	
0.0	0.20587499999999997	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.11728884543698685	0.08703438970887503	0	0	
0.19660552021824174	0.10899080954221874	0	0	
0.2343080846849562	0.12109075474046876	0	0	
0.18092229404516866	0.10587033517287499	0	0	
0.1356322387136128	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.26568	0	0	
0.0	0.22302	0	0	
0.0	0.220725	0	0	
0.0	0.16983000000000004	0	0	
0.0	0.10071	0	0	
0.0	0.20196000000000003	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.11962111016256682	0.08703438970887503	0	0	
0.19868575776222552	0.10899080954221874	0	0	
0.2286665763047228	0.12109075474046876	0	0	
0.17753273124318697	0.10587033517287499	0	0	
0.13174050475120458	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.12328197151200662	0.08703438970887503	0	0	
0.2057626443089155	0.10899080954221874	0	0	
0.24141527906593652	0.12109075474046876	0	0	
0.18305234717209704	0.10587033517287499	0	0	
0.13374914163502818	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.11744047874731867	0.08703438970887503	0	0	
0.194280548845554	0.10899080954221874	0	0	
0.2468632062762599	0.12109075474046876	0	0	
0.18516387809792167	0.10587033517287499	0	0	
0.13323652076363568	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.26986499999999997	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.1151082140217387	0.08703438970887503	0	0	
0.19322003558783674	0.10899080954221874	0	0	
0.23746069230920425	0.12109075474046876	0	0	
0.1758286887416443	0.10587033517287499	0	0	
0.12783830913835975	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.27	0	0	
0.0	0.21897	0	0	
0.0	0.16875	0	0	
0.0	0.102465	0	0	
0.0	0.28512	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.11988105298027853	0.08703438970887503	0	0	
0.20767972596709663	0.10899080954221874	0	0	
0.25106668310859065	0.12109075474046876	0	0	
0.19364704620342774	0.10587033517287499	0	0	
0.14091537218408634	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.1218378447469416	0.08703438970887503	0	0	
0.20058244493468133	0.10899080954221874	0	0	
0.23707352996938433	0.12109075474046876	0	0	
0.18334870238975662	0.10587033517287499	0	0	
0.13323652076363568	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.28647	0	0	
0.0	0.267165	0	0	
0.0	0.17469	0	0	
0.0	0.15389999999999998	0	0	
0.0	0.151605	0	0	
0.0	0.22598999999999997	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.11585193930574716	0.08703438970887503	0	0	
0.18632669941267482	0.10899080954221874	0	0	
0.2229697590188009	0.12109075474046876	0	0	
0.17205015971648438	0.10587033517287499	0	0	
0.12521243487877787	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.267435	0	0	
0.0	0.16497	0	0	
0.0	0.17739	0	0	
0.0	0.139185	0	0	
0.0	0.12190499999999999	0	0	
0.0	0.11826	0	0	
0.0	0.19224	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.11574362979836729	0.08703438970887503	0	0	
0.1902424406719384	0.10899080954221874	0	0	
0.2340038857036691	0.12109075474046876	0	0	
0.1820521483124959	0.10587033517287499	0	0	
0.13844642268105317	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.12604025363328075	0.08703438970887503	0	0	
0.21744868462953026	0.10899080954221874	0	0	
0.2599990713772935	0.12109075474046876	0	0	
0.19699956460320195	0.10587033517287499	0	0	
0.14365632459847064	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.1210002512232039	0.08703438970887503	0	0	
0.19858378533359888	0.10899080954221874	0	0	
0.23701822106369574	0.12109075474046876	0	0	
0.1763658325736523	0.10587033517287499	0	0	
0.12643644797985787	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.197235	0	0	
0.0	0.20209500000000002	0	0	
0.0	0.17563499999999999	0	0	
0.0	0.12487499999999999	0	0	
0.0	0.15457500000000002	0	0	
0.00779031696671875	0.2158714956377575	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.1091078673128936	0.08703438970887503	0	0	
0.16487170042962634	0.10899080954221874	0	0	
0.1962832120240695	0.12109075474046876	0	0	
0.15202766032335768	0.10587033517287499	0	0	
0.1140289305620725	0.09243608406096877	0	0	
0.06253656846171876	0.09715250321614108	0	0	
0.020928129344000002	0.1650729221387648	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.19426500000000002	0	0	
0.0	0.135135	0	0	
0.0	0.26244000000000006	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.1227332033412819	0.08703438970887503	0	0	
0.2056606718802888	0.10899080954221874	0	0	
0.24061329993345232	0.12109075474046876	0	0	
0.17795874186857266	0.10587033517287499	0	0	
0.13241005037914577	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.269325	0	0	
0.0	0.25582499999999997	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
0.00779031696671875	0.27662904909984376	0	0	
0.05628507416350001	0.1311447775095	0	0	
0.12093526551877598	0.08703438970887503	0	0	
0.20086796773483598	0.10899080954221874	0	0	
0.24100046227327226	0.12109075474046876	0	0	
0.18227441472574057	0.10587033517287499	0	0	
0.13426176250642066	0.09243608406096877	0	0	
0.06253656846171876	0.11239029461484373	0	0	
0.020928129344000002	0.237215611968	0	0	
0.0	0.30000000000000004	0	0	
0.0	0.30000000000000004	0	0	
