old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
252.0244225682444	137.6723823968912	595.3922772874898	0	985.0890822526254	
249.32897419853057	136.19995049959826	589.0244454448429	0	974.5533701429717	
249.32897419853057	136.19995049959826	589.0244454448429	0	974.5533701429717	
264.1539402319567	144.2983259347095	624.0475205794012	32.49978674606746	1000	
258.763043492529	141.35346214012358	611.3118568941072	11.42836252675977	1000	
324.8015285505182	177.428043623801	576.288781759549	78.51835393386818	1000	
315.36745925651974	172.27453198327564	554.0013703102846	41.643361550080044	1000	
311.324286701949	170.0658841373362	735.4845778257228	216.87474866500816	1000	
202.1586277285383	110.43239229697156	668.6223434779298	0	981.2133635034397	
144.20648777969063	78.77510650517304	531.7139588610203	0	754.6955531458839	
98.38386549455531	53.74376425119283	423.4608175360222	0	575.5884472817704	
79.51572690655837	43.43674097014214	378.88599463749347	0	501.83846251419396	
107.81793478855376	58.89727589171817	445.7482289852865	0	612.4634396655584	
113.20883152798143	61.842139686304066	458.48389267058036	0	633.5348638848659	
83.55889946112916	45.64538881608157	388.43774240146394	0	517.6420306786747	
98.38386549455531	53.74376425119283	423.4608175360222	0	575.5884472817704	
202.1586277285383	110.43239229697156	477.58738819852124	0	790.178408224031	
238.54718071967517	130.31022291042643	372.51816279484655	0	741.3755664249481	
272.24028534109823	148.71562162658836	452.11606082793344	0	873.07196779562	
280.3266304502398	153.13291731846724	471.2195563558743	0	904.6791041245813	
277.63118208052595	151.6604854211743	464.85172451322734	0	894.1433920149275	
270.89256115624136	147.9794056779419	448.93214490661	0	867.8041117407932	
163.07462636768759	89.08212978622373	385.25382648014056	0	637.4105826340519	
123.99062500683681	67.73186727547589	292.9202647617597	0	484.6427570440724	
123.99062500683681	67.73186727547589	292.9202647617597	0	484.6427570440724	
