simulation_time	physical_time	old_house.energy	old_house.money	new_house.energy	new_house.money	office.energy	office.money	incinerator.energy	incinerator.money	fast_gas_boiler.energy	fast_gas_boiler.money	
1871	2018-03-19 23:00:00	141.5110394099768	0.5	77.30267460788009	0.5	334.3111717389649	0.65	-297.7579024895911	0.2	-255.36698326723078	0.35	
1872	2018-03-20 00:00:00	148.24966033426142	0.5	80.98375435111248	0.5	350.23075134558223	0.4	-311.93685022719063	0.2	-267.52731580376553	0.25	
1873	2018-03-20 01:00:00	159.0314538131168	0.5	86.87348194028431	0.5	375.7020787161701	0.4	-334.6231666073499	0.2	-286.9838478622212	0.25	
1874	2018-03-20 02:00:00	163.07462636768759	0.5	89.08212978622373	0.5	385.25382648014056	0.4	-343.13053524990977	0.2	-294.28004738414216	0.25	
1875	2018-03-20 03:00:00	167.11779892225832	0.5	91.29077763216314	0.5	394.80557424411086	0.4	-351.6379038924694	0.2	-301.5762469060629	0.25	
1876	2018-03-20 04:00:00	183.2904891405414	0.5	100.1253690159209	0.5	433.0125652999927	0.4	-385.6673784627085	0.2	-330.7610449937465	0.25	
1877	2018-03-20 05:00:00	188.68138587996907	0.5	103.0702328105068	0.5	445.7482289852865	0.4	-397.01053665278806	0.2	-340.48931102297433	0.25	
1878	2018-03-20 06:00:00	264.1539402319567	0.5	144.2983259347095	0.5	433.0125652999927	0.4	-452.9769129686631	0.2	-388.4879184979958	0.25	
1879	2018-03-20 07:00:00	260.1107676773859	0.5	142.08967808877009	0.5	423.4608175360222	0.4	-444.46954432610335	0.2	-381.1917189760749	0.25	
1880	2018-03-20 08:00:00	238.54718071967517	0.5	130.31022291042643	0.5	563.553118074255	0.4	-501.9347499110248	0.2	-430.4757717933317	0.25	
1881	2018-03-20 09:00:00	130.72924593112143	0.5	71.41294701870827	0.5	499.87479964778555	0.4	-377.90942445467186	0.2	-324.1075681429433	0.25	
1882	2018-03-20 10:00:00	110.51338315826759	0.5	60.369707789011116	0.5	452.11606082793344	0.4	-335.37258124187315	0.2	-287.6265705333389	0.25	
1883	2018-03-20 11:00:00	101.07931386426915	0.5	55.21619614848578	0.5	429.8286493786691	0.4	-315.5220544092338	0.2	-270.6021049821902	0.25	
1884	2018-03-20 12:00:00	91.6452445702707	0.5	50.06268450796045	0.5	407.5412379294048	0.65	-295.67152757659437	0.2	-253.5776394310415	0.35	
1885	2018-03-20 13:00:00	95.68841712484148	0.5	52.271332353899886	0.5	417.0929856933753	0.65	-304.17889621915424	0.2	-260.87383895296244	0.35	
1886	2018-03-20 14:00:00	103.77476223398298	0.5	56.68862804577873	0.5	436.19648122131605	0.65	-321.19363350427363	0.2	-275.4662379968041	0.35	
1887	2018-03-20 15:00:00	97.03614130969837	0.5	53.00754830254635	0.5	420.2769016146987	0.65	-307.01468576667406	0.2	-263.30590546026934	0.35	
1888	2018-03-20 16:00:00	87.60207201569993	0.5	47.85403666202101	0.5	397.9894901654344	0.65	-287.16415893403473	0.2	-246.28143990912068	0.35	
1889	2018-03-20 17:00:00	179.24731658597062	0.5	97.91672116998146	0.5	423.4608175360222	0.65	-377.1600098201487	0.2	-323.46484547182564	0.35	
1890	2018-03-20 18:00:00	211.59269702253673	0.5	115.5859039374969	0.5	308.83984436837704	0.65	-342.3811206153864	0.2	-293.6373247130243	0.35	
1891	2018-03-20 19:00:00	231.80855979539058	0.5	126.62914316719406	0.5	356.5985831882292	0.65	-384.91796382818507	0.2	-330.1183223226287	0.35	
1892	2018-03-20 20:00:00	249.32897419853057	0.5	136.19995049959826	0.5	397.9894901654344	0.65	-421.783227945944	0.2	-361.7351869176192	0.35	
1893	2018-03-20 21:00:00	262.8062160470998	0.5	143.56210998606304	0.5	429.8286493786691	0.65	-450.14112342114316	0.2	-386.05585199068884	0.35	
1894	2018-03-20 22:00:00	272.24028534109823	0.5	148.71562162658836	0.5	452.11606082793344	0.65	-469.9916502537825	0.2	-403.0803175418375	0.35	
1895	2018-03-20 23:00:00	216.98359376196444	0.5	118.53076773208282	0.5	512.6104633330796	0.65	-456.5621171507063	0.2	-391.5627076764205	0.35	
1896	2018-03-21 00:00:00	250.6766983833875	0.5	136.93616644824473	0.5	592.2083613661664	0.4	-527.4568558387042	0.2	-452.3643703590945	0.25	
1897	2018-03-21 01:00:00	265.50166441681364	0.5	145.03454188335598	0.5	627.2314365007246	0.4	-558.6505408614232	0.2	-479.11710193947107	0.25	
1898	2018-03-21 02:00:00	276.283457895669	0.5	150.9242694725278	0.5	652.7027638713124	0.4	-581.3368572415825	0.2	-498.57363399792666	0.25	
1899	2018-03-21 03:00:00	296.49932066852284	0.5	161.96750870222496	0.5	700.4615026911645	0.4	-623.8737004543813	0.2	-535.0546316075311	0.25	
1900	2018-03-21 04:00:00	311.324286701949	0.5	170.0658841373362	0.5	735.4845778257228	0.4	-655.0673854771004	0.2	-561.8073631879076	0.25	
1901	2018-03-21 05:00:00	327.49697692023204	0.5	178.90047552109394	0.5	773.6915688816044	0.4	-689.0968600473393	0.2	-590.9921612755912	0.25	
1902	2018-03-21 06:00:00	420.48994567535965	0.5	229.69937597770084	0.5	802.3468121735157	0.4	-781.9285004809732	0.2	-670.6076333456031	0.25	
1903	2018-03-21 07:00:00	388.1445652387935	0.5	212.03019321018542	0.5	725.9328300617524	0.4	-713.8695513404953	0.2	-612.2380371702361	0.25	
1904	2018-03-21 08:00:00	319.41063181109047	0.5	174.48317982921506	0.5	754.5880733536636	0.4	-672.0821227622199	0.2	-576.3997622317495	0.25	
1905	2018-03-21 09:00:00	176.5518682162568	0.5	96.44428927268851	0.5	608.1279409727838	0.4	-474.32626907034904	0.2	-406.79782939138	0.25	
1906	2018-03-21 10:00:00	146.90193614940446	0.5	80.24753840246599	0.5	538.0817907036673	0.4	-411.9388990249109	0.2	-353.29236623062684	0.25	
1907	2018-03-21 11:00:00	126.68607337655064	0.5	69.20429917276884	0.5	490.32305188381514	0.4	-369.40205581211217	0.2	-316.81136862102244	0.25	
1908	2018-03-21 12:00:00	105.12248641883993	0.5	57.42484399442522	0.5	439.3803971426396	0.65	-324.02942305179363	0.2	-277.8983045041112	0.35	
1909	2018-03-21 13:00:00	87.60207201569993	0.5	47.85403666202101	0.5	397.9894901654344	0.65	-287.16415893403473	0.2	-246.28143990912068	0.35	
1910	2018-03-21 14:00:00	87.60207201569993	0.5	47.85403666202101	0.5	397.9894901654344	0.65	-287.16415893403473	0.2	-246.28143990912068	0.35	
1911	2018-03-21 15:00:00	101.07931386426915	0.5	55.21619614848578	0.5	429.8286493786691	0.65	-315.5220544092338	0.2	-270.6021049821902	0.35	
1912	2018-03-21 16:00:00	121.29517663712298	0.5	66.25943537818294	0.5	477.58738819852124	0.65	-358.05889762203253	0.2	-307.0831025917946	0.35	
1913	2018-03-21 17:00:00	219.6790421316783	0.5	120.00319962937577	0.5	518.9782951757264	0.65	-462.2336962457461	0.2	-396.4268406910344	0.35	
1914	2018-03-21 18:00:00	254.71987093795823	0.5	139.14481429418416	0.5	410.72515385072825	0.65	-433.1263861360236	0.2	-371.46345294684704	0.35	
1915	2018-03-21 19:00:00	307.2811141473782	0.5	167.8572362913968	0.5	534.8978747823438	0.65	-543.7221784893003	0.2	-466.31404673181845	0.35	
1916	2018-03-21 20:00:00	335.58332202937356	0.5	183.3177712129728	0.5	601.7601091301367	0.65	-603.2737589872185	0.2	-517.3874433852645	0.35	
1917	2018-03-21 21:00:00	361.1900815416551	0.5	197.30587423725586	0.5	662.2545116352828	0.65	-657.1537603900969	0.2	-563.5967070240968	0.35	
1918	2018-03-21 22:00:00	384.10139268422273	0.5	209.82154536424596	0.5	716.3810822977819	0.65	-705.3621826979354	0.2	-604.9418376483151	0.35	
1919	2018-03-21 23:00:00	319.41063181109047	0.5	174.48317982921506	0.5	754.5880733536636	0.65	-672.0821227622199	0.2	-576.3997622317495	0.35	
1920	2018-03-22 00:00:00	331.54014947480283	0.5	181.10912336703336	0.5	783.243316645575	0.4	-697.6042286898991	0.2	-598.288360797512	0.25	
1921	2018-03-22 01:00:00	339.62649458394435	0.5	185.5264190589122	0.5	802.3468121735157	0.4	-714.6189659750185	0.2	-612.8807598413537	0.25	
1922	2018-03-22 02:00:00	345.01739132337207	0.5	188.47128285349814	0.5	815.0824758588096	0.4	-725.9621241650981	0.2	-622.6090258705815	0.25	
1923	2018-03-22 03:00:00	365.2332540962259	0.5	199.5145220831953	0.5	862.8412146786618	0.4	-768.498967377897	0.2	-659.0900234801861	0.25	
1924	2018-03-22 04:00:00	386.7968410539366	0.5	211.2939772615389	0.5	913.7838694198373	0.4	-813.8716001382154	0.2	-698.0030875970973	0.25	
1925	2018-03-22 05:00:00	382.7536684993658	0.5	209.0853294155995	0.5	904.2321216558669	0.4	-805.3642314956558	0.2	-690.7068880751765	0.25	
1926	2018-03-22 06:00:00	458.22622285135344	0.5	250.31342253980222	0.5	891.496457970573	0.4	-861.3306078115307	0.2	-738.705495550198	0.25	
1927	2018-03-22 07:00:00	433.9671875239289	0.5	237.06153546416564	0.5	834.1859713867505	0.4	-810.2863959561722	0.2	-694.9282984186725	0.25	
1928	2018-03-22 08:00:00	351.75601224765666	0.5	192.15236259673054	0.5	831.002055465427	0.4	-740.1410719026978	0.2	-634.7693584071164	0.25	
1929	2018-03-22 09:00:00	192.72455843453986	0.5	105.27888065644623	0.5	646.3349320286654	0.4	-508.35574364058806	0.2	-435.9826274790635	0.25	
1930	2018-03-22 10:00:00	148.24966033426142	0.5	80.98375435111248	0.5	541.2657066249908	0.4	-414.7746885724308	0.2	-355.7244327379338	0.25	
1931	2018-03-22 11:00:00	122.64290082197992	0.5	66.99565132682943	0.5	480.7713041198448	0.4	-360.8946871695525	0.2	-309.5151690991016	0.25	
1932	2018-03-22 12:00:00	121.29517663712298	0.5	66.25943537818294	0.5	477.58738819852124	0.65	-358.05889762203253	0.2	-307.0831025917946	0.35	
1933	2018-03-22 13:00:00	105.12248641883993	0.5	57.42484399442522	0.5	439.3803971426396	0.65	-324.02942305179363	0.2	-277.8983045041112	0.35	
1934	2018-03-22 14:00:00	105.12248641883993	0.5	57.42484399442522	0.5	439.3803971426396	0.65	-324.02942305179363	0.2	-277.8983045041112	0.35	
1935	2018-03-22 15:00:00	119.94745245226603	0.5	65.52321942953645	0.5	474.40347227719775	0.65	-355.2231080745126	0.2	-304.6510360844876	0.35	
1936	2018-03-22 16:00:00	91.6452445702707	0.5	50.06268450796045	0.5	407.5412379294048	0.65	-295.67152757659437	0.2	-253.5776394310415	0.35	
1937	2018-03-22 17:00:00	212.94042120739368	0.5	116.32211988614338	0.5	503.0587155691091	0.65	-448.0547485081466	0.2	-384.26650815449966	0.35	
1938	2018-03-22 18:00:00	278.9789062653828	0.5	152.39670136982076	0.5	468.0356404345508	0.65	-484.1705979913821	0.2	-415.2406500783723	0.35	
1939	2018-03-22 19:00:00	272.24028534109823	0.5	148.71562162658836	0.5	452.11606082793344	0.65	-469.9916502537825	0.2	-403.0803175418375	0.35	
1940	2018-03-22 20:00:00	280.3266304502398	0.5	153.13291731846724	0.5	471.2195563558743	0.65	-487.00638753890206	0.2	-417.67271658567927	0.35	
1941	2018-03-22 21:00:00	311.324286701949	0.5	170.0658841373362	0.5	544.4496225463143	0.65	-552.2295471318602	0.2	-473.6102462537394	0.35	
1942	2018-03-22 22:00:00	327.49697692023204	0.5	178.90047552109394	0.5	582.656613602196	0.65	-586.2590217020991	0.2	-502.79504434142285	0.35	
1943	2018-03-22 23:00:00	243.93807745910289	0.5	133.25508670501236	0.5	576.288781759549	0.65	-513.2779081011046	0.2	-440.20403782255966	0.35	
1944	2018-03-23 00:00:00	242.59035327424596	0.5	132.51887075636589	0.5	573.1048658382256	0.4	-510.44211855358463	0.2	-437.7719713152527	0.25	
1945	2018-03-23 01:00:00	260.1107676773859	0.5	142.08967808877009	0.5	614.4957728154308	0.4	-547.3073826713436	0.2	-469.38883591024324	0.25	
1946	2018-03-23 02:00:00	283.0220788199536	0.5	154.60534921576019	0.5	668.6223434779298	0.4	-595.5158049791822	0.2	-510.73396653446156	0.25	
1947	2018-03-23 03:00:00	283.0220788199536	0.5	154.60534921576019	0.5	668.6223434779298	0.4	-595.5158049791822	0.2	-510.73396653446156	0.25	
1948	2018-03-23 04:00:00	276.283457895669	0.5	150.9242694725278	0.5	652.7027638713124	0.4	-581.3368572415825	0.2	-498.57363399792666	0.25	
1949	2018-03-23 05:00:00	288.41297555938127	0.5	157.55021301034608	0.5	681.3580071632236	0.4	-606.8589631692615	0.2	-520.4622325636892	0.25	
1950	2018-03-23 06:00:00	380.058220129652	0.5	207.61289751830654	0.5	706.8293345338114	0.4	-696.8548140553758	0.2	-597.6456381263943	0.25	
1951	2018-03-23 07:00:00	361.1900815416551	0.5	197.30587423725586	0.5	662.2545116352828	0.4	-657.1537603900969	0.2	-563.5967070240968	0.25	
1952	2018-03-23 08:00:00	327.49697692023204	0.5	178.90047552109394	0.5	773.6915688816044	0.4	-689.0968600473393	0.2	-590.9921612755912	0.25	
1953	2018-03-23 09:00:00	214.28814539225058	0.5	117.05833583478986	0.5	697.277586769841	0.4	-553.7283764009065	0.2	-474.89569159597477	0.25	
1954	2018-03-23 10:00:00	195.4200068042537	0.5	106.75131255373918	0.5	652.7027638713124	0.4	-514.0273227356279	0.2	-440.8467604936774	0.25	
1955	2018-03-23 11:00:00	177.8995924011137	0.5	97.18050522133497	0.5	611.3118568941072	0.4	-477.1620586178689	0.2	-409.2298958986869	0.25	
1956	2018-03-23 12:00:00	160.3791779979737	0.5	87.60969788893077	0.5	569.920949916902	0.65	-440.2967945001101	0.2	-377.61303130369646	0.35	
1957	2018-03-23 13:00:00	150.94510870397525	0.5	82.45618624840543	0.5	547.6335384676377	0.65	-420.44626766747064	0.2	-360.5885657525477	0.35	
1958	2018-03-23 14:00:00	122.64290082197992	0.5	66.99565132682943	0.5	480.7713041198448	0.65	-360.8946871695525	0.2	-309.5151690991016	0.35	
1959	2018-03-23 15:00:00	98.38386549455531	0.5	53.74376425119283	0.5	423.4608175360222	0.65	-309.85047531419406	0.2	-265.73797196757636	0.35	
1960	2018-03-23 16:00:00	98.38386549455531	0.5	53.74376425119283	0.5	423.4608175360222	0.65	-309.85047531419406	0.2	-265.73797196757636	0.35	
1961	2018-03-23 17:00:00	190.02911006482603	0.5	103.80644875915328	0.5	448.93214490661006	0.65	-399.84632620030806	0.2	-342.92137753028135	0.35	
1962	2018-03-23 18:00:00	211.59269702253673	0.5	115.5859039374969	0.5	308.83984436837704	0.65	-342.3811206153864	0.2	-293.6373247130243	0.35	
1963	2018-03-23 19:00:00	266.84938860167057	0.5	145.77075783200246	0.5	439.3803971426396	0.65	-458.64849206370286	0.2	-393.35205151260965	0.35	
1964	2018-03-23 20:00:00	314.0197350716628	0.5	171.53831603462916	0.5	550.8174543889612	0.65	-557.9011262268998	0.2	-478.4743792683532	0.35	
1965	2018-03-23 21:00:00	327.49697692023204	0.5	178.90047552109394	0.5	582.656613602196	0.65	-586.2590217020991	0.2	-502.79504434142285	0.35	
1966	2018-03-23 22:00:00	327.49697692023204	0.5	178.90047552109394	0.5	582.656613602196	0.65	-586.2590217020991	0.2	-502.79504434142285	0.35	
1967	2018-03-23 23:00:00	253.37214675310133	0.5	138.40859834553768	0.5	598.5761932088134	0.65	-533.128434933744	0.2	-457.2285033737084	0.35	
1968	2018-03-24 00:00:00	277.63118208052595	0.5	151.6604854211743	0.5	655.886679792636	0.4	-584.1726467891024	0.2	-501.0057005052336	0.25	
1969	2018-03-24 01:00:00	304.58566577766436	0.5	166.38480439410384	0.5	719.5649982191054	0.4	-640.8884377395008	0.2	-549.6470306513729	0.25	
1970	2018-03-24 02:00:00	322.1060801808043	0.5	175.955611726508	0.5	760.9559051963105	0.4	-677.7537018572596	0.2	-581.2638952463633	0.25	
1971	2018-03-24 03:00:00	335.58332202937356	0.5	183.3177712129728	0.5	792.7950644095453	0.4	-706.1115973324587	0.2	-605.5845603194329	0.25	
1972	2018-03-24 04:00:00	359.8423573567982	0.5	196.5696582886094	0.5	850.1055509933678	0.4	-757.1558091878172	0.2	-649.3617574509582	0.25	
1973	2018-03-24 05:00:00	363.8855299113689	0.5	198.7783061345488	0.5	859.6572987573383	0.4	-765.6631778303769	0.2	-656.657956972879	0.25	
1974	2018-03-24 06:00:00	440.70580844821353	0.5	240.74261520739802	0.5	850.1055509933678	0.4	-824.465343693772	0.2	-707.0886309552075	0.25	
1975	2018-03-24 07:00:00	411.0558763813612	0.5	224.54586433717552	0.5	780.0594007242514	0.4	-762.0779736483337	0.2	-653.5831677944542	0.25	
1976	2018-03-24 08:00:00	338.2787703990874	0.5	184.79020311026576	0.5	608.1279409727838	0.4	-608.9453380822583	0.2	-522.2515763998786	0.25	
1977	2018-03-24 09:00:00	272.24028534109823	0.5	148.71562162658836	0.5	452.11606082793344	0.4	-469.9916502537825	0.2	-403.0803175418375	0.25	
1978	2018-03-24 10:00:00	231.80855979539058	0.5	126.62914316719406	0.5	356.5985831882292	0.4	-384.91796382818507	0.2	-330.1183223226287	0.25	
1979	2018-03-24 11:00:00	199.46317935882445	0.5	108.95996039967861	0.5	280.1846010764658	0.4	-316.85901468770714	0.2	-271.7487261472617	0.25	
1980	2018-03-24 12:00:00	164.42235055254446	0.5	89.81834573487019	0.5	197.40278712205543	0.65	-243.12848645218935	0.2	-208.51499695728074	0.35	
1981	2018-03-24 13:00:00	141.5110394099768	0.5	77.30267460788009	0.5	143.2762164595564	0.65	-194.92006414435085	0.2	-167.16986633306246	0.35	
1982	2018-03-24 14:00:00	122.64290082197992	0.5	66.99565132682943	0.5	98.70139356102777	0.65	-155.21901047907207	0.2	-133.12093523076507	0.35	
1983	2018-03-24 15:00:00	106.47021060369681	0.5	58.16105994307168	0.5	60.494402505145985	0.65	-121.189535908833	0.2	-103.93613714308148	0.35	
1984	2018-03-24 16:00:00	118.59972826740915	0.5	64.78700348089	0.5	89.14964579705733	0.65	-146.7116418365123	0.2	-125.82473570884417	0.35	
1985	2018-03-24 17:00:00	137.46786685540604	0.5	75.09402676194065	0.5	133.72446869558593	0.65	-186.41269550179106	0.2	-159.87366681114156	0.35	
1986	2018-03-24 18:00:00	149.59738451911835	0.5	81.71997029975897	0.5	162.37971198749727	0.65	-211.93480142947038	0.2	-181.76226537690425	0.35	
1987	2018-03-24 19:00:00	184.6382133253983	0.5	100.86158496456736	0.5	245.16152594190757	0.65	-285.66532966498806	0.2	-244.99599456688514	0.35	
1988	2018-03-24 20:00:00	235.85173234996134	0.5	128.83779101313348	0.5	366.1503309521996	0.65	-393.4253324707449	0.2	-337.4145218445496	0.35	
1989	2018-03-24 21:00:00	278.9789062653828	0.5	152.39670136982076	0.5	468.0356404345508	0.65	-484.1705979913821	0.2	-415.2406500783723	0.35	
1990	2018-03-24 22:00:00	304.58566577766436	0.5	166.38480439410384	0.5	528.530042939697	0.65	-538.0505993942605	0.2	-461.44991371720454	0.35	
1991	2018-03-24 23:00:00	242.59035327424596	0.5	132.51887075636589	0.5	573.1048658382256	0.65	-510.44211855358463	0.2	-437.7719713152527	0.35	
1992	2018-03-25 00:00:00	257.4153193076721	0.5	140.61724619147714	0.5	608.1279409727838	0.4	-541.6358035763037	0.2	-464.52470289562933	0.25	
1993	2018-03-25 01:00:00	261.45849186224285	0.5	142.82589403741653	0.5	617.6796887367541	0.4	-550.1431722188634	0.2	-471.8209024175501	0.25	
1994	2018-03-25 02:00:00	266.84938860167057	0.5	145.77075783200246	0.5	630.415352422048	0.4	-561.4863304089431	0.2	-481.5491684467779	0.25	
1995	2018-03-25 03:00:00	269.54483697138437	0.5	147.2431897292954	0.5	636.783184264695	0.4	-567.157909503983	0.2	-486.4133014613919	0.25	
1996	2018-03-25 04:00:00	264.1539402319567	0.5	144.2983259347095	0.5	624.0475205794012	0.4	-555.8147513139033	0.2	-476.6850354321641	0.25	
1997	2018-03-25 05:00:00	261.45849186224285	0.5	142.82589403741653	0.5	617.6796887367541	0.4	-550.1431722188634	0.2	-471.8209024175501	0.25	
1998	2018-03-25 06:00:00	346.36511550822894	0.5	189.2074988021446	0.5	627.2314365007246	0.4	-625.9600753673777	0.2	-536.8439754437202	0.25	
1999	2018-03-25 07:00:00	326.1492527353751	0.5	178.16425957244743	0.5	579.4726976808724	0.4	-583.4232321545791	0.2	-500.3629778341159	0.25	
2000	2018-03-25 08:00:00	284.36980300481054	0.5	155.3415651644067	0.5	480.77130411984473	0.4	-495.5137561814618	0.2	-424.9689161076002	0.25	
2001	2018-03-25 09:00:00	249.32897419853057	0.5	136.19995049959826	0.5	397.9894901654344	0.4	-421.783227945944	0.2	-361.7351869176192	0.25	
2002	2018-03-25 10:00:00	231.80855979539058	0.5	126.62914316719406	0.5	356.5985831882292	0.4	-384.91796382818507	0.2	-330.1183223226287	0.25	
2003	2018-03-25 11:00:00	214.28814539225058	0.5	117.05833583478984	0.5	315.20767621102397	0.4	-348.0526997104262	0.2	-298.50145772763824	0.25	
2004	2018-03-25 12:00:00	196.76773098911062	0.5	107.48752850238566	0.5	273.8167692338189	0.65	-311.1874355926674	0.2	-266.88459313264786	0.35	
2005	2018-03-25 13:00:00	184.6382133253983	0.5	100.86158496456736	0.5	245.16152594190757	0.65	-285.66532966498806	0.2	-244.99599456688514	0.35	
2006	2018-03-25 14:00:00	161.72690218283063	0.5	88.34591383757726	0.5	191.0349552794085	0.65	-237.4569073571495	0.2	-203.65086394266683	0.35	
2007	2018-03-25 15:00:00	145.5542119645476	0.5	79.51132245381953	0.5	152.82796422352683	0.65	-203.4274327869106	0.2	-174.46606585498336	0.35	
2008	2018-03-25 16:00:00	138.81559104026297	0.5	75.83024271058714	0.5	136.90838461690944	0.65	-189.24848504931097	0.2	-162.30573331844852	0.35	
2009	2018-03-25 17:00:00	144.20648777969063	0.5	78.77510650517304	0.5	149.64404830220332	0.65	-200.59164323939063	0.2	-172.03399934767634	0.35	
2010	2018-03-25 18:00:00	157.68372962825987	0.5	86.13726599163782	0.5	181.48320751543807	0.65	-228.9495387145898	0.2	-196.354664420746	0.35	
2011	2018-03-25 19:00:00	179.24731658597062	0.5	97.91672116998146	0.5	232.4258622566137	0.65	-274.3221714749085	0.2	-235.26772853765735	0.35	
2012	2018-03-25 20:00:00	212.94042120739368	0.5	116.32211988614338	0.5	312.0237602897006	0.65	-345.21691016290634	0.2	-296.06939122033134	0.35	
2013	2018-03-25 21:00:00	239.89490490453213	0.5	131.04643885907294	0.5	375.7020787161701	0.65	-401.93270111330463	0.2	-344.7107213664705	0.35	
2014	2018-03-25 22:00:00	262.8062160470998	0.5	143.56210998606304	0.5	429.8286493786691	0.65	-450.14112342114316	0.2	-386.05585199068884	0.35	
2015	2018-03-25 23:00:00	212.94042120739368	0.5	116.32211988614338	0.5	503.0587155691091	0.65	-448.0547485081466	0.2	-384.26650815449966	0.35	
2016	2018-03-26 00:00:00	245.2858016439598	0.5	133.99130265365883	0.5	579.4726976808724	0.4	-516.1136976486245	0.2	-442.6361043298666	0.25	
2017	2018-03-26 01:00:00	268.19711278652744	0.5	146.50697378064893	0.5	633.5992683433715	0.4	-564.322119956463	0.2	-483.98123495408487	0.25	
2018	2018-03-26 02:00:00	288.41297555938127	0.5	157.55021301034608	0.5	681.3580071632236	0.4	-606.8589631692615	0.2	-520.4622325636892	0.25	
2019	2018-03-26 03:00:00	299.19476903823664	0.5	163.4399405995179	0.5	706.8293345338114	0.4	-629.545279549421	0.2	-539.918764622145	0.25	
2020	2018-03-26 04:00:00	305.9333899625213	0.5	167.12102034275028	0.5	722.7489141404288	0.4	-643.7242272870205	0.2	-552.0790971586797	0.25	
2021	2018-03-26 05:00:00	318.0629076262336	0.5	173.74696388056861	0.5	751.4041574323402	0.4	-669.2463332146998	0.2	-573.9676957244424	0.25	
2022	2018-03-26 06:00:00	398.9263587176489	0.5	217.91992079935721	0.5	751.4041574323402	0.4	-736.5558677206545	0.2	-631.6945692286918	0.25	
2023	2018-03-26 07:00:00	367.9287024659397	0.5	200.98695398048824	0.5	678.1740912419002	0.4	-671.3327081276965	0.2	-575.7570395606316	0.25	
2024	2018-03-26 08:00:00	318.0629076262336	0.5	173.74696388056861	0.5	751.4041574323402	0.4	-669.2463332146998	0.2	-573.9676957244424	0.25	
2025	2018-03-26 09:00:00	191.3768342496829	0.5	104.54266470779974	0.5	643.151016107342	0.4	-505.51995409306807	0.2	-433.55056097175645	0.25	
2026	2018-03-26 10:00:00	141.5110394099768	0.5	77.30267460788009	0.5	525.3461270183734	0.4	-400.5957408348313	0.2	-343.56410020139907	0.25	
2027	2018-03-26 11:00:00	102.42703804912608	0.5	55.95241209713227	0.5	433.0125652999927	0.4	-318.35784395675375	0.2	-273.0341714894972	0.25	
2028	2018-03-26 12:00:00	83.55889946112916	0.5	45.64538881608157	0.5	388.43774240146394	0.65	-278.6567902914749	0.2	-238.98524038719975	0.35	
2029	2018-03-26 13:00:00	70.08165761255994	0.5	38.2832293296168	0.5	356.5985831882292	0.65	-250.29889481627578	0.2	-214.66457531413016	0.35	
2030	2018-03-26 14:00:00	52.561243209419935	0.5	28.712421997212594	0.5	315.20767621102397	0.65	-213.43363069851685	0.2	-183.04771071913967	0.35	
2031	2018-03-26 15:00:00	41.7794497305646	0.5	22.8226944080408	0.5	289.7363488404363	0.65	-190.7473143183576	0.2	-163.59117866068408	0.35	
2032	2018-03-26 16:00:00	49.865794839706105	0.5	27.23999009991965	0.5	308.83984436837704	0.65	-207.76205160347706	0.2	-178.1835777045258	0.35	
2033	2018-03-26 17:00:00	144.20648777969063	0.5	78.77510650517304	0.5	340.6790035816118	0.65	-303.42948158463076	0.2	-260.2311162818446	0.35	
2034	2018-03-26 18:00:00	159.0314538131168	0.5	86.87348194028431	0.5	184.66712343676159	0.65	-231.78532826210974	0.2	-198.78673092805298	0.35	
2035	2018-03-26 19:00:00	191.3768342496829	0.5	104.54266470779974	0.5	261.08110554852493	0.65	-299.8442774025876	0.2	-257.1563271034199	0.35	
2036	2018-03-26 20:00:00	242.59035327424596	0.5	132.51887075636589	0.5	382.069910558817	0.65	-407.60428020834445	0.2	-349.57485438108444	0.35	
2037	2018-03-26 21:00:00	278.9789062653828	0.5	152.39670136982076	0.5	468.0356404345508	0.65	-484.1705979913821	0.2	-415.2406500783723	0.35	
2038	2018-03-26 22:00:00	289.7606997442382	0.5	158.28642895899256	0.5	493.50696780513863	0.65	-506.85691437154145	0.2	-434.697182136828	0.35	
2039	2018-03-26 23:00:00	216.98359376196444	0.5	118.53076773208282	0.5	512.6104633330796	0.65	-456.5621171507063	0.2	-391.5627076764205	0.35	
2040	2018-03-27 00:00:00	231.80855979539058	0.5	126.62914316719406	0.5	547.6335384676377	0.4	-487.7558021734253	0.2	-418.315439256797	0.25	
2041	2018-03-27 01:00:00	252.0244225682444	0.5	137.6723823968912	0.5	595.3922772874898	0.4	-530.292645386224	0.2	-454.7964368664014	0.25	
2042	2018-03-27 02:00:00	260.1107676773859	0.5	142.08967808877009	0.5	614.4957728154308	0.4	-547.3073826713436	0.2	-469.38883591024324	0.25	
2043	2018-03-27 03:00:00	269.54483697138437	0.5	147.2431897292954	0.5	636.783184264695	0.4	-567.157909503983	0.2	-486.4133014613919	0.25	
2044	2018-03-27 04:00:00	293.803872298809	0.5	160.495076804932	0.5	694.0936708485176	0.4	-618.2021213593415	0.2	-530.1904985929173	0.25	
2045	2018-03-27 05:00:00	312.6720108868059	0.5	170.8021000859827	0.5	738.6684937470462	0.4	-657.9031750246202	0.2	-564.2394296952145	0.25	
2046	2018-03-27 06:00:00	394.88318616307816	0.5	215.7112729534178	0.5	741.8524096683698	0.4	-728.0484990780949	0.2	-624.3983697067708	0.25	
