simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	7526.2400925763595	0	0	0	0.0	0	0	0	1655.7728203667994	0	0	0	0	0	0	0	0	0	0	0	7526.2400925763595	0	0	7526.2400925763595	0.0	0	0	1655.7728203667994	1655.7728203667994	0	7526.2400925763595	0	0	7526.2400925763595	0.0	0	0	602.0992074061088	602.0992074061088	0	
1	2021-01-01 01:00:00	7597.918569648516	0	0	0	0.0	0	0	0	1423.3180856522565	0	0	0	0	0	0	0	0	0	0	0	7597.918569648516	0	0	7597.918569648516	0.0	0	0	1423.3180856522565	1423.3180856522565	0	7597.918569648516	0	0	7597.918569648516	0.0	0	0	607.8334855718813	607.8334855718813	0	
2	2021-01-01 02:00:00	7239.526184287736	0	0	0	0.0	0	0	0	1234.339214421059	0	0	0	0	0	0	0	0	0	0	0	7239.526184287736	0	0	7239.526184287736	0.0	0	0	1234.339214421059	1234.339214421059	0	7239.526184287736	0	0	7239.526184287736	0.0	0	0	579.1620947430189	579.1620947430189	0	
3	2021-01-01 03:00:00	5304.207303339528	0	0	0	0.0	0	0	0	818.014850321022	0	0	0	0	0	0	0	0	0	0	0	5304.207303339528	0	0	5304.207303339528	0.0	0	0	818.014850321022	818.014850321022	0	5304.207303339528	0	0	5304.207303339528	0.0	0	0	424.33658426716227	424.33658426716227	0	
4	2021-01-01 04:00:00	3583.92385360779	0	0	0	0.0	0	0	0	337.0680384318127	0	0	0	0	0	0	0	0	0	0	0	3583.92385360779	0	0	3583.92385360779	0.0	0	0	337.0680384318127	337.0680384318127	0	3583.92385360779	0	0	3583.92385360779	0.0	0	0	286.7139082886232	286.7139082886232	0	
5	2021-01-01 05:00:00	3583.92385360779	0	0	0	0.0	0	0	0	269.65443074545016	0	0	0	0	0	0	0	0	0	0	0	3583.92385360779	0	0	3583.92385360779	0.0	0	0	269.65443074545016	269.65443074545016	0	3583.92385360779	0	0	3583.92385360779	0.0	0	0	269.65443074545016	286.7139082886232	0	
6	2021-01-01 06:00:00	6883.171927466476	0	0	0	0.0	0	0	0	506.53262214225794	0	0	0	0	0	0	0	0	0	0	0	6883.171927466476	0	0	6883.171927466476	0.0	0	0	506.53262214225794	506.53262214225794	0	6883.171927466476	0	0	6883.171927466476	0.0	0	0	506.53262214225794	550.6537541973181	0	
7	2021-01-01 07:00:00	7098.207358682943	0	0	0	0.0	0	0	0	681.640852654323	0	0	0	0	0	0	0	0	0	0	0	7098.207358682943	0	0	7098.207358682943	0.0	0	0	681.640852654323	681.640852654323	0	7098.207358682943	0	0	7098.207358682943	0.0	0	0	567.8565886946354	567.8565886946354	0	
8	2021-01-01 08:00:00	8529.73877158654	0	0	0	0.0	0	0	0	1429.9254076687678	0	0	0	0	0	0	0	0	0	0	0	8529.73877158654	0	0	8529.73877158654	0.0	0	0	1429.9254076687678	1429.9254076687678	0	8529.73877158654	0	0	8529.73877158654	0.0	0	0	682.3791017269233	682.3791017269233	0	
9	2021-01-01 09:00:00	5445.526128944322	0	0	0	0.0	0	0	0	782.3042836841414	0	0	0	0	0	0	0	0	0	0	0	5445.526128944322	0	0	5445.526128944322	0.0	0	0	782.3042836841414	782.3042836841414	0	5445.526128944322	0	0	5445.526128944322	0.0	0	0	435.64209031554583	435.64209031554583	0	
10	2021-01-01 10:00:00	5302.169174800012	0	0	0	0.0	0	0	0	776.873827491698	0	0	0	0	0	0	0	0	0	0	0	5302.169174800012	0	0	5302.169174800012	0.0	0	0	776.873827491698	776.873827491698	0	5302.169174800012	0	0	5302.169174800012	0.0	0	0	424.173533984001	424.173533984001	0	
11	2021-01-01 11:00:00	4943.776789439233	0	0	0	0.0	0	0	0	685.751278463116	0	0	0	0	0	0	0	0	0	0	0	4943.776789439233	0	0	4943.776789439233	0.0	0	0	685.751278463116	685.751278463116	0	4943.776789439233	0	0	4943.776789439233	0.0	0	0	395.50214315513864	395.50214315513864	0	
12	2021-01-01 12:00:00	4298.670495789831	0	0	0	0.0	0	0	0	681.3822602876462	0	0	0	0	0	0	0	0	0	0	0	4298.670495789831	0	0	4298.670495789831	0.0	0	0	681.3822602876462	681.3822602876462	0	4298.670495789831	0	0	4298.670495789831	0.0	0	0	343.8936396631865	343.8936396631865	0	
13	2021-01-01 13:00:00	3868.5996333568955	0	0	0	0.0	0	0	0	618.743825359102	0	0	0	0	0	0	0	0	0	0	0	3868.5996333568955	0	0	3868.5996333568955	0.0	0	0	618.743825359102	618.743825359102	0	3868.5996333568955	0	0	3868.5996333568955	0.0	0	0	309.48797066855167	309.48797066855167	0	
