Conso_min
66.563312593
66.581856579
66.581856579
66.581856579
66.581856579
63.495843079000004
63.495843079000004
66.581856579
66.581856579
66.581856579
66.581856579
66.581856579
63.495843079000004
63.495843079000004
66.581856579
66.581856579
66.581856579
66.581856579
66.581856579
63.495843079000004
63.495843079000004
66.581856579
66.581856579
66.581856579
66.581856579
66.581856579
63.495843079000004
63.495843079000004
64.888147038
64.859036292
64.859036292
64.859036292
64.859036292
62.259668792
62.259668792
64.859036292
64.859036292
64.859036292
64.859036292
64.859036292
62.259668792
62.259668792
64.859036292
64.859036292
64.859036292
64.859036292
64.859036292
62.259668792
62.259668792
64.859036292
64.859036292
64.859036292
64.859036292
64.859036292
62.259668792
62.259668792
62.216624292
62.216624292
62.216624292
57.015017395
56.968728682
59.858679682
59.858679682
56.968728682
56.968728682
56.968728682
56.968728682
56.968728682
59.858679682
59.858679682
56.968728682
56.968728682
56.968728682
56.968728682
56.968728682
59.858679682
59.858679682
56.968728682
56.968728682
56.968728682
56.968728682
56.968728682
59.858679682
59.858679682
56.968728682
56.968728682
56.968728682
56.968728682
56.968728682
52.921383665
52.8505155
52.051807000000004
52.051807000000004
52.051807000000004
52.051807000000004
52.051807000000004
51.0114465
51.0114465
52.051807000000004
52.051807000000004
52.051807000000004
52.051807000000004
52.051807000000004
51.0114465
51.0114465
52.051807000000004
52.051807000000004
52.051807000000004
52.051807000000004
52.051807000000004
51.0114465
51.0114465
52.051807000000004
52.051807000000004
52.051807000000004
52.051807000000004
52.051807000000004
51.0114465
51.0114465
51.0114465
40.970134623999996
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.6929527
40.8987502
40.8987502
35.911750172
35.861237608
35.861237608
38.194035108
38.194035108
35.861237608
35.861237608
35.861237608
35.861237608
35.861237608
38.194035108
38.194035108
35.861237608
35.861237608
35.861237608
35.861237608
35.861237608
38.194035108
38.194035108
35.861237608
35.861237608
35.861237608
35.861237608
35.861237608
38.194035108
38.194035108
35.861237608
35.861237608
35.861237608
35.861237608
35.861237608
38.560011136
38.563062736
39.975123236
39.975123236
39.975123236
39.975123236
39.975123236
41.931151736
41.931151736
39.975123236
39.975123236
39.975123236
39.975123236
39.975123236
41.931151736
41.931151736
39.975123236
39.975123236
39.975123236
39.975123236
39.975123236
41.931151736
41.931151736
39.975123236
39.975123236
39.975123236
39.975123236
39.975123236
41.931151736
41.931151736
40.529765235999996
43.18895623
43.214577633
43.214577633
43.214577633
42.163445633
42.163445633
43.214577633
43.214577633
43.214577633
43.214577633
43.214577633
42.163445633
42.163445633
43.214577633
43.214577633
43.214577633
43.214577633
43.214577633
42.163445633
42.163445633
43.214577633
43.214577633
43.214577633
43.214577633
43.214577633
42.163445633
42.163445633
38.976460633
38.976460633
38.976460633
44.594372401
44.645010878
45.512206378
45.512206378
44.645010878
44.645010878
44.645010878
44.645010878
44.645010878
45.512206378
45.512206378
44.645010878
44.645010878
44.645010878
44.645010878
44.645010878
45.512206378
45.512206378
44.645010878
44.645010878
44.645010878
44.645010878
44.645010878
45.512206378
45.512206378
44.645010878
44.645010878
44.645010878
44.645010878
44.645010878
45.512206378
54.676261565
55.188464978
55.188464978
55.188464978
55.188464978
55.188464978
55.931158978
55.931158978
55.188464978
55.188464978
55.188464978
55.188464978
55.188464978
55.931158978
55.931158978
55.188464978
55.188464978
55.188464978
55.188464978
55.188464978
55.931158978
55.931158978
55.188464978
55.188464978
55.188464978
55.188464978
55.188464978
55.931158978
55.931158978
53.049323978000004
60.267641458
60.338258064
60.338258064
60.338258064
63.945592064
63.945592064
60.338258064
60.338258064
60.338258064
60.338258064
60.338258064
63.945592064
63.945592064
60.338258064
60.338258064
60.338258064
60.338258064
60.338258064
63.945592064
63.945592064
60.338258064
60.338258064
60.338258064
60.338258064
60.338258064
63.945592064
63.945592064
64.960545064
64.960545064
64.960545064
64.960545064
67.083712877
64.86575355
64.86575355
67.10625605
67.10625605
67.10625605
67.10625605
67.10625605
64.86575355
64.86575355
67.10625605
67.10625605
67.10625605
67.10625605
67.10625605
64.86575355
64.86575355
67.10625605
67.10625605
67.10625605
67.10625605
67.10625605
64.86575355
64.86575355
67.10625605
67.10625605
67.10625605
67.10625605
67.10625605
64.86575355
64.86575355
