Conso_min
2,917410331
2,846189197
2,652986647
2,441138713
2,22492491
2,028375987
2,228268259
2,645053114
2,66994643
2,024381782
1,733734839
1,441553747
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,723726472
2,850151545
2,647734519
2,451940105
2,199432826
2,014832582
1,917154397
1,83535962
2,032911999
1,882560426
2,028223333
1,673001618
1,780176154
1,836357287
2,042732925
2,342693232
3,315522838
3,004183779
3,350367223
3,756022562
4,296110448
4,163627786
3,827417901
3,523601502
2,723726472
2,850151545
2,647734519
2,451940105
2,199432826
2,014832582
1,917154397
1,83535962
2,032911999
1,882560426
2,028223333
1,673001618
1,780176154
1,836357287
2,042732925
2,342693232
3,315522838
3,004183779
3,350367223
3,756022562
4,296110448
4,163627786
3,827417901
3,523601502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,723726472
2,850151545
2,647734519
2,451940105
2,199432826
2,014832582
1,917154397
1,83535962
2,032911999
1,882560426
2,028223333
1,673001618
1,780176154
1,836357287
2,042732925
2,342693232
3,315522838
3,004183779
3,350367223
3,756022562
4,296110448
4,163627786
3,827417901
3,523601502
2,723726472
2,850151545
2,647734519
2,451940105
2,199432826
2,014832582
1,917154397
1,83535962
2,032911999
1,882560426
2,028223333
1,673001618
1,780176154
1,836357287
2,042732925
2,342693232
3,315522838
3,004183779
3,350367223
3,756022562
4,296110448
4,163627786
3,827417901
3,523601502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,723726472
2,850151545
2,647734519
2,451940105
2,199432826
2,014832582
1,917154397
1,83535962
2,032911999
1,882560426
2,028223333
1,673001618
1,780176154
1,836357287
2,042732925
2,342693232
3,315522838
3,004183779
3,350367223
3,756022562
4,296110448
4,163627786
3,827417901
3,523601502
2,723726472
2,850151545
2,647734519
2,451940105
2,199432826
2,014832582
1,917154397
1,83535962
2,032911999
1,882560426
2,028223333
1,673001618
1,780176154
1,836357287
2,042732925
2,342693232
3,315522838
3,004183779
3,350367223
3,756022562
4,296110448
4,163627786
3,827417901
3,523601502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,946072472
2,830745045
2,661105019
2,436967605
2,226928826
2,027399082
2,228730897
2,64486512
2,670047499
2,024349926
1,733745833
1,441550618
1,293553154
1,769351287
2,058245425
2,311870732
2,942093338
3,211139779
3,537301223
4,214979562
4,712456948
4,642498286
4,274543401
3,741315502
2,723726472
2,850151545
2,647734519
2,451940105
2,199432826
2,014832582
1,917154397
1,83535962
2,032911999
1,882560426
2,028223333
1,673001618
1,780176154
1,836357287
2,042732925
2,342693232
3,315522838
3,004183779
3,350367223
3,756022562
4,296110448
4,163627786
3,827417901
3,523601502
2,723726472
2,850151545
2,647734519
2,451940105
2,199432826
2,014832582
1,917154397
1,83535962
2,032911999
1,882560426
2,028223333
1,673001618
1,780176154
1,836357287
2,042732925
2,342693232
3,315522838
3,004183779
3,350367223
3,756022562
4,296110448
4,163627786
3,827417901
3,523601502
2,622352069
2,744048976
2,590534831
2,40866267
2,199976338
2,055361008
2,095529011
2,512923612
2,644251749
2,064170117
1,90268738
1,476105178
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,610696409
2,651861562
2,482450335
2,31840653
2,101726075
1,874459484
1,792034274
1,898064051
2,245532351
1,999144072
2,282653305
1,684013245
1,437074126
1,593195844
2,095740298
2,453579882
2,701835319
2,964530252
3,794693059
3,935597762
4,23913422
4,096844876
3,694075639
3,312325822
2,610696409
2,651861562
2,482450335
2,31840653
2,101726075
1,874459484
1,792034274
1,898064051
2,245532351
1,999144072
2,282653305
1,684013245
1,437074126
1,593195844
2,095740298
2,453579882
2,701835319
2,964530252
3,794693059
3,935597762
4,23913422
4,096844876
3,694075639
3,312325822
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,610696409
2,651861562
2,482450335
2,31840653
2,101726075
1,874459484
1,792034274
1,898064051
2,245532351
1,999144072
2,282653305
1,684013245
1,437074126
1,593195844
2,095740298
2,453579882
2,701835319
2,964530252
3,794693059
3,935597762
4,23913422
4,096844876
3,694075639
3,312325822
2,610696409
2,651861562
2,482450335
2,31840653
2,101726075
1,874459484
1,792034274
1,898064051
2,245532351
1,999144072
2,282653305
1,684013245
1,437074126
1,593195844
2,095740298
2,453579882
2,701835319
2,964530252
3,794693059
3,935597762
4,23913422
4,096844876
3,694075639
3,312325822
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,610696409
2,651861562
2,482450335
2,31840653
2,101726075
1,874459484
1,792034274
1,898064051
2,245532351
1,999144072
2,282653305
1,684013245
1,437074126
1,593195844
2,095740298
2,453579882
2,701835319
2,964530252
3,794693059
3,935597762
4,23913422
4,096844876
3,694075639
3,312325822
2,610696409
2,651861562
2,482450335
2,31840653
2,101726075
1,874459484
1,792034274
1,898064051
2,245532351
1,999144072
2,282653305
1,684013245
1,437074126
1,593195844
2,095740298
2,453579882
2,701835319
2,964530252
3,794693059
3,935597762
4,23913422
4,096844876
3,694075639
3,312325822
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,577377909
2,768243062
2,577817335
2,41522003
2,196827575
2,056894484
2,094799274
2,513220051
2,644092351
2,064219572
1,902670805
1,476109745
1,314860626
1,746849844
1,770917798
2,451229882
2,853158319
3,045016252
3,737968059
3,833838262
4,44095022
4,576644376
4,229566139
3,570544322
2,610696409
2,651861562
2,482450335
2,31840653
2,101726075
1,874459484
1,792034274
1,898064051
2,245532351
1,999144072
2,282653305
1,684013245
1,437074126
1,593195844
2,095740298
2,453579882
2,701835319
2,964530252
3,794693059
3,935597762
4,23913422
4,096844876
3,694075639
3,312325822
2,610696409
2,651861562
2,482450335
2,31840653
2,101726075
1,874459484
1,792034274
1,898064051
2,245532351
1,999144072
2,282653305
1,684013245
1,437074126
1,593195844
2,095740298
2,453579882
2,701835319
2,964530252
3,794693059
3,935597762
4,23913422
4,096844876
3,694075639
3,312325822
2,590619909
2,659823062
2,477744835
2,29307103
2,120227575
1,962386984
1,998542774
2,064059551
2,127484851
2,119185072
1,674852305
1,370772245
1,097661126
1,446887844
1,971181298
2,207184382
2,955857319
3,534968252
4,003670059
3,946964262
4,31912022
4,247004876
3,771481639
3,255872822
2,590619909
2,659823062
2,477744835
2,29307103
2,120227575
1,962386984
1,998542774
2,064059551
2,127484851
2,119185072
1,674852305
1,370772245
1,097661126
1,446887844
1,971181298
2,207184382
2,955857319
3,534968252
4,003670059
3,946964262
4,31912022
4,247004876
3,771481639
3,255872822
2,590619909
2,659823062
2,477744835
2,29307103
2,120227575
1,962386984
1,998542774
2,064059551
2,127484851
2,119185072
1,674852305
1,370772245
1,097661126
1,446887844
1,971181298
2,207184382
2,955857319
3,534968252
4,003670059
3,946964262
4,31912022
4,247004876
3,771481639
3,255872822
2,376820047
2,329918376
2,215588859
2,021086996
1,888115059
1,745250528
1,808910965
1,917022953
1,987775911
2,02046158
1,580541752
1,308652927
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,363427023
2,407434438
2,314870737
2,165080219
1,895561024
1,736984553
1,710902834
1,862493586
2,202043364
2,252727047
2,357275536
1,857624879
1,725864701
1,644373107
1,853816679
2,128684084
2,688775936
3,116853492
3,393927943
3,529891837
3,71963572
3,937460604
3,744498418
3,248471921
2,363427023
2,407434438
2,314870737
2,165080219
1,895561024
1,736984553
1,710902834
1,862493586
2,202043364
2,252727047
2,357275536
1,857624879
1,725864701
1,644373107
1,853816679
2,128684084
2,688775936
3,116853492
3,393927943
3,529891837
3,71963572
3,937460604
3,744498418
3,248471921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,363427023
2,407434438
2,314870737
2,165080219
1,895561024
1,736984553
1,710902834
1,862493586
2,202043364
2,252727047
2,357275536
1,857624879
1,725864701
1,644373107
1,853816679
2,128684084
2,688775936
3,116853492
3,393927943
3,529891837
3,71963572
3,937460604
3,744498418
3,248471921
2,363427023
2,407434438
2,314870737
2,165080219
1,895561024
1,736984553
1,710902834
1,862493586
2,202043364
2,252727047
2,357275536
1,857624879
1,725864701
1,644373107
1,853816679
2,128684084
2,688775936
3,116853492
3,393927943
3,529891837
3,71963572
3,937460604
3,744498418
3,248471921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,305294523
2,368420938
2,195348237
2,031509719
1,883108524
1,747690053
1,807752334
1,917494086
1,987522864
2,020540547
1,580515036
1,308660379
1,058643701
1,369920607
1,821036179
1,987068084
2,675604936
3,264744492
3,693194443
3,638861337
3,97427772
3,918595104
3,463712918
2,949211921
2,363427023
2,407434438
2,314870737
2,165080219
1,895561024
1,736984553
1,710902834
1,862493586
2,202043364
2,252727047
2,357275536
1,857624879
1,725864701
1,644373107
1,853816679
2,128684084
2,688775936
3,116853492
3,393927943
3,529891837
3,71963572
3,937460604
3,744498418
3,248471921
2,363427023
2,407434438
2,314870737
2,165080219
1,895561024
1,736984553
1,710902834
1,862493586
2,202043364
2,252727047
2,357275536
1,857624879
