simulation_time	physical_time	flexible_loads.LVE.energy	flexible_loads.LVE.money	rigid_electricity_consumption.LVE.energy	rigid_electricity_consumption.LVE.money	
2455	2021-04-13 07:00:00	1500	0.18	7358.861264826161	0.18	
2456	2021-04-13 08:00:00	1500	0.18	8146.694419515659	0.18	
2457	2021-04-13 09:00:00	1500	0.2	7198.511391088842	0.2	
2458	2021-04-13 10:00:00	1500	0.2	5405.907215386693	0.2	
2459	2021-04-13 11:00:00	1500	0.2	5302.557641786811	0.2	
2460	2021-04-13 12:00:00	1500	0.2	5468.094717756461	0.2	
2461	2021-04-13 13:00:00	1500	0.2	5454.668247309936	0.2	
2462	2021-04-13 14:00:00	1500	0.2	5275.579273113615	0.2	
2463	2021-04-13 15:00:00	1500	0.2	6282.074554465197	0.2	
2464	2021-04-13 16:00:00	1500	0.2	9270.013438160273	0.2	
2465	2021-04-13 17:00:00	1500	0.18	11328.165900515554	0.18	
2466	2021-04-13 18:00:00	1500	0.18	12498.118812905244	0.18	
2467	2021-04-13 19:00:00	1500	0.18	13100.823921898074	0.18	
2468	2021-04-13 20:00:00	1500	0.18	14327.817903752999	0.18	
2469	2021-04-13 21:00:00	1500	0.2	13865.265204485017	0.2	
2470	2021-04-13 22:00:00	1500	0.2	12663.669935692415	0.2	
2471	2021-04-13 23:00:00	1500	0.2	9796.909973291671	0.2	
2472	2021-04-14 00:00:00	1500	0.2	7343.483005487308	0.2	
2473	2021-04-14 01:00:00	1500	0.2	7379.193763706708	0.2	
2474	2021-04-14 02:00:00	1500	0.2	7216.379073140076	0.2	
2475	2021-04-14 03:00:00	1500	0.2	6736.0122318550475	0.2	
2476	2021-04-14 04:00:00	1500	0.2	5781.104151826693	0.2	
2477	2021-04-14 05:00:00	1500	0.18	5213.660882574736	0.18	
2478	2021-04-14 06:00:00	1500	0.18	5281.6527350959195	0.18	
2479	2021-04-14 07:00:00	1500	0.18	4955.5625148261615	0.18	
2480	2021-04-14 08:00:00	1500	0.18	6431.77608618233	0.18	
2481	2021-04-14 09:00:00	1500	0.2	6009.104724422172	0.2	
2482	2021-04-14 10:00:00	1500	0.2	7094.910298720033	0.2	
2483	2021-04-14 11:00:00	1500	0.2	6579.6153917868105	0.2	
2484	2021-04-14 12:00:00	1500	0.2	6506.71530108979	0.2	
2485	2021-04-14 13:00:00	1500	0.2	6169.933747309936	0.2	
2486	2021-04-14 14:00:00	1500	0.2	7201.123939780275	0.2	
2487	2021-04-14 15:00:00	1500	0.2	7311.418471131867	0.2	
2488	2021-04-14 16:00:00	1500	0.2	8625.814104826932	0.2	
2489	2021-04-14 17:00:00	1500	0.18	11353.032733848897	0.18	
2490	2021-04-14 18:00:00	1500	0.18	12185.698312905246	0.18	
2491	2021-04-14 19:00:00	1500	0.18	11842.290755231372	0.18	
2492	2021-04-14 20:00:00	1500	0.18	13207.380570419704	0.18	
2493	2021-04-14 21:00:00	1500	0.2	13006.32253781831	0.2	
2494	2021-04-14 22:00:00	1500	0.2	12225.272685692415	0.2	
2495	2021-04-14 23:00:00	1500	0.2	9886.420223291672	0.2	
2496	2021-04-15 00:00:00	1500	0.2	7343.483005487308	0.2	
2497	2021-04-15 01:00:00	1500	0.2	7379.193763706708	0.2	
2498	2021-04-15 02:00:00	1500	0.2	7216.379073140076	0.2	
2499	2021-04-15 03:00:00	1500	0.2	6736.0122318550475	0.2	
2500	2021-04-15 04:00:00	1500	0.2	5781.104151826693	0.2	
2501	2021-04-15 05:00:00	1500	0.18	5213.660882574736	0.18	
2502	2021-04-15 06:00:00	1500	0.18	5281.6527350959195	0.18	
2503	2021-04-15 07:00:00	1500	0.18	4955.5625148261615	0.18	
2504	2021-04-15 08:00:00	1500	0.18	6431.77608618233	0.18	
2505	2021-04-15 09:00:00	1500	0.2	6009.104724422172	0.2	
2506	2021-04-15 10:00:00	1500	0.2	7094.910298720033	0.2	
2507	2021-04-15 11:00:00	1500	0.2	6579.6153917868105	0.2	
2508	2021-04-15 12:00:00	1500	0.2	6506.71530108979	0.2	
2509	2021-04-15 13:00:00	1500	0.2	6169.933747309936	0.2	
2510	2021-04-15 14:00:00	1500	0.2	7201.123939780275	0.2	
2511	2021-04-15 15:00:00	1500	0.2	7311.418471131867	0.2	
2512	2021-04-15 16:00:00	1500	0.2	8625.814104826932	0.2	
2513	2021-04-15 17:00:00	1500	0.18	11353.032733848897	0.18	
2514	2021-04-15 18:00:00	1500	0.18	12185.698312905246	0.18	
2515	2021-04-15 19:00:00	1500	0.18	11842.290755231372	0.18	
2516	2021-04-15 20:00:00	1500	0.18	13207.380570419704	0.18	
2517	2021-04-15 21:00:00	1500	0.2	13006.32253781831	0.2	
2518	2021-04-15 22:00:00	1500	0.2	12225.272685692415	0.2	
2519	2021-04-15 23:00:00	1500	0.2	9886.420223291672	0.2	
2520	2021-04-16 00:00:00	1500	0.2	7214.205755487308	0.2	
2521	2021-04-16 01:00:00	1500	0.2	7625.6138470400365	0.2	
2522	2021-04-16 02:00:00	1500	0.2	7102.099739806735	0.2	
2523	2021-04-16 03:00:00	1500	0.2	6749.658898521718	0.2	
2524	2021-04-16 04:00:00	1500	0.2	6199.962901826693	0.2	
2525	2021-04-16 05:00:00	1500	0.18	5693.847215908066	0.18	
2526	2021-04-16 06:00:00	1500	0.18	6202.804651762578	0.18	
2527	2021-04-16 07:00:00	1500	0.18	7358.861264826161	0.18	
2528	2021-04-16 08:00:00	1500	0.18	8146.694419515659	0.18	
2529	2021-04-16 09:00:00	1500	0.2	7198.511391088842	0.2	
2530	2021-04-16 10:00:00	1500	0.2	5405.907215386693	0.2	
2531	2021-04-16 11:00:00	1500	0.2	5302.557641786811	0.2	
2532	2021-04-16 12:00:00	1500	0.2	5468.094717756461	0.2	
2533	2021-04-16 13:00:00	1500	0.2	5454.668247309936	0.2	
2534	2021-04-16 14:00:00	1500	0.2	5275.579273113615	0.2	
2535	2021-04-16 15:00:00	1500	0.2	6282.074554465197	0.2	
2536	2021-04-16 16:00:00	1500	0.2	9270.013438160273	0.2	
2537	2021-04-16 17:00:00	1500	0.18	11328.165900515554	0.18	
2538	2021-04-16 18:00:00	1500	0.18	12498.118812905244	0.18	
2539	2021-04-16 19:00:00	1500	0.18	13100.823921898074	0.18	
2540	2021-04-16 20:00:00	1500	0.18	14327.817903752999	0.18	
2541	2021-04-16 21:00:00	1500	0.2	13865.265204485017	0.2	
2542	2021-04-16 22:00:00	1500	0.2	12663.669935692415	0.2	
2543	2021-04-16 23:00:00	1500	0.2	9796.909973291671	0.2	
2544	2021-04-17 00:00:00	1500	0.2	7214.205755487308	0.2	
2545	2021-04-17 01:00:00	1500	0.2	7625.6138470400365	0.2	
2546	2021-04-17 02:00:00	1500	0.2	7102.099739806735	0.2	
2547	2021-04-17 03:00:00	1500	0.2	6749.658898521718	0.2	
2548	2021-04-17 04:00:00	1500	0.2	6199.962901826693	0.2	
2549	2021-04-17 05:00:00	1500	0.18	5693.847215908066	0.18	
2550	2021-04-17 06:00:00	1500	0.18	6202.804651762578	0.18	
2551	2021-04-17 07:00:00	1500	0.18	7358.861264826161	0.18	
2552	2021-04-17 08:00:00	1500	0.18	8146.694419515659	0.18	
2553	2021-04-17 09:00:00	1500	0.2	7198.511391088842	0.2	
2554	2021-04-17 10:00:00	1500	0.2	5405.907215386693	0.2	
2555	2021-04-17 11:00:00	1500	0.2	5302.557641786811	0.2	
2556	2021-04-17 12:00:00	1500	0.2	5468.094717756461	0.2	
2557	2021-04-17 13:00:00	1500	0.2	5454.668247309936	0.2	
2558	2021-04-17 14:00:00	1500	0.2	5275.579273113615	0.2	
2559	2021-04-17 15:00:00	1500	0.2	6282.074554465197	0.2	
2560	2021-04-17 16:00:00	1500	0.2	9270.013438160273	0.2	
2561	2021-04-17 17:00:00	1500	0.18	11328.165900515554	0.18	
2562	2021-04-17 18:00:00	1500	0.18	12498.118812905244	0.18	
2563	2021-04-17 19:00:00	1500	0.18	13100.823921898074	0.18	
2564	2021-04-17 20:00:00	1500	0.18	14327.817903752999	0.18	
2565	2021-04-17 21:00:00	1500	0.2	13865.265204485017	0.2	
2566	2021-04-17 22:00:00	1500	0.2	12663.669935692415	0.2	
2567	2021-04-17 23:00:00	1500	0.2	9796.909973291671	0.2	
2568	2021-04-18 00:00:00	1500	0.2	7214.205755487308	0.2	
2569	2021-04-18 01:00:00	1500	0.2	7625.6138470400365	0.2	
2570	2021-04-18 02:00:00	1500	0.2	7102.099739806735	0.2	
2571	2021-04-18 03:00:00	1500	0.2	6749.658898521718	0.2	
2572	2021-04-18 04:00:00	1500	0.2	6199.962901826693	0.2	
2573	2021-04-18 05:00:00	1500	0.18	5693.847215908066	0.18	
2574	2021-04-18 06:00:00	1500	0.18	6202.804651762578	0.18	
2575	2021-04-18 07:00:00	1500	0.18	7358.861264826161	0.18	
2576	2021-04-18 08:00:00	1500	0.18	8146.694419515659	0.18	
2577	2021-04-18 09:00:00	1500	0.2	7198.511391088842	0.2	
2578	2021-04-18 10:00:00	1500	0.2	5405.907215386693	0.2	
2579	2021-04-18 11:00:00	1500	0.2	5302.557641786811	0.2	
2580	2021-04-18 12:00:00	1500	0.2	5468.094717756461	0.2	
2581	2021-04-18 13:00:00	1500	0.2	5454.668247309936	0.2	
2582	2021-04-18 14:00:00	1500	0.2	5275.579273113615	0.2	
2583	2021-04-18 15:00:00	1500	0.2	6282.074554465197	0.2	
2584	2021-04-18 16:00:00	1500	0.2	9270.013438160273	0.2	
2585	2021-04-18 17:00:00	1500	0.18	11328.165900515554	0.18	
2586	2021-04-18 18:00:00	1500	0.18	12498.118812905244	0.18	
2587	2021-04-18 19:00:00	1500	0.18	13100.823921898074	0.18	
2588	2021-04-18 20:00:00	1500	0.18	14327.817903752999	0.18	
2589	2021-04-18 21:00:00	1500	0.2	13865.265204485017	0.2	
2590	2021-04-18 22:00:00	1500	0.2	12663.669935692415	0.2	
2591	2021-04-18 23:00:00	1500	0.2	9796.909973291671	0.2	
2592	2021-04-19 00:00:00	1500	0.2	7214.205755487308	0.2	
2593	2021-04-19 01:00:00	1500	0.2	7625.6138470400365	0.2	
2594	2021-04-19 02:00:00	1500	0.2	7102.099739806735	0.2	
2595	2021-04-19 03:00:00	1500	0.2	6749.658898521718	0.2	
2596	2021-04-19 04:00:00	1500	0.2	6199.962901826693	0.2	
2597	2021-04-19 05:00:00	1500	0.18	5693.847215908066	0.18	
2598	2021-04-19 06:00:00	1500	0.18	6202.804651762578	0.18	
2599	2021-04-19 07:00:00	1500	0.18	7358.861264826161	0.18	
2600	2021-04-19 08:00:00	1500	0.18	8146.694419515659	0.18	
2601	2021-04-19 09:00:00	1500	0.2	7198.511391088842	0.2	
2602	2021-04-19 10:00:00	1500	0.2	5405.907215386693	0.2	
2603	2021-04-19 11:00:00	1500	0.2	5302.557641786811	0.2	
2604	2021-04-19 12:00:00	1500	0.2	5468.094717756461	0.2	
2605	2021-04-19 13:00:00	1500	0.2	5454.668247309936	0.2	
2606	2021-04-19 14:00:00	1500	0.2	5275.579273113615	0.2	
2607	2021-04-19 15:00:00	1500	0.2	6282.074554465197	0.2	
2608	2021-04-19 16:00:00	1500	0.2	9270.013438160273	0.2	
2609	2021-04-19 17:00:00	1500	0.18	11328.165900515554	0.18	
2610	2021-04-19 18:00:00	1500	0.18	12498.118812905244	0.18	
2611	2021-04-19 19:00:00	1500	0.18	13100.823921898074	0.18	
2612	2021-04-19 20:00:00	1500	0.18	14327.817903752999	0.18	
2613	2021-04-19 21:00:00	1500	0.2	13865.265204485017	0.2	
2614	2021-04-19 22:00:00	1500	0.2	12663.669935692415	0.2	
2615	2021-04-19 23:00:00	1500	0.2	9796.909973291671	0.2	
2616	2021-04-20 00:00:00	1500	0.2	7214.205755487308	0.2	
2617	2021-04-20 01:00:00	1500	0.2	7625.6138470400365	0.2	
2618	2021-04-20 02:00:00	1500	0.2	7102.099739806735	0.2	
2619	2021-04-20 03:00:00	1500	0.2	6749.658898521718	0.2	
2620	2021-04-20 04:00:00	1500	0.2	6199.962901826693	0.2	
2621	2021-04-20 05:00:00	1500	0.18	5693.847215908066	0.18	
2622	2021-04-20 06:00:00	1500	0.18	6202.804651762578	0.18	
2623	2021-04-20 07:00:00	1500	0.18	7358.861264826161	0.18	
2624	2021-04-20 08:00:00	1500	0.18	8146.694419515659	0.18	
2625	2021-04-20 09:00:00	1500	0.2	7198.511391088842	0.2	
2626	2021-04-20 10:00:00	1500	0.2	5405.907215386693	0.2	
2627	2021-04-20 11:00:00	1500	0.2	5302.557641786811	0.2	
2628	2021-04-20 12:00:00	1500	0.2	5468.094717756461	0.2	
2629	2021-04-20 13:00:00	1500	0.2	5454.668247309936	0.2	
2630	2021-04-20 14:00:00	1500	0.2	5275.579273113615	0.2	
2631	2021-04-20 15:00:00	1500	0.2	6282.074554465197	0.2	
2632	2021-04-20 16:00:00	1500	0.2	9270.013438160273	0.2	
2633	2021-04-20 17:00:00	1500	0.18	11328.165900515554	0.18	
2634	2021-04-20 18:00:00	1500	0.18	12498.118812905244	0.18	
2635	2021-04-20 19:00:00	1500	0.18	13100.823921898074	0.18	
2636	2021-04-20 20:00:00	1500	0.18	14327.817903752999	0.18	
2637	2021-04-20 21:00:00	1500	0.2	13865.265204485017	0.2	
2638	2021-04-20 22:00:00	1500	0.2	12663.669935692415	0.2	
2639	2021-04-20 23:00:00	1500	0.2	9796.909973291671	0.2	
2640	2021-04-21 00:00:00	1500	0.2	7343.483005487308	0.2	
2641	2021-04-21 01:00:00	1500	0.2	7379.193763706708	0.2	
2642	2021-04-21 02:00:00	1500	0.2	7216.379073140076	0.2	
2643	2021-04-21 03:00:00	1500	0.2	6736.0122318550475	0.2	
2644	2021-04-21 04:00:00	1500	0.2	5781.104151826693	0.2	
2645	2021-04-21 05:00:00	1500	0.18	5213.660882574736	0.18	
2646	2021-04-21 06:00:00	1500	0.18	5281.6527350959195	0.18	
2647	2021-04-21 07:00:00	1500	0.18	4955.5625148261615	0.18	
2648	2021-04-21 08:00:00	1500	0.18	6431.77608618233	0.18	
2649	2021-04-21 09:00:00	1500	0.2	6009.104724422172	0.2	
2650	2021-04-21 10:00:00	1500	0.2	7094.910298720033	0.2	
2651	2021-04-21 11:00:00	1500	0.2	6579.6153917868105	0.2	
2652	2021-04-21 12:00:00	1500	0.2	6506.71530108979	0.2	
2653	2021-04-21 13:00:00	1500	0.2	6169.933747309936	0.2	
2654	2021-04-21 14:00:00	1500	0.2	7201.123939780275	0.2	
2655	2021-04-21 15:00:00	1500	0.2	7311.418471131867	0.2	
2656	2021-04-21 16:00:00	1500	0.2	8625.814104826932	0.2	
2657	2021-04-21 17:00:00	1500	0.18	11353.032733848897	0.18	
2658	2021-04-21 18:00:00	1500	0.18	12185.698312905246	0.18	
2659	2021-04-21 19:00:00	1500	0.18	11842.290755231372	0.18	
2660	2021-04-21 20:00:00	1500	0.18	13207.380570419704	0.18	
2661	2021-04-21 21:00:00	1500	0.2	13006.32253781831	0.2	
2662	2021-04-21 22:00:00	1500	0.2	12225.272685692415	0.2	
2663	2021-04-21 23:00:00	1500	0.2	9886.420223291672	0.2	
2664	2021-04-22 00:00:00	1500	0.2	7343.483005487308	0.2	
2665	2021-04-22 01:00:00	1500	0.2	7379.193763706708	0.2	
2666	2021-04-22 02:00:00	1500	0.2	7216.379073140076	0.2	
2667	2021-04-22 03:00:00	1500	0.2	6736.0122318550475	0.2	
2668	2021-04-22 04:00:00	1500	0.2	5781.104151826693	0.2	
2669	2021-04-22 05:00:00	1500	0.18	5213.660882574736	0.18	
2670	2021-04-22 06:00:00	1500	0.18	5281.6527350959195	0.18	
2671	2021-04-22 07:00:00	1500	0.18	4955.5625148261615	0.18	
2672	2021-04-22 08:00:00	1500	0.18	6431.77608618233	0.18	
2673	2021-04-22 09:00:00	1500	0.2	6009.104724422172	0.2	
2674	2021-04-22 10:00:00	1500	0.2	7094.910298720033	0.2	
2675	2021-04-22 11:00:00	1500	0.2	6579.6153917868105	0.2	
2676	2021-04-22 12:00:00	1500	0.2	6506.71530108979	0.2	
2677	2021-04-22 13:00:00	1500	0.2	6169.933747309936	0.2	
2678	2021-04-22 14:00:00	1500	0.2	7201.123939780275	0.2	
2679	2021-04-22 15:00:00	1500	0.2	7311.418471131867	0.2	
2680	2021-04-22 16:00:00	1500	0.2	8625.814104826932	0.2	
2681	2021-04-22 17:00:00	1500	0.18	11353.032733848897	0.18	
2682	2021-04-22 18:00:00	1500	0.18	12185.698312905246	0.18	
2683	2021-04-22 19:00:00	1500	0.18	11842.290755231372	0.18	
2684	2021-04-22 20:00:00	1500	0.18	13207.380570419704	0.18	
2685	2021-04-22 21:00:00	1500	0.2	13006.32253781831	0.2	
2686	2021-04-22 22:00:00	1500	0.2	12225.272685692415	0.2	
2687	2021-04-22 23:00:00	1500	0.2	9886.420223291672	0.2	
2688	2021-04-23 00:00:00	1500	0.2	7214.205755487308	0.2	
2689	2021-04-23 01:00:00	1500	0.2	7625.6138470400365	0.2	
2690	2021-04-23 02:00:00	1500	0.2	7102.099739806735	0.2	
2691	2021-04-23 03:00:00	1500	0.2	6749.658898521718	0.2	
2692	2021-04-23 04:00:00	1500	0.2	6199.962901826693	0.2	
2693	2021-04-23 05:00:00	1500	0.18	5693.847215908066	0.18	
2694	2021-04-23 06:00:00	1500	0.18	6202.804651762578	0.18	
2695	2021-04-23 07:00:00	1500	0.18	7358.861264826161	0.18	
2696	2021-04-23 08:00:00	1500	0.18	8146.694419515659	0.18	
2697	2021-04-23 09:00:00	1500	0.2	7198.511391088842	0.2	
2698	2021-04-23 10:00:00	1500	0.2	5405.907215386693	0.2	
2699	2021-04-23 11:00:00	1500	0.2	5302.557641786811	0.2	
2700	2021-04-23 12:00:00	1500	0.2	5468.094717756461	0.2	
2701	2021-04-23 13:00:00	1500	0.2	5454.668247309936	0.2	
2702	2021-04-23 14:00:00	1500	0.2	5275.579273113615	0.2	
2703	2021-04-23 15:00:00	1500	0.2	6282.074554465197	0.2	
2704	2021-04-23 16:00:00	1500	0.2	9270.013438160273	0.2	
2705	2021-04-23 17:00:00	1500	0.18	11328.165900515554	0.18	
2706	2021-04-23 18:00:00	1500	0.18	12498.118812905244	0.18	
2707	2021-04-23 19:00:00	1500	0.18	13100.823921898074	0.18	
2708	2021-04-23 20:00:00	1500	0.18	14327.817903752999	0.18	
2709	2021-04-23 21:00:00	1500	0.2	13865.265204485017	0.2	
2710	2021-04-23 22:00:00	1500	0.2	12663.669935692415	0.2	
2711	2021-04-23 23:00:00	1500	0.2	9796.909973291671	0.2	
2712	2021-04-24 00:00:00	1500	0.2	7214.205755487308	0.2	
2713	2021-04-24 01:00:00	1500	0.2	7625.6138470400365	0.2	
2714	2021-04-24 02:00:00	1500	0.2	7102.099739806735	0.2	
2715	2021-04-24 03:00:00	1500	0.2	6749.658898521718	0.2	
2716	2021-04-24 04:00:00	1500	0.2	6199.962901826693	0.2	
2717	2021-04-24 05:00:00	1500	0.18	5693.847215908066	0.18	
2718	2021-04-24 06:00:00	1500	0.18	6202.804651762578	0.18	
2719	2021-04-24 07:00:00	1500	0.18	7358.861264826161	0.18	
2720	2021-04-24 08:00:00	1500	0.18	8146.694419515659	0.18	
2721	2021-04-24 09:00:00	1500	0.2	7198.511391088842	0.2	
2722	2021-04-24 10:00:00	1500	0.2	5405.907215386693	0.2	
2723	2021-04-24 11:00:00	1500	0.2	5302.557641786811	0.2	
2724	2021-04-24 12:00:00	1500	0.2	5468.094717756461	0.2	
2725	2021-04-24 13:00:00	1500	0.2	5454.668247309936	0.2	
2726	2021-04-24 14:00:00	1500	0.2	5275.579273113615	0.2	
2727	2021-04-24 15:00:00	1500	0.2	6282.074554465197	0.2	
2728	2021-04-24 16:00:00	1500	0.2	9270.013438160273	0.2	
2729	2021-04-24 17:00:00	1500	0.18	11328.165900515554	0.18	
2730	2021-04-24 18:00:00	1500	0.18	12498.118812905244	0.18	
2731	2021-04-24 19:00:00	1500	0.18	13100.823921898074	0.18	
2732	2021-04-24 20:00:00	1500	0.18	14327.817903752999	0.18	
2733	2021-04-24 21:00:00	1500	0.2	13865.265204485017	0.2	
2734	2021-04-24 22:00:00	1500	0.2	12663.669935692415	0.2	
2735	2021-04-24 23:00:00	1500	0.2	9796.909973291671	0.2	
2736	2021-04-25 00:00:00	1500	0.2	7214.205755487308	0.2	
2737	2021-04-25 01:00:00	1500	0.2	7625.6138470400365	0.2	
2738	2021-04-25 02:00:00	1500	0.2	7102.099739806735	0.2	
2739	2021-04-25 03:00:00	1500	0.2	6749.658898521718	0.2	
2740	2021-04-25 04:00:00	1500	0.2	6199.962901826693	0.2	
2741	2021-04-25 05:00:00	1500	0.18	5693.847215908066	0.18	
2742	2021-04-25 06:00:00	1500	0.18	6202.804651762578	0.18	
2743	2021-04-25 07:00:00	1500	0.18	7358.861264826161	0.18	
2744	2021-04-25 08:00:00	1500	0.18	8146.694419515659	0.18	
2745	2021-04-25 09:00:00	1500	0.2	7198.511391088842	0.2	
2746	2021-04-25 10:00:00	1500	0.2	5405.907215386693	0.2	
2747	2021-04-25 11:00:00	1500	0.2	5302.557641786811	0.2	
2748	2021-04-25 12:00:00	1500	0.2	5468.094717756461	0.2	
2749	2021-04-25 13:00:00	1500	0.2	5454.668247309936	0.2	
2750	2021-04-25 14:00:00	1500	0.2	5275.579273113615	0.2	
2751	2021-04-25 15:00:00	1500	0.2	6282.074554465197	0.2	
2752	2021-04-25 16:00:00	1500	0.2	9270.013438160273	0.2	
2753	2021-04-25 17:00:00	1500	0.18	11328.165900515554	0.18	
2754	2021-04-25 18:00:00	1500	0.18	12498.118812905244	0.18	
2755	2021-04-25 19:00:00	1500	0.18	13100.823921898074	0.18	
2756	2021-04-25 20:00:00	1500	0.18	14327.817903752999	0.18	
2757	2021-04-25 21:00:00	1500	0.2	13865.265204485017	0.2	
2758	2021-04-25 22:00:00	1500	0.2	12663.669935692415	0.2	
2759	2021-04-25 23:00:00	1500	0.2	9796.909973291671	0.2	
2760	2021-04-26 00:00:00	1500	0.2	7214.205755487308	0.2	
2761	2021-04-26 01:00:00	1500	0.2	7625.6138470400365	0.2	
2762	2021-04-26 02:00:00	1500	0.2	7102.099739806735	0.2	
2763	2021-04-26 03:00:00	1500	0.2	6749.658898521718	0.2	
2764	2021-04-26 04:00:00	1500	0.2	6199.962901826693	0.2	
2765	2021-04-26 05:00:00	1500	0.18	5693.847215908066	0.18	
2766	2021-04-26 06:00:00	1500	0.18	6202.804651762578	0.18	
2767	2021-04-26 07:00:00	1500	0.18	7358.861264826161	0.18	
2768	2021-04-26 08:00:00	1500	0.18	8146.694419515659	0.18	
2769	2021-04-26 09:00:00	1500	0.2	7198.511391088842	0.2	
2770	2021-04-26 10:00:00	1500	0.2	5405.907215386693	0.2	
2771	2021-04-26 11:00:00	1500	0.2	5302.557641786811	0.2	
2772	2021-04-26 12:00:00	1500	0.2	5468.094717756461	0.2	
2773	2021-04-26 13:00:00	1500	0.2	5454.668247309936	0.2	
2774	2021-04-26 14:00:00	1500	0.2	5275.579273113615	0.2	
2775	2021-04-26 15:00:00	1500	0.2	6282.074554465197	0.2	
2776	2021-04-26 16:00:00	1500	0.2	9270.013438160273	0.2	
2777	2021-04-26 17:00:00	1500	0.18	11328.165900515554	0.18	
2778	2021-04-26 18:00:00	1500	0.18	12498.118812905244	0.18	
2779	2021-04-26 19:00:00	1500	0.18	13100.823921898074	0.18	
2780	2021-04-26 20:00:00	1500	0.18	14327.817903752999	0.18	
2781	2021-04-26 21:00:00	1500	0.2	13865.265204485017	0.2	
2782	2021-04-26 22:00:00	1500	0.2	12663.669935692415	0.2	
2783	2021-04-26 23:00:00	1500	0.2	9796.909973291671	0.2	
2784	2021-04-27 00:00:00	1500	0.2	7214.205755487308	0.2	
2785	2021-04-27 01:00:00	1500	0.2	7625.6138470400365	0.2	
2786	2021-04-27 02:00:00	1500	0.2	7102.099739806735	0.2	
2787	2021-04-27 03:00:00	1500	0.2	6749.658898521718	0.2	
2788	2021-04-27 04:00:00	1500	0.2	6199.962901826693	0.2	
2789	2021-04-27 05:00:00	1500	0.18	5693.847215908066	0.18	
2790	2021-04-27 06:00:00	1500	0.18	6202.804651762578	0.18	
2791	2021-04-27 07:00:00	1500	0.18	7358.861264826161	0.18	
2792	2021-04-27 08:00:00	1500	0.18	8146.694419515659	0.18	
2793	2021-04-27 09:00:00	1500	0.2	7198.511391088842	0.2	
2794	2021-04-27 10:00:00	1500	0.2	5405.907215386693	0.2	
2795	2021-04-27 11:00:00	1500	0.2	5302.557641786811	0.2	
2796	2021-04-27 12:00:00	1500	0.2	5468.094717756461	0.2	
2797	2021-04-27 13:00:00	1500	0.2	5454.668247309936	0.2	
2798	2021-04-27 14:00:00	1500	0.2	5275.579273113615	0.2	
2799	2021-04-27 15:00:00	1500	0.2	6282.074554465197	0.2	
2800	2021-04-27 16:00:00	1500	0.2	9270.013438160273	0.2	
2801	2021-04-27 17:00:00	1500	0.18	11328.165900515554	0.18	
2802	2021-04-27 18:00:00	1500	0.18	12498.118812905244	0.18	
2803	2021-04-27 19:00:00	1500	0.18	13100.823921898074	0.18	
2804	2021-04-27 20:00:00	1500	0.18	14327.817903752999	0.18	
2805	2021-04-27 21:00:00	1500	0.2	13865.265204485017	0.2	
2806	2021-04-27 22:00:00	1500	0.2	12663.669935692415	0.2	
2807	2021-04-27 23:00:00	1500	0.2	9796.909973291671	0.2	
2808	2021-04-28 00:00:00	1500	0.2	7343.483005487308	0.2	
2809	2021-04-28 01:00:00	1500	0.2	7379.193763706708	0.2	
2810	2021-04-28 02:00:00	1500	0.2	7216.379073140076	0.2	
2811	2021-04-28 03:00:00	1500	0.2	6736.0122318550475	0.2	
2812	2021-04-28 04:00:00	1500	0.2	5781.104151826693	0.2	
2813	2021-04-28 05:00:00	1500	0.18	5213.660882574736	0.18	
2814	2021-04-28 06:00:00	1500	0.18	5281.6527350959195	0.18	
2815	2021-04-28 07:00:00	1500	0.18	4955.5625148261615	0.18	
2816	2021-04-28 08:00:00	1500	0.18	6431.77608618233	0.18	
2817	2021-04-28 09:00:00	1500	0.2	6009.104724422172	0.2	
2818	2021-04-28 10:00:00	1500	0.2	7094.910298720033	0.2	
2819	2021-04-28 11:00:00	1500	0.2	6579.6153917868105	0.2	
2820	2021-04-28 12:00:00	1500	0.2	6506.71530108979	0.2	
2821	2021-04-28 13:00:00	1500	0.2	6169.933747309936	0.2	
2822	2021-04-28 14:00:00	1500	0.2	7201.123939780275	0.2	
2823	2021-04-28 15:00:00	1500	0.2	7311.418471131867	0.2	
2824	2021-04-28 16:00:00	1500	0.2	8625.814104826932	0.2	
2825	2021-04-28 17:00:00	1500	0.18	11353.032733848897	0.18	
2826	2021-04-28 18:00:00	1500	0.18	12185.698312905246	0.18	
2827	2021-04-28 19:00:00	1500	0.18	11842.290755231372	0.18	
2828	2021-04-28 20:00:00	1500	0.18	13207.380570419704	0.18	
2829	2021-04-28 21:00:00	1500	0.2	13006.32253781831	0.2	
2830	2021-04-28 22:00:00	1500	0.2	12225.272685692415	0.2	
2831	2021-04-28 23:00:00	1500	0.2	9886.420223291672	0.2	
2832	2021-04-29 00:00:00	1500	0.2	7343.483005487308	0.2	
2833	2021-04-29 01:00:00	1500	0.2	7379.193763706708	0.2	
2834	2021-04-29 02:00:00	1500	0.2	7216.379073140076	0.2	
2835	2021-04-29 03:00:00	1500	0.2	6736.0122318550475	0.2	
2836	2021-04-29 04:00:00	1500	0.2	5781.104151826693	0.2	
2837	2021-04-29 05:00:00	1500	0.18	5213.660882574736	0.18	
2838	2021-04-29 06:00:00	1500	0.18	5281.6527350959195	0.18	
2839	2021-04-29 07:00:00	1500	0.18	4955.5625148261615	0.18	
