simulation_time	physical_time	flexible_loads.LVE.energy	flexible_loads.LVE.money	rigid_electricity_consumption.LVE.energy	rigid_electricity_consumption.LVE.money	
3905	2021-06-12 17:00:00	1500	0.18	7698.403224422812	0.18	
3906	2021-06-12 18:00:00	1500	0.18	9264.159943372002	0.18	
3907	2021-06-12 19:00:00	1500	0.18	8600.610805190421	0.18	
3908	2021-06-12 20:00:00	1500	0.18	10332.324698953933	0.18	
3909	2021-06-12 21:00:00	1500	0.2	9786.993619129336	0.2	
3910	2021-06-12 22:00:00	1500	0.2	7790.916710468883	0.2	
3911	2021-06-12 23:00:00	1500	0.2	6195.528582590433	0.2	
3912	2021-06-13 00:00:00	1500	0.2	3545.2044223283783	0.2	
3913	2021-06-13 01:00:00	1500	0.2	3805.9728324705247	0.2	
3914	2021-06-13 02:00:00	1500	0.2	3690.371829040836	0.2	
3915	2021-06-13 03:00:00	1500	0.2	3474.8773487967437	0.2	
3916	2021-06-13 04:00:00	1500	0.2	3024.918384828077	0.2	
3917	2021-06-13 05:00:00	1500	0.18	2906.780862317995	0.18	
3918	2021-06-13 06:00:00	1500	0.18	4126.369788293502	0.18	
3919	2021-06-13 07:00:00	1500	0.18	6390.380561535819	0.18	
3920	2021-06-13 08:00:00	1500	0.18	5406.994696761818	0.18	
3921	2021-06-13 09:00:00	1500	0.2	5978.164877138454	0.2	
3922	2021-06-13 10:00:00	1500	0.2	5757.73248831246	0.2	
3923	2021-06-13 11:00:00	1500	0.2	4622.960443314564	0.2	
3924	2021-06-13 12:00:00	1500	0.2	4690.298438211076	0.2	
3925	2021-06-13 13:00:00	1500	0.2	5327.237182385066	0.2	
3926	2021-06-13 14:00:00	1500	0.2	4925.849671881544	0.2	
3927	2021-06-13 15:00:00	1500	0.2	4657.1717957385	0.2	
3928	2021-06-13 16:00:00	1500	0.2	5467.854283412161	0.2	
3929	2021-06-13 17:00:00	1500	0.18	7698.403224422812	0.18	
3930	2021-06-13 18:00:00	1500	0.18	9264.159943372002	0.18	
3931	2021-06-13 19:00:00	1500	0.18	8600.610805190421	0.18	
3932	2021-06-13 20:00:00	1500	0.18	10332.324698953933	0.18	
3933	2021-06-13 21:00:00	1500	0.2	9786.993619129336	0.2	
3934	2021-06-13 22:00:00	1500	0.2	7790.916710468883	0.2	
3935	2021-06-13 23:00:00	1500	0.2	6195.528582590433	0.2	
3936	2021-06-14 00:00:00	1500	0.2	3545.2044223283783	0.2	
3937	2021-06-14 01:00:00	1500	0.2	3805.9728324705247	0.2	
3938	2021-06-14 02:00:00	1500	0.2	3690.371829040836	0.2	
3939	2021-06-14 03:00:00	1500	0.2	3474.8773487967437	0.2	
3940	2021-06-14 04:00:00	1500	0.2	3024.918384828077	0.2	
3941	2021-06-14 05:00:00	1500	0.18	2906.780862317995	0.18	
3942	2021-06-14 06:00:00	1500	0.18	4126.369788293502	0.18	
3943	2021-06-14 07:00:00	1500	0.18	6390.380561535819	0.18	
3944	2021-06-14 08:00:00	1500	0.18	5406.994696761818	0.18	
3945	2021-06-14 09:00:00	1500	0.2	5978.164877138454	0.2	
3946	2021-06-14 10:00:00	1500	0.2	5757.73248831246	0.2	
3947	2021-06-14 11:00:00	1500	0.2	4622.960443314564	0.2	
3948	2021-06-14 12:00:00	1500	0.2	4690.298438211076	0.2	
3949	2021-06-14 13:00:00	1500	0.2	5327.237182385066	0.2	
3950	2021-06-14 14:00:00	1500	0.2	4925.849671881544	0.2	
3951	2021-06-14 15:00:00	1500	0.2	4657.1717957385	0.2	
3952	2021-06-14 16:00:00	1500	0.2	5467.854283412161	0.2	
3953	2021-06-14 17:00:00	1500	0.18	7698.403224422812	0.18	
3954	2021-06-14 18:00:00	1500	0.18	9264.159943372002	0.18	
3955	2021-06-14 19:00:00	1500	0.18	8600.610805190421	0.18	
3956	2021-06-14 20:00:00	1500	0.18	10332.324698953933	0.18	
3957	2021-06-14 21:00:00	1500	0.2	9786.993619129336	0.2	
3958	2021-06-14 22:00:00	1500	0.2	7790.916710468883	0.2	
3959	2021-06-14 23:00:00	1500	0.2	6195.528582590433	0.2	
3960	2021-06-15 00:00:00	1500	0.2	3545.2044223283783	0.2	
3961	2021-06-15 01:00:00	1500	0.2	3805.9728324705247	0.2	
3962	2021-06-15 02:00:00	1500	0.2	3690.371829040836	0.2	
3963	2021-06-15 03:00:00	1500	0.2	3474.8773487967437	0.2	
3964	2021-06-15 04:00:00	1500	0.2	3024.918384828077	0.2	
3965	2021-06-15 05:00:00	1500	0.18	2906.780862317995	0.18	
3966	2021-06-15 06:00:00	1500	0.18	4126.369788293502	0.18	
3967	2021-06-15 07:00:00	1500	0.18	6390.380561535819	0.18	
3968	2021-06-15 08:00:00	1500	0.18	5406.994696761818	0.18	
3969	2021-06-15 09:00:00	1500	0.2	5978.164877138454	0.2	
3970	2021-06-15 10:00:00	1500	0.2	5757.73248831246	0.2	
3971	2021-06-15 11:00:00	1500	0.2	4622.960443314564	0.2	
3972	2021-06-15 12:00:00	1500	0.2	4690.298438211076	0.2	
3973	2021-06-15 13:00:00	1500	0.2	5327.237182385066	0.2	
3974	2021-06-15 14:00:00	1500	0.2	4925.849671881544	0.2	
3975	2021-06-15 15:00:00	1500	0.2	4657.1717957385	0.2	
3976	2021-06-15 16:00:00	1500	0.2	5467.854283412161	0.2	
3977	2021-06-15 17:00:00	1500	0.18	7698.403224422812	0.18	
3978	2021-06-15 18:00:00	1500	0.18	9264.159943372002	0.18	
3979	2021-06-15 19:00:00	1500	0.18	8600.610805190421	0.18	
3980	2021-06-15 20:00:00	1500	0.18	10332.324698953933	0.18	
3981	2021-06-15 21:00:00	1500	0.2	9786.993619129336	0.2	
3982	2021-06-15 22:00:00	1500	0.2	7790.916710468883	0.2	
3983	2021-06-15 23:00:00	1500	0.2	6195.528582590433	0.2	
3984	2021-06-16 00:00:00	1500	0.2	3545.2044223283783	0.2	
3985	2021-06-16 01:00:00	1500	0.2	3805.9728324705247	0.2	
3986	2021-06-16 02:00:00	1500	0.2	3690.371829040836	0.2	
3987	2021-06-16 03:00:00	1500	0.2	3474.8773487967437	0.2	
3988	2021-06-16 04:00:00	1500	0.2	3024.918384828077	0.2	
3989	2021-06-16 05:00:00	1500	0.18	2906.780862317995	0.18	
3990	2021-06-16 06:00:00	1500	0.18	4126.369788293502	0.18	
3991	2021-06-16 07:00:00	1500	0.18	6390.380561535819	0.18	
3992	2021-06-16 08:00:00	1500	0.18	5406.994696761818	0.18	
3993	2021-06-16 09:00:00	1500	0.2	5978.164877138454	0.2	
3994	2021-06-16 10:00:00	1500	0.2	5757.73248831246	0.2	
3995	2021-06-16 11:00:00	1500	0.2	4622.960443314564	0.2	
3996	2021-06-16 12:00:00	1500	0.2	4690.298438211076	0.2	
3997	2021-06-16 13:00:00	1500	0.2	5327.237182385066	0.2	
3998	2021-06-16 14:00:00	1500	0.2	4925.849671881544	0.2	
3999	2021-06-16 15:00:00	1500	0.2	4657.1717957385	0.2	
4000	2021-06-16 16:00:00	1500	0.2	5467.854283412161	0.2	
4001	2021-06-16 17:00:00	1500	0.18	7698.403224422812	0.18	
4002	2021-06-16 18:00:00	1500	0.18	9264.159943372002	0.18	
4003	2021-06-16 19:00:00	1500	0.18	8600.610805190421	0.18	
4004	2021-06-16 20:00:00	1500	0.18	10332.324698953933	0.18	
4005	2021-06-16 21:00:00	1500	0.2	9786.993619129336	0.2	
4006	2021-06-16 22:00:00	1500	0.2	7790.916710468883	0.2	
4007	2021-06-16 23:00:00	1500	0.2	6195.528582590433	0.2	
4008	2021-06-17 00:00:00	1500	0.2	3887.1780056617195	0.2	
4009	2021-06-17 01:00:00	1500	0.2	4016.861749137195	0.2	
4010	2021-06-17 02:00:00	1500	0.2	3638.3899123741658	0.2	
4011	2021-06-17 03:00:00	1500	0.2	3337.233848796744	0.2	
4012	2021-06-17 04:00:00	1500	0.2	3175.3786348280773	0.2	
4013	2021-06-17 05:00:00	1500	0.18	3175.9709456513237	0.18	
4014	2021-06-17 06:00:00	1500	0.18	3946.442704960162	0.18	
4015	2021-06-17 07:00:00	1500	0.18	5216.979978202489	0.18	
4016	2021-06-17 08:00:00	1500	0.18	6348.513113428488	0.18	
4017	2021-06-17 09:00:00	1500	0.2	6852.789710471795	0.2	
4018	2021-06-17 10:00:00	1500	0.2	7103.29190497912	0.2	
4019	2021-06-17 11:00:00	1500	0.2	6734.040359981235	0.2	
4020	2021-06-17 12:00:00	1500	0.2	6140.540438211076	0.2	
4021	2021-06-17 13:00:00	1500	0.2	5876.394765718396	0.2	
4022	2021-06-17 14:00:00	1500	0.2	6148.658088548214	0.2	
4023	2021-06-17 15:00:00	1500	0.2	5864.733129071829	0.2	
4024	2021-06-17 16:00:00	1500	0.2	5927.47095007882	0.2	
4025	2021-06-17 17:00:00	1500	0.18	7223.71005775614	0.18	
4026	2021-06-17 18:00:00	1500	0.18	9075.138276705333	0.18	
4027	2021-06-17 19:00:00	1500	0.18	8646.90022185708	0.18	
4028	2021-06-17 20:00:00	1500	0.18	9857.641115620592	0.18	
4029	2021-06-17 21:00:00	1500	0.2	9068.787952462666	0.2	
4030	2021-06-17 22:00:00	1500	0.2	8798.51987713554	0.2	
4031	2021-06-17 23:00:00	1500	0.2	6348.902165923763	0.2	
4032	2021-06-18 00:00:00	1500	0.2	3887.1780056617195	0.2	
4033	2021-06-18 01:00:00	1500	0.2	4016.861749137195	0.2	
4034	2021-06-18 02:00:00	1500	0.2	3638.3899123741658	0.2	
4035	2021-06-18 03:00:00	1500	0.2	3337.233848796744	0.2	
4036	2021-06-18 04:00:00	1500	0.2	3175.3786348280773	0.2	
4037	2021-06-18 05:00:00	1500	0.18	3175.9709456513237	0.18	
4038	2021-06-18 06:00:00	1500	0.18	3946.442704960162	0.18	
4039	2021-06-18 07:00:00	1500	0.18	5216.979978202489	0.18	
4040	2021-06-18 08:00:00	1500	0.18	6348.513113428488	0.18	
4041	2021-06-18 09:00:00	1500	0.2	6852.789710471795	0.2	
4042	2021-06-18 10:00:00	1500	0.2	7103.29190497912	0.2	
4043	2021-06-18 11:00:00	1500	0.2	6734.040359981235	0.2	
4044	2021-06-18 12:00:00	1500	0.2	6140.540438211076	0.2	
4045	2021-06-18 13:00:00	1500	0.2	5876.394765718396	0.2	
4046	2021-06-18 14:00:00	1500	0.2	6148.658088548214	0.2	
4047	2021-06-18 15:00:00	1500	0.2	5864.733129071829	0.2	
4048	2021-06-18 16:00:00	1500	0.2	5927.47095007882	0.2	
4049	2021-06-18 17:00:00	1500	0.18	7223.71005775614	0.18	
4050	2021-06-18 18:00:00	1500	0.18	9075.138276705333	0.18	
4051	2021-06-18 19:00:00	1500	0.18	8646.90022185708	0.18	
4052	2021-06-18 20:00:00	1500	0.18	9857.641115620592	0.18	
4053	2021-06-18 21:00:00	1500	0.2	9068.787952462666	0.2	
4054	2021-06-18 22:00:00	1500	0.2	8798.51987713554	0.2	
4055	2021-06-18 23:00:00	1500	0.2	6348.902165923763	0.2	
4056	2021-06-19 00:00:00	1500	0.2	3545.2044223283783	0.2	
4057	2021-06-19 01:00:00	1500	0.2	3805.9728324705247	0.2	
4058	2021-06-19 02:00:00	1500	0.2	3690.371829040836	0.2	
4059	2021-06-19 03:00:00	1500	0.2	3474.8773487967437	0.2	
4060	2021-06-19 04:00:00	1500	0.2	3024.918384828077	0.2	
4061	2021-06-19 05:00:00	1500	0.18	2906.780862317995	0.18	
4062	2021-06-19 06:00:00	1500	0.18	4126.369788293502	0.18	
4063	2021-06-19 07:00:00	1500	0.18	6390.380561535819	0.18	
4064	2021-06-19 08:00:00	1500	0.18	5406.994696761818	0.18	
4065	2021-06-19 09:00:00	1500	0.2	5978.164877138454	0.2	
4066	2021-06-19 10:00:00	1500	0.2	5757.73248831246	0.2	
4067	2021-06-19 11:00:00	1500	0.2	4622.960443314564	0.2	
4068	2021-06-19 12:00:00	1500	0.2	4690.298438211076	0.2	
4069	2021-06-19 13:00:00	1500	0.2	5327.237182385066	0.2	
4070	2021-06-19 14:00:00	1500	0.2	4925.849671881544	0.2	
4071	2021-06-19 15:00:00	1500	0.2	4657.1717957385	0.2	
4072	2021-06-19 16:00:00	1500	0.2	5467.854283412161	0.2	
4073	2021-06-19 17:00:00	1500	0.18	7698.403224422812	0.18	
4074	2021-06-19 18:00:00	1500	0.18	9264.159943372002	0.18	
4075	2021-06-19 19:00:00	1500	0.18	8600.610805190421	0.18	
4076	2021-06-19 20:00:00	1500	0.18	10332.324698953933	0.18	
4077	2021-06-19 21:00:00	1500	0.2	9786.993619129336	0.2	
4078	2021-06-19 22:00:00	1500	0.2	7790.916710468883	0.2	
4079	2021-06-19 23:00:00	1500	0.2	6195.528582590433	0.2	
4080	2021-06-20 00:00:00	1500	0.2	3545.2044223283783	0.2	
4081	2021-06-20 01:00:00	1500	0.2	3805.9728324705247	0.2	
4082	2021-06-20 02:00:00	1500	0.2	3690.371829040836	0.2	
4083	2021-06-20 03:00:00	1500	0.2	3474.8773487967437	0.2	
4084	2021-06-20 04:00:00	1500	0.2	3024.918384828077	0.2	
4085	2021-06-20 05:00:00	1500	0.18	2906.780862317995	0.18	
4086	2021-06-20 06:00:00	1500	0.18	4126.369788293502	0.18	
4087	2021-06-20 07:00:00	1500	0.18	6390.380561535819	0.18	
4088	2021-06-20 08:00:00	1500	0.18	5406.994696761818	0.18	
4089	2021-06-20 09:00:00	1500	0.2	5978.164877138454	0.2	
4090	2021-06-20 10:00:00	1500	0.2	5757.73248831246	0.2	
4091	2021-06-20 11:00:00	1500	0.2	4622.960443314564	0.2	
4092	2021-06-20 12:00:00	1500	0.2	4690.298438211076	0.2	
4093	2021-06-20 13:00:00	1500	0.2	5327.237182385066	0.2	
4094	2021-06-20 14:00:00	1500	0.2	4925.849671881544	0.2	
4095	2021-06-20 15:00:00	1500	0.2	4657.1717957385	0.2	
4096	2021-06-20 16:00:00	1500	0.2	5467.854283412161	0.2	
4097	2021-06-20 17:00:00	1500	0.18	7698.403224422812	0.18	
4098	2021-06-20 18:00:00	1500	0.18	9264.159943372002	0.18	
4099	2021-06-20 19:00:00	1500	0.18	8600.610805190421	0.18	
4100	2021-06-20 20:00:00	1500	0.18	10332.324698953933	0.18	
4101	2021-06-20 21:00:00	1500	0.2	9786.993619129336	0.2	
4102	2021-06-20 22:00:00	1500	0.2	7790.916710468883	0.2	
4103	2021-06-20 23:00:00	1500	0.2	6195.528582590433	0.2	
4104	2021-06-21 00:00:00	1500	0.2	3545.2044223283783	0.2	
4105	2021-06-21 01:00:00	1500	0.2	3805.9728324705247	0.2	
4106	2021-06-21 02:00:00	1500	0.2	3690.371829040836	0.2	
4107	2021-06-21 03:00:00	1500	0.2	3474.8773487967437	0.2	
4108	2021-06-21 04:00:00	1500	0.2	3024.918384828077	0.2	
4109	2021-06-21 05:00:00	1500	0.18	2906.780862317995	0.18	
4110	2021-06-21 06:00:00	1500	0.18	4126.369788293502	0.18	
4111	2021-06-21 07:00:00	1500	0.18	6390.380561535819	0.18	
4112	2021-06-21 08:00:00	1500	0.18	5406.994696761818	0.18	
4113	2021-06-21 09:00:00	1500	0.2	5978.164877138454	0.2	
4114	2021-06-21 10:00:00	1500	0.2	5757.73248831246	0.2	
4115	2021-06-21 11:00:00	1500	0.2	4622.960443314564	0.2	
4116	2021-06-21 12:00:00	1500	0.2	4690.298438211076	0.2	
4117	2021-06-21 13:00:00	1500	0.2	5327.237182385066	0.2	
4118	2021-06-21 14:00:00	1500	0.2	4925.849671881544	0.2	
4119	2021-06-21 15:00:00	1500	0.2	4657.1717957385	0.2	
4120	2021-06-21 16:00:00	1500	0.2	5467.854283412161	0.2	
4121	2021-06-21 17:00:00	1500	0.18	7698.403224422812	0.18	
4122	2021-06-21 18:00:00	1500	0.18	9264.159943372002	0.18	
4123	2021-06-21 19:00:00	1500	0.18	8600.610805190421	0.18	
4124	2021-06-21 20:00:00	1500	0.18	10332.324698953933	0.18	
4125	2021-06-21 21:00:00	1500	0.2	9786.993619129336	0.2	
4126	2021-06-21 22:00:00	1500	0.2	7790.916710468883	0.2	
4127	2021-06-21 23:00:00	1500	0.2	6195.528582590433	0.2	
4128	2021-06-22 00:00:00	1500	0.2	3545.2044223283783	0.2	
4129	2021-06-22 01:00:00	1500	0.2	3805.9728324705247	0.2	
4130	2021-06-22 02:00:00	1500	0.2	3690.371829040836	0.2	
4131	2021-06-22 03:00:00	1500	0.2	3474.8773487967437	0.2	
4132	2021-06-22 04:00:00	1500	0.2	3024.918384828077	0.2	
4133	2021-06-22 05:00:00	1500	0.18	2906.780862317995	0.18	
4134	2021-06-22 06:00:00	1500	0.18	4126.369788293502	0.18	
4135	2021-06-22 07:00:00	1500	0.18	6390.380561535819	0.18	
4136	2021-06-22 08:00:00	1500	0.18	5406.994696761818	0.18	
4137	2021-06-22 09:00:00	1500	0.2	5978.164877138454	0.2	
4138	2021-06-22 10:00:00	1500	0.2	5757.73248831246	0.2	
4139	2021-06-22 11:00:00	1500	0.2	4622.960443314564	0.2	
4140	2021-06-22 12:00:00	1500	0.2	4690.298438211076	0.2	
4141	2021-06-22 13:00:00	1500	0.2	5327.237182385066	0.2	
4142	2021-06-22 14:00:00	1500	0.2	4925.849671881544	0.2	
4143	2021-06-22 15:00:00	1500	0.2	4657.1717957385	0.2	
4144	2021-06-22 16:00:00	1500	0.2	5467.854283412161	0.2	
4145	2021-06-22 17:00:00	1500	0.18	7698.403224422812	0.18	
4146	2021-06-22 18:00:00	1500	0.18	9264.159943372002	0.18	
4147	2021-06-22 19:00:00	1500	0.18	8600.610805190421	0.18	
4148	2021-06-22 20:00:00	1500	0.18	10332.324698953933	0.18	
4149	2021-06-22 21:00:00	1500	0.2	9786.993619129336	0.2	
4150	2021-06-22 22:00:00	1500	0.2	7790.916710468883	0.2	
4151	2021-06-22 23:00:00	1500	0.2	6195.528582590433	0.2	
4152	2021-06-23 00:00:00	1500	0.2	3545.2044223283783	0.2	
4153	2021-06-23 01:00:00	1500	0.2	3805.9728324705247	0.2	
4154	2021-06-23 02:00:00	1500	0.2	3690.371829040836	0.2	
4155	2021-06-23 03:00:00	1500	0.2	3474.8773487967437	0.2	
4156	2021-06-23 04:00:00	1500	0.2	3024.918384828077	0.2	
4157	2021-06-23 05:00:00	1500	0.18	2906.780862317995	0.18	
4158	2021-06-23 06:00:00	1500	0.18	4126.369788293502	0.18	
4159	2021-06-23 07:00:00	1500	0.18	6390.380561535819	0.18	
4160	2021-06-23 08:00:00	1500	0.18	5406.994696761818	0.18	
4161	2021-06-23 09:00:00	1500	0.2	5978.164877138454	0.2	
4162	2021-06-23 10:00:00	1500	0.2	5757.73248831246	0.2	
4163	2021-06-23 11:00:00	1500	0.2	4622.960443314564	0.2	
4164	2021-06-23 12:00:00	1500	0.2	4690.298438211076	0.2	
4165	2021-06-23 13:00:00	1500	0.2	5327.237182385066	0.2	
4166	2021-06-23 14:00:00	1500	0.2	4925.849671881544	0.2	
4167	2021-06-23 15:00:00	1500	0.2	4657.1717957385	0.2	
4168	2021-06-23 16:00:00	1500	0.2	5467.854283412161	0.2	
4169	2021-06-23 17:00:00	1500	0.18	7698.403224422812	0.18	
4170	2021-06-23 18:00:00	1500	0.18	9264.159943372002	0.18	
4171	2021-06-23 19:00:00	1500	0.18	8600.610805190421	0.18	
4172	2021-06-23 20:00:00	1500	0.18	10332.324698953933	0.18	
4173	2021-06-23 21:00:00	1500	0.2	9786.993619129336	0.2	
4174	2021-06-23 22:00:00	1500	0.2	7790.916710468883	0.2	
4175	2021-06-23 23:00:00	1500	0.2	6195.528582590433	0.2	
4176	2021-06-24 00:00:00	1500	0.2	3887.1780056617195	0.2	
4177	2021-06-24 01:00:00	1500	0.2	4016.861749137195	0.2	
4178	2021-06-24 02:00:00	1500	0.2	3638.3899123741658	0.2	
4179	2021-06-24 03:00:00	1500	0.2	3337.233848796744	0.2	
4180	2021-06-24 04:00:00	1500	0.2	3175.3786348280773	0.2	
4181	2021-06-24 05:00:00	1500	0.18	3175.9709456513237	0.18	
4182	2021-06-24 06:00:00	1500	0.18	3946.442704960162	0.18	
4183	2021-06-24 07:00:00	1500	0.18	5216.979978202489	0.18	
4184	2021-06-24 08:00:00	1500	0.18	6348.513113428488	0.18	
4185	2021-06-24 09:00:00	1500	0.2	6852.789710471795	0.2	
4186	2021-06-24 10:00:00	1500	0.2	7103.29190497912	0.2	
4187	2021-06-24 11:00:00	1500	0.2	6734.040359981235	0.2	
4188	2021-06-24 12:00:00	1500	0.2	6140.540438211076	0.2	
4189	2021-06-24 13:00:00	1500	0.2	5876.394765718396	0.2	
4190	2021-06-24 14:00:00	1500	0.2	6148.658088548214	0.2	
4191	2021-06-24 15:00:00	1500	0.2	5864.733129071829	0.2	
4192	2021-06-24 16:00:00	1500	0.2	5927.47095007882	0.2	
4193	2021-06-24 17:00:00	1500	0.18	7223.71005775614	0.18	
4194	2021-06-24 18:00:00	1500	0.18	9075.138276705333	0.18	
4195	2021-06-24 19:00:00	1500	0.18	8646.90022185708	0.18	
4196	2021-06-24 20:00:00	1500	0.18	9857.641115620592	0.18	
4197	2021-06-24 21:00:00	1500	0.2	9068.787952462666	0.2	
4198	2021-06-24 22:00:00	1500	0.2	8798.51987713554	0.2	
4199	2021-06-24 23:00:00	1500	0.2	6348.902165923763	0.2	
4200	2021-06-25 00:00:00	1500	0.2	3887.1780056617195	0.2	
4201	2021-06-25 01:00:00	1500	0.2	4016.861749137195	0.2	
4202	2021-06-25 02:00:00	1500	0.2	3638.3899123741658	0.2	
4203	2021-06-25 03:00:00	1500	0.2	3337.233848796744	0.2	
4204	2021-06-25 04:00:00	1500	0.2	3175.3786348280773	0.2	
4205	2021-06-25 05:00:00	1500	0.18	3175.9709456513237	0.18	
4206	2021-06-25 06:00:00	1500	0.18	3946.442704960162	0.18	
4207	2021-06-25 07:00:00	1500	0.18	5216.979978202489	0.18	
4208	2021-06-25 08:00:00	1500	0.18	6348.513113428488	0.18	
4209	2021-06-25 09:00:00	1500	0.2	6852.789710471795	0.2	
4210	2021-06-25 10:00:00	1500	0.2	7103.29190497912	0.2	
4211	2021-06-25 11:00:00	1500	0.2	6734.040359981235	0.2	
4212	2021-06-25 12:00:00	1500	0.2	6140.540438211076	0.2	
4213	2021-06-25 13:00:00	1500	0.2	5876.394765718396	0.2	
4214	2021-06-25 14:00:00	1500	0.2	6148.658088548214	0.2	
4215	2021-06-25 15:00:00	1500	0.2	5864.733129071829	0.2	
4216	2021-06-25 16:00:00	1500	0.2	5927.47095007882	0.2	
4217	2021-06-25 17:00:00	1500	0.18	7223.71005775614	0.18	
4218	2021-06-25 18:00:00	1500	0.18	9075.138276705333	0.18	
4219	2021-06-25 19:00:00	1500	0.18	8646.90022185708	0.18	
4220	2021-06-25 20:00:00	1500	0.18	9857.641115620592	0.18	
4221	2021-06-25 21:00:00	1500	0.2	9068.787952462666	0.2	
4222	2021-06-25 22:00:00	1500	0.2	8798.51987713554	0.2	
4223	2021-06-25 23:00:00	1500	0.2	6348.902165923763	0.2	
4224	2021-06-26 00:00:00	1500	0.2	3545.2044223283783	0.2	
4225	2021-06-26 01:00:00	1500	0.2	3805.9728324705247	0.2	
4226	2021-06-26 02:00:00	1500	0.2	3690.371829040836	0.2	
4227	2021-06-26 03:00:00	1500	0.2	3474.8773487967437	0.2	
4228	2021-06-26 04:00:00	1500	0.2	3024.918384828077	0.2	
4229	2021-06-26 05:00:00	1500	0.18	2906.780862317995	0.18	
4230	2021-06-26 06:00:00	1500	0.18	4126.369788293502	0.18	
4231	2021-06-26 07:00:00	1500	0.18	6390.380561535819	0.18	
4232	2021-06-26 08:00:00	1500	0.18	5406.994696761818	0.18	
4233	2021-06-26 09:00:00	1500	0.2	5978.164877138454	0.2	
4234	2021-06-26 10:00:00	1500	0.2	5757.73248831246	0.2	
4235	2021-06-26 11:00:00	1500	0.2	4622.960443314564	0.2	
4236	2021-06-26 12:00:00	1500	0.2	4690.298438211076	0.2	
4237	2021-06-26 13:00:00	1500	0.2	5327.237182385066	0.2	
4238	2021-06-26 14:00:00	1500	0.2	4925.849671881544	0.2	
4239	2021-06-26 15:00:00	1500	0.2	4657.1717957385	0.2	
4240	2021-06-26 16:00:00	1500	0.2	5467.854283412161	0.2	
4241	2021-06-26 17:00:00	1500	0.18	7698.403224422812	0.18	
4242	2021-06-26 18:00:00	1500	0.18	9264.159943372002	0.18	
4243	2021-06-26 19:00:00	1500	0.18	8600.610805190421	0.18	
4244	2021-06-26 20:00:00	1500	0.18	10332.324698953933	0.18	
4245	2021-06-26 21:00:00	1500	0.2	9786.993619129336	0.2	
4246	2021-06-26 22:00:00	1500	0.2	7790.916710468883	0.2	
4247	2021-06-26 23:00:00	1500	0.2	6195.528582590433	0.2	
4248	2021-06-27 00:00:00	1500	0.2	3545.2044223283783	0.2	
4249	2021-06-27 01:00:00	1500	0.2	3805.9728324705247	0.2	
4250	2021-06-27 02:00:00	1500	0.2	3690.371829040836	0.2	
4251	2021-06-27 03:00:00	1500	0.2	3474.8773487967437	0.2	
4252	2021-06-27 04:00:00	1500	0.2	3024.918384828077	0.2	
4253	2021-06-27 05:00:00	1500	0.18	2906.780862317995	0.18	
4254	2021-06-27 06:00:00	1500	0.18	4126.369788293502	0.18	
4255	2021-06-27 07:00:00	1500	0.18	6390.380561535819	0.18	
4256	2021-06-27 08:00:00	1500	0.18	5406.994696761818	0.18	
4257	2021-06-27 09:00:00	1500	0.2	5978.164877138454	0.2	
4258	2021-06-27 10:00:00	1500	0.2	5757.73248831246	0.2	
4259	2021-06-27 11:00:00	1500	0.2	4622.960443314564	0.2	
4260	2021-06-27 12:00:00	1500	0.2	4690.298438211076	0.2	
4261	2021-06-27 13:00:00	1500	0.2	5327.237182385066	0.2	
4262	2021-06-27 14:00:00	1500	0.2	4925.849671881544	0.2	
4263	2021-06-27 15:00:00	1500	0.2	4657.1717957385	0.2	
4264	2021-06-27 16:00:00	1500	0.2	5467.854283412161	0.2	
4265	2021-06-27 17:00:00	1500	0.18	7698.403224422812	0.18	
4266	2021-06-27 18:00:00	1500	0.18	9264.159943372002	0.18	
4267	2021-06-27 19:00:00	1500	0.18	8600.610805190421	0.18	
4268	2021-06-27 20:00:00	1500	0.18	10332.324698953933	0.18	
4269	2021-06-27 21:00:00	1500	0.2	9786.993619129336	0.2	
4270	2021-06-27 22:00:00	1500	0.2	7790.916710468883	0.2	
4271	2021-06-27 23:00:00	1500	0.2	6195.528582590433	0.2	
4272	2021-06-28 00:00:00	1500	0.2	3545.2044223283783	0.2	
4273	2021-06-28 01:00:00	1500	0.2	3805.9728324705247	0.2	
4274	2021-06-28 02:00:00	1500	0.2	3690.371829040836	0.2	
4275	2021-06-28 03:00:00	1500	0.2	3474.8773487967437	0.2	
4276	2021-06-28 04:00:00	1500	0.2	3024.918384828077	0.2	
4277	2021-06-28 05:00:00	1500	0.18	2906.780862317995	0.18	
4278	2021-06-28 06:00:00	1500	0.18	4126.369788293502	0.18	
4279	2021-06-28 07:00:00	1500	0.18	6390.380561535819	0.18	
4280	2021-06-28 08:00:00	1500	0.18	5406.994696761818	0.18	
4281	2021-06-28 09:00:00	1500	0.2	5978.164877138454	0.2	
4282	2021-06-28 10:00:00	1500	0.2	5757.73248831246	0.2	
4283	2021-06-28 11:00:00	1500	0.2	4622.960443314564	0.2	
4284	2021-06-28 12:00:00	1500	0.2	4690.298438211076	0.2	
4285	2021-06-28 13:00:00	1500	0.2	5327.237182385066	0.2	
4286	2021-06-28 14:00:00	1500	0.2	4925.849671881544	0.2	
4287	2021-06-28 15:00:00	1500	0.2	4657.1717957385	0.2	
4288	2021-06-28 16:00:00	1500	0.2	5467.854283412161	0.2	
4289	2021-06-28 17:00:00	1500	0.18	7698.403224422812	0.18	
