simulation_time	physical_time	Enedis.energy_sold_inside	Enedis.energy_sold_outside	Enedis.energy_bought_inside	Enedis.energy_bought_outside	Enedis.energy_erased_consumption	Enedis.energy_erased_production	Enedis.money_spent_inside	Enedis.money_spent_outside	Enedis.money_earned_inside	Enedis.money_earned_outside	general_aggregator.energy_sold_inside	general_aggregator.energy_sold_outside	general_aggregator.energy_bought_inside	general_aggregator.energy_bought_outside	general_aggregator.energy_erased_consumption	general_aggregator.energy_erased_production	general_aggregator.money_spent_inside	general_aggregator.money_spent_outside	general_aggregator.money_earned_inside	general_aggregator.money_earned_outside	Local_DHN.energy_sold_inside	Local_DHN.energy_sold_outside	Local_DHN.energy_bought_inside	Local_DHN.energy_bought_outside	Local_DHN.energy_erased_consumption	Local_DHN.energy_erased_production	Local_DHN.money_spent_inside	Local_DHN.money_spent_outside	Local_DHN.money_earned_inside	Local_DHN.money_earned_outside	gas_aggregator.energy_sold_inside	gas_aggregator.energy_sold_outside	gas_aggregator.energy_bought_inside	gas_aggregator.energy_bought_outside	gas_aggregator.energy_erased_consumption	gas_aggregator.energy_erased_production	gas_aggregator.money_spent_inside	gas_aggregator.money_spent_outside	gas_aggregator.money_earned_inside	gas_aggregator.money_earned_outside	
48	2019-01-03 00:00:00	0	0	3101.370224230528	0	0	0.0	310.1370224230528	0	0	0	159.911621959152	3101.370224230528	3261.28184618968	0	5.400124791776761e-13	4.547473508864641e-13	342.282770177248	0	16.37197578626693	310.1370224230528	0.2640093931199307	3099.7359906068796	3099.9999999999995	0	0.0	4.547473508864641e-13	309.99999999999994	0	0.0396014089679896	309.973599060688	0	0	0	0	0	1000	0	0	0.0	0	
49	2019-01-03 01:00:00	0	0	3087.7570007321438	0	0	0.0	308.7757000732144	0	0	0	157.45842189183125	3087.7570007321438	3245.215422623975	0	7.105427357601002e-13	0.0	334.7489418778448	0	15.906682326582887	308.7757000732144	0.26679096702514316	3099.733209032975	3100	0	0.0	0	310.0	0	0.04001864505377147	309.9733209032975	0	0	0	0	0	1000	0	0	0.0	0	
50	2019-01-03 02:00:00	0	0	3077.564446268645	0	0	0.0	307.75644462686455	0	0	0	152.51165996610524	3077.564446268645	3230.07610623475	0	-4.263256414560601e-13	0.0	330.16179646638625	0	15.380224497250312	307.75644462686455	0	3100.0	3100	0	0	0	310.0	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
51	2019-01-03 03:00:00	0	0	3096.0347867916653	0	0	0.0	309.6034786791665	0	0	0	145.34375880753484	3096.0347867916653	3241.3785455991997	0	-2.2737367544323206e-13	0.0	329.8212720930078	0	14.628313243371776	309.6034786791665	0	3100.0	3100	0	0	0	310.0	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
52	2019-01-03 04:00:00	0	0	3118.142177385318	0	0	0.0	311.81421773853185	0	0	0	138.76410101888155	3118.142177385318	3256.9062784042	0	-2.5579538487363607e-13	4.547473508864641e-13	323.41548680355913	0	13.842668856590466	311.81421773853185	0	3099.9999999999995	3099.9999999999995	0	0	4.547473508864641e-13	309.99999999999994	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
53	2019-01-03 05:00:00	0	0	3133.9782037837977	0	0	0.0	313.3978203783798	0	0	0	132.0384431337526	3133.9782037837977	3266.01664691755	0	-3.410605131648481e-13	0.0	321.35553864916045	0	13.130311668450638	313.3978203783798	0	3100.0	3100	0	0	0	310.0	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
54	2019-01-03 06:00:00	0	0	3171.0284369584065	0	0	0.0	317.10284369584065	0	0	0	120.6902073529434	3171.0284369584065	3291.7186443113496	0	5.684341886080801e-13	0.0	322.82597730442933	0	12.004871758086459	317.10284369584065	0	3100.0	3100	0	0	0	310.0	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
55	2019-01-03 07:00:00	0	0	3214.159283899	0	0	0.0	321.41592838990005	0	0	0	122.26321713000027	3214.159283899	3336.4225010289997	0	-3.126388037344441e-13	0.0	330.6396843398317	0	12.214160557181227	321.41592838990005	0	3100.0	3100	0	0	0	310.0	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
56	2019-01-03 08:00:00	0	0	3297.014964787804	0	0	0.0	329.7014964787804	0	0	0	94.31601728652325	3297.014964787804	3391.330982074327	0	-5.400124791776761e-13	0.0	354.3988416681275	0	9.554171710855645	329.7014964787804	0	3100.0	3100	0	0	0	310.0	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
57	2019-01-03 09:00:00	0	0	3336.353704114652	0	0	0.0	333.6353704114652	0	0	0	61.80027825504835	3336.353704114652	3398.1539823697003	0	-2.5579538487363607e-13	0.0	348.9648310361666	0	6.1998960893643495	333.6353704114652	0.9988874897678325	3099.1529105005343	3100.151797990302	0	0.0	0.0	310.0151797990302	0	0.14983312346517486	309.91529105005344	0	0	0	0	0	1000	0	0	0.0	0	
58	2019-01-03 10:00:00	0	0	3334.8770672247015	0	0	0.0	333.4877067224702	0	0	0	67.45997395081332	3334.8770672247015	3402.337041175515	0	-3.552713678800501e-13	4.547473508864641e-13	350.25468817852305	0	6.755231743893405	333.4877067224702	0	3100.5001718691424	3100.5001718691424	0	0	4.547473508864641e-13	310.05001718691426	0	0	310.05001718691426	0	0	0	0	0	1000	0	0	0.0	0	
59	2019-01-03 11:00:00	0	0	3342.6071538215465	0	0	0.0	334.2607153821547	0	0	0	61.41496686981995	3342.6071538215465	3404.0221206913666	0	1.9184653865522705e-13	0.0	348.31281089849415	0	6.150795753487634	334.2607153821547	0	3100.934042938207	3100.934042938207	0	0	0.0	310.0934042938207	0	0	310.0934042938207	0	0	0	0	0	1000	0	0	0.0	0	
60	2019-01-03 12:00:00	0	0	3307.110778413233	0	0	0.0	330.71107784132334	0	0	0	49.09839680909127	3307.110778413233	3356.2091752223246	0	-2.4158453015843406e-13	0.0	346.9014270953298	0	9.801401043739576	330.71107784132334	0.6328493940587376	3100.415307351638	3101.048156745697	0	0.0	0.0	310.1048156745697	0	0.09492740910881065	310.04153073516386	0	0	0	0	0	1000	0	0	0.0	0	
61	2019-01-03 13:00:00	0	0	3260.05778970541	0	0	0.0	326.00577897054103	0	0	0	60.65207481527654	3260.05778970541	3320.709864520686	0	-3.339550858072471e-13	0.0	342.0419770875222	0	12.110961743468796	326.00577897054103	0.04036515014534522	3101.0845201274396	3101.124885277585	0	0.0	0.0	310.1124885277585	0	0.006054772521801782	310.108452012744	0	0	0	0	0	1000	0	0	0.0	0	
62	2019-01-03 14:00:00	0	0	3232.6238207915385	0	0	0.0	323.2623820791539	0	0	0	58.44837385536025	3232.6238207915385	3291.072194646899	0	-2.842170943040401e-14	0.0	333.17460795826725	0	11.661670685733167	323.2623820791539	0.1500889897505414	3101.007311769452	3101.1574007592026	0	0.0	0.0	310.11574007592026	0	0.022513348462581212	310.1007311769452	0	0	0	0	0	1000	0	0	0.0	0	
