DHN_manager.money_earned	DHN_manager.money_spent	old_house.LTH.energy_bought	old_house.LTH.energy_sold	new_house.LTH.energy_bought	new_house.LTH.energy_sold	office.LTH.energy_bought	office.LTH.energy_sold	DHN_manager.LTH.energy_bought	DHN_manager.LTH.energy_sold	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	district_heating_grid.energy_sold	district_heating_grid.energy_bought	
524.4078912782676	524.4078912782676	397.57863453279197	0	217.18370485071074	0	939.2551967904252	0	3108.035072347856	3108.035072347856	1166.0	388.01753617392797	{'inside': 1554.017536173928, 'outside': 0}	{'inside': 1554.017536173928, 'outside': 0}	
513.2623819487159	513.2623819487159	417.7944973056458	0	228.2269440804079	0	987.0139356102773	0	3266.0707539926616	3266.0707539926616	1166.0	467.0353769963308	{'inside': 1633.0353769963308, 'outside': 0}	{'inside': 1633.0353769963308, 'outside': 0}	
533.5436277597994	533.5436277597994	432.61946333907196	0	236.32531951551914	0	1022.0370107448356	0	3381.963587198853	3381.963587198853	1166.0	524.9817935994265	{'inside': 1690.9817935994265, 'outside': 0}	{'inside': 1690.9817935994265, 'outside': 0}	
524.3248796638524	524.3248796638524	425.88084241478737	0	232.64423977228677	0	1006.1174311382182	0	3329.2850266505848	3329.2850266505848	1166.0	498.6425133252924	{'inside': 1664.6425133252924, 'outside': 0}	{'inside': 1664.6425133252924, 'outside': 0}	
491.137386518443	491.137386518443	401.62180708736275	0	219.39235269665016	0	948.8069445543956	0	3139.642208676817	3139.642208676817	1166.0	403.82110433840853	{'inside': 1569.8211043384085, 'outside': 0}	{'inside': 1569.8211043384085, 'outside': 0}	
481.918638422496	481.918638422496	394.88318616307816	0	215.7112729534178	0	932.8873649477782	0	3086.9636481285484	3086.9636481285484	1166.0	377.4818240642742	{'inside': 1543.4818240642742, 'outside': 0}	{'inside': 1543.4818240642742, 'outside': 0}	
483.76238804168537	483.76238804168537	396.23091034793504	0	216.44748890206426	0	936.0712808691017	0	3097.499360238202	3097.499360238202	1166.0	382.74968011910096	{'inside': 1548.749680119101, 'outside': 0}	{'inside': 1548.749680119101, 'outside': 0}	
527.5251308452569	527.5251308452569	477.09436143935034	0	260.62044582085286	0	936.0712808691017	0	3347.57217625861	3347.57217625861	1166.0	507.78608812930497	{'inside': 1673.786088129305, 'outside': 0}	{'inside': 1673.786088129305, 'outside': 0}	
549.6501262755296	549.6501262755296	493.26705165763343	0	269.4550372046106	0	974.2782719249834	0	3474.000721574455	3474.000721574455	1166.0	571.0003607872275	{'inside': 1737.0003607872275, 'outside': 0}	{'inside': 1737.0003607872275, 'outside': 0}	
631.2623575768378	631.2623575768378	504.0488451364888	0	275.3447647937824	0	1190.7845545749797	0	3940.3563290105017	3940.3563290105017	1166.0	804.1781645052508	{'inside': 1970.1781645052508, 'outside': 0}	{'inside': 1970.1781645052508, 'outside': 0}	
556.1558712470467	556.1558712470467	400.2740829025058	0	218.6561367480037	0	1136.6579839124806	0	3511.1764071259804	3511.1764071259804	1166.0	589.5882035629902	{'inside': 1755.5882035629902, 'outside': 0}	{'inside': 1755.5882035629902, 'outside': 0}	
445.5308940956822	445.5308940956822	319.41063181109047	0	174.48317982921506	0	945.6230286330721	0	2879.033680546755	2879.033680546755	1166.0	273.5168402733775	{'inside': 1439.5168402733775, 'outside': 0}	{'inside': 1439.5168402733775, 'outside': 0}	
346.51578399381793	346.51578399381793	246.63352582881672	0	134.7275186023053	0	773.6915688816044	0	2310.105226625453	2310.105226625453	1155.0526133127264	0	{'inside': 1155.0526133127264, 'outside': 0}	{'inside': 1155.0526133127264, 'outside': 0}	
314.90864766485674	314.90864766485674	219.6790421316783	0	120.00319962937577	0	710.013250455135	0	2099.390984432378	2099.390984432378	1049.695492216189	0	{'inside': 1049.695492216189, 'outside': 0}	{'inside': 1049.695492216189, 'outside': 0}	
288.0425817852397	288.0425817852397	196.7677309891106	0	107.48752850238566	0	655.886679792636	0	1920.2838785682643	1920.2838785682643	960.1419392841321	0	{'inside': 960.1419392841321, 'outside': 0}	{'inside': 960.1419392841321, 'outside': 0}	
270.65865680431097	270.65865680431097	181.94276495568445	0	99.3891530672744	0	620.8636046580776	0	1804.3910453620729	1804.3910453620729	902.1955226810364	0	{'inside': 902.1955226810364, 'outside': 0}	{'inside': 902.1955226810364, 'outside': 0}	
264.3372295385187	264.3372295385187	176.5518682162568	0	96.44428927268851	0	608.1279409727838	0	1762.2481969234582	1762.2481969234582	881.1240984617291	0	{'inside': 881.1240984617291, 'outside': 0}	{'inside': 881.1240984617291, 'outside': 0}	
264.3372295385187	264.3372295385187	176.5518682162568	0	96.44428927268851	0	608.1279409727838	0	1762.2481969234582	1762.2481969234582	881.1240984617291	0	{'inside': 881.1240984617291, 'outside': 0}	{'inside': 881.1240984617291, 'outside': 0}	
306.5892223909241	306.5892223909241	261.45849186224285	0	142.82589403741653	0	617.6796887367541	0	2043.9281492728269	2043.9281492728269	1021.9640746364134	0	{'inside': 1021.9640746364134, 'outside': 0}	{'inside': 1021.9640746364134, 'outside': 0}	
252.4394494399977	252.4394494399977	264.1539402319567	0	144.2983259347095	0	433.0125652999927	0	1682.9296629333178	1682.9296629333178	841.4648314666589	0	{'inside': 841.4648314666589, 'outside': 0}	{'inside': 841.4648314666589, 'outside': 0}	
249.2787358071015	249.2787358071015	261.45849186224285	0	142.82589403741653	0	426.64473345734564	0	1661.85823871401	1661.85823871401	830.929119357005	0	{'inside': 830.929119357005, 'outside': 0}	{'inside': 830.929119357005, 'outside': 0}	
250.8590926235496	250.8590926235496	262.8062160470998	0	143.56210998606304	0	429.8286493786691	0	1672.393950823664	1672.393950823664	836.196975411832	0	{'inside': 836.196975411832, 'outside': 0}	{'inside': 836.196975411832, 'outside': 0}	
247.69837899065348	247.69837899065348	260.1107676773859	0	142.08967808877009	0	423.4608175360222	0	1651.3225266043564	1651.3225266043564	825.6612633021782	0	{'inside': 825.6612633021782, 'outside': 0}	{'inside': 825.6612633021782, 'outside': 0}	
239.79659490841317	239.79659490841317	253.37214675310133	0	138.40859834553768	0	407.5412379294048	0	1598.6439660560877	1598.6439660560877	799.3219830280439	0	{'inside': 799.3219830280439, 'outside': 0}	{'inside': 799.3219830280439, 'outside': 0}	
205.4463861382481	205.4463861382481	175.20414403139986	0	95.70807332404202	0	413.9090697720518	0	1369.6425742549873	1369.6425742549873	684.8212871274936	0	{'inside': 684.8212871274936, 'outside': 0}	{'inside': 684.8212871274936, 'outside': 0}	
207.0267429546962	207.0267429546962	176.5518682162568	0	96.44428927268851	0	417.0929856933753	0	1380.1782863646413	1380.1782863646413	690.0891431823206	0	{'inside': 690.0891431823206, 'outside': 0}	{'inside': 690.0891431823206, 'outside': 0}	
200.7053156889039	200.7053156889039	171.16097147682908	0	93.49942547810258	0	404.3573220080813	0	1338.0354379260261	1338.0354379260261	669.0177189630131	0	{'inside': 669.0177189630131, 'outside': 0}	{'inside': 669.0177189630131, 'outside': 0}	
195.9642452395597	195.9642452395597	167.11779892225832	0	91.29077763216314	0	394.80557424411086	0	1306.4283015970645	1306.4283015970645	653.2141507985323	0	{'inside': 653.2141507985323, 'outside': 0}	{'inside': 653.2141507985323, 'outside': 0}	
197.5446020560078	197.5446020560078	168.46552310711525	0	92.02699358080963	0	397.9894901654344	0	1316.9640137067186	1316.9640137067186	658.4820068533593	0	{'inside': 658.4820068533593, 'outside': 0}	{'inside': 658.4820068533593, 'outside': 0}	
199.12495887245586	199.12495887245586	169.81324729197217	0	92.76320952945612	0	401.1734060867579	0	1327.4997258163723	1327.4997258163723	663.7498629081862	0	{'inside': 663.7498629081862, 'outside': 0}	{'inside': 663.7498629081862, 'outside': 0}	
207.0267429546962	207.0267429546962	176.5518682162568	0	96.44428927268851	0	417.0929856933753	0	1380.1782863646413	1380.1782863646413	690.0891431823206	0	{'inside': 690.0891431823206, 'outside': 0}	{'inside': 690.0891431823206, 'outside': 0}	
257.18051988934184	257.18051988934184	268.19711278652744	0	146.50697378064893	0	442.56431306396297	0	1714.5367992622787	1714.5367992622787	857.2683996311393	0	{'inside': 857.2683996311393, 'outside': 0}	{'inside': 857.2683996311393, 'outside': 0}	
257.18051988934184	257.18051988934184	268.19711278652744	0	146.50697378064893	0	442.56431306396297	0	1714.5367992622787	1714.5367992622787	857.2683996311393	0	{'inside': 857.2683996311393, 'outside': 0}	{'inside': 857.2683996311393, 'outside': 0}	
309.7499360238203	309.7499360238203	264.1539402319567	0	144.2983259347095	0	624.0475205794012	0	2064.999573492135	2064.999573492135	1032.4997867460675	0	{'inside': 1032.4997867460675, 'outside': 0}	{'inside': 1032.4997867460675, 'outside': 0}	
270.65865680431097	270.65865680431097	181.94276495568445	0	99.3891530672744	0	620.8636046580776	0	1804.3910453620729	1804.3910453620729	902.1955226810364	0	{'inside': 902.1955226810364, 'outside': 0}	{'inside': 902.1955226810364, 'outside': 0}	
259.5961590891746	259.5961590891746	172.50869566168603	0	94.23564142674907	0	598.5761932088134	0	1730.641060594497	1730.641060594497	865.3205302972485	0	{'inside': 865.3205302972485, 'outside': 0}	{'inside': 865.3205302972485, 'outside': 0}	
246.95330455759006	246.95330455759006	161.72690218283063	0	88.34591383757726	0	573.1048658382256	0	1646.355363717267	1646.355363717267	823.1776818586335	0	{'inside': 823.1776818586335, 'outside': 0}	{'inside': 823.1776818586335, 'outside': 0}	
232.73009320955754	232.73009320955754	149.59738451911835	0	81.71997029975897	0	544.4496225463143	0	1551.5339547303834	1551.5339547303834	775.7669773651917	0	{'inside': 775.7669773651917, 'outside': 0}	{'inside': 775.7669773651917, 'outside': 0}	
224.8283091273172	224.8283091273172	142.85876359483376	0	78.03889055652658	0	528.530042939697	0	1498.8553941821147	1498.8553941821147	749.4276970910573	0	{'inside': 749.4276970910573, 'outside': 0}	{'inside': 749.4276970910573, 'outside': 0}	
224.8283091273172	224.8283091273172	142.85876359483376	0	78.03889055652658	0	528.530042939697	0	1498.8553941821147	1498.8553941821147	749.4276970910573	0	{'inside': 749.4276970910573, 'outside': 0}	{'inside': 749.4276970910573, 'outside': 0}	
216.9265250450769	216.9265250450769	136.12014267054914	0	74.3578108132942	0	512.6104633330796	0	1446.176833633846	1446.176833633846	723.088416816923	0	{'inside': 723.088416816923, 'outside': 0}	{'inside': 723.088416816923, 'outside': 0}	
215.34616822862878	215.34616822862878	134.77241848569219	0	73.6215948646477	0	509.426547411756	0	1435.641121524192	1435.641121524192	717.820560762096	0	{'inside': 717.820560762096, 'outside': 0}	{'inside': 717.820560762096, 'outside': 0}	
262.33923153037836	262.33923153037836	223.72221468624906	0	122.21184747531521	0	528.530042939697	0	1748.9282102025225	1748.9282102025225	874.4641051012612	0	{'inside': 874.4641051012612, 'outside': 0}	{'inside': 874.4641051012612, 'outside': 0}	
217.67159947814025	217.67159947814025	234.5040081651044	0	128.101575064487	0	362.96641503087614	0	1451.1439965209352	1451.1439965209352	725.5719982604676	0	{'inside': 725.5719982604676, 'outside': 0}	{'inside': 725.5719982604676, 'outside': 0}	
230.31445400972476	230.31445400972476	245.2858016439598	0	133.99130265365883	0	388.43774240146394	0	1535.429693398165	1535.429693398165	767.7148466990825	0	{'inside': 767.7148466990825, 'outside': 0}	{'inside': 767.7148466990825, 'outside': 0}	
236.63588127551702	236.63588127551702	250.6766983833875	0	136.93616644824473	0	401.1734060867579	0	1577.5725418367801	1577.5725418367801	788.7862709183901	0	{'inside': 788.7862709183901, 'outside': 0}	{'inside': 788.7862709183901, 'outside': 0}	
236.63588127551702	236.63588127551702	250.6766983833875	0	136.93616644824473	0	401.1734060867579	0	1577.5725418367801	1577.5725418367801	788.7862709183901	0	{'inside': 788.7862709183901, 'outside': 0}	{'inside': 788.7862709183901, 'outside': 0}	
238.21623809196507	238.21623809196507	252.0244225682444	0	137.6723823968912	0	404.3573220080813	0	1588.1082539464337	1588.1082539464337	794.0541269732169	0	{'inside': 794.0541269732169, 'outside': 0}	{'inside': 794.0541269732169, 'outside': 0}	
205.4463861382481	205.4463861382481	175.20414403139986	0	95.70807332404202	0	413.9090697720518	0	1369.6425742549873	1369.6425742549873	684.8212871274936	0	{'inside': 684.8212871274936, 'outside': 0}	{'inside': 684.8212871274936, 'outside': 0}	
213.3481702204884	213.3481702204884	181.94276495568445	0	99.3891530672744	0	429.8286493786691	0	1422.321134803256	1422.321134803256	711.160567401628	0	{'inside': 711.160567401628, 'outside': 0}	{'inside': 711.160567401628, 'outside': 0}	
222.8303111191768	222.8303111191768	190.029110064826	0	103.80644875915327	0	448.93214490661	0	1485.5354074611787	1485.5354074611787	742.7677037305893	0	{'inside': 742.7677037305893, 'outside': 0}	{'inside': 742.7677037305893, 'outside': 0}	
229.151738384969	229.151738384969	195.4200068042537	0	106.75131255373918	0	461.6678085919039	0	1527.6782558997934	1527.6782558997934	763.8391279498967	0	{'inside': 763.8391279498967, 'outside': 0}	{'inside': 763.8391279498967, 'outside': 0}	
229.151738384969	229.151738384969	195.4200068042537	0	106.75131255373918	0	461.6678085919039	0	1527.6782558997934	1527.6782558997934	763.8391279498967	0	{'inside': 763.8391279498967, 'outside': 0}	{'inside': 763.8391279498967, 'outside': 0}	
229.151738384969	229.151738384969	195.4200068042537	0	106.75131255373918	0	461.6678085919039	0	1527.6782558997934	1527.6782558997934	763.8391279498967	0	{'inside': 763.8391279498967, 'outside': 0}	{'inside': 763.8391279498967, 'outside': 0}	
230.7320952014171	230.7320952014171	196.7677309891106	0	107.48752850238566	0	464.85172451322734	0	1538.2139680094472	1538.2139680094472	769.1069840047236	0	{'inside': 769.1069840047236, 'outside': 0}	{'inside': 769.1069840047236, 'outside': 0}	
269.8233744209263	269.8233744209263	278.9789062653828	0	152.39670136982076	0	468.0356404345508	0	1798.8224961395088	1798.8224961395088	899.4112480697544	0	{'inside': 899.4112480697544, 'outside': 0}	{'inside': 899.4112480697544, 'outside': 0}	
271.4037312373744	271.4037312373744	280.3266304502398	0	153.13291731846724	0	471.2195563558743	0	1809.3582082491625	1809.3582082491625	904.6791041245813	0	{'inside': 904.6791041245813, 'outside': 0}	{'inside': 904.6791041245813, 'outside': 0}	
328.71421782119694	328.71421782119694	280.3266304502398	0	153.13291731846724	0	662.2545116352828	0	2191.4281188079794	2191.4281188079794	1095.7140594039897	0	{'inside': 1095.7140594039897, 'outside': 0}	{'inside': 1095.7140594039897, 'outside': 0}	
289.6229386016877	289.6229386016877	198.11545517396752	0	108.22374445103213	0	659.0705957139593	0	1930.8195906779179	1930.8195906779179	965.4097953389589	0	{'inside': 965.4097953389589, 'outside': 0}	{'inside': 965.4097953389589, 'outside': 0}	
281.7211545194474	281.7211545194474	191.3768342496829	0	104.54266470779974	0	643.151016107342	0	1878.1410301296492	1878.1410301296492	939.0705150648246	0	{'inside': 939.0705150648246, 'outside': 0}	{'inside': 939.0705150648246, 'outside': 0}	
264.3372295385187	264.3372295385187	176.5518682162568	0	96.44428927268851	0	608.1279409727838	0	1762.2481969234582	1762.2481969234582	881.1240984617291	0	{'inside': 881.1240984617291, 'outside': 0}	{'inside': 881.1240984617291, 'outside': 0}	
242.21223410824584	242.21223410824584	157.68372962825987	0	86.13726599163782	0	563.553118074255	0	1614.7482273883056	1614.7482273883056	807.3741136941528	0	{'inside': 807.3741136941528, 'outside': 0}	{'inside': 807.3741136941528, 'outside': 0}	
229.5693795766613	229.5693795766613	146.90193614940446	0	80.24753840246599	0	538.0817907036673	0	1530.4625305110753	1530.4625305110753	765.2312652555377	0	{'inside': 765.2312652555377, 'outside': 0}	{'inside': 765.2312652555377, 'outside': 0}	
239.05152047534972	239.05152047534972	154.98828125854604	0	84.66483409434487	0	557.1852862316082	0	1593.676803168998	1593.676803168998	796.838401584499	0	{'inside': 796.838401584499, 'outside': 0}	{'inside': 796.838401584499, 'outside': 0}	
243.7925909246939	243.7925909246939	159.0314538131168	0	86.87348194028431	0	566.7370339955786	0	1625.2839394979594	1625.2839394979594	812.6419697489797	0	{'inside': 812.6419697489797, 'outside': 0}	{'inside': 812.6419697489797, 'outside': 0}	
240.6318772917978	240.6318772917978	156.33600544340297	0	85.40105004299136	0	560.3692021529316	0	1604.2125152786518	1604.2125152786518	802.1062576393259	0	{'inside': 802.1062576393259, 'outside': 0}	{'inside': 802.1062576393259, 'outside': 0}	
287.6249405935473	287.6249405935473	245.2858016439598	0	133.99130265365883	0	579.4726976808724	0	1917.4996039569821	1917.4996039569821	958.7498019784911	0	{'inside': 958.7498019784911, 'outside': 0}	{'inside': 958.7498019784911, 'outside': 0}	
242.95730854130932	242.95730854130932	256.0675951228152	0	139.88103024283063	0	413.9090697720518	0	1619.7153902753953	1619.7153902753953	809.8576951376976	0	{'inside': 809.8576951376976, 'outside': 0}	{'inside': 809.8576951376976, 'outside': 0}	
254.01980625644572	254.01980625644572	265.50166441681364	0	145.03454188335598	0	436.19648122131605	0	1693.4653750429713	1693.4653750429713	846.7326875214857	0	{'inside': 846.7326875214857, 'outside': 0}	{'inside': 846.7326875214857, 'outside': 0}	
261.92159033868603	261.92159033868603	272.24028534109823	0	148.71562162658836	0	452.11606082793344	0	1746.14393559124	1746.14393559124	873.07196779562	0	{'inside': 873.07196779562, 'outside': 0}	{'inside': 873.07196779562, 'outside': 0}	
268.24301760447827	268.24301760447827	277.63118208052595	0	151.6604854211743	0	464.85172451322734	0	1788.286784029855	1788.286784029855	894.1433920149275	0	{'inside': 894.1433920149275, 'outside': 0}	{'inside': 894.1433920149275, 'outside': 0}	
274.56444487027056	274.56444487027056	283.0220788199536	0	154.60534921576019	0	477.58738819852124	0	1830.4296324684701	1830.4296324684701	915.2148162342351	0	{'inside': 915.2148162342351, 'outside': 0}	{'inside': 915.2148162342351, 'outside': 0}	
238.63387928365745	238.63387928365745	203.5063519133952	0	111.16860824561803	0	480.77130411984473	0	1590.892528557716	1590.892528557716	795.446264278858	0	{'inside': 795.446264278858, 'outside': 0}	{'inside': 795.446264278858, 'outside': 0}	
237.05352246720935	237.05352246720935	202.1586277285383	0	110.43239229697156	0	477.58738819852124	0	1580.356816448062	1580.356816448062	790.178408224031	0	{'inside': 790.178408224031, 'outside': 0}	{'inside': 790.178408224031, 'outside': 0}	
238.63387928365745	238.63387928365745	203.5063519133952	0	111.16860824561803	0	480.77130411984473	0	1590.892528557716	1590.892528557716	795.446264278858	0	{'inside': 795.446264278858, 'outside': 0}	{'inside': 795.446264278858, 'outside': 0}	
244.95530654944963	244.95530654944963	208.8972486528229	0	114.11347204020394	0	493.50696780513863	0	1633.0353769963308	1633.0353769963308	816.5176884981654	0	{'inside': 816.5176884981654, 'outside': 0}	{'inside': 816.5176884981654, 'outside': 0}	
257.59816108103416	257.59816108103416	219.6790421316783	0	120.00319962937577	0	518.9782951757264	0	1717.321073873561	1717.321073873561	858.6605369367805	0	{'inside': 858.6605369367805, 'outside': 0}	{'inside': 858.6605369367805, 'outside': 0}	
265.4999451632745	265.4999451632745	226.4176630559629	0	123.68427937260816	0	534.8978747823438	0	1769.9996344218298	1769.9996344218298	884.9998172109149	0	{'inside': 884.9998172109149, 'outside': 0}	{'inside': 884.9998172109149, 'outside': 0}	
267.08030197972255	267.08030197972255	227.7653872408198	0	124.42049532125462	0	538.0817907036673	0	1780.5353465314834	1780.5353465314834	890.2676732657417	0	{'inside': 890.2676732657417, 'outside': 0}	{'inside': 890.2676732657417, 'outside': 0}	
304.5912243827837	304.5912243827837	308.6288383322351	0	168.59345224004323	0	538.0817907036673	0	2030.6081625518912	2030.6081625518912	1015.3040812759456	0	{'inside': 1015.3040812759456, 'outside': 0}	{'inside': 1015.3040812759456, 'outside': 0}	
304.5912243827837	304.5912243827837	308.6288383322351	0	168.59345224004323	0	538.0817907036673	0	2030.6081625518912	2030.6081625518912	1015.3040812759456	0	{'inside': 1015.3040812759456, 'outside': 0}	{'inside': 1015.3040812759456, 'outside': 0}	
367.6061620327529	367.6061620327529	311.324286701949	0	170.0658841373362	0	735.4845778257228	0	2433.7494973300163	2433.7494973300163	1166.0	50.874748665008156	{'inside': 1216.8747486650082, 'outside': 0}	{'inside': 1216.8747486650082, 'outside': 0}	
322.8104317470971	322.8104317470971	226.4176630559629	0	123.68427937260816	0	725.9328300617524	0	2152.069544980647	2152.069544980647	1076.0347724903236	0	{'inside': 1076.0347724903236, 'outside': 0}	{'inside': 1076.0347724903236, 'outside': 0}	
308.58722039906445	308.58722039906445	214.28814539225058	0	117.05833583478986	0	697.277586769841	0	2057.248135993763	2057.248135993763	1028.6240679968814	0	{'inside': 1028.6240679968814, 'outside': 0}	{'inside': 1028.6240679968814, 'outside': 0}	
295.94436586748	295.94436586748	203.5063519133952	0	111.16860824561803	0	671.8062593992533	0	1972.9624391165332	1972.9624391165332	986.4812195582666	0	{'inside': 986.4812195582666, 'outside': 0}	{'inside': 986.4812195582666, 'outside': 0}	
284.88186815234354	284.88186815234354	194.07228261939676	0	106.01509660509271	0	649.5188479499889	0	1899.2124543489567	1899.2124543489567	949.6062271744784	0	{'inside': 949.6062271744784, 'outside': 0}	{'inside': 949.6062271744784, 'outside': 0}	
286.4622249687916	286.4622249687916	195.4200068042537	0	106.75131255373918	0	652.7027638713124	0	1909.7481664586105	1909.7481664586105	954.8740832293053	0	{'inside': 954.8740832293053, 'outside': 0}	{'inside': 954.8740832293053, 'outside': 0}	
297.524722683928	297.524722683928	204.85407609825214	0	111.9048241942645	0	674.9901753205767	0	1983.4981512261866	1983.4981512261866	991.7490756130933	0	{'inside': 991.7490756130933, 'outside': 0}	{'inside': 991.7490756130933, 'outside': 0}	
