simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	3829.380567590424	0	0	0	0.0	0	0	0	842.4637248698934	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	9279.760882323295	0	5450.380314732871	3829.380567590424	0.0	0.0	327.02281888397215	842.4637248698934	1855.9521764646593	0	7526.2400925763595	0	40738.14192977398	0	0.0	0.0	1916.907096488699	0	602.0992074061088	0	
1	2021-01-01 01:00:00	3635.946162139382	0	0	0	0.0	0	0	0	681.1217945535706	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	9089.837858818919	0	5453.891696679537	3635.946162139382	0.0	0.0	327.23350180077216	681.1217945535706	1817.967571763784	0	9074.266932139419	0	27088.763721236588	0	0.0	0.0	1234.4381860618296	0	725.9413545711535	0	
2	2021-01-01 02:00:00	3116.7602554184123	0	0	0	0.0	0	0	0	531.4076235488393	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	8574.631058977911	0	5457.870803559499	3116.7602554184123	0.0	0.0	327.47224821356986	531.4076235488393	1714.9262117955823	0	7241.683718208817	0	27084.296104730623	0	0.0	0.0	1234.2148052365312	0	579.3346974567054	0	
3	2021-01-01 03:00:00	2547.9361736518467	0	0	0	0.0	0	0	0	392.94271670058777	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	8009.703233982248	0	5461.767060330401	2547.9361736518467	0.0	0.0	327.7060236198241	392.94271670058777	1601.9406467964498	0	5306.36574112902	0	27080.945392351146	0	0.0	0.0	1234.0472696175575	0	424.50925929032155	0	
4	2021-01-01 04:00:00	1966.3986336031785	0	0	0	0.0	0	0	0	184.93979149037895	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	7433.133092545672	0	5466.734458942494	1966.3986336031785	0.0	0.0	328.00406753654954	184.93979149037895	1486.6266185091345	0	3586.0840991341024	0	27074.73020388251	0	0.0	0.0	1233.7365101941255	0	286.88672793072817	0	
5	2021-01-01 05:00:00	1436.710693302497	0	0	0	0.0	0	0	0	108.0981125640799	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	6909.002632915584	0	5472.291939613087	1436.710693302497	0.0	0.0	218.89167758452348	108.0981125640799	1243.620473924805	0	3586.0859068709237	0	27069.770306614373	0	0.0	0.0	1233.4885153307187	0	286.88687254967385	0	
6	2021-01-01 06:00:00	1964.3717850718167	0	0	0	0.0	0	0	0	144.558119663435	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	7442.048689520112	0	5477.676904448295	1964.3717850718167	0.0	0.0	219.10707617793176	144.558119663435	1339.56876411362	0	6885.335788466491	0	27064.81040934623	0	0.0	0.0	1233.2405204673119	0	550.8268630773193	0	
7	2021-01-01 07:00:00	3069.0234297780044	0	0	0	0.0	0	0	0	294.71831996158176	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	8553.474969976496	0	5484.451540198492	3069.0234297780044	0.0	0.0	219.37806160793966	294.71831996158176	1539.6254945957692	0	7100.369411946076	0	27069.770306614373	0	0.0	0.0	1233.4885153307187	0	568.0295529556861	0	
8	2021-01-01 08:00:00	2767.3807372417596	0	0	0	0.0	0	0	0	463.9237067912086	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	8619.857147130864	0	5852.476409889105	2767.3807372417596	0.0	0.0	234.09905639556425	463.9237067912086	1551.5742864835554	0	8531.899318402324	0	27073.90355433782	0	0.0	0.0	1233.695177716891	0	682.5519454721859	0	
9	2021-01-01 09:00:00	0	0	1360.204205227129	0	0	0.0	159.87840228239673	0	0	0	16000.0	0	0	0	0.0	0	0	0	2560.0	0	6898.351419985688	1360.204205227129	8258.555625212817	0	0.0	0.0	495.513337512769	0	1379.6702839971376	159.87840228239673	5447.684868023284	0	27079.828488224655	0	0.0	0.0	1233.9914244112329	0	435.81478944186273	0	
