simulation_time	physical_time	Enedis.energy_sold_inside	Enedis.energy_sold_outside	Enedis.energy_bought_inside	Enedis.energy_bought_outside	Enedis.energy_erased_consumption	Enedis.energy_erased_production	Enedis.money_spent_inside	Enedis.money_spent_outside	Enedis.money_earned_inside	Enedis.money_earned_outside	general_aggregator.energy_sold_inside	general_aggregator.energy_sold_outside	general_aggregator.energy_bought_inside	general_aggregator.energy_bought_outside	general_aggregator.energy_erased_consumption	general_aggregator.energy_erased_production	general_aggregator.money_spent_inside	general_aggregator.money_spent_outside	general_aggregator.money_earned_inside	general_aggregator.money_earned_outside	Local_DHN.energy_sold_inside	Local_DHN.energy_sold_outside	Local_DHN.energy_bought_inside	Local_DHN.energy_bought_outside	Local_DHN.energy_erased_consumption	Local_DHN.energy_erased_production	Local_DHN.money_spent_inside	Local_DHN.money_spent_outside	Local_DHN.money_earned_inside	Local_DHN.money_earned_outside	gas_aggregator.energy_sold_inside	gas_aggregator.energy_sold_outside	gas_aggregator.energy_bought_inside	gas_aggregator.energy_bought_outside	gas_aggregator.energy_erased_consumption	gas_aggregator.energy_erased_production	gas_aggregator.money_spent_inside	gas_aggregator.money_spent_outside	gas_aggregator.money_earned_inside	gas_aggregator.money_earned_outside	
0	2019-01-01 00:00:00	0	0	3208.5479752195547	0	0	0.0	320.8547975219555	0	0	0	1.7973267367573464	3208.5479752195547	3210.345301956312	0	2.220446049250313e-16	0.0	332.28825687976627	0	0.24440108014281975	320.8547975219555	2.191964885038198	3097.808035114962	3100	0	0.0	0	310.0	0	0.3287947327557297	309.78080351149623	0	0	0	0	0	1000	0	0	0.0	0	
1	2019-01-01 01:00:00	0	0	3200.1761135607376	0	0	0.0	320.01761135607376	0	0	0	2.006295613688134	3200.1761135607376	3202.1824091744256	0	0.0	0.0	327.4561335906466	0	0.2652056448738286	320.01761135607376	0.7748123505242349	3099.2251876494756	3100	0	0.0	0	310.0	0	0.11622185257863522	309.9225187649476	0	0	0	0	0	1000	0	0	0.0	0	
2	2019-01-01 02:00:00	0	0	3195.2360627416233	0	0	0.0	319.5236062741624	0	0	0	2.3937978522906618	3195.2360627416233	3197.629860593914	0	0.0	0.0	325.18411882358146	0	0.2573228092777544	319.5236062741624	0.9361896640855981	3099.0638103359142	3100	0	0.0	0	310.0	0	0.1404284496128397	309.90638103359146	0	0	0	0	0	1000	0	0	0.0	0	
3	2019-01-01 03:00:00	0	0	3195.620319349412	0	0	0.0	319.5620319349412	0	0	0	0.39959422242933185	3195.620319349412	3196.0199135718412	0	-5.551115123125783e-17	0.0	323.50069130284675	0	0.05385486769937934	319.5620319349412	0.9626721411586352	3099.0373278588413	3100	0	0.0	0	310.0	0	0.14440082117379527	309.90373278588413	0	0	0	0	0	1000	0	0	0.0	0	
4	2019-01-01 04:00:00	0	0	3196.4858570724855	0	0	0.0	319.64858570724857	0	0	0	0.4409355654609969	3196.4858570724855	3196.9267926379466	0	0.0	0.0	318.2727914724958	0	0.03978553069007201	319.64858570724857	0.9965033137033181	3099.003496686297	3100	0	0.0	0	310.0	0	0.1494754970554977	309.9003496686297	0	0	0	0	0	1000	0	0	0.0	0	
5	2019-01-01 05:00:00	0	0	3203.687141286045	0	0	0.0	320.36871412860455	0	0	0	1.0071508430051845	3203.687141286045	3204.69429212905	0	0.0	0.0	317.16108958162704	0	0.07428635094531034	320.36871412860455	0	3100.0	3100	0	0	0	310.0	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
6	2019-01-01 06:00:00	0	0	3208.0720795595657	0	0	0.0	320.8072079559566	0	0	0	0.9147439034841072	3208.0720795595657	3208.98682346305	0	-1.1102230246251565e-16	0.0	317.29121848967804	0	0.06417185717793546	320.8072079559566	0	3100.0	3100	0	0	0	310.0	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
7	2019-01-01 07:00:00	0	0	3213.8926494309317	0	0	0.0	321.38926494309317	0	0	0	0.5637956772684298	3213.8926494309317	3214.4564451082	0	0.0	0.0	319.9920476579459	0	0.05104600786747124	321.38926494309317	0	3100.0	3100	0	0	0	310.0	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
8	2019-01-01 08:00:00	0	0	3217.383596254308	0	0	0.0	321.7383596254308	0	0	0	0.4042568546889511	3217.383596254308	3217.787853108997	0	0.0	4.547473508864641e-13	327.9508688138111	0	0.055485168184085845	321.7383596254308	0	3099.9999999999995	3099.9999999999995	0	0	4.547473508864641e-13	309.99999999999994	0	0	310.0	0	0	0	0	0	1000	0	0	0.0	0	
9	2019-01-01 09:00:00	0	0	3186.1427270260683	0	0	0.0	318.61427270260685	0	0	0	26.015211222624544	3186.1427270260683	3212.157938248693	0	3.552713678800501e-15	0.0	324.6581990420287	0	3.391534924371259	318.61427270260685	0.4901048162468086	3099.661035727146	3100.151140543393	0	0.0	0.0	310.0151140543393	0	0.07351572243702129	309.96610357271464	0	0	0	0	0	1000	0	0	0.0	0	
10	2019-01-01 10:00:00	0	0	3209.731251942742	0	0	0.0	320.9731251942742	0	0	0	0.4970353225230796	3209.731251942742	3210.2282872652645	0	0.0	0.0	324.66815432877064	0	0.06053459404169795	320.9731251942742	0	3100.42932334225	3100.42932334225	0	0	0.0	310.042932334225	0	0	310.04293233422504	0	0	0	0	0	1000	0	0	0.0	0	
11	2019-01-01 11:00:00	0	0	3138.543701316087	0	0	0.0	313.85437013160873	0	0	0	64.96319510554595	3138.543701316087	3203.506896421633	0	1.4210854715202004e-14	4.547473508864641e-13	323.0283258414446	0	8.177781508868037	313.85437013160873	0	3100.9154711618107	3100.9154711618107	0	0	4.547473508864641e-13	310.09154711618106	0	0	310.0915471161811	0	0	0	0	0	1000	0	0	0.0	0	
12	2019-01-01 12:00:00	0	0	3161.0538646221867	0	0	0.0	316.1053864622187	0	0	0	35.51063076304342	3161.0538646221867	3196.56449538523	0	0.0	0.0	323.8659515183908	0	5.136679674903117	316.1053864622187	0	3101.1109357510427	3101.1109357510427	0	0	0.0	310.1110935751043	0	0	310.1110935751043	0	0	0	0	0	1000	0	0	0.0	0	
13	2019-01-01 13:00:00	0	0	3195.336505454758	0	0	0.0	319.53365054547584	0	0	0	3.586024143494142	3195.336505454758	3198.922529598252	0	-8.881784197001252e-16	0.0	324.3252103361497	0	0.5380958249676527	319.53365054547584	0	3101.2802966395648	3101.2802966395648	0	0	0.0	310.12802966395645	0	0	310.1280296639565	0	0	0	0	0	1000	0	0	0.0	0	
14	2019-01-01 14:00:00	0	0	3223.221256704952	0	0	0.0	322.3221256704952	0	0	0	1.9209655072265612	3223.221256704952	3225.142222212178	0	2.220446049250313e-16	0.0	325.1708761738951	0	0.35473465329973997	322.3221256704952	0	3100.999514143151	3100.999514143151	0	0	0.0	310.09995141431506	0	0	310.0999514143151	0	0	0	0	0	1000	0	0	0.0	0	
15	2019-01-01 15:00:00	0	0	3203.541146756727	0	0	0.0	320.3541146756727	0	0	0	2.0889289097692467	3203.541146756727	3205.6300756664955	0	0.0	0.0	323.0240218971175	0	0.37345656511042113	320.3541146756727	0	3100.4585230823945	3100.4585230823945	0	0	0.0	310.04585230823943	0	0	310.0458523082395	0	0	0	0	0	1000	0	0	0.0	0	
16	2019-01-01 16:00:00	0	0	3186.6423551945954	0	0	0.0	318.66423551945957	0	0	0	2.675468825215464	3186.6423551945954	3189.317824019811	0	4.440892098500626e-16	0.0	320.43104884545687	0	0.4394113197454537	318.66423551945957	1.1980932734842273	3099.000568388739	3100.198661662223	0	0.0	0.0	310.0198661662223	0	0.1797139910226341	309.9000568388739	0	0	0	0	0	1000	0	0	0.0	0	
17	2019-01-01 17:00:00	0	0	3181.7225420007708	0	0	0.0	318.1722542000771	0	0	0	1.257806672859928	3181.7225420007708	3182.9803486736305	0	2.220446049250313e-16	0.0	320.00563580576784	0	0.2065942909325704	318.1722542000771	0.31725807781945375	3099.6827419221804	3100	0	0.0	0	310.0	0	0.04758871167291806	309.9682741922181	0	0	0	0	0	1000	0	0	0.0	0	
18	2019-01-01 18:00:00	0	0	3182.884865068169	0	0	0.0	318.2884865068169	0	0	0	3.9037653377542947	3182.884865068169	3186.7886304059234	0	0.0	0.0	325.585067812022	0	0.7221823823182784	318.2884865068169	0.6316831564767664	3099.368316843523	3100	0	0.0	0	310.0	0	0.09475247347151496	309.93683168435234	0	0	0	0	0	1000	0	0	0.0	0	
19	2019-01-01 19:00:00	0	0	3182.057878151498	0	0	0.0	318.2057878151498	0	0	0	0.9712030007512094	3182.057878151498	3183.029081152249	0	1.1102230246251565e-16	0.0	328.36197673941757	0	0.20350851035416329	318.2057878151498	0.6570138909509089	3099.342986109049	3100	0	0.0	0	310.0	0	0.09855208364263633	309.93429861090493	0	0	0	0	0	1000	0	0	0.0	0	
20	2019-01-01 20:00:00	0	0	3179.0440759597286	0	0	0.0	317.9044075959729	0	0	0	1.751117060126971	3179.0440759597286	3180.7951930198556	0	2.220446049250313e-16	0.0	327.514269061749	0	0.3569693231279155	317.9044075959729	0.7497487239942628	3099.2502512760057	3100	0	0.0	0	310.0	0	0.11246230859913943	309.9250251276006	0	0	0	0	0	1000	0	0	0.0	0	
21	2019-01-01 21:00:00	0	0	3185.158896127004	0	0	0.0	318.51588961270045	0	0	0	2.9806133692429184	3185.158896127004	3188.139509496247	0	0.0	0.0	328.30513026075255	0	0.6063358377148925	318.51588961270045	1.824275443353105	3098.175724556647	3100	0	0.0	0	310.0	0	0.27364131650296575	309.81757245566473	0	0	0	0	0	1000	0	0	0.0	0	
