simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	19449.40220580824	0	0	0	0.0	0	0	0	4278.868485277813	0	0	0	0	0	0	0	0	0	0	0	19449.40220580824	0	0	19449.40220580824	0.0	0	0	4278.868485277813	3889.8804411616484	0	0	0	0	0	0	0	0	0	0	0	
1	2021-01-01 01:00:00	18974.5946470473	0	0	0	0.0	0	0	0	3554.510815231371	0	0	0	0	0	0	0	0	0	0	0	18974.5946470473	0	0	18974.5946470473	0.0	0	0	3554.510815231371	3794.91892940946	0	0	0	0	0	0	0	0	0	0	0	
2	2021-01-01 02:00:00	17686.577647444778	0	0	0	0.0	0	0	0	3015.5614888893347	0	0	0	0	0	0	0	0	0	0	0	17686.577647444778	0	0	17686.577647444778	0.0	0	0	3015.5614888893347	3537.3155294889557	0	0	0	0	0	0	0	0	0	0	0	
3	2021-01-01 03:00:00	16274.25808495562	0	0	0	0.0	0	0	0	2509.8160818618558	0	0	0	0	0	0	0	0	0	0	0	16274.25808495562	0	0	16274.25808495562	0.0	0	0	2509.8160818618558	3254.851616991124	0	0	0	0	0	0	0	0	0	0	0	
4	2021-01-01 04:00:00	14832.83273136418	0	0	0	0.0	0	0	0	1395.0279183848013	0	0	0	0	0	0	0	0	0	0	0	14832.83273136418	0	0	14832.83273136418	0.0	0	0	1395.0279183848013	2966.566546272836	0	0	0	0	0	0	0	0	0	0	0	
5	2021-01-01 05:00:00	13522.50658228896	0	0	0	0.0	0	0	0	1017.4333952514215	0	0	0	0	0	0	0	0	0	0	0	13522.50658228896	0	0	13522.50658228896	0.0	0	0	1017.4333952514215	2434.0511848120127	0	0	0	0	0	0	0	0	0	0	0	
6	2021-01-01 06:00:00	14855.12172380028	0	0	0	0.0	0	0	0	1093.1884076544625	0	0	0	0	0	0	0	0	0	0	0	14855.12172380028	0	0	14855.12172380028	0.0	0	0	1093.1884076544625	2673.92191028405	0	0	0	0	0	0	0	0	0	0	0	
7	2021-01-01 07:00:00	17633.68742494124	0	0	0	0.0	0	0	0	1693.3630034171074	0	0	0	0	0	0	0	0	0	0	0	17633.68742494124	0	0	17633.68742494124	0.0	0	0	1693.3630034171074	3174.063736489423	0	0	0	0	0	0	0	0	0	0	0	
8	2021-01-01 08:00:00	17799.64286782716	0	0	0	0.0	0	0	0	2983.932130362545	0	0	0	0	0	0	0	0	0	0	0	17799.64286782716	0	0	17799.64286782716	0.0	0	0	2983.932130362545	3203.9357162088886	0	0	0	0	0	0	0	0	0	0	0	
9	2021-01-01 09:00:00	13495.87854996422	0	0	0	0.0	0	0	0	1938.81791248786	0	0	0	0	0	0	0	0	0	0	0	13495.87854996422	0	0	13495.87854996422	0.0	0	0	1938.81791248786	2699.175709992844	0	0	0	0	0	0	0	0	0	0	0	
