simulation_time	physical_time	DHN_manager.LTH.energy_bought	DHN_manager.LTH.energy_sold	DHN_manager.LTH.energy_erased	DHN_manager.LTH.energy_imbalance	DHN_manager.money_spent	DHN_manager.money_earned	
17	2018-01-01 17:00:00	2539.1066184265537	2539.1066184265537	896.4466907867231	0.0	1091.705081244284	1091.705081244284	
18	2018-01-01 18:00:00	2420.4295106090804	2420.4295106090804	955.7852446954599	0.0	1029.343216783496	1029.343216783496	
19	2018-01-01 19:00:00	2683.8223133504234	2683.8223133504234	824.0888433247882	0.0	1142.5906318503303	1142.5906318503303	
20	2018-01-01 20:00:00	2852.3937071048836	2852.3937071048836	739.8031464475582	0.0	1215.0689774931043	1215.0689774931043	
21	2018-01-01 21:00:00	3052.572237188305	3052.572237188305	639.7138814058476	0.0	1301.1370129438983	1301.1370129438983	
22	2018-01-01 22:00:00	3263.28647938138	3263.28647938138	534.35676030931	0.0	1391.734944997366	1391.734944997366	
23	2018-01-01 23:00:00	3108.035072347856	3108.035072347856	611.982463826072	0.0	1336.3194977886462	1336.3194977886462	
24	2018-01-02 00:00:00	3266.0707539926616	3266.0707539926616	532.9646230036691	0.0	1082.120401199662	1082.120401199662	
25	2018-01-02 01:00:00	3381.963587198853	3381.963587198853	475.0182064005735	0.0	1120.518221887392	1120.518221887392	
26	2018-01-02 02:00:00	3329.2850266505848	3329.2850266505848	501.3574866747075	0.0	1103.064667029333	1103.064667029333	
27	2018-01-02 03:00:00	3139.642208676817	3139.642208676817	596.1788956615916	0.0	1040.23186954032	1040.23186954032	
28	2018-01-02 04:00:00	3086.963648128549	3086.963648128549	622.5181759357257	0.0	1022.7783146822611	1022.7783146822611	
29	2018-01-02 05:00:00	3097.499360238202	3097.499360238202	617.250319880899	0.0	1026.2690256538729	1026.2690256538729	
30	2018-01-02 06:00:00	3347.57217625861	3347.57217625861	492.21391187069503	0.0	1116.6808549362281	1116.6808549362281	
