simulation_time	physical_time	DHN_manager.LTH.energy_bought	DHN_manager.LTH.energy_sold	DHN_manager.LTH.energy_erased	DHN_manager.LTH.energy_imbalance	DHN_manager.money_spent	DHN_manager.money_earned	
1948	2018-03-23 04:00:00	2159.8209824790183	2159.8209824790183	1086.0895087604908	0.0	715.5957491804215	715.5957491804215	
1949	2018-03-23 05:00:00	2254.6423914659017	2254.6423914659017	1038.6788042670491	0.0	747.0121479249277	747.0121479249277	
1950	2018-03-23 06:00:00	2589.00090436354	2589.00090436354	871.49954781823	0.0	865.3496649801776	865.3496649801776	
1951	2018-03-23 07:00:00	2441.5009348283875	2441.5009348283875	945.2495325858064	0.0	816.4797113776121	816.4797113776121	
1952	2018-03-23 08:00:00	2560.178042645861	2560.178042645861	885.9109786770695	0.0	848.2427661016704	848.2427661016704	
1953	2018-03-23 09:00:00	2057.248135993763	2057.248135993763	1137.3759320031186	0.0	674.0538735006317	674.0538735006317	
1954	2018-03-23 10:00:00	1909.7481664586105	1909.7481664586105	1211.1259167706949	0.0	625.1839198980663	625.1839198980663	
1955	2018-03-23 11:00:00	1772.7839090331117	1772.7839090331117	1279.6080454834441	0.0	579.8046772671128	579.8046772671128	
1956	2018-03-23 12:00:00	1635.8196516076132	1635.8196516076132	1348.0901741961934	0.0	714.6669752457543	714.6669752457543	
1957	2018-03-23 13:00:00	1562.0696668400367	1562.0696668400367	1384.9651665799815	0.0	682.9576990270407	682.9576990270407	
1958	2018-03-23 14:00:00	1340.8197125373083	1340.8197125373083	1495.590143731346	0.0	587.8298703708999	587.8298703708999	
1959	2018-03-23 15:00:00	1151.1768945635408	1151.1768945635408	1590.4115527182296	0.0	506.29173152277906	506.29173152277906	
1960	2018-03-23 16:00:00	1151.1768945635408	1151.1768945635408	1590.4115527182296	0.0	506.29173152277906	506.29173152277906	
1961	2018-03-23 17:00:00	1485.5354074611787	1485.5354074611787	1423.2322962694107	0.0	638.7154209769463	638.7154209769463	
1962	2018-03-23 18:00:00	1272.0368906568215	1272.0368906568215	1529.9815546715893	0.0	535.5844870920978	535.5844870920978	
1963	2018-03-23 19:00:00	1704.0010871526251	1704.0010871526251	1313.9994564236874	0.0	721.3102478017062	721.3102478017062	
1964	2018-03-23 20:00:00	2072.751010990506	2072.751010990506	1129.624494504747	0.0	879.8566288952743	879.8566288952743	
1965	2018-03-23 21:00:00	2178.108132087044	2178.108132087044	1076.945933956478	0.0	925.1555949220083	925.1555949220083	
1966	2018-03-23 22:00:00	2178.108132087044	2178.108132087044	1076.945933956478	0.0	925.1555949220083	925.1555949220083	
1967	2018-03-23 23:00:00	1980.7138766149046	1980.7138766149046	1175.6430616925477	0.0	851.6205613025951	851.6205613025951	
1968	2018-03-24 00:00:00	2170.3566945886723	2170.3566945886723	1080.821652705664	0.0	719.0864601520334	719.0864601520334	
1969	2018-03-24 01:00:00	2381.070936781747	2381.070936781747	975.4645316091263	0.0	788.9006795842697	788.9006795842697	
1970	2018-03-24 02:00:00	2518.0351942072457	2518.0351942072457	906.9824028963772	0.0	834.2799222152231	834.2799222152231	
1971	2018-03-24 03:00:00	2623.392315303783	2623.392315303783	854.3038423481084	0.0	869.1870319313413	869.1870319313413	
1972	2018-03-24 04:00:00	2813.035133277551	2813.035133277551	759.4824333612246	0.0	932.019829420354	932.019829420354	
1973	2018-03-24 05:00:00	2844.642269606512	2844.642269606512	743.6788651967441	0.0	942.4919623351893	942.4919623351893	
1974	2018-03-24 06:00:00	3063.107949297959	3063.107949297959	634.4460253510206	0.0	1022.4316587027092	1022.4316587027092	
1975	2018-03-24 07:00:00	2831.322282885576	2831.322282885576	750.3388585572121	0.0	945.6360173272492	945.6360173272492	
1976	2018-03-24 08:00:00	2262.393828964274	2262.393828964274	1034.803085517863	0.0	757.1376248602114	757.1376248602114	
1977	2018-03-24 09:00:00	1746.1439355912398	1746.1439355912398	1292.92803220438	0.0	586.0927872512325	586.0927872512325	
1978	2018-03-24 10:00:00	1430.0725723016276	1430.0725723016276	1450.9637138491862	0.0	481.3714581028782	481.3714581028782	
1979	2018-03-24 11:00:00	1177.2154816699376	1177.2154816699376	1577.3922591650312	0.0	397.5943947841947	397.5943947841947	
1980	2018-03-24 12:00:00	903.2869668189402	903.2869668189402	1714.3565165905297	0.0	377.0381059985295	377.0381059985295	
1981	2018-03-24 13:00:00	724.1798609548266	724.1798609548266	1803.9100695225866	0.0	300.02986375308217	300.02986375308217	
1982	2018-03-24 14:00:00	576.6798914196743	576.6798914196743	1877.6600542901629	0.0	236.61131131565494	236.61131131565494	
1983	2018-03-24 15:00:00	450.25134610382895	450.25134610382895	1940.8743269480856	0.0	182.25255208357424	182.25255208357424	
1984	2018-03-24 16:00:00	545.0727550907129	545.0727550907129	1893.4636224546434	0.0	223.02162150763476	223.02162150763476	
1985	2018-03-24 17:00:00	692.5727246258652	692.5727246258652	1819.7136376870674	0.0	286.440173945062	286.440173945062	
1986	2018-03-24 18:00:00	787.3941336127493	787.3941336127493	1772.3029331936254	0.0	327.2092433691225	327.2092433691225	
1987	2018-03-24 19:00:00	1061.3226484637464	1061.3226484637464	1635.3386757681267	0.0	444.9865550386302	444.9865550386302	
1988	2018-03-24 20:00:00	1461.679708630589	1461.679708630589	1435.1601456847054	0.0	617.1226259402185	617.1226259402185	
1989	2018-03-24 21:00:00	1798.822496139509	1798.822496139509	1266.5887519302455	0.0	762.0793172257665	762.0793172257665	
1990	2018-03-24 22:00:00	1999.0010262229302	1999.0010262229302	1166.499486888535	0.0	848.1473526765609	848.1473526765609	
1991	2018-03-24 23:00:00	1896.4281797376748	1896.4281797376748	1217.7859101311628	0.0	815.381388481208	815.381388481208	
1992	2018-03-25 00:00:00	2012.3210129438662	2012.3210129438662	1159.839493528067	0.0	666.7257955778563	666.7257955778563	
1993	2018-03-25 01:00:00	2043.9281492728269	2043.9281492728269	1144.0359253635866	0.0	677.1979284926915	677.1979284926915	
1994	2018-03-25 02:00:00	2086.070997711442	2086.070997711442	1122.964501144279	0.0	691.1607723791388	691.1607723791388	
1995	2018-03-25 03:00:00	2107.1424219307496	2107.1424219307496	1112.428789034625	0.0	698.1421943223625	698.1421943223625	
1996	2018-03-25 04:00:00	2064.999573492135	2064.999573492135	1133.5002132539325	0.0	684.1793504359152	684.1793504359152	
1997	2018-03-25 05:00:00	2043.9281492728269	2043.9281492728269	1144.0359253635866	0.0	677.1979284926915	677.1979284926915	
1998	2018-03-25 06:00:00	2325.608101622196	2325.608101622196	1003.1959491889021	0.0	778.0818906898821	778.0818906898821	
1999	2018-03-25 07:00:00	2167.57241997739	2167.57241997739	1082.213790011305	0.0	725.721226115705	725.721226115705	
2000	2018-03-25 08:00:00	1840.9653445781241	1840.9653445781241	1245.517327710938	0.0	617.5091859957389	617.5091859957389	
2001	2018-03-25 09:00:00	1567.0368297271266	1567.0368297271266	1382.481585136437	0.0	526.7507007338318	526.7507007338318	
2002	2018-03-25 10:00:00	1430.0725723016276	1430.0725723016276	1450.9637138491862	0.0	481.3714581028782	481.3714581028782	
2003	2018-03-25 11:00:00	1293.108314876129	1293.108314876129	1519.4458425619355	0.0	435.9922154719246	435.9922154719246	
2004	2018-03-25 12:00:00	1156.1440574506305	1156.1440574506305	1587.9279712746848	0.0	485.7556244626907	485.7556244626907	
2005	2018-03-25 13:00:00	1061.3226484637464	1061.3226484637464	1635.3386757681267	0.0	444.9865550386302	444.9865550386302	
2006	2018-03-25 14:00:00	882.2155425996327	882.2155425996327	1724.8922287001838	0.0	367.9783127931828	367.9783127931828	
2007	2018-03-25 15:00:00	755.786997283788	755.786997283788	1788.106501358106	0.0	313.6195535611023	313.6195535611023	
2008	2018-03-25 16:00:00	703.108436735519	703.108436735519	1814.4457816322406	0.0	290.97007054773536	290.97007054773536	
2009	2018-03-25 17:00:00	745.251285174134	745.251285174134	1793.374357412933	0.0	309.0896569584288	309.0896569584288	
2010	2018-03-25 18:00:00	850.6084062706716	850.6084062706716	1740.6957968646643	0.0	354.38862298516267	354.38862298516267	
2011	2018-03-25 19:00:00	1019.1798000251317	1019.1798000251317	1656.410099987434	0.0	426.8669686279367	426.8669686279367	
2012	2018-03-25 20:00:00	1282.5726027664755	1282.5726027664755	1524.7136986167625	0.0	540.1143836947712	540.1143836947712	
2013	2018-03-25 21:00:00	1493.2868449595503	1493.2868449595503	1419.3565775202248	0.0	630.7123157482388	630.7123157482388	
2014	2018-03-25 22:00:00	1672.393950823664	1672.393950823664	1329.803024588168	0.0	707.720557993686	707.720557993686	
2015	2018-03-25 23:00:00	1664.6425133252924	1664.6425133252924	1333.6787433373538	0.0	715.7236632223937	715.7236632223937	
2016	2018-03-26 00:00:00	1917.4996039569821	1917.4996039569821	1207.2501980215088	0.0	635.3093968333499	635.3093968333499	
2017	2018-03-26 01:00:00	2096.6067098210956	2096.6067098210956	1117.6966450894522	0.0	694.6514833507506	694.6514833507506	
2018	2018-03-26 02:00:00	2254.6423914659017	2254.6423914659017	1038.6788042670491	0.0	747.0121479249277	747.0121479249277	
2019	2018-03-26 03:00:00	2338.928088343132	2338.928088343132	996.535955828434	0.0	774.9378356978224	774.9378356978224	
2020	2018-03-26 04:00:00	2391.6066488914003	2391.6066488914003	970.1966755542998	0.0	792.3913905558813	792.3913905558813	
2021	2018-03-26 05:00:00	2486.4280578782846	2486.4280578782846	922.7859710608578	0.0	823.8077893003878	823.8077893003878	
2022	2018-03-26 06:00:00	2736.5008738986926	2736.5008738986926	797.7495630506537	0.0	914.219618582743	914.219618582743	
2023	2018-03-26 07:00:00	2494.179495376656	2494.179495376656	918.9102523116719	0.0	833.9332662356712	833.9332662356712	
2024	2018-03-26 08:00:00	2486.4280578782846	2486.4280578782846	922.7859710608578	0.0	823.8077893003878	823.8077893003878	
2025	2018-03-26 09:00:00	1878.1410301296492	1878.1410301296492	1226.9294849351754	0.0	614.7117869832309	614.7117869832309	
2026	2018-03-26 10:00:00	1488.3196820724606	1488.3196820724606	1421.8401589637697	0.0	485.5554810335939	485.5554810335939	
2027	2018-03-26 11:00:00	1182.784030892502	1182.784030892502	1574.607984553749	0.0	384.3248628568513	384.3248628568513	
2028	2018-03-26 12:00:00	1035.2840613573494	1035.2840613573494	1648.3579693213255	0.0	456.4628688933719	456.4628688933719	
2029	2018-03-26 13:00:00	929.9269402608119	929.9269402608119	1701.036529869594	0.0	411.16390286663807	411.16390286663807	
2030	2018-03-26 14:00:00	792.962682835313	792.962682835313	1769.5186585823435	0.0	352.2752470318841	352.2752470318841	
2031	2018-03-26 15:00:00	708.6769859580834	708.6769859580834	1811.6615070209582	0.0	316.03607421049725	316.03607421049725	
2032	2018-03-26 16:00:00	771.8912586160056	771.8912586160056	1780.054370691997	0.0	343.21545382653744	343.21545382653744	
2033	2018-03-26 17:00:00	1127.3211957329509	1127.3211957329509	1602.3394021335246	0.0	484.6989364860513	484.6989364860513	
2034	2018-03-26 18:00:00	861.1441183803254	861.1441183803254	1735.4279408098373	0.0	358.9185195878361	358.9185195878361	
2035	2018-03-26 19:00:00	1114.001209012015	1114.001209012015	1608.9993954939926	0.0	467.636038051997	467.636038051997	
2036	2018-03-26 20:00:00	1514.3582691788579	1514.3582691788579	1408.820865410571	0.0	639.7721089535853	639.7721089535853	
2037	2018-03-26 21:00:00	1798.822496139509	1798.822496139509	1266.5887519302455	0.0	762.0793172257665	762.0793172257665	
2038	2018-03-26 22:00:00	1883.1081930167388	1883.1081930167388	1224.4459034916304	0.0	798.3184900471535	798.3184900471535	
2039	2018-03-26 23:00:00	1696.2496496542535	1696.2496496542535	1317.8751751728732	0.0	729.3133530304137	729.3133530304137	
2040	2018-03-27 00:00:00	1812.1424828604445	1812.1424828604445	1259.9287585697778	0.0	600.4022871172317	600.4022871172317	
2041	2018-03-27 01:00:00	1970.1781645052506	1970.1781645052506	1180.9109177473747	0.0	652.762951691409	652.762951691409	
2042	2018-03-27 02:00:00	2033.3924371631738	2033.3924371631738	1149.303781418413	0.0	673.7072175210799	673.7072175210799	
2043	2018-03-27 03:00:00	2107.1424219307496	2107.1424219307496	1112.428789034625	0.0	698.1421943223625	698.1421943223625	
2044	2018-03-27 04:00:00	2296.7852399045178	2296.7852399045178	1017.6073800477412	0.0	760.9749918113753	760.9749918113753	
2045	2018-03-27 05:00:00	2444.2852094396694	2444.2852094396694	943.8573952801653	0.0	809.8449454139404	809.8449454139404	
2046	2018-03-27 06:00:00	2704.8937375697315	2704.8937375697315	813.5531312151343	0.0	903.7474856679075	903.7474856679075	
2047	2018-03-27 07:00:00	2441.5009348283875	2441.5009348283875	945.2495325858064	0.0	816.4797113776121	816.4797113776121	
2048	2018-03-27 08:00:00	2338.928088343132	2338.928088343132	996.535955828434	0.0	774.9378356978224	774.9378356978224	
2049	2018-03-27 09:00:00	1530.4625305110753	1530.4625305110753	1400.7687347444623	0.0	499.51832492004104	499.51832492004104	
2050	2018-03-27 10:00:00	1035.2840613573494	1035.2840613573494	1648.3579693213255	0.0	335.4549092542859	335.4549092542859	
2051	2018-03-27 11:00:00	792.962682835313	792.962682835313	1769.5186585823435	0.0	255.16855690721417	255.16855690721417	
2052	2018-03-27 12:00:00	845.6412433835817	845.6412433835817	1743.179378308209	0.0	374.924730045251	374.924730045251	
2053	2018-03-27 13:00:00	761.3555465063521	761.3555465063521	1785.322226746824	0.0	338.6855572238641	338.6855572238641	
2054	2018-03-27 14:00:00	624.3912890808533	624.3912890808533	1853.8043554595733	0.0	279.7969013891102	279.7969013891102	
2055	2018-03-27 15:00:00	1098.4983340152717	1098.4983340152717	1616.7508329923642	0.0	483.6422485094121	483.6422485094121	
2056	2018-03-27 16:00:00	1509.3911062917678	1509.3911062917678	1411.3044468541161	0.0	660.3082160136737	660.3082160136737	
2057	2018-03-27 17:00:00	1843.749619189406	1843.749619189406	1244.125190405297	0.0	792.731905467841	792.731905467841	
2058	2018-03-27 18:00:00	1567.0368297271266	1567.0368297271266	1382.481585136437	0.0	662.4215919669523	662.4215919669523	
2059	2018-03-27 19:00:00	1588.1082539464337	1588.1082539464337	1371.9458730267831	0.0	671.481385172299	671.481385172299	
2060	2018-03-27 20:00:00	1682.9296629333178	1682.9296629333178	1324.5351685333412	0.0	712.2504545963595	712.2504545963595	
2061	2018-03-27 21:00:00	1862.0367687974313	1862.0367687974313	1234.9816156012844	0.0	789.2586968418068	789.2586968418068	
2062	2018-03-27 22:00:00	1967.393889893969	1967.393889893969	1182.3030550530157	0.0	834.5576628685405	834.5576628685405	
2063	2018-03-27 23:00:00	1759.4639223121758	1759.4639223121758	1286.268038843912	0.0	756.4927326464539	756.4927326464539	
2064	2018-03-28 00:00:00	1769.9996344218298	1769.9996344218298	1281.000182789085	0.0	586.4394432307845	586.4394432307845	
2065	2018-03-28 01:00:00	1822.6781949700985	1822.6781949700985	1254.660902514951	0.0	603.8929980888436	603.8929980888436	
2066	2018-03-28 02:00:00	1896.4281797376748	1896.4281797376748	1217.7859101311628	0.0	628.3279748901263	628.3279748901263	
2067	2018-03-28 03:00:00	1864.8210434087132	1864.8210434087132	1233.5894782956434	0.0	617.8558419752908	617.8558419752908	
2068	2018-03-28 04:00:00	1801.6067707507914	1801.6067707507914	1265.1966146246043	0.0	596.9115761456201	596.9115761456201	
2069	2018-03-28 05:00:00	1917.4996039569821	1917.4996039569821	1207.2501980215088	0.0	635.3093968333499	635.3093968333499	
2070	2018-03-28 06:00:00	2378.286662170465	2378.286662170465	976.8566689147674	0.0	795.5354455479413	795.5354455479413	
2071	2018-03-28 07:00:00	2178.108132087044	2178.108132087044	1076.945933956478	0.0	729.211937087317	729.211937087317	
2072	2018-03-28 08:00:00	2086.070997711442	2086.070997711442	1122.964501144279	0.0	691.1607723791388	691.1607723791388	
2073	2018-03-28 09:00:00	1467.248257853153	1467.248257853153	1432.3758710734237	0.0	478.57405909037016	478.57405909037016	
2074	2018-03-28 10:00:00	1119.5697582345797	1119.5697582345797	1606.2151208827102	0.0	363.38059702718044	363.38059702718044	
2075	2018-03-28 11:00:00	814.0341070546209	814.0341070546209	1758.9829464726895	0.0	262.14997885043795	262.14997885043795	
2076	2018-03-28 12:00:00	582.248440642238	582.248440642238	1874.875779678881	0.0	261.6773149784166	261.6773149784166	
2077	2018-03-28 13:00:00	561.1770164229306	561.1770164229306	1885.4114917885345	0.0	252.61752177306985	252.61752177306985	
2078	2018-03-28 14:00:00	603.319864861546	603.319864861546	1864.340067569227	0.0	270.7371081837635	270.7371081837635	
2079	2018-03-28 15:00:00	529.5698800939693	529.5698800939693	1901.2150599530153	0.0	239.0278319650497	239.0278319650497	
2080	2018-03-28 16:00:00	550.6413043132773	550.6413043132773	1890.6793478433615	0.0	248.08762517039662	248.08762517039662	
2081	2018-03-28 17:00:00	853.3926808819538	853.3926808819538	1739.3036595590231	0.0	366.92162481654367	366.92162481654367	
2082	2018-03-28 18:00:00	545.0727550907129	545.0727550907129	1893.4636224546434	0.0	223.02162150763476	223.02162150763476	
2083	2018-03-28 19:00:00	703.108436735519	703.108436735519	1814.4457816322406	0.0	290.97007054773536	290.97007054773536	
2084	2018-03-28 20:00:00	892.7512547092867	892.7512547092867	1719.6243726453565	0.0	372.5082093958563	372.5082093958563	
2085	2018-03-28 21:00:00	1019.1798000251317	1019.1798000251317	1656.410099987434	0.0	426.8669686279367	426.8669686279367	
2086	2018-03-28 22:00:00	1114.001209012015	1114.001209012015	1608.9993954939926	0.0	467.636038051997	467.636038051997	
2087	2018-03-28 23:00:00	1011.42836252676	1011.42836252676	1660.28581873662	0.0	434.8700738566443	434.8700738566443	
2088	2018-03-29 00:00:00	1222.142604719835	1222.142604719835	1554.9286976400824	0.0	404.9224727069703	404.9224727069703	
2089	2018-03-29 01:00:00	1569.8211043384085	1569.8211043384085	1381.089447830796	0.0	520.11593477016	520.11593477016	
2090	2018-03-29 02:00:00	1843.749619189406	1843.749619189406	1244.125190405297	0.0	610.8744200320673	610.8744200320673	
2091	2018-03-29 03:00:00	1949.1067402859435	1949.1067402859435	1191.4466298570283	0.0	645.7815297481852	645.7815297481852	
2092	2018-03-29 04:00:00	2096.6067098210956	2096.6067098210956	1117.6966450894522	0.0	694.6514833507506	694.6514833507506	
2093	2018-03-29 05:00:00	2201.9638309176335	2201.9638309176335	1065.0180845411833	0.0	729.5585930668688	729.5585930668688	
2094	2018-03-29 06:00:00	2473.108071157349	2473.108071157349	929.4459644213255	0.0	826.9518442924477	826.9518442924477	
2095	2018-03-29 07:00:00	2220.2509805256586	2220.2509805256586	1055.8745097371707	0.0	743.1747809737641	743.1747809737641	
2096	2018-03-29 08:00:00	2012.3210129438662	2012.3210129438662	1159.839493528067	0.0	666.7257955778563	666.7257955778563	
2097	2018-03-29 09:00:00	1193.3197430021555	1193.3197430021555	1569.3401284989222	0.0	387.815573828463	387.815573828463	
2098	2018-03-29 10:00:00	792.962682835313	792.962682835313	1769.5186585823435	0.0	255.16855690721417	255.16855690721417	
2099	2018-03-29 11:00:00	497.9627437650084	497.9627437650084	1917.0186281174956	0.0	157.4286497020835	157.4286497020835	
2100	2018-03-29 12:00:00	318.39159213234757	318.39159213234757	2006.804203933826	0.0	146.34106627301873	146.34106627301873	
2101	2018-03-29 13:00:00	273.8167692338189	273.8167692338189	2029.0916153830906	0.0	125.85331699479613	125.85331699479613	
2102	2018-03-29 14:00:00	229.2419463352903	229.2419463352903	2051.3790268323546	0.0	105.36556771657352	105.36556771657352	
2103	2018-03-29 15:00:00	229.2419463352903	229.2419463352903	2051.3790268323546	0.0	105.36556771657352	105.36556771657352	
2104	2018-03-29 16:00:00	273.8167692338189	273.8167692338189	2029.0916153830906	0.0	125.85331699479613	125.85331699479613	
2105	2018-03-29 17:00:00	421.42848438614993	421.42848438614993	1955.2857578069252	0.0	181.1958641069351	181.1958641069351	
2106	2018-03-29 18:00:00	187.5546120153059	187.5546120153059	2072.222693992347	0.0	72.1383874745851	72.1383874745851	
2107	2018-03-29 19:00:00	408.10849766521414	408.10849766521414	1961.9457511673927	0.0	164.1329656728808	164.1329656728808	
2108	2018-03-29 20:00:00	766.3227093934414	766.3227093934414	1782.8386453032795	0.0	318.14945016377555	318.14945016377555	
2109	2018-03-29 21:00:00	1008.6440879154777	1008.6440879154777	1661.677956042261	0.0	422.3370720252633	422.3370720252633	
2110	2018-03-29 22:00:00	1250.965466437514	1250.965466437514	1540.517266781243	0.0	526.5246938867509	526.5246938867509	
2111	2018-03-29 23:00:00	1158.9283320619124	1158.9283320619124	1586.5358339690438	0.0	498.2886262940715	498.2886262940715	
2112	2018-03-30 00:00:00	1327.4997258163723	1327.4997258163723	1502.250137091814	0.0	439.8295824230884	439.8295824230884	
2113	2018-03-30 01:00:00	1485.5354074611787	1485.5354074611787	1423.2322962694107	0.0	492.1902469972656	492.1902469972656	
2114	2018-03-30 02:00:00	1548.749680119101	1548.749680119101	1391.6251599404495	0.0	513.1345128269364	513.1345128269364	
2115	2018-03-30 03:00:00	1685.7139375445997	1685.7139375445997	1323.1430312277002	0.0	558.51375545789	558.51375545789	
2116	2018-03-30 04:00:00	1654.1068012156384	1654.1068012156384	1338.9465993921808	0.0	548.0416225430545	548.0416225430545	
2117	2018-03-30 05:00:00	1706.7853617639075	1706.7853617639075	1312.6073191180462	0.0	565.4951774011137	565.4951774011137	
2118	2018-03-30 06:00:00	2030.6081625518912	2030.6081625518912	1150.6959187240545	0.0	680.3419834847514	680.3419834847514	
2119	2018-03-30 07:00:00	1672.393950823664	1672.393950823664	1329.803024588168	0.0	561.6578104499499	561.6578104499499	
2120	2018-03-30 08:00:00	1622.4996648866772	1622.4996648866772	1354.7501675566614	0.0	537.5694896282191	537.5694896282191	
2121	2018-03-30 09:00:00	919.3912281511584	919.3912281511584	1706.3043859244208	0.0	297.057088566556	297.057088566556	
2122	2018-03-30 10:00:00	466.3556074360471	466.3556074360471	1932.8221962819766	0.0	146.95651678724806	146.95651678724806	
2123	2018-03-30 11:00:00	229.2419463352903	229.2419463352903	2051.3790268323546	0.0	71.41849740861214	71.41849740861214	
2124	2018-03-30 12:00:00	89.14964579705722	89.14964579705722	2121.4251771014715	0.0	40.9754985564452	40.9754985564452	
2125	2018-03-30 13:00:00	44.57482289852883	44.57482289852883	2143.7125885507357	0.0	20.487749278222704	20.487749278222704	
2126	2018-03-30 14:00:00	70.04615026911654	70.04615026911654	2130.9769248654416	0.0	32.19503458006416	32.19503458006416	
2127	2018-03-30 15:00:00	38.20699105588179	38.20699105588179	2146.896504472059	0.0	17.56092795276229	17.56092795276229	
2128	2018-03-30 16:00:00	31.83915921323475	31.83915921323475	2150.0804203933826	0.0	14.634106627301874	14.634106627301874	
2129	2018-03-30 17:00:00	284.4642269606515	284.4642269606515	2023.7678865196744	0.0	122.3072082721813	122.3072082721813	
2130	2018-03-30 18:00:00	229.23341468537393	229.23341468537393	2051.383292657313	0.0	88.16914024671514	88.16914024671514	
2131	2018-03-30 19:00:00	587.2156035293278	587.2156035293278	1872.392198235336	0.0	241.14120791832818	241.14120791832818	
2132	2018-03-30 20:00:00	924.3583910382476	924.3583910382476	1703.8208044808762	0.0	386.09789920387624	386.09789920387624	
2133	2018-03-30 21:00:00	1019.1798000251317	1019.1798000251317	1656.410099987434	0.0	426.8669686279367	426.8669686279367	
2134	2018-03-30 22:00:00	1208.8226179988992	1208.8226179988992	1561.5886910005504	0.0	508.40510747605754	508.40510747605754	
2135	2018-03-30 23:00:00	1137.8569078426049	1137.8569078426049	1597.0715460786976	0.0	489.22883308872474	489.22883308872474	
2136	2018-03-31 00:00:00	1211.6068926101811	1211.6068926101811	1560.1965536949094	0.0	401.43176173535846	401.43176173535846	
2137	2018-03-31 01:00:00	1401.2497105839486	1401.2497105839486	1465.3751447080258	0.0	464.26455922437106	464.26455922437106	
2138	2018-03-31 02:00:00	1432.85684691291	1432.85684691291	1449.571576543545	0.0	474.7366921392066	474.7366921392066	
2139	2018-03-31 03:00:00	1348.5711500356797	1348.5711500356797	1491.7144249821604	0.0	446.811004366312	446.811004366312	
2140	2018-03-31 04:00:00	1453.928271132217	1453.928271132217	1439.0358644338914	0.0	481.71811408243013	481.71811408243013	
2141	2018-03-31 05:00:00	1706.7853617639075	1706.7853617639075	1312.6073191180462	0.0	565.4951774011137	565.4951774011137	
2142	2018-03-31 06:00:00	2146.500995758083	2146.500995758083	1092.7495021209586	0.0	718.7398041724815	718.7398041724815	
2143	2018-03-31 07:00:00	1956.858177784315	1956.858177784315	1187.5709111078424	0.0	655.9070066834688	655.9070066834688	
2144	2018-03-31 08:00:00	1514.3582691788579	1514.3582691788579	1408.820865410571	0.0	509.2971458757727	509.2971458757727	
2145	2018-03-31 09:00:00	1156.1440574506305	1156.1440574506305	1587.9279712746848	0.0	390.61297284097117	390.61297284097117	
2146	2018-03-31 10:00:00	1061.3226484637464	1061.3226484637464	1635.3386757681267	0.0	359.19657409646476	359.19657409646476	
2147	2018-03-31 11:00:00	1029.715512134785	1029.715512134785	1651.1422439326075	0.0	348.72444118162935	348.72444118162935	
2148	2018-03-31 12:00:00	819.0012699417102	819.0012699417102	1756.4993650291449	0.0	340.79893317714243	340.79893317714243	
2149	2018-03-31 13:00:00	787.3941336127493	787.3941336127493	1772.3029331936254	0.0	327.2092433691225	327.2092433691225	
2150	2018-03-31 14:00:00	882.2155425996327	882.2155425996327	1724.8922287001838	0.0	367.9783127931828	367.9783127931828	
2151	2018-03-31 15:00:00	998.1083758058242	998.1083758058242	1666.945812097088	0.0	417.80717542259	417.80717542259	
2152	2018-03-31 16:00:00	1071.8583605734002	1071.8583605734002	1630.0708197133	0.0	449.5164516413036	449.5164516413036	
2153	2018-03-31 17:00:00	1198.2869058892452	1198.2869058892452	1566.8565470553774	0.0	503.8752108733841	503.8752108733841	
2154	2018-03-31 18:00:00	1345.7868754243975	1345.7868754243975	1493.1065622878011	0.0	567.2937633108113	567.2937633108113	
2155	2018-03-31 19:00:00	1387.929723863013	1387.929723863013	1472.0351380684936	0.0	585.4133497215049	585.4133497215049	
2156	2018-03-31 20:00:00	1451.1439965209352	1451.1439965209352	1440.4280017395324	0.0	612.592729337545	612.592729337545	
2157	2018-03-31 21:00:00	1493.2868449595503	1493.2868449595503	1419.3565775202248	0.0	630.7123157482388	630.7123157482388	
2158	2018-03-31 22:00:00	1609.1796781657413	1609.1796781657413	1361.4101609171294	0.0	680.5411783776458	680.5411783776458	
2159	2018-03-31 23:00:00	1464.4639832418707	1464.4639832418707	1433.7680083790647	0.0	629.6556277715993	629.6556277715993	
2160	2018-04-01 00:00:00	1485.5354074611787	1485.5354074611787	1423.2322962694107	0.0	492.1902469972656	492.1902469972656	
2161	2018-04-01 01:00:00	1432.85684691291	1432.85684691291	1449.571576543545	0.0	474.7366921392066	474.7366921392066	
2162	2018-04-01 02:00:00	1390.7139984742948	1390.7139984742948	1470.6430007628526	0.0	460.77384825275925	460.77384825275925	
2163	2018-04-01 03:00:00	1327.4997258163723	1327.4997258163723	1502.250137091814	0.0	439.8295824230884	439.8295824230884	
2164	2018-04-01 04:00:00	1211.6068926101811	1211.6068926101811	1560.1965536949094	0.0	401.43176173535846	401.43176173535846	
2165	2018-04-01 05:00:00	1137.8569078426049	1137.8569078426049	1597.0715460786976	0.0	376.9967849340758	376.9967849340758	
2166	2018-04-01 06:00:00	1356.3225875340515	1356.3225875340515	1487.8387062329743	0.0	456.93648130159556	456.93648130159556	
2167	2018-04-01 07:00:00	1282.5726027664755	1282.5726027664755	1524.7136986167625	0.0	432.5015045003129	432.5015045003129	
2168	2018-04-01 08:00:00	1282.5726027664755	1282.5726027664755	1524.7136986167625	0.0	432.5015045003129	432.5015045003129	
2169	2018-04-01 09:00:00	1366.8582996437053	1366.8582996437053	1482.5708501781473	0.0	460.4271922732074	460.4271922732074	
