simulation_time	physical_time	LTH.energy_consumed	LTH.energy_produced	LTH.energy_erased	LTH.money_spent	LTH.money_earned	
41	2018-01-02 17:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
42	2018-01-02 18:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
43	2018-01-02 19:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
44	2018-01-02 20:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
45	2018-01-02 21:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
46	2018-01-02 22:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
47	2018-01-02 23:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
48	2018-01-03 00:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
49	2018-01-03 01:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
50	2018-01-03 02:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
51	2018-01-03 03:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
52	2018-01-03 04:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
53	2018-01-03 05:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
54	2018-01-03 06:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
55	2018-01-03 07:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
56	2018-01-03 08:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
57	2018-01-03 09:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
58	2018-01-03 10:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
59	2018-01-03 11:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
60	2018-01-03 12:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
61	2018-01-03 13:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
62	2018-01-03 14:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
63	2018-01-03 15:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
64	2018-01-03 16:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
65	2018-01-03 17:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
66	2018-01-03 18:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
67	2018-01-03 19:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
68	2018-01-03 20:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
69	2018-01-03 21:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
70	2018-01-03 22:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
71	2018-01-03 23:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
72	2018-01-04 00:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
73	2018-01-04 01:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
74	2018-01-04 02:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
75	2018-01-04 03:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
76	2018-01-04 04:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
77	2018-01-04 05:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
78	2018-01-04 06:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
79	2018-01-04 07:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
80	2018-01-04 08:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
81	2018-01-04 09:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
82	2018-01-04 10:00:00	1299.5	1299.5	1.0	649.75	259.90000000000003	
