simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	11659.261008752073	0	0	0	0.0	0	0	0	2565.0374219254563	0	0	0	0	0	0	0	0	0	0	0	11669.641323484944	0	10.380314732870275	11659.261008752073	0.0	0.0	0.6228188839722165	2565.0374219254563	2333.928264696989	0	0	0	0	0	0	0	0	0	0	0	
1	2021-01-01 01:00:00	11370.865091548843	0	0	0	0.0	0	0	0	2130.104157599845	0	0	0	0	0	0	0	0	0	0	0	11384.75678822838	0	13.891696679536848	11370.865091548843	0.0	0.0	0.8335018007722108	2130.104157599845	2276.951357645676	0	0	0	0	0	0	0	0	0	0	0	
2	2021-01-01 02:00:00	10594.075784907369	0	0	0	0.0	0	0	0	1806.2899213267065	0	0	0	0	0	0	0	0	0	0	0	10611.946588466868	0	17.870803559498313	10594.075784907369	0.0	0.0	1.0722482135698987	1806.2899213267065	2122.389317693374	0	0	0	0	0	0	0	0	0	0	0	
3	2021-01-01 03:00:00	9742.787790642971	0	0	0	0.0	0	0	0	1502.532733072959	0	0	0	0	0	0	0	0	0	0	0	9764.554850973373	0	21.767060330402025	9742.787790642971	0.0	0.0	1.3060236198241215	1502.532733072959	1952.9109701946745	0	0	0	0	0	0	0	0	0	0	0	
4	2021-01-01 04:00:00	8872.965179876015	0	0	0	0.0	0	0	0	834.5023751673393	0	0	0	0	0	0	0	0	0	0	0	8899.699638818509	0	26.734458942493116	8872.965179876015	0.0	0.0	1.604067536549587	834.5023751673393	1779.939927763702	0	0	0	0	0	0	0	0	0	0	0	
5	2021-01-01 05:00:00	8081.212009760289	0	0	0	0.0	0	0	0	608.0303916143642	0	0	0	0	0	0	0	0	0	0	0	8113.503949373376	0	32.29193961308655	8081.212009760289	0.0	0.0	1.291677584523462	608.0303916143642	1460.4307108872076	0	0	0	0	0	0	0	0	0	0	0	
6	2021-01-01 06:00:00	8875.396129831872	0	0	0	0.0	0	0	0	653.1404011943275	0	0	0	0	0	0	0	0	0	0	0	8913.073034280167	0	37.67690444829448	8875.396129831872	0.0	0.0	1.5070761779317792	653.1404011943275	1604.35314617043	0	0	0	0	0	0	0	0	0	0	0	
7	2021-01-01 07:00:00	10535.760914766252	0	0	0	0.0	0	0	0	1011.7491206450031	0	0	0	0	0	0	0	0	0	0	0	10580.212454964743	0	44.45154019849216	10535.760914766252	0.0	0.0	1.7780616079396865	1011.7491206450031	1904.4382418936536	0	0	0	0	0	0	0	0	0	0	0	
8	2021-01-01 08:00:00	10267.309310807192	0	0	0	0.0	0	0	0	1721.2117328637178	0	0	0	0	0	0	0	0	0	0	0	10679.785720696296	0	412.4764098891054	10267.309310807192	0.0	0.0	16.499056395564217	1721.2117328637178	1922.3614297253332	0	0	0	0	0	0	0	0	0	0	0	
9	2021-01-01 09:00:00	5278.971504765714	0	0	0	0.0	0	0	0	758.3770463746425	0	0	0	0	0	0	0	0	0	0	0	8097.527129978532	0	2818.5556252128185	5278.971504765714	0.0	0.0	169.11333751276908	758.3770463746425	1619.5054259957064	0	0	0	0	0	0	0	0	0	0	0	
10	2021-01-01 10:00:00	2583.2198698713855	0	0	0	0.0	0	0	0	378.4933753335555	0	0	0	0	0	0	0	0	0	0	0	6934.939355315137	0	4351.719485443751	2583.2198698713855	0.0	0.0	261.10316912662506	378.4933753335555	1386.9878710630273	0	0	0	0	0	0	0	0	0	0	0	
11	2021-01-01 11:00:00	316.67450943976655	0	0	0	0.0	0	0	0	43.92592120439002	0	0	0	0	0	0	0	0	0	0	0	5766.214986550704	0	5449.540477110938	316.67450943976655	0.0	0.0	326.97242862665627	43.92592120439002	1153.242997310141	0	0	0	0	0	0	0	0	0	0	0	
12	2021-01-01 12:00:00	0	0	880.3251222597091	0	0	0.0	114.16936510586167	0	0	0	0	0	0	0	0	0	0	0	0	0	5174.212614763728	880.3251222597091	6054.537737023437	0	0.0	0.0	363.2722642214062	0	1034.8425229527456	114.16936510586167	0	0	0	0	0	0	0	0	0	0	
13	2021-01-01 13:00:00	1781.6119590150374	0	0	0	0.0	0	0	0	284.95101672486516	0	0	0	0	0	0	0	0	0	0	0	7077.4051479986765	0	5295.793188983639	1781.6119590150374	0.0	0.0	317.7475913390184	284.95101672486516	1415.4810295997354	0	0	0	0	0	0	0	0	0	0	0	
14	2021-01-01 14:00:00	3593.881001761177	0	0	0	0.0	0	0	0	479.9268689751875	0	0	0	0	0	0	0	0	0	0	0	8232.981699743135	0	4639.100697981959	3593.881001761177	0.0	0.0	278.34604187891756	479.9268689751875	1646.5963399486272	0	0	0	0	0	0	0	0	0	0	0	
15	2021-01-01 15:00:00	6096.563554370856	0	0	0	0.0	0	0	0	827.5475368703	0	0	0	0	0	0	0	0	0	0	0	9247.482928201667	0	3150.9193738308113	6096.563554370856	0.0	0.0	189.0551624298487	827.5475368703	1849.4965856403335	0	0	0	0	0	0	0	0	0	0	0	
16	2021-01-01 16:00:00	10689.790300558354	0	0	0	0.0	0	0	0	1371.0725039496147	0	0	0	0	0	0	0	0	0	0	0	11768.37335155794	0	1078.5830509995876	10689.790300558354	0.0	0.0	64.71498305997527	1371.0725039496147	2353.674670311588	0	0	0	0	0	0	0	0	0	0	0	
17	2021-01-01 17:00:00	12802.865473622936	0	0	0	0.0	0	0	0	1697.0198185287202	0	0	0	0	0	0	0	0	0	0	0	12844.559117423041	0	41.69364380010573	12802.865473622936	0.0	0.0	1.6677457520042294	1697.0198185287202	2312.0206411361473	0	0	0	0	0	0	0	0	0	0	0	
