simulation_time	physical_time	PV_field_1.LVE.energy	PV_field_1.LVE.money	PV_field_2.LVE.energy	PV_field_2.LVE.money	WT_field_1.LVE.energy	WT_field_1.LVE.money	
342	2021-01-15 06:00:00	0	0	0	0	-16.8921961625663	0.04	
343	2021-01-15 07:00:00	0	0	0	0	-40.38054520462679	0.04	
344	2021-01-15 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-80.08599204904577	0.04	
345	2021-01-15 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-110.90608893436048	0.06	
346	2021-01-15 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-149.8934996164935	0.06	
347	2021-01-15 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-198.6428835687792	0.06	
348	2021-01-15 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-153.22440184906392	0.06	
349	2021-01-15 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-116.2778375795534	0.06	
350	2021-01-15 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-85.38528708438658	0.06	
351	2021-01-15 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-65.64060111014241	0.06	
352	2021-01-15 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-49.50868196724306	0.06	
353	2021-01-15 17:00:00	0	0	0	0	-37.03436916322528	0.04	
354	2021-01-15 18:00:00	0	0	0	0	-34.60501220626265	0.04	
355	2021-01-15 19:00:00	0	0	0	0	-32.862622245027616	0.04	
356	2021-01-15 20:00:00	0	0	0	0	-31.180064173010862	0.04	
357	2021-01-15 21:00:00	0	0	0	0	-15.05253404851163	0.06	
358	2021-01-15 22:00:00	0	0	0	0	-5.189237101901012	0.06	
359	2021-01-15 23:00:00	0	0	0	0	0	0	
360	2021-01-16 00:00:00	0	0	0	0	0	0	
361	2021-01-16 01:00:00	0	0	0	0	0	0	
362	2021-01-16 02:00:00	0	0	0	0	0	0	
363	2021-01-16 03:00:00	0	0	0	0	0	0	
364	2021-01-16 04:00:00	0	0	0	0	0	0	
365	2021-01-16 05:00:00	0	0	0	0	-0.025622286697857537	0.04	
366	2021-01-16 06:00:00	0	0	0	0	-0.747691243690202	0.04	
367	2021-01-16 07:00:00	0	0	0	0	-1.416884499242986	0.04	
368	2021-01-16 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-2.306576861604902	0.04	
369	2021-01-16 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-1.4163314856921487	0.06	
370	2021-01-16 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-0.6205601502316278	0.06	
371	2021-01-16 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	
372	2021-01-16 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-2.459308235173963	0.06	
373	2021-01-16 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-6.247647158543002	0.06	
374	2021-01-16 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-11.442919150926	0.06	
375	2021-01-16 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-2.4551347978562137	0.06	
376	2021-01-16 16:00:00	-523.2032336	0.06	-523.2032336	0.06	0	0	
377	2021-01-16 17:00:00	0	0	0	0	0	0	
378	2021-01-16 18:00:00	0	0	0	0	0	0	
379	2021-01-16 19:00:00	0	0	0	0	0	0	
380	2021-01-16 20:00:00	0	0	0	0	0	0	
381	2021-01-16 21:00:00	0	0	0	0	0	0	
382	2021-01-16 22:00:00	0	0	0	0	0	0	
383	2021-01-16 23:00:00	0	0	0	0	-0.87562339055919	0.06	
384	2021-01-17 00:00:00	0	0	0	0	-8.933183321338387	0.06	
385	2021-01-17 01:00:00	0	0	0	0	-24.04038759678808	0.06	
386	2021-01-17 02:00:00	0	0	0	0	-49.65973408619276	0.06	
387	2021-01-17 03:00:00	0	0	0	0	-37.76628941071047	0.06	
388	2021-01-17 04:00:00	0	0	0	0	-28.520920542997825	0.06	
389	2021-01-17 05:00:00	0	0	0	0	-20.912679824880584	0.04	
390	2021-01-17 06:00:00	0	0	0	0	-41.73387694193201	0.04	
391	2021-01-17 07:00:00	0	0	0	0	-73.7660499497241	0.04	
392	2021-01-17 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-119.50327734384695	0.04	
393	2021-01-17 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-162.62014599455225	0.06	
394	2021-01-17 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-214.45230937447778	0.06	
395	2021-01-17 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-278.35557588387036	0.06	
396	2021-01-17 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-155.00916401367036	0.06	
397	2021-01-17 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-79.87056439440141	0.06	
398	2021-01-17 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-35.18068831166791	0.06	
399	2021-01-17 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-12.672098187924597	0.06	
400	2021-01-17 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-1.5529333457201646	0.06	
401	2021-01-17 17:00:00	0	0	0	0	0	0	
402	2021-01-17 18:00:00	0	0	0	0	-0.025552447152577748	0.04	
403	2021-01-17 19:00:00	0	0	0	0	-6.476084430680155	0.04	
404	2021-01-17 20:00:00	0	0	0	0	-18.010512324956494	0.04	
405	2021-01-17 21:00:00	0	0	0	0	-31.75799039427369	0.06	
406	2021-01-17 22:00:00	0	0	0	0	-51.19197290594485	0.06	
407	2021-01-17 23:00:00	0	0	0	0	-77.88228160608148	0.06	
408	2021-01-18 00:00:00	0	0	0	0	-138.07338861832648	0.06	
409	2021-01-18 01:00:00	0	0	0	0	-226.3140228079768	0.06	
410	2021-01-18 02:00:00	0	0	0	0	-357.0170755104733	0.06	
411	2021-01-18 03:00:00	0	0	0	0	-155.30065590228557	0.06	
412	2021-01-18 04:00:00	0	0	0	0	-56.10232395344723	0.06	
413	2021-01-18 05:00:00	0	0	0	0	-12.722926437346626	0.04	
414	2021-01-18 06:00:00	0	0	0	0	-6.720062860336833	0.04	
415	2021-01-18 07:00:00	0	0	0	0	-2.4649824333479473	0.04	
416	2021-01-18 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	
417	2021-01-18 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-1.5578924582734184	0.06	
418	2021-01-18 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-4.014536519469262	0.06	
419	2021-01-18 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-7.412937903576282	0.06	
420	2021-01-18 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-17.22772026306307	0.06	
421	2021-01-18 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-32.267762050788875	0.06	
422	2021-01-18 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-54.26767156744046	0.06	
423	2021-01-18 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-15.719066716412671	0.06	
424	2021-01-18 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-0.37449377676029305	0.06	
425	2021-01-18 17:00:00	0	0	0	0	0	0	
426	2021-01-18 18:00:00	0	0	0	0	0	0	
427	2021-01-18 19:00:00	0	0	0	0	0	0	
428	2021-01-18 20:00:00	0	0	0	0	0	0	
429	2021-01-18 21:00:00	0	0	0	0	0	0	
430	2021-01-18 22:00:00	0	0	0	0	0	0	
431	2021-01-18 23:00:00	0	0	0	0	-12.396008391279437	0.06	
432	2021-01-19 00:00:00	0	0	0	0	-20.896361651801403	0.06	
433	2021-01-19 01:00:00	0	0	0	0	-32.33872732995673	0.06	
434	2021-01-19 02:00:00	0	0	0	0	-47.39194767497251	0.06	
435	2021-01-19 03:00:00	0	0	0	0	-31.77939956492659	0.06	
436	2021-01-19 04:00:00	0	0	0	0	-20.060827665295648	0.06	
437	2021-01-19 05:00:00	0	0	0	0	-11.482318291010191	0.04	
438	2021-01-19 06:00:00	0	0	0	0	-17.655199662753247	0.04	
439	2021-01-19 07:00:00	0	0	0	0	-25.49159636643558	0.04	
440	2021-01-19 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-35.29555477972154	0.04	
441	2021-01-19 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-75.8050986166959	0.06	
442	2021-01-19 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-144.72109117460977	0.06	
443	2021-01-19 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-253.7771689374363	0.06	
444	2021-01-19 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-248.3965535097867	0.06	
445	2021-01-19 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-245.67977385385586	0.06	
446	2021-01-19 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-240.4543798092271	0.06	
447	2021-01-19 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-140.93002959770953	0.06	
448	2021-01-19 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-76.6102710517557	0.06	
449	2021-01-19 17:00:00	0	0	0	0	-37.03436916322528	0.04	
450	2021-01-19 18:00:00	0	0	0	0	-19.595942930244494	0.04	
451	2021-01-19 19:00:00	0	0	0	0	-8.658968079574521	0.04	
452	2021-01-19 20:00:00	0	0	0	0	-1.9960571541993197	0.04	
453	2021-01-19 21:00:00	0	0	0	0	-8.930332635806753	0.06	
454	2021-01-19 22:00:00	0	0	0	0	-20.466527619742443	0.06	
455	2021-01-19 23:00:00	0	0	0	0	-38.38939522370537	0.06	
456	2021-01-20 00:00:00	0	0	0	0	-20.049443321677586	0.06	
457	2021-01-20 01:00:00	0	0	0	0	-8.41413100371888	0.06	
458	2021-01-20 02:00:00	0	0	0	0	-1.4161304968695727	0.06	
459	2021-01-20 03:00:00	0	0	0	0	0	0	
460	2021-01-20 04:00:00	0	0	0	0	0	0	
461	2021-01-20 05:00:00	0	0	0	0	0	0	
462	2021-01-20 06:00:00	0	0	0	0	0	0	
463	2021-01-20 07:00:00	0	0	0	0	-1.9993871908175094	0.04	
464	2021-01-20 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-18.831097963637493	0.04	
465	2021-01-20 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-24.99750494739053	0.06	
466	2021-01-20 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-31.760242632695505	0.06	
467	2021-01-20 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-40.31329025030306	0.06	
468	2021-01-20 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-40.287592324815236	0.06	
469	2021-01-20 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-40.264777213156755	0.06	
470	2021-01-20 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-40.24198792752721	0.06	
471	2021-01-20 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-10.844667654733318	0.06	
472	2021-01-20 16:00:00	-523.2032336	0.06	-523.2032336	0.06	0	0	
473	2021-01-20 17:00:00	0	0	0	0	0	0	
474	2021-01-20 18:00:00	0	0	0	0	0	0	
475	2021-01-20 19:00:00	0	0	0	0	0	0	
476	2021-01-20 20:00:00	0	0	0	0	0	0	
477	2021-01-20 21:00:00	0	0	0	0	0	0	
478	2021-01-20 22:00:00	0	0	0	0	0	0	
479	2021-01-20 23:00:00	0	0	0	0	-0.37552978443273527	0.06	
480	2021-01-21 00:00:00	0	0	0	0	0	0	
481	2021-01-21 01:00:00	0	0	0	0	0	0	
482	2021-01-21 02:00:00	0	0	0	0	0	0	
483	2021-01-21 03:00:00	0	0	0	0	0	0	
484	2021-01-21 04:00:00	0	0	0	0	0	0	
485	2021-01-21 05:00:00	0	0	0	0	0	0	
486	2021-01-21 06:00:00	0	0	0	0	0	0	
487	2021-01-21 07:00:00	0	0	0	0	-1.416884499242986	0.04	
488	2021-01-21 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-6.717439444552522	0.04	
489	2021-01-21 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-10.024755370698589	0.06	
490	2021-01-21 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-14.021161068421069	0.06	
491	2021-01-21 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-18.80307079807947	0.06	
492	2021-01-21 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-40.287592324815236	0.06	
493	2021-01-21 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-74.58066691432803	0.06	
494	2021-01-21 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-128.15337720217454	0.06	
495	2021-01-21 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-47.972743613880716	0.06	
496	2021-01-21 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-11.44130024801923	0.06	
497	2021-01-21 17:00:00	0	0	0	0	0	0	
498	2021-01-21 18:00:00	0	0	0	0	-0.25604958596702276	0.04	
499	2021-01-21 19:00:00	0	0	0	0	-2.459569546164978	0.04	
500	2021-01-21 20:00:00	0	0	0	0	-5.185559304882855	0.04	
501	2021-01-21 21:00:00	0	0	0	0	-6.711246778460514	0.06	
502	2021-01-21 22:00:00	0	0	0	0	-8.411743954294124	0.06	
503	2021-01-21 23:00:00	0	0	0	0	-10.302582352195307	0.06	
504	2021-01-22 00:00:00	0	0	0	0	-18.02648233694349	0.06	
505	2021-01-22 01:00:00	0	0	0	0	-29.0353971588958	0.06	
506	2021-01-22 02:00:00	0	0	0	0	-43.07741631904356	0.06	
507	2021-01-22 03:00:00	0	0	0	0	-37.76628941071047	0.06	
508	2021-01-22 04:00:00	0	0	0	0	-32.35364675102248	0.06	
509	2021-01-22 05:00:00	0	0	0	0	-27.49017851140727	0.04	
510	2021-01-22 06:00:00	0	0	0	0	-51.25195014769766	0.04	
511	2021-01-22 07:00:00	0	0	0	0	-86.8288857121619	0.04	
512	2021-01-22 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-136.5224232641084	0.04	
513	2021-01-22 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-226.3782634822406	0.06	
514	2021-01-22 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-353.4060544794949	0.06	
515	2021-01-22 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-531.3670776580266	0.06	
516	2021-01-22 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-521.6286462250478	0.06	
517	2021-01-22 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-516.6863286941931	0.06	
518	2021-01-22 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-511.7828553905102	0.06	
519	2021-01-22 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-253.1850128787428	0.06	
520	2021-01-22 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-110.55305058762107	0.06	
521	2021-01-22 17:00:00	0	0	0	0	-39.59467333229241	0.04	
522	2021-01-22 18:00:00	0	0	0	0	-40.93704556896165	0.04	
523	2021-01-22 19:00:00	0	0	0	0	-43.00570776539202	0.04	
524	2021-01-22 20:00:00	0	0	0	0	-45.14718999204326	0.04	
525	2021-01-22 21:00:00	0	0	0	0	-29.556899587666386	0.06	
526	2021-01-22 22:00:00	0	0	0	0	-17.634538786917	0.06	
527	2021-01-22 23:00:00	0	0	0	0	-9.468609144711063	0.06	
528	2021-01-23 00:00:00	0	0	0	0	-24.509811505815023	0.06	
529	2021-01-23 01:00:00	0	0	0	0	-48.888501136205896	0.06	
530	2021-01-23 02:00:00	0	0	0	0	-87.94313240857342	0.06	
531	2021-01-23 03:00:00	0	0	0	0	-85.64279773701548	0.06	
532	2021-01-23 04:00:00	0	0	0	0	-83.39634644866611	0.06	
533	2021-01-23 05:00:00	0	0	0	0	-81.19377118573361	0.04	
534	2021-01-23 06:00:00	0	0	0	0	-134.9556913208957	0.04	
535	2021-01-23 07:00:00	0	0	0	0	-210.0924585125662	0.04	
536	2021-01-23 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-317.60627505458626	0.04	
537	2021-01-23 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-408.0238577217136	0.06	
538	2021-01-23 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-522.2945251796094	0.06	
539	2021-01-23 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-660.8719476598027	0.06	
540	2021-01-23 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-666.1110273743105	0.06	
541	2021-01-23 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-671.4299626295585	0.06	
542	2021-01-23 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-682.5536077968083	0.06	
543	2021-01-23 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-218.45511980908026	0.06	
544	2021-01-23 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-47.99310464582433	0.06	
545	2021-01-23 17:00:00	0	0	0	0	-1.4124224659874638	0.04	
546	2021-01-23 18:00:00	0	0	0	0	-3.4642701310057045	0.04	
547	2021-01-23 19:00:00	0	0	0	0	-6.2518514571490345	0.04	
548	2021-01-23 20:00:00	0	0	0	0	-9.460556256367648	0.04	
549	2021-01-23 21:00:00	0	0	0	0	-4.58680047214775	0.06	
550	2021-01-23 22:00:00	0	0	0	0	-1.0066821947138676	0.06	
551	2021-01-23 23:00:00	0	0	0	0	0	0	
552	2021-01-24 00:00:00	0	0	0	0	0	0	
553	2021-01-24 01:00:00	0	0	0	0	0	0	
554	2021-01-24 02:00:00	0	0	0	0	0	0	
555	2021-01-24 03:00:00	0	0	0	0	0	0	
556	2021-01-24 04:00:00	0	0	0	0	0	0	
557	2021-01-24 05:00:00	0	0	0	0	-0.8763382544635798	0.04	
558	2021-01-24 06:00:00	0	0	0	0	-3.2989163738371863	0.04	
559	2021-01-24 07:00:00	0	0	0	0	-6.265610192564747	0.04	
560	2021-01-24 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-10.30916377371225	0.04	
561	2021-01-24 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-20.904517553831912	0.06	
562	2021-01-24 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-37.11316214880272	0.06	
563	2021-01-24 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-59.443486127354674	0.06	
564	2021-01-24 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-55.985101669811826	0.06	
565	2021-01-24 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-52.67883635469697	0.06	
566	2021-01-24 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-49.51568726798771	0.06	
567	2021-01-24 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-8.904443283750105	0.06	
568	2021-01-24 16:00:00	-523.2032336	0.06	-523.2032336	0.06	0	0	
569	2021-01-24 17:00:00	0	0	0	0	0	0	
570	2021-01-24 18:00:00	0	0	0	0	0	0	
571	2021-01-24 19:00:00	0	0	0	0	0	0	
572	2021-01-24 20:00:00	0	0	0	0	0	0	
573	2021-01-24 21:00:00	0	0	0	0	0	0	
574	2021-01-24 22:00:00	0	0	0	0	0	0	
575	2021-01-24 23:00:00	0	0	0	0	0	0	
576	2021-01-25 00:00:00	0	0	0	0	0	0	
577	2021-01-25 01:00:00	0	0	0	0	0	0	
578	2021-01-25 02:00:00	0	0	0	0	0	0	
579	2021-01-25 03:00:00	0	0	0	0	0	0	
580	2021-01-25 04:00:00	0	0	0	0	0	0	
581	2021-01-25 05:00:00	0	0	0	0	0	0	
582	2021-01-25 06:00:00	0	0	0	0	0	0	
583	2021-01-25 07:00:00	0	0	0	0	0	0	
584	2021-01-25 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	
585	2021-01-25 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	0	0	
586	2021-01-25 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	0	0	
587	2021-01-25 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	
588	2021-01-25 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	0	0	
589	2021-01-25 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	0	0	
590	2021-01-25 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-0.139540321889038	0.06	
591	2021-01-25 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	0	0	
592	2021-01-25 16:00:00	-523.2032336	0.06	-523.2032336	0.06	0	0	
593	2021-01-25 17:00:00	0	0	0	0	0	0	
594	2021-01-25 18:00:00	0	0	0	0	0	0	
595	2021-01-25 19:00:00	0	0	0	0	0	0	
596	2021-01-25 20:00:00	0	0	0	0	0	0	
597	2021-01-25 21:00:00	0	0	0	0	0	0	
598	2021-01-25 22:00:00	0	0	0	0	0	0	
599	2021-01-25 23:00:00	0	0	0	0	0	0	
600	2021-01-26 00:00:00	0	0	0	0	0	0	
601	2021-01-26 01:00:00	0	0	0	0	0	0	
602	2021-01-26 02:00:00	0	0	0	0	-8.161118509365638	0.06	
603	2021-01-26 03:00:00	0	0	0	0	-4.589892594566073	0.06	
604	2021-01-26 04:00:00	0	0	0	0	-1.7024068651242836	0.06	
605	2021-01-26 05:00:00	0	0	0	0	0	0	
606	2021-01-26 06:00:00	0	0	0	0	0	0	
607	2021-01-26 07:00:00	0	0	0	0	0	0	
608	2021-01-26 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	0	0	
609	2021-01-26 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	0	0	
610	2021-01-26 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	0	0	
611	2021-01-26 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	0	0	
612	2021-01-26 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	0	0	
613	2021-01-26 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	0	0	
614	2021-01-26 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	0	0	
615	2021-01-26 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	0	0	
616	2021-01-26 16:00:00	-523.2032336	0.06	-523.2032336	0.06	0	0	
617	2021-01-26 17:00:00	0	0	0	0	0	0	
618	2021-01-26 18:00:00	0	0	0	0	0	0	
619	2021-01-26 19:00:00	0	0	0	0	-0.49621795982274786	0.04	
620	2021-01-26 20:00:00	0	0	0	0	-15.397486799270398	0.04	
621	2021-01-26 21:00:00	0	0	0	0	-63.96793129808488	0.06	
622	2021-01-26 22:00:00	0	0	0	0	-173.98828904745793	0.06	
623	2021-01-26 23:00:00	0	0	0	0	-392.7425780427679	0.06	
624	2021-01-27 00:00:00	0	0	0	0	-370.9331925807524	0.06	
625	2021-01-27 01:00:00	0	0	0	0	-350.12271743319684	0.06	
626	2021-01-27 02:00:00	0	0	0	0	-330.2611306241941	0.06	
627	2021-01-27 03:00:00	0	0	0	0	-308.20985765892755	0.06	
628	2021-01-27 04:00:00	0	0	0	0	-287.3697287880894	0.06	
629	2021-01-27 05:00:00	0	0	0	0	-267.6565277316612	0.04	
630	2021-01-27 06:00:00	0	0	0	0	-371.3019361125513	0.04	
631	2021-01-27 07:00:00	0	0	0	0	-499.86256156508426	0.04	
632	2021-01-27 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-667.5294282191952	0.04	
633	2021-01-27 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-928.6325184407897	0.06	
634	2021-01-27 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-1256.8616586081882	0.06	
635	2021-01-27 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-1685.7715460668894	0.06	
636	2021-01-27 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-1821.729180039879	0.06	
637	2021-01-27 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-1966.6250479956368	0.06	
638	2021-01-27 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-2120.7822722081237	0.06	
639	2021-01-27 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-1234.297565383293	0.06	
640	2021-01-27 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-676.6863236168305	0.06	
641	2021-01-27 17:00:00	0	0	0	0	-342.5330969105537	0.04	
642	2021-01-27 18:00:00	0	0	0	0	-366.6764617508668	0.04	
643	2021-01-27 19:00:00	0	0	0	0	-395.92931015995134	0.04	
644	2021-01-27 20:00:00	0	0	0	0	-423.05749259551646	0.04	
645	2021-01-27 21:00:00	0	0	0	0	-427.26132542495714	0.06	
646	2021-01-27 22:00:00	0	0	0	0	-435.339614653724	0.06	
647	2021-01-27 23:00:00	0	0	0	0	-439.4555868044094	0.06	
648	2021-01-28 00:00:00	0	0	0	0	-443.5556275340835	0.06	
649	2021-01-28 01:00:00	0	0	0	0	-451.86360735975853	0.06	
650	2021-01-28 02:00:00	0	0	0	0	-456.10456230164436	0.06	
651	2021-01-28 03:00:00	0	0	0	0	-367.5221097374753	0.06	
652	2021-01-28 04:00:00	0	0	0	0	-290.2855963252184	0.06	
653	2021-01-28 05:00:00	0	0	0	0	-228.88503016895706	0.04	
654	2021-01-28 06:00:00	0	0	0	0	-254.2546972218783	0.04	
655	2021-01-28 07:00:00	0	0	0	0	-281.66734303137565	0.04	
656	2021-01-28 08:00:00	-194.75792416796872	0.04	-194.75792416796872	0.04	-311.3686550699928	0.04	
657	2021-01-28 09:00:00	-1407.1268540875	0.06	-1407.1268540875	0.06	-392.90980175950193	0.06	
658	2021-01-28 10:00:00	-2175.8597427218756	0.06	-2175.8597427218756	0.06	-485.973502296996	0.06	
659	2021-01-28 11:00:00	-2724.770238555469	0.06	-2724.770238555469	0.06	-601.0865777709814	0.06	
660	2021-01-28 12:00:00	-3027.2688685117187	0.06	-3027.2688685117187	0.06	-605.9480803055995	0.06	
661	2021-01-28 13:00:00	-2646.758379321875	0.06	-2646.758379321875	0.06	-605.6049281757837	0.06	
662	2021-01-28 14:00:00	-2310.9021015242192	0.06	-2310.9021015242192	0.06	-610.5376262373411	0.06	
663	2021-01-28 15:00:00	-1563.414211542969	0.06	-1563.414211542969	0.06	-506.9179745760731	0.06	
664	2021-01-28 16:00:00	-523.2032336	0.06	-523.2032336	0.06	-418.32479709523477	0.06	
665	2021-01-28 17:00:00	0	0	0	0	-342.5330969105537	0.04	
666	2021-01-28 18:00:00	0	0	0	0	-264.19939251347085	0.04	
667	2021-01-28 19:00:00	0	0	0	0	-200.71858418692773	0.04	
668	2021-01-28 20:00:00	0	0	0	0	-151.55212383776188	0.04	
669	2021-01-28 21:00:00	0	0	0	0	-158.81798244538513	0.06	
670	2021-01-28 22:00:00	0	0	0	0	-168.18255822662437	0.06	
671	2021-01-28 23:00:00	0	0	0	0	-175.9825910562983	0.06	
672	2021-01-29 00:00:00	0	0	0	0	-160.70452008120233	0.06	
673	2021-01-29 01:00:00	0	0	0	0	-144.77242660507105	0.06	
674	2021-01-29 02:00:00	0	0	0	0	-130.08667133136282	0.06	
675	2021-01-29 03:00:00	0	0	0	0	-149.98391138214788	0.06	
676	2021-01-29 04:00:00	0	0	0	0	-172.1642844239049	0.06	
677	2021-01-29 05:00:00	0	0	0	0	-196.80680357704875	0.04	
