simulation_time	physical_time	national_electricity_distribution_network.energy_sold_inside	national_electricity_distribution_network.energy_sold_outside	national_electricity_distribution_network.energy_bought_inside	national_electricity_distribution_network.energy_bought_outside	national_electricity_distribution_network.energy_erased_consumption	national_electricity_distribution_network.energy_erased_production	national_electricity_distribution_network.money_spent_inside	national_electricity_distribution_network.money_spent_outside	national_electricity_distribution_network.money_earned_inside	national_electricity_distribution_network.money_earned_outside	national_gas_distribution_network.energy_sold_inside	national_gas_distribution_network.energy_sold_outside	national_gas_distribution_network.energy_bought_inside	national_gas_distribution_network.energy_bought_outside	national_gas_distribution_network.energy_erased_consumption	national_gas_distribution_network.energy_erased_production	national_gas_distribution_network.money_spent_inside	national_gas_distribution_network.money_spent_outside	national_gas_distribution_network.money_earned_inside	national_gas_distribution_network.money_earned_outside	electric_microgrid.energy_sold_inside	electric_microgrid.energy_sold_outside	electric_microgrid.energy_bought_inside	electric_microgrid.energy_bought_outside	electric_microgrid.energy_erased_consumption	electric_microgrid.energy_erased_production	electric_microgrid.money_spent_inside	electric_microgrid.money_spent_outside	electric_microgrid.money_earned_inside	electric_microgrid.money_earned_outside	district_heating_network.energy_sold_inside	district_heating_network.energy_sold_outside	district_heating_network.energy_bought_inside	district_heating_network.energy_bought_outside	district_heating_network.energy_erased_consumption	district_heating_network.energy_erased_production	district_heating_network.money_spent_inside	district_heating_network.money_spent_outside	district_heating_network.money_earned_inside	district_heating_network.money_earned_outside	
0	2021-01-01 00:00:00	10210.936158049326	0	0	0	0.0	0	0	0	2246.405954770852	0	0	0	0	0	0	0	0	0	0	0	10210.936158049326	0	0	10210.936158049326	0.0	0	0	2246.405954770852	2042.1872316098652	0	0	0	0	0	0	0	0	0	0	0	
1	2021-01-01 01:00:00	9961.662189699833	0	0	0	0.0	0	0	0	1866.11817799647	0	0	0	0	0	0	0	0	0	0	0	9961.662189699833	0	0	9961.662189699833	0.0	0	0	1866.11817799647	1992.3324379399667	0	0	0	0	0	0	0	0	0	0	0	
2	2021-01-01 02:00:00	9285.453264908509	0	0	0	0.0	0	0	0	1583.169781666901	0	0	0	0	0	0	0	0	0	0	0	9285.453264908509	0	0	9285.453264908509	0.0	0	0	1583.169781666901	1857.0906529817019	0	0	0	0	0	0	0	0	0	0	0	
3	2021-01-01 03:00:00	8543.9854946017	0	0	0	0.0	0	0	0	1317.6534429774742	0	0	0	0	0	0	0	0	0	0	0	8543.9854946017	0	0	8543.9854946017	0.0	0	0	1317.6534429774742	1708.7970989203402	0	0	0	0	0	0	0	0	0	0	0	
4	2021-01-01 04:00:00	7787.237183966195	0	0	0	0.0	0	0	0	732.3896571520206	0	0	0	0	0	0	0	0	0	0	0	7787.237183966195	0	0	7787.237183966195	0.0	0	0	732.3896571520206	1557.447436793239	0	0	0	0	0	0	0	0	0	0	0	
5	2021-01-01 05:00:00	7099.315955701704	0	0	0	0.0	0	0	0	534.1525325069963	0	0	0	0	0	0	0	0	0	0	0	7099.315955701704	0	0	7099.315955701704	0.0	0	0	534.1525325069963	1277.8768720263067	0	0	0	0	0	0	0	0	0	0	0	
6	2021-01-01 06:00:00	7798.938904995147	0	0	0	0.0	0	0	0	573.9239140185929	0	0	0	0	0	0	0	0	0	0	0	7798.938904995147	0	0	7798.938904995147	0.0	0	0	573.9239140185929	1403.8090028991264	0	0	0	0	0	0	0	0	0	0	0	
7	2021-01-01 07:00:00	9257.68589809415	0	0	0	0.0	0	0	0	889.0155767939813	0	0	0	0	0	0	0	0	0	0	0	9257.68589809415	0	0	9257.68589809415	0.0	0	0	889.0155767939813	1666.383461656947	0	0	0	0	0	0	0	0	0	0	0	
8	2021-01-01 08:00:00	9344.812505609258	0	0	0	0.0	0	0	0	1566.564368440336	0	0	0	0	0	0	0	0	0	0	0	9344.812505609258	0	0	9344.812505609258	0.0	0	0	1566.564368440336	1682.0662510096663	0	0	0	0	0	0	0	0	0	0	0	
9	2021-01-01 09:00:00	7085.336238731215	0	0	0	0.0	0	0	0	1017.8794040561265	0	0	0	0	0	0	0	0	0	0	0	7085.336238731215	0	0	7085.336238731215	0.0	0	0	1017.8794040561265	1417.067247746243	0	0	0	0	0	0	0	0	0	0	0	
10	2021-01-01 10:00:00	6068.071935900744	0	0	0	0.0	0	0	0	889.0939000481773	0	0	0	0	0	0	0	0	0	0	0	6068.071935900744	0	0	6068.071935900744	0.0	0	0	889.0939000481773	1213.614387180149	0	0	0	0	0	0	0	0	0	0	0	
11	2021-01-01 11:00:00	5045.438113231866	0	0	0	0.0	0	0	0	699.8527206863921	0	0	0	0	0	0	0	0	0	0	0	5045.438113231866	0	0	5045.438113231866	0.0	0	0	699.8527206863921	1009.0876226463732	0	0	0	0	0	0	0	0	0	0	0	
12	2021-01-01 12:00:00	4527.436037918262	0	0	0	0.0	0	0	0	717.6438863704237	0	0	0	0	0	0	0	0	0	0	0	4527.436037918262	0	0	4527.436037918262	0.0	0	0	717.6438863704237	905.4872075836524	0	0	0	0	0	0	0	0	0	0	0	
13	2021-01-01 13:00:00	6192.729504498842	0	0	0	0.0	0	0	0	990.465156949545	0	0	0	0	0	0	0	0	0	0	0	6192.729504498842	0	0	6192.729504498842	0.0	0	0	990.465156949545	1238.5459008997686	0	0	0	0	0	0	0	0	0	0	0	
14	2021-01-01 14:00:00	7203.858987275244	0	0	0	0.0	0	0	0	962.003329160736	0	0	0	0	0	0	0	0	0	0	0	7203.858987275244	0	0	7203.858987275244	0.0	0	0	962.003329160736	1440.7717974550487	0	0	0	0	0	0	0	0	0	0	0	
15	2021-01-01 15:00:00	8091.547562176459	0	0	0	0.0	0	0	0	1098.3466660898325	0	0	0	0	0	0	0	0	0	0	0	8091.547562176459	0	0	8091.547562176459	0.0	0	0	1098.3466660898325	1618.309512435292	0	0	0	0	0	0	0	0	0	0	0	
16	2021-01-01 16:00:00	10297.326682613198	0	0	0	0.0	0	0	0	1320.735120311969	0	0	0	0	0	0	0	0	0	0	0	10297.326682613198	0	0	10297.326682613198	0.0	0	0	1320.735120311969	2059.46533652264	0	0	0	0	0	0	0	0	0	0	0	
