old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
48.51807065484921	26.503774151273184	114.62097316764515	116.60000000000001	73.04281797376753	
68.73393342770304	37.54701338097034	162.37971198749727	116.60000000000001	152.06065879617063	
86.25434783084299	47.11782071337452	203.77061896470235	233.20000000000002	103.94278750891985	
105.12248641883993	57.42484399442522	248.3454418632311	410.8927722764962	0	
118.59972826740915	64.78700348089	280.1846010764658	463.57133282476497	0	
198.11545517396752	108.22374445103213	277.0006851551423	583.339884780142	0	
176.5518682162568	96.44428927268851	226.05803041396678	499.0541879029121	0	
146.90193614940446	80.24753840246599	156.01188014485024	383.1613546967207	0	
102.42703804912608	55.95241209713227	50.942654741175645	209.32210488743402	0	
47.17034646999227	25.7675582026267	0	72.93790467261897	0	
8.08634510914155	4.417295691878873	0	12.503640801020424	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
14.824966033426161	8.098375435111258	0	22.92334146853742	0	
49.86579483970615	27.239990099919673	0	77.10578493962582	0	
80.86345109141531	44.17295691878863	0	125.03640801020394	0	
17.520414403139995	9.570807332404208	41.3909069772052	68.4821287127494	0	
36.38855299113688	19.877830613454876	85.9657298757338	142.23211348032555	0	
36.38855299113688	19.877830613454876	85.9657298757338	142.23211348032555	0	
