heat_storage.energy_stored	heating.LTH.energy_bought	prices_elec.France.buying_price	PV.LVE.energy_sold	
119822.50986463713	0.02026244817499659	0.31932	0	
119645.02931313097	0.06174907024358182	0.27234	0	
119467.66157841685	0.0	0.24336	0	
119290.34487896183	0.0	0.20762999999999998	0	
119113.07920008202	0.0	0.23517	0.13651023353750003	
118935.864527097	0.0	0.25686	0.626672063084375	
118758.6989378323	0.0019074972819359466	0.32526	1.5253716088043754	
118581.56930700675	0.0169261537327319	0.32571	2.4834544186375	
118404.49389235275	0.013676731213821645	0.32211	3.2449803983743752	
118227.47086241603	0.012243162455478903	0.31751999999999997	3.745208230659376	
118050.50020212417	0.010809593697136147	0.31365	4.0778341312775	
117873.59127243239	0	0.29420999999999997	4.120153089990001	
117696.73324598561	0	0.27315	3.9671454685500005	
117519.92610813634	0	0.25587000000000004	3.549433938559999	
117343.16984424277	0	0.25263	3.0642936450775	
117166.46443966686	0	0.24921000000000001	2.1781886769743752	
116989.80987977426	0	0.23480999999999996	1.32234109952	
116813.20614993389	0	0.25146	0.4515918080000001	
116636.6532355212	0	0.28791	0.071199995	
116460.15112191395	0	0.29133	0	
116283.69979449551	0	0.27117	0	
116107.03772541242	0.26151324053547187	0.30851999999999996	0	
115930.63074456165	0.057257221467441166	0.29961	0	
115754.27194210299	0.05983764523245827	0.27594	0	
115754.27194210299	0.05983764523245827	0.18927000000000002	0	
