old_house.LTH.energy_bought	new_house.LTH.energy_bought	office.LTH.energy_bought	incinerator.LTH.energy_sold	fast_gas_boiler.LTH.energy_sold	
165.77007473740142	90.55456168351668	391.6216583227875	0	647.9462947437055	
176.5518682162568	96.44428927268851	417.0929856933753	0	690.0891431823206	
191.3768342496829	104.54266470779974	452.11606082793344	0	748.0355597854161	
211.59269702253673	115.5859039374969	499.87479964778555	0	827.0534006078192	
245.2858016439598	133.99130265365883	579.4726976808724	0	958.7498019784911	
311.324286701949	170.0658841373362	544.4496225463143	25.839793385599478	1000	
291.1084239290952	159.02264490763906	496.6908837264621	0	946.8219525631964	
287.0652513745244	156.8139970616996	672.7207515637758	116.60000000000001	1000	
184.6382133253983	100.86158496456736	627.2314365007246	0	912.7312347906902	
167.11779892225832	91.29077763216314	585.8405295235194	0	844.249106077941	
152.29283288883218	83.19240219705192	550.8174543889612	0	786.3026894748452	
146.90193614940446	80.24753840246599	538.0817907036673	0	765.2312652555377	
144.20648777969063	78.77510650517304	531.7139588610203	0	754.6955531458839	
142.85876359483376	78.03889055652658	528.530042939697	0	749.4276970910573	
142.85876359483376	78.03889055652658	528.530042939697	0	749.4276970910573	
146.90193614940446	80.24753840246599	538.0817907036673	0	765.2312652555377	
242.59035327424596	132.51887075636589	573.1048658382256	0	948.2140898688374	
281.6743546350967	153.8691332671137	474.4034722771978	0	909.9469601794082	
335.58332202937356	183.3177712129728	597.6989067576535	116.60000000000001	1000	
357.1469089870843	195.09722639131644	564.3558646215992	116.60000000000001	1000	
345.01739132337207	188.47128285349814	624.0475205794012	157.53619475627147	1000	
347.71283969308587	189.9437147507911	630.415352422048	168.07190686592503	1000	
283.0220788199536	154.60534921576019	668.6223434779298	106.24977151364374	1000	
295.1515964836659	161.23129275357846	697.277586769841	153.66047600708544	1000	
295.1515964836659	161.23129275357846	697.277586769841	153.66047600708544	1000	
